smiles,qed,sa,egfr,her2
COc1ccccc1NC(=O)c1n[nH]c(=O)c2ccccc12,0.7754,3.25,-7.8,-8.0
Cc1nc(NC(=O)/C=C/C2=c3ccccc3=[NH+][C@@H]2C)sc1C,0.7962,4.0,-7.6,-8.2
CN(CC(=O)Nc1cccc2ccccc12)S(=O)(=O)c1ccc(F)cc1,0.7477,3.75,-7.5,-8.2
O=C(Nc1ccccc1C(C)(C)C)C(=O)N1CCOc2ccc(COCC(N)=O)cc2C1,0.695,3.0,-7.9,-7.8
NC(=O)c1ccc(Cl)c(NC(=O)Cc2cc(Cl)ccc2[N+](=O)[O-])c1,0.6228,3.5,-7.3,-8.4
COc1ccc(Cl)cc1N1C[C@@H](C(=O)NCc2cc(C#N)ccc2C)CCC1=O,0.8146,3.0,-7.5,-8.2
O=C(Nc1cccc2ccccc12)C1CCCCC1,0.8462,8.0,-7.7,-8.0
O=C(Cn1nnc(-c2ccccc2)n1)NCc1ccccc1Cl,0.7802,3.0,-7.0,-8.7
COc1ccccc1CN1C(=O)c2ccccc2[C@@H](C)N1Cc1cccc(C)c1C,0.5712,3.75,-8.4,-7.2
CN(Cc1ccc(Cl)c(Cl)c1)C(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,0.8126,4.0,-7.7,-7.9
O=C1C[C@H](c2ccc(Cl)cc2)C[C@H]1CC(=O)NNC(=O)c1cccnc1,0.8086,3.5,-7.5,-8.1
Cc1cccc(OC(=O)c2cc3c(Cl)cccn3n2)c1C,0.5336,4.25,-7.5,-8.1
CCCc1ccc(NC(=O)C2CCN(C(=O)c3cc(C)nc4ccccc34)CC2)cc1,0.6388,3.25,-8.2,-7.4
FC(F)(F)COc1ccc(Br)cc1CNC(=O)CSc1nnnn1-c1cccs1,0.4662,3.0,-7.6,-7.9
COc1ccc(C2=C/C(=C\c3ccccc3)CCO2)cc1,0.8203,5.5,-7.5,-8.0
Cc1ccc(F)c(NC(=O)COC(=O)c2c(Cl)cc(Cl)cc2Cl)c1,0.7563,3.5,-7.2,-8.3
O=C(NCCCn1c(C(F)(F)F)n[nH]1)[C@H]1COc2ccccc2C1,0.8165,3.0,-7.6,-7.9
CC(C)c1ccccc1NC(=O)CCNC(=O)C1CCCCC1,0.8376,5.75,-7.4,-8.0
Clc1ccccc1[C@@H]1CN(C(=O)c2cccc(Cl)c2)CCO1,0.8223,5.5,-7.8,-7.6
COc1ccccc1CN1CCN(C(=O)COc2ccc(NC(C)=O)cc2)CC1,0.7768,3.0,-7.8,-7.6
O=C(NC[C@@H]1CCCO1)c1ccc(NS(=O)(=O)c2ccccc2)cc1,0.8284,3.0,-7.8,-7.5
Cc1ccc(C)c(C(=O)N2CCN(C(=O)c3ccc(S(N)(=O)=O)cc3)CC2)c1,0.8431,4.5,-8.5,-6.8
O=C(OCc1cccc(Cl)c1)c1cccnc1N1CCCC1,0.8068,3.5,-7.7,-7.6
COc1ccccc1C[C@H]1CCCN1C(=O)NCc1cc(C(N)=O)cs1,0.8165,3.0,-7.7,-7.6
COc1cccc(NC(=O)c2nc3nc(C)cc([C@H](C)NC(=O)C4CCCCC4)c3n2CC(=O)N(C)C)c1,0.4659,3.0,-8.0,-7.3
CCn1c(-c2ccccc2)[nH+]c2c1C[C@H](C1CCC(C)C1)CC2,0.7933,7.0,-7.3,-8.0
Cc1cccc(Nc2nc(-c3ccc(C#N)cn3)no2)c1,0.7912,3.0,-7.1,-8.2
CCO[C@@H](C)c1cccc(CNC(=O)Nc2cccc(OC)c2)c1,0.8038,3.0,-7.3,-7.9
O=C(Nc1ccc(OCc2cncnc2)cc1)c1ccc(OC(F)(F)F)cc1,0.6839,3.0,-7.1,-8.1
C[C@]1(c2ccc(Cl)cc2Cl)[NH+]=C([O-])CN1C(=O)c1cccc(C(F)(F)F)c1,0.8149,4.5,-7.6,-7.6
O=C1O[C@@H](c2ccc([N+](=O)[O-])cc2)[NH2+][C@H]1c1ccccc1Cl,0.5331,4.0,-7.6,-7.6
C[C@H]1CCc2cc(F)ccc2[C@@H]1NC(=O)c1c[nH]c2nccc(Cl)c12,0.7134,4.25,-7.9,-7.3
CN(C)c1ccc(/C=N/NC(=O)COc2ccccc2C(=O)[O-])cc1,0.5897,3.0,-7.5,-7.7
COc1ccc(COc2ccc(NC(=O)N3CCO[C@@H](C)C3)cc2)cc1,0.8903,3.0,-7.2,-7.9
Cc1nc(NC(=O)c2cccc(C(F)(F)F)c2)sc1C#CCO,0.8262,3.0,-7.2,-7.9
Cc1ccc(CN(CC(N)=O)C(=O)c2cccc(NC(=O)C3CC3)n2)cc1F,0.7616,3.0,-7.7,-7.4
C[C@H](Sc1nnc(-c2ccccc2F)n1C)c1ccccc1Cl,0.613,3.0,-7.5,-7.6
Cc1cccc(C)c1NC(=O)[C@H](CCC(C)C)NC(=O)C1CCCC1,0.7722,5.25,-7.8,-7.2
COc1cccc2c1OC[C@H](NC(=O)Cc1cccc(OC)c1)C2,0.9159,3.0,-7.0,-8.0
Cc1ccc(CNC(=O)/C=C/C(=O)Nc2ccc(Cl)cc2C)cc1,0.8125,5.5,-7.3,-7.7
Cc1ccc2c(c1)CCC[C@H]2NC(=O)Cc1csc(-c2cccs2)n1,0.7103,3.0,-7.2,-7.8
O=S1(=O)N=C(N2CCN(c3ccccc3Cl)CC2)N(C[C@@H]2CCCO2)C1=O,0.7519,3.0,-7.9,-7.1
O=C([O-])[C@H](CCc1ccccc1C[NH+]1CCCC1)NCc1ccccn1,0.671,3.0,-7.5,-7.5
CCOC(=O)Cn1/c(=N/C(=O)[C@@H]2COc3ccccc3O2)sc2c(C)cc(C)cc21,0.5991,3.0,-7.4,-7.6
CCOc1ccccc1C(=O)CCC(=O)Nc1cccc2c1OCCO2,0.7701,3.0,-7.4,-7.6
CC(=O)N[C@H](CC(=O)Nc1cccc(OC)c1)c1ccccc1,0.8616,4.0,-7.3,-7.7
Cc1cc(NC(=O)C(=O)N[C@H]2CCC[C@H](C(F)(F)F)C2)ccc1F,0.6376,5.75,-7.2,-7.7
COc1ccc(-c2ccnc(NCc3ccccn3)n2)cc1Cl,0.7722,3.0,-7.5,-7.4
COc1cc(OC)c(C(=O)/C=C/c2cccc([N+](=O)[O-])c2)c(C)c1,0.3487,3.0,-7.4,-7.5
O=C1COc2ccccc2[C@H]1[C@@H](c1ccccc1)c1ccccc1,0.708,5.75,-8.0,-6.9
CC1(CNC(=O)c2ccc(C[NH+](C)C3CCCCC3)cc2)CCCO1,0.831,4.25,-7.2,-7.7
O=C(c1ccc2c(c1)COCO2)N1CCC([C@@H](O)CC(F)F)CC1,0.9137,3.0,-7.4,-7.5
Cn1ncc(Cl)c1CNc1ccc(OCc2ccccc2)cc1,0.7347,3.0,-7.3,-7.6
COc1cccc(CN2CC[C@@H](Nc3cccc(Cl)c3)C2=O)c1,0.911,4.0,-7.3,-7.6
CCOC(=O)c1csc(NC(=O)c2ccc3c(c2)C=CC3=O)n1,0.8723,3.0,-7.1,-7.8
O=C(/C=C/c1cccs1)O[C@@H]1CC[C@H](S(=O)(=O)c2ccccc2)C1,0.601,3.0,-7.0,-7.8
Cc1ccccc1C(=O)/C(C#N)=c1/s/c(=C\c2ccc(OC)cc2OC)c(=O)n1C,0.5911,3.0,-7.2,-7.6
O=C(NNC(=O)C1CCCC1)c1ccc(OCc2ccco2)cc1Cl,0.798,3.0,-7.1,-7.7
CCn1c(SCc2ccccc2C(F)(F)F)nc2ccccc21,0.5964,3.0,-7.3,-7.5
O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1-c1ccc(Cl)cc1,0.6878,6.25,-7.5,-7.3
COc1cccc(C(=O)Nc2nonc2-c2ccc(F)c(Cl)c2)c1OCC(C)C,0.5902,3.0,-7.5,-7.3
O=C(NCc1c(F)cccc1Br)N[C@H]1c2ccccc2C[C@@H]1O,0.7679,5.5,-7.2,-7.6
COc1ccc(/C=C/C(=O)N2CCO[C@@H](c3ncccc3F)C2)cc1OC,0.7556,3.0,-7.2,-7.6
COc1ccccc1NC(=O)CCn1c(=O)c2ccccc2n1C,0.7831,3.25,-7.7,-7.1
O=C([O-])c1cccc(Oc2ccc(C(=O)N(CC[NH+](C)C)CC(F)(F)F)cc2)c1,0.7046,3.0,-7.0,-7.7
NC(=O)c1ccc(NC(=O)N(Cc2ccccc2)C[C@H]2CCCO2)cc1,0.8371,3.0,-7.5,-7.2
C[NH+](Cc1cccc(C(F)(F)F)c1)Cc1ccc([N+](=O)[O-])c(Cl)c1,0.656,4.0,-7.1,-7.6
C[C@H]1CC2=C(C(=O)N(Cc3ccccc3)CC2)[C@H](c2ccccc2Cl)C1,0.6945,6.5,-7.4,-7.3
CCC[NH+]1CCC(CNC(=O)c2ccc(N3CCCC3=O)cc2)CC1,0.816,4.75,-7.0,-7.7
CN(C)S(=O)(=O)c1ccccc1NC(=O)[C@H]1CCCN1C(=O)c1ccccc1Cl,0.7819,3.0,-7.6,-7.1
O=C(/C=N/NC(=S)Nc1ccc(Cl)cc1)c1ccccc1Cl,0.3757,4.0,-7.1,-7.6
Cc1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)ccc1[N+](=O)[O-],0.679,5.0,-7.0,-7.7
COc1ccc(N)c(NC(=O)Cc2ccc(Cl)c(C)c2)c1,0.8507,5.0,-7.2,-7.5
COc1ccc2c(C(=O)NCC[NH+](C)C3CCCCC3)cc(=O)oc2c1,0.7646,3.0,-7.0,-7.7
O=C(CSc1nc2ccccc2c(=O)n1Cc1ccccc1Br)NC[C@H]1CCOC1,0.4076,3.0,-7.5,-7.2
CC(=O)Nc1ccc(NC(=O)C(=O)N(C)Cc2ccc(Cl)s2)cc1F,0.7962,3.0,-7.2,-7.4
O=C(N[C@H]1CCSc2ccc(F)cc21)[C@@H](O)c1ccccc1,0.9137,5.0,-7.2,-7.4
COc1ccc(N[C@H](C)C(=O)Nc2c(C)cccc2C)cc1S(=O)(=O)N(C)C,0.7394,3.0,-7.4,-7.2
Cc1cccc([S@@](=O)CC(=O)N[C@H]2c3ccccc3C[C@H]2C)c1,0.9375,6.0,-7.4,-7.2
COc1ccc(CCCC(=O)N(C)Cc2nc(C)cc(=O)[nH]2)cc1OC,0.78,3.0,-6.9,-7.7
CCCN(Cc1ccccc1)C(=O)CSc1nccn1-c1ccccc1Cl,0.4969,3.0,-7.4,-7.2
C[NH+](C)CCOc1ccccc1/C=C1\NC(=O)N(CC(=O)NC[C@@H]2CCCO2)C1=O,0.3679,3.0,-7.2,-7.4
COc1ccccc1C(=O)NS(=O)(=O)c1ccc(NC(=O)CNC(C)(C)C)cc1Cl,0.5936,3.0,-7.2,-7.4
COc1cccc(S(=O)(=O)N2CCC(C(=O)NCCc3ccccc3)CC2)c1,0.7719,3.0,-7.7,-6.9
O=C(Nc1ccccc1)c1ccc2cc[nH]c2c1,0.7032,7.25,-7.1,-7.5
C[C@@H]([NH2+]C[C@@H]1CCS(=O)(=O)C1)c1ccc(N2CCNC2=O)cc1,0.8086,4.25,-7.0,-7.6
O=C(Cc1ccc(Cl)cc1)C(=O)NCc1ccc(Cl)cc1,0.8575,5.5,-7.0,-7.6
Cc1cc(OCC(=O)NCC#CCOc2ccccc2Br)ccc1Cl,0.7162,3.0,-7.1,-7.5
O=C(CN1CCCOC1=O)Nc1ccc(C(F)(F)F)cc1Cl,0.9222,3.75,-7.0,-7.6
COc1ccc(C2(NC(=O)[C@@H](C)Oc3ccccc3Cl)CCCC2)cc1,0.7978,3.0,-7.3,-7.3
CCc1cccnc1N(C)Cc1nc(-c2ccc(F)cc2)no1,0.7218,3.0,-6.7,-7.8
CC(=O)NCCN1CCN(C(=O)NCc2ccc(-n3cccn3)cc2)CC1,0.7893,3.0,-7.4,-7.1
O=C(Nc1ccccc1)C1c2ccccc2C2(O)CCC[C@H]21,0.8912,7.0,-7.7,-6.8
Cc1ccc(/C=C/C(=O)Nc2ccc(C(N)=O)cc2)cc1,0.8452,6.5,-7.2,-7.3
COCc1ccc(CNC(=O)C(=O)Nc2cccc(C#N)c2)cc1C,0.8189,3.0,-6.9,-7.6
Cc1cccc(NC(=O)COC(=O)CCc2ccc(Cl)cc2Cl)c1,0.7705,3.5,-7.1,-7.4
CCc1ccc(NC(=O)c2cccc(C)c2N)cc1Cl,0.8374,7.0,-7.0,-7.5
COC(=O)CCCn1nc2c(N3CCCCCCC3)nc3ccccc3c2c1-c1ccccc1,0.3343,3.0,-7.6,-6.9
O=C(/C=C/NC(=O)NCc1cccs1)NCCc1ccc(Cl)cc1Cl,0.6224,3.0,-6.9,-7.5
COc1ccc(NS(=O)(=O)c2c(C)oc3ncc(Cl)c(Cl)c23)cc1,0.7238,3.0,-7.0,-7.4
O=C(N/C=C/c1ccccc1Cl)[C@H]1CCO[C@]2(CCOC2)C1,0.9306,4.25,-7.2,-7.2
COc1ccccc1CNC(=O)C(=O)N[C@@H]1CCCC[C@H]1CO,0.7058,4.25,-6.9,-7.5
O=C1c2ccccc2C(=O)N1Cc1ccc(Cl)cc1Cl,0.7917,6.5,-6.9,-7.5
COc1cccc(N2C(=O)c3ccccc3C2=O)c1,0.7724,6.0,-6.9,-7.5
CC(=O)c1c(C)oc2ccc(NC(=O)CN3CCCS3(=O)=O)cc12,0.8499,3.0,-7.1,-7.3
O=C(CNS(=O)(=O)c1ccccc1Cl)NC1CCCCCC1,0.8055,4.75,-7.6,-6.8
COc1cccc(OC)c1CCNC(=O)c1ccc(C(C)(C)C)cc1,0.8646,3.5,-6.8,-7.6
C[C@H](Sc1nnc(-c2ccc(Cl)cc2)n1C)c1ccccc1,0.6317,3.0,-7.1,-7.3
COc1ccc(C[NH2+]Cc2ccc(CC)c(F)c2)cc1OC(C)C,0.8035,3.0,-7.1,-7.3
Cc1c(N)cc2c3c(cccc13)CC(=O)N2,0.6578,8.5,-7.0,-7.3
O[C@@H](Cc1c(F)ccc(F)c1F)[C@@H]1CCO[C@]2(CCOC2)C1,0.8713,3.75,-7.3,-7.0
COc1ccccc1S(=O)(=O)Nc1ccc(OCC(F)(F)F)cc1Cl,0.7997,3.0,-6.9,-7.4
c1ccc2c(c1)CCC[C@@H]2[NH2+][C@@H]1CCO[C@@]2(CCSC2)C1,0.9089,5.25,-7.1,-7.2
CCS(=O)(=O)[C@@H]1CC[C@H](NC(=O)CSc2nc3ccccc3n2C(C)C)C1,0.7105,3.0,-6.7,-7.6
Cc1ccc(C)c(Cl)c1NC(=O)C1CCC(CC(=O)[O-])CC1,0.9263,6.25,-7.3,-7.0
CC(C)NS(=O)(=O)c1cccc(C(=O)N[C@@H]2CCCC[C@@H]2CO)c1,0.7238,4.25,-7.0,-7.3
N#CCOc1cccc(NC(=O)NC[C@H](c2ccco2)[NH+]2CCCCC2)c1,0.697,3.0,-6.7,-7.6
CCOc1cccc(C(=O)Nc2ccc(Cl)cc2C(C)C)c1OC(F)F,0.6651,3.0,-6.9,-7.4
Cc1ccn2c(SCC(=O)N(Cc3ccco3)Cc3cccs3)nnc2c1,0.4402,3.0,-7.2,-7.0
COc1ccccc1CNc1ccc(C(N)=O)cc1[N+](=O)[O-],0.6285,3.0,-7.0,-7.2
Cc1nc(-c2ccc(NC(=O)C(=O)N(C)c3ccccc3)cc2)cs1,0.7317,3.25,-7.0,-7.2
O=C(Nc1ccc([N+](=O)[O-])c(Cl)c1)c1ccccc1F,0.6936,5.5,-7.1,-7.1
CCCc1cc(C(=O)NNC(=O)c2ccccc2)n(CCOC)n1,0.7545,3.0,-6.8,-7.4
CCOc1ccccc1CN1C(=O)c2ccc(C)c(Cl)c2C1=O,0.8005,4.5,-6.9,-7.3
O=C(Cc1ccc(Cl)cc1)/N=c1\[nH]c2ccccc2s1,0.7728,4.25,-6.9,-7.3
COc1ccc(CN2CCO[C@@H](c3ccccc3OC)C2)c(OC)c1,0.8049,3.0,-6.9,-7.3
C[C@H]1CCCN(C(=O)CCNC(=O)c2cccc(OCC(F)F)n2)C1,0.8131,3.0,-6.7,-7.5
CC[NH+](CCC(C)(C)CNC(=O)COc1ccccc1)c1cccc(C)c1C,0.6599,3.0,-6.7,-7.5
COc1cccc(C[C@@]2(C)C[NH+]=C(N)N2c2ccccc2)c1,0.8817,5.0,-7.3,-6.9
CCn1/c(=N/C(=O)[C@@H]2CC(=O)N(C)C2)[nH]c2c(CO)ccc(C)c21,0.8676,4.0,-7.2,-6.9
Cc1ccc(S(=O)(=O)[N-][C@H](C)c2nc(C(C)(C)C)no2)cc1F,0.8477,3.0,-6.9,-7.2
CC(=O)c1ccc(Oc2ccccc2Cl)cc1C(C)C,0.6985,6.0,-7.2,-6.9
C[NH+]1CCCC[C@H]1[C@@H]1CCCCN1C(=O)Cc1cccc(F)c1,0.903,6.75,-7.5,-6.6
O=C(Cc1ccc(Cl)cc1)NC[C@H](c1ccc(Cl)cc1)N1CCOCC1,0.8135,3.0,-6.6,-7.5
CCOc1cc(NC(=O)c2ccc(-n3cnnn3)cc2)nn1C(C)C,0.7368,3.0,-6.8,-7.3
CC(C)N(C)C(=O)[C@@H]1CN(c2ccc(F)cc2)c2ccccc21,0.8572,6.5,-7.0,-7.1
Cc1ccc(-n2nc(C(=O)N3CCC[C@@H]3c3ccc(Cl)cc3)cc2C#N)cc1,0.6517,3.0,-7.6,-6.5
O=C(CNC[C@@H](O)c1ccccc1Cl)NNC(=O)c1cccs1,0.5921,3.0,-7.1,-7.0
O=C(c1ccc2ccccc2c1)N1CCCC1c1ccc(Cl)cc1,0.6077,6.75,-7.5,-6.6
CNS(=O)(=O)[C@@H]1CCN(C(=O)Nc2ccc(N(C)C)cc2C(F)(F)F)C1,0.8177,3.25,-7.0,-7.0
CCOC(=O)Cc1nc(C[NH+]2C[C@H](C)C[C@H](C)C2)nc2ccccc12,0.842,3.0,-6.9,-7.1
