SMILES,QED,SAScore,EGFR_Docking,HER2_Docking
Cc1ccc(C(=O)[C@@H]2C[NH+]3CCC2CC3)cc1,0.755,4.7474,-5.42,-7.36
CCN(Cc1ccccn1)C(=O)[C@@H]1CCCC[NH+]1C,0.8577,4.1537,-5.62,-7.24
Cc1nc(CCCNc2cccc(Oc3ccc(C#N)cn3)c2)cs1,0.6328,2.3958,-6.02,-9.0
O=C(CC[NH+]1CCCC1)N1CCN(c2ncccn2)CC1,0.7883,3.4665,-5.61,-7.4
CC(C)CN(C1CCCC1)S(=O)(=O)N1CC[NH2+]CC1,0.7754,3.6526,-5.59,-7.26
COc1cccc([C@H](CNC(=O)C(=O)Nc2cc(C)on2)[NH+](C)C)c1,0.6358,3.5453,-5.95,-8.68
CC(C)n1cc(C(=O)N2CCC[C@H]([NH+]3CCN(c4ccc(F)cc4)CC3)C2)cn1,0.8484,3.8732,-6.32,-8.58
Cn1c(=O)c(N2CCC[C@H](C(=O)NCCCc3ccccc3)C2)nc2ccccc21,0.6418,2.5779,-6.55,-8.63
CC(=O)C[C@H]1CCCCN1C(=O)C[C@H]1CCCO1,0.7686,3.0589,-4.91,-6.84
CCOC(=O)[C@@H]1[C@H](c2cccs2)NC(=O)N[C@@]1(O)C(F)(F)F,0.7296,3.7063,-5.9,-7.14
C[C@H](N[C@H](C)c1nccs1)c1cc(F)ccc1N1CCC(O)CC1,0.8649,3.2199,-5.88,-7.64
C/[NH+]=C(/NC[C@H]1CCO[C@@H]1C(C)(C)C)N1CCN(c2ccccc2O)CC1,0.5341,4.0194,-5.92,-8.04
O=C(Oc1cccc2cccnc12)[C@H](Cc1ccccc1)N1C(=O)[C@H]2[C@H]3CC[C@H](C3)[C@H]2C1=O,0.3429,4.359,-6.5,-9.18
C[C@@H](C[NH2+]C1CC1)[C@H](C)[NH+]1CCC[C@H](C(C)(C)C)CC1,0.7619,5.7892,-5.6,-7.33
COc1cccc(OC)c1OCc1cccc(C(N)=O)c1,0.8852,1.7241,-5.81,-7.91
CC(=O)Nc1cc(F)cc(C(F)(F)F)c1,0.7256,1.9017,-5.24,-6.43
CC1(C)C(Cn2nnnc2-c2ccc(Br)c(N)c2)C1(C)C,0.862,2.9246,-5.75,-7.88
CSC[C@@H]1CCN(S(=O)(=O)c2ccc(OC(C)C)cc2)C1,0.805,2.677,-5.62,-7.65
O=C(c1ccc(Br)o1)N1CCC2(CCc3ccccc3O2)CC1,0.7546,2.9193,-6.13,-8.39
C[NH+]1CCN(c2ncnc3c2oc2ccc(Br)cc23)CC1,0.7237,3.624,-6.13,-8.32
CCOC(=O)C1=CN=N[C@@H]1S(=O)(=O)N(CC)c1cccc(C)c1,0.7456,3.5543,-5.53,-7.45
CC(=O)N[C@H]1CCCN(C(=O)C[NH+]2CC[C@H](C)C[C@H]2c2ccc(C)o2)C1,0.842,4.6097,-5.91,-8.22
Nc1nnc(CNC(=O)c2ccc(Cl)c(Cl)c2)s1,0.9118,2.1362,-5.73,-8.25
COCCCN1[C@H](NC(=O)c2ccccc2)[C@H](C2[NH+]=c3ccccc3=[NH+]2)[C@@H](C)[C@H]1C,0.4726,4.84,-5.99,-8.63
COc1cccc(C(=O)C2=C([O-])C(=O)N(Cc3ccncc3)[C@@H]2c2ccc(O)cc2)c1,0.6203,3.0569,-6.25,-8.15
Cc1nc2ncnn2c(NCCc2ccc(O)c(O)c2)c1C,0.6359,2.5912,-5.95,-8.49
Cc1cccc(-n2ncc(C(=O)Nc3ccccc3)c2C2CC[NH2+]CC2)c1,0.7505,2.9202,-6.2,-9.27
Cc1ccc(CN(CC(=O)Nc2cccc(F)c2)S(=O)(=O)c2ccccc2)cc1,0.6387,1.895,-6.44,-8.54
O=C1Nc2ccc(F)cc2/C1=c1/sc2n(c1=O)CN(c1ccc(F)c(F)c1)CN=2,0.6546,2.9316,-5.9,-8.34
CC(C)N(Cc1cccc(Cl)c1)C(=O)Cn1ccc(=O)n(C)c1=O,0.8239,2.3677,-6.08,-8.01
Cc1ccc([C@@H](C)NC(=O)c2c(Cl)cccc2Cl)o1,0.913,2.4988,-5.87,-8.17
O=c1/c(=C/c2cccc(F)c2)sc2nc(-c3ccco3)nn12,0.5685,2.4235,-6.09,-8.92
CC[C@H](Oc1ccccc1)C(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,0.8217,2.3194,-5.87,-7.88
CC1(C)C(CNC(=O)Cc2ccccc2N)C1(C)C,0.8176,2.42,-5.4,-7.44
O=C(Nc1ccccc1N1CCCC1)c1ccc(NC(=O)C2CC2)cc1,0.8608,1.7496,-6.29,-8.98
CC(C)C1C[NH+](C[C@H]([NH3+])[C@@H](C)O)C1,0.4765,5.7808,-5.02,-5.61
CCn1ccc(C(=O)N2CCC[C@@H](c3[nH+]ccn3CC)C2)n1,0.8603,3.8877,-5.82,-8.14
C[C@H](Nc1ccc(CC#N)cc1)C(=O)NC[C@@H]1COc2ccccc2O1,0.8354,3.0014,-6.01,-8.81
NC(=O)[C@H]1CCN(C(=O)c2cccc(Cl)c2)c2ccccc21,0.9259,2.5655,-6.13,-8.51
COc1ccc(N2CCN(S(=O)(=O)c3cc(C)c(Cl)cc3C)CC2)cc1,0.7962,1.9956,-6.2,-8.03
COc1ccc(-c2ncc(C(=O)Nc3cc(OC)ccc3F)s2)cc1,0.7418,2.003,-6.15,-8.81
CNC(=O)[C@@H](CC(C)C)NS(=O)(=O)c1c(C)cccc1[N+](=O)[O-],0.5719,2.7779,-5.61,-7.82
C[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)c1ccco1,0.8486,2.866,-5.69,-7.93
COc1ccc(C(=O)NCc2ccc(-c3nn4cnnc4s3)cc2)cc1OC,0.5399,2.2667,-6.45,-9.58
Cc1cc(C)n(CC(=O)Nc2oc(C)c(C)c2C#N)c(=O)n1,0.927,2.6305,-5.76,-8.1
Cc1ccccc1OCCCSc1nncn1C,0.5932,2.0963,-5.35,-7.4
CCCOc1ccc(-c2c[nH]c(=S)[nH]2)cc1,0.7945,2.3623,-5.44,-7.67
O=S(=O)(Cc1ccc(Br)cc1)NCc1ccc(N2CCCCC2)cc1,0.7626,1.9885,-6.29,-8.26
CCCOC[C@H]1O[C@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@@H]21,0.7383,4.049,-5.0,-7.32
O=C(Cc1cc(F)ccc1F)N[C@H]1CCN(c2ccccc2Cl)C1=O,0.906,2.6311,-6.35,-8.89
C[C@@H](CO)[C@@H](C)NC(=O)NCc1ccc(C[NH+]2CCCCCCC2)cc1,0.5981,4.0798,-5.86,-8.42
O=C(C[NH2+]CC1CCC1)Nc1ccc(Br)cc1,0.8545,3.0013,-5.5,-7.63
Cc1ccc(C(C)C)cc1O[C@H](C)C(=O)NC[C@@H]1CCCO1,0.8778,2.8167,-5.7,-8.1
CC/[NH+]=C(/NCC(=O)N1CCCC1)N[C@H]1C[C@@H]1c1c(F)cccc1F,0.5202,3.9509,-6.07,-8.36
COc1ccc(OC)c(-c2csc(NC(=O)c3cccc(S(=O)(=O)N(C)C)c3)n2)c1,0.5966,2.1381,-6.3,-8.96
C[C@@H](N[C@@H]1CC(=O)N(C2CC2)C1)c1ccccc1C(F)(F)F,0.9263,3.1342,-5.75,-7.47
COc1ccc(-n2ccn3cc(-c4ccc(F)cc4F)nc3c2=O)cc1,0.5669,2.3384,-6.64,-9.32
COC[C@@H](C(=O)OC)[C@@](O)(c1nccn1C)C(F)(F)F,0.8058,3.743,-5.4,-7.11
C[NH+](C)CCC1CCN(C(=O)N[C@@H](c2ccccc2)C2CC2)CC1,0.8233,3.4315,-5.86,-7.89
c1ccc(Oc2ncccn2)cc1,0.6965,1.7313,-4.95,-6.25
COC[C@H](C)[NH+]1CCN(Cc2cc(C#N)n(C)c2C)CC1,0.8267,4.4297,-5.39,-6.85
C[C@H](CCc1ccccc1F)C(=O)N1CCc2ccccc2CC1,0.8312,2.4805,-6.41,-8.66
CCCn1c([C@@H]2CC(=O)N(Cc3ccccc3)C2)nc2ccccc21,0.7086,2.4985,-6.36,-8.96
CCOC(=O)C1CCN(C(=O)N[C@H]2CCC[C@@H]([S@@](=O)CC)C2)CC1,0.7634,3.5526,-5.72,-8.31
CC[C@H](C)[C@H]1CNc2c(C)[nH+]n(C)c2N1,0.7729,5.1145,-5.2,-6.09
CCn1c(-c2ccccc2)nnc1[S@](=O)Cc1ncc(C)o1,0.723,3.3005,-6.11,-8.03
CN1C(=O)[C@H](CC(=O)Nc2ccccc2F)S/C1=N\c1cccc(F)c1,0.889,2.8021,-6.17,-8.76
Nc1ccc2c(c1)CC[C@@H]2Nc1ccccc1Cl,0.7987,2.4593,-6.0,-7.83
Cc1c(C(=O)N2CCN(C(=O)[C@@H]3C[C@@H]3C)CC2)c(=O)oc2ccccc12,0.7741,2.9941,-6.2,-8.6
COC(=O)[C@@H]1CS(=O)(=O)[C@H]2CCC(C)(C)[C@H]2N1,0.6779,4.509,-5.48,-6.79
CCCc1cc(C(=O)N(C)CCc2scnc2C)cs1,0.8134,2.6959,-5.5,-7.38
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CSc1ncn[nH]1,0.6945,2.3309,-6.13,-8.72
Cc1ccccc1[C@@H]1CCN(C(=O)c2ccc(C#N)cc2)C1,0.8494,2.3479,-5.99,-8.59
Cn1c(CCC(=O)N2CCC[C@](O)(C[NH+](C)C)C2)nc2cccnc21,0.7581,3.787,-5.89,-8.39
Cc1cscc1C[NH2+]Cc1ccc(Cl)c(N)c1,0.8218,3.6581,-5.57,-7.57
CC(C)Cn1c(=O)c2cc(F)ccc2n2c(SCC(=O)Nc3ccc(F)cc3)nnc12,0.4597,2.3618,-6.64,-9.07
CNC(=O)[C@H](C)NC(=O)c1sc2cccc(F)c2c1N,0.8018,2.7889,-5.81,-8.07
Cc1cc(CN2CCN([C@H]3CCCN(Cc4ccccc4)C3=O)CC2)on1,0.8105,2.7419,-6.18,-8.28
CC1(c2ccc(C(=O)[O-])cc2)CC1,0.6749,2.7613,-4.59,-6.3
CC(C)C[C@@H]([NH+](C)C)C1(c2ccc(Cl)cc2)CCC1,0.844,3.7386,-5.17,-6.78
C[NH+](C)[C@@H](CNC(=O)c1ccc([N+](=O)[O-])cc1Cl)c1cccs1,0.6144,3.5328,-5.85,-7.97
Cc1cc2c(=O)c3ccccc3oc2c(C(=O)[O-])c1C,0.6315,2.6172,-5.96,-8.74
CCOc1c(C[NH2+][C@@H](C)c2ccccc2)cc(Cl)cc1OC,0.8461,3.2801,-5.56,-7.98
O=C(Nc1ccc(F)c(F)c1)c1cnn2c(-c3ccco3)ccnc12,0.6193,2.3317,-6.51,-9.28
COc1cc(CNC(=O)/C=C(/C)C(C)(C)C)cc(OC)c1OC,0.8167,2.3696,-5.55,-6.91
O=C(c1ccco1)N1CCC[C@H](Nc2ncnc3c2CCC3)C1,0.9412,2.9079,-5.76,-8.35
COC(C)(C)CNc1cncc(-n2ccnc2C)n1,0.8888,2.9168,-5.42,-7.33
COC(=O)[C@@]1(F)CCN(S(=O)(=O)c2c[nH]c3nccc(Cl)c23)C1,0.8361,3.569,-6.12,-8.33
COCCOc1ccc(NC(=O)N2CCC[C@@H]2c2c(C)n[nH]c2C)cc1Cl,0.7259,2.9423,-6.13,-8.43
[NH3+][C@H](Cc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1,0.7269,2.567,-6.31,-8.87
CS(=O)(=O)c1ccc(CN[C@H]2CC[C@H]([NH3+])C2)cc1,0.8277,3.4385,-5.51,-7.58
Cc1cc(/C=N\NC(=O)C(=O)N2CCCCCC2)c(C)n1-c1cccc(Cl)c1Cl,0.4451,2.5027,-6.64,-9.18
C#CCN1C(=O)c2ccccc2N[C@H]1c1c(C)nn(CCC(=O)OC)c1C,0.6489,3.2699,-6.17,-8.41
Cc1ccc(NC(=O)C(=O)NCc2ccccc2C)c(Cl)c1,0.8542,1.8185,-5.95,-8.95
COC(=O)C1=C(C)N=C(C)/C(=C(\[O-])OC)[C@@H]1C(=O)OCC(=O)N1c2ccccc2C[C@@H]1C,0.4987,3.8349,-6.21,-8.23
CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)c1cc(=O)[nH]c2ccccc12,0.6509,2.4474,-6.46,-9.2
CC(C)[C@H](C#N)N1CCN(C(=O)CN2CCO[C@H](c3cccs3)C2)CC1,0.7844,3.5146,-5.78,-7.19
CCCCNC(=O)[C@H]1CSC[NH2+]1,0.5878,4.422,-4.99,-5.76
COC(=O)[C@H]1C(=O)Oc2ccc(Br)cc2[C@@H]1[C@H](C)C(=O)c1ccc(C)cc1,0.3161,3.4365,-6.21,-8.91
Nc1ccc2nc(Nc3ccc(F)cc3)[nH]c2c1,0.605,2.024,-5.86,-8.12
CCCCCC(=O)Oc1cccc([N+](=O)[O-])c1,0.2505,1.8349,-5.21,-6.57
Cc1nn(C)c(N[C@@H]2CCO[C@H]2c2ccc(Cl)cc2)c1[N+](=O)[O-],0.6843,3.3764,-5.97,-8.16
Cc1cccc(C(=O)OCCCl)c1,0.5508,1.7366,-4.93,-6.26
Cc1nn(-c2ccccc2)c(C)c1C(=O)N1CCN(S(=O)(=O)Cc2ccccc2)CC1,0.6139,2.1816,-6.39,-9.0
C[C@](O)(CNC(=O)c1cccc(Cl)c1)c1ccsc1,0.9107,2.7586,-5.71,-7.77
CCN1CCO[C@H](c2noc([C@@H](C(C)C)[C@@H](C)[NH3+])n2)C1,0.8657,4.2926,-5.44,-7.14
CC(C)(C)c1ccc(C(=O)Nc2cc3c(cc2Cl)OCCO3)cc1,0.8606,1.9793,-6.15,-8.94
Cc1cccc([C@H](O)C[NH2+]C2CCC3(CC2)C(=O)Nc2ccccc23)c1,0.792,4.1641,-6.11,-8.58
CC[C@@H](C#N)OC(=O)[C@@H]1CCC[C@H](NC(=O)OC(C)(C)C)C1,0.8065,3.5502,-5.66,-8.07
COC(=O)[C@H]1CN(C(=O)c2ccccc2[N+](=O)[O-])C[C@H]1C,0.4779,2.9448,-5.63,-7.9
Cc1cc(C)cc(NC(=O)NC[C@@H]2CC[NH+](Cc3cnn(C)c3)C2)c1,0.7661,4.1295,-6.04,-8.89
CN(C)c1cccc(C(=O)Nc2ccc(-c3csc(N4CCOCC4)n3)cc2)c1,0.6924,2.1583,-6.46,-9.06
O=S1(=O)C=C[C@H](NC(=S)N(CCO)[C@@H]2CCS(=O)(=O)C2)C1,0.5976,3.9006,-5.69,-7.48
Cc1ccc(C)c(NC(=O)C[C@H]2C(=O)N=C3Nc4ccccc4N32)c1,0.9051,2.8376,-6.15,-9.03
Cc1cc(C)c(OC/C=C/CN2CCOCC2)c(C)c1,0.7713,2.3167,-5.4,-6.84
CCOCCNC(=O)Nc1cccc(Cl)c1F,0.7999,1.9455,-5.13,-6.87
O=C(COc1ccccc1)Nc1nn2c(-c3cccc(Cl)c3)nnc2s1,0.568,2.1774,-6.45,-9.53
CN(C(=O)[C@@H]1C[C@@H]2C=C[C@H]1C2)c1c(Cl)cccc1Cl,0.7501,4.2931,-5.61,-7.3
CC1(C)CCC(O)([C@]2(C#N)CCOC2)CC1,0.7414,3.9836,-5.11,-5.91
CC(C)(C)OC(=O)N1CCN(CC(=O)NCC#N)CC1,0.7462,2.1512,-5.32,-7.12
CN(CCc1ccccn1)C(=O)c1cc(S(C)(=O)=O)ccc1Cl,0.8285,2.0944,-5.91,-7.68
CCC(CC)[C@@H](NC(=O)Cc1cc(C)on1)c1cccs1,0.8443,2.9846,-5.63,-7.58
Cc1cc(C(=O)NCCN2CC[NH+](C)CC2)c2c(C)nn(-c3ccccc3)c2n1,0.6662,3.1335,-6.34,-8.89
Cc1cc(C)cc(N(Cc2nnc3n2CCCCC3)C(=O)Nc2ccccc2)c1,0.693,2.4079,-6.59,-8.67
C[C@H]1C[C@H](Nc2nc3ccccc3o2)C(=O)N1c1ccccc1,0.8051,3.1383,-6.38,-8.79
COc1ccnc(NC(=O)c2ccc(C(F)(F)F)nc2C)c1,0.9459,2.2174,-5.81,-8.34
COC[C@H](C)CC(=O)Nc1ccc(C#CCO)c(C)c1,0.8075,2.8456,-5.4,-7.27
COc1ccc([C@@H](C)[NH2+][C@@H]2CCCN(c3cccnn3)C2)c2ccccc12,0.7572,3.7818,-6.39,-8.37
Cn1cc(-c2ccccc2)c2ncnc(Cl)c21,0.6143,2.2776,-5.88,-8.33
CC[NH2+][C@@H](c1ccc(SC)cc1)c1ccc(Cl)s1,0.8308,3.7407,-5.44,-7.17
Cc1nn(C)c(C[NH2+][C@@H]2CCCC2(C)C)c1Cl,0.8824,4.2543,-5.43,-6.93
CCc1nn(C)cc1CNc1ccnn1Cc1ccccc1F,0.7609,2.5923,-5.96,-8.32
CCOc1ccc(-c2n[nH]c(=S)n2/N=C/c2ccc(OC)cc2)cc1,0.5386,2.1865,-5.9,-8.15
C[NH2+][C@H](CCO)c1cccnc1Cl,0.6913,4.0673,-5.02,-5.86
COc1cc(C(=O)N2CC[C@H](C)[C@@H](O)C2)cc(OC)c1Br,0.9011,2.9862,-5.49,-7.56
CCN(CC)c1ccc(CNC(=O)N2CCN(C(=O)N(C)C)CC2)cc1F,0.8531,2.3669,-5.84,-8.44
Cc1cc(C)cc(NC(=O)CCc2c(C)n(C)c3cc(-c4ccccc4C)nn3c2=O)c1,0.5087,2.564,-6.86,-9.81
O=C(CN1C(=O)N[C@@]2(CCc3ccccc32)C1=O)Nc1ccc(OC(F)F)c(Cl)c1,0.7055,3.2606,-6.39,-8.88
