SMILES,QED,SAScore,EGFR_Docking,HER2_Docking
CN[C@]1(C#N)CCC[C@H]1CCN(C)C1CC[NH+](C)CC1,0.759,5.2046,-5.4,-7.58
O=C(NCCc1ccc(-c2ccccc2)cc1)c1cnc2cc(-c3ccccc3)[nH]n2c1=O,0.4175,2.3081,-6.76,-10.0
O=C(CSc1nncs1)N[C@H]1CCCc2ccccc21,0.8826,2.7533,-5.77,-8.2
C[C@@H]1C[C@@H]1NC(=O)CCCOc1ccc(F)cc1F,0.8062,2.696,-5.51,-7.79
O=C1OCc2ccc(NS(=O)(=O)c3cccc4cccnc34)cc21,0.7411,2.2674,-6.33,-8.71
CN(CCS(C)(=O)=O)[C@H]1CCCCC[C@@H]1C#N,0.7158,3.4152,-4.88,-7.0
Cc1ccc(C(=O)N[C@H](C)c2ccco2)c(N)c1,0.8155,2.458,-5.63,-7.71
COC(=O)N1CCC[C@H](NC(=O)NCCC[NH2+]C2CCCCC2)C1,0.6247,3.6682,-5.71,-8.03
CCc1ncc(C[NH+](C)Cc2cc(Cl)cn2C)s1,0.8903,4.4452,-5.4,-7.0
C[NH+](C)CCN(Cc1ccc(F)cc1)C(=O)[C@@H]1C[C@H]1c1ccc(F)cc1,0.8058,3.5973,-6.13,-7.91
C/C=C(\C)C(=O)Nc1sc2c(c1C(=O)OCC)CCC2,0.6841,2.4239,-5.33,-7.32
CC(C)Oc1ccc(NC(=O)N2CCC(OC[C@@H]3CCCO3)CC2)cc1,0.8388,2.6677,-5.72,-8.09
O=C(Cl)c1ccc([N+](=O)[O-])cc1,0.4021,1.8323,-5.08,-6.12
Cn1ncc2c1CCC[C@H]2NC(=O)NCC(C)(C)NC(=O)OC(C)(C)C,0.7631,3.1953,-5.9,-7.65
C[NH+](CC(=O)NCC(F)(F)F)[C@H]1c2cc(Cl)cc(Cl)c2C[C@@H]1O,0.7429,4.5386,-5.92,-8.11
C=CCC[C@H](C)OC(=O)[C@@H]1CNC(=O)C1,0.5454,3.5999,-5.04,-5.96
O=C([O-])[C@H]1[C@@H]2CC[C@@H](O2)[C@@H]1C(=O)Nc1ccc(F)c(F)c1,0.878,4.4309,-5.76,-7.84
CNc1cc(C2CC2)nc(-c2ncc[nH]2)n1,0.8187,2.8465,-5.35,-6.72
CC[C@H](C)Oc1cccc(NC=C2C(=O)OC(C)(C)OC2=O)c1,0.5108,3.0393,-5.64,-8.45
COc1cc(F)cc(CNC(=O)c2ccc(=O)n(C)c2)c1,0.9271,2.0449,-5.88,-8.6
Cc1ncc(C(=O)N(C)CC2CCCC2)c(Br)c1Cl,0.8271,2.612,-5.6,-6.95
Cc1nn([C@@H](C)C(=O)[O-])c(=O)c2cc3cc(F)ccc3n12,0.6838,3.4367,-6.12,-7.97
CC(C)(C)OC(=O)Nc1ccc(SCC(=O)[O-])cc1,0.8529,2.417,-5.3,-7.01
CC(=O)Nc1cccc(NC(=O)c2cnn(-c3ccc(Cl)cc3Cl)c2)c1,0.695,2.0634,-6.43,-9.27
O=C(CCCc1c(-c2ccc3ccccc3n2)[nH]c2ccc(F)cc12)NCc1cccnc1,0.3497,2.3752,-6.75,-9.48
N#CCNC(=O)COc1ccc(C[NH2+]C2CC2)nc1,0.6365,3.442,-5.45,-7.03
N=C1NC(=O)/C(=C\c2ccc(-c3cccc(C(F)(F)F)c3)o2)S1,0.8102,2.7825,-6.1,-8.85
COc1ccc([C@@](O)(C(=O)NNc2ccc(C)cc2)c2cccs2)cc1,0.5831,2.7489,-6.19,-8.2
CC(C)[C@H]1CCC[C@H]([C@@H](C)O)CC1,0.6533,3.1356,-5.23,-5.94
CCN(Cc1ccccc1)C(=O)Cn1nc2c(SC3CCCCC3)nccn2c1=O,0.5804,2.6626,-6.24,-7.9
Cc1ccc(-n2ccnc2SCCNS(=O)(=O)c2ccccc2)cc1C,0.4973,2.1884,-6.02,-8.55
Cc1cc(OCCO[C@H]2CCCCO2)n2nc(C3CCOCC3)cc2n1,0.7373,3.4093,-5.9,-8.03
CCOc1ccc(NS(=O)(=O)c2ccc(CNC(C)=O)cc2)cc1,0.8051,1.7422,-5.75,-8.35
CN(Cc1nc(COc2ccc(F)cc2)no1)c1ccccc1,0.6977,2.0724,-5.93,-8.54
Cc1ccc(S(=O)(=O)c2nc(-c3ccc(F)cc3)oc2N2CCCC2)cc1,0.6717,2.2105,-6.41,-8.9
C[C@H]1C[C@@H]1C(=O)N1CCN(CC(=O)NC(N)=O)CC1,0.6847,2.8394,-5.39,-7.51
Cc1ccc(CNC(=O)[C@@H](C)Nc2ccc(N3CCOCC3)cc2C)cc1,0.8229,2.4681,-6.08,-8.68
CCC[C@@H]1C[C@H]1NC(=O)C(=O)Nc1cccc(N2CCCCC2)c1,0.8166,2.9652,-5.99,-8.83
Cc1sc2nc(NCCO)[nH]c(=O)c2c1C,0.7465,2.5726,-5.5,-7.55
Cc1ccc(N2C[C@H](c3nc4ccccc4n3CC(=O)N(Cc3ccccc3)C(C)C)CC2=O)cc1C,0.3355,2.8982,-6.74,-8.11
Cc1ccc(NC(=O)c2ccc(Cl)cc2F)cc1S(=O)(=O)N(C)C,0.8976,1.9508,-5.99,-8.73
Cc1ccc2c(CC(=O)N[C@H](CO)c3ccccc3F)coc2c1,0.7559,2.6957,-6.45,-9.27
C[C@@H](CCl)CS(=O)(=O)N1CCc2ccccc21,0.7894,2.8959,-5.67,-7.12
C[C@@H](OC(=O)c1ccc(F)cc1OC(F)F)c1ccccn1,0.7893,2.7357,-5.81,-8.03
CC(=O)N(c1ccc(C)c(C)c1)c1nc(C[NH+]2CC[C@H](C)[C@H](O)C2)cs1,0.8629,4.5096,-6.02,-7.67
C[C@H](SCCC(=O)Nc1ccccc1Cl)c1nc2scc(-c3ccco3)c2c(=O)[nH]1,0.3686,3.092,-5.98,-8.92
CCOc1cc(C(=O)N2CC[NH+]3CCC[C@H]3C2)ccc1OC(F)F,0.875,4.1462,-5.83,-8.21
O=C(NCc1ccc[nH+]c1N1CCOCC1)[C@@H]1C[C@H]1c1ccccc1,0.9037,3.7535,-6.17,-8.55
O=C(Nc1ccc(F)cc1)C(=O)N[C@@H](c1ccccc1)c1ccccn1,0.7113,2.4164,-6.38,-8.49
CSCc1cccc(C(=O)NCc2c[nH]nc2C)c1,0.8812,2.5978,-5.69,-8.24
O=C([O-])[C@H]1CN(C(=O)N[C@H]2CCOC2)c2ccccc2O1,0.7931,3.5554,-5.8,-7.71
COc1ccccc1/C=N\NC(=O)[C@@H]1C=C(C(C)(C)C)N=N1,0.6854,3.4964,-5.51,-7.24
O=C(Nc1ccc(=O)n(Cc2ccccc2Cl)c1)[C@H]1C[C@@H]2C=C[C@H]1C2,0.851,4.0011,-6.34,-8.51
CN(CCCS(C)(=O)=O)C(=O)[C@@H]1C[C@@H]1c1ccccc1F,0.8048,3.0513,-5.66,-7.65
C[C@H](Cc1ccc(Cl)cc1)N(C)C(=O)c1c[nH]c2nccc(Cl)c12,0.739,2.9263,-6.26,-8.21
Cc1cnc(NC(=O)[C@H]2CSCN2C(=O)CCc2ccccn2)s1,0.8834,3.0096,-5.83,-7.71
CC(C)[C@H](NC(=O)[C@H]1CC(=O)N(c2ccc3c(c2)OCO3)C1)C(=O)N1CCCCC1,0.7939,3.0182,-6.34,-8.48
COc1ccc(O)c(-c2nc([C@H]3CSCCO3)no2)c1,0.9298,3.3124,-5.84,-7.16
O=C(NCc1cc[nH+]c(N2CCCCC2)c1)[C@@H]1CCC[C@@H](C(F)(F)F)C1,0.8821,3.9703,-6.02,-8.77
COC[C@@H](O)CN(C)C(=O)c1ncoc1-c1ccc(C)cc1,0.8793,2.8984,-5.6,-7.5
C[C@H](CC(=O)N(C)c1ccccc1)[NH2+]C1CCC(NS(C)(=O)=O)CC1,0.7485,3.6929,-5.73,-8.25
CCN(C(=O)NCCC(C)C)[C@@H](C)c1ccc(F)cc1,0.84,2.542,-5.26,-7.2
O=C(c1nnc2n1CCCC2)N1CC[C@]2(CCCN(CC3CC3)C2=O)C1,0.8215,3.7529,-6.15,-7.9
C[C@H]1CCCN(S(=O)(=O)NCCC2CCCCC2)C1,0.8449,2.7099,-5.59,-8.08
CCc1nn(C)c(OC)c1CNC(=O)[C@H]1C[C@H]1c1ccc(C)s1,0.8842,3.5433,-5.7,-7.91
CS(=O)(=O)N1CCN(C[C@H]2CCOC2)CC1,0.6818,2.6975,-5.24,-6.66
CC(C)n1ncnc1C[C@H](N)C(C)(C)[NH+]1CCCCC1,0.8291,4.5249,-5.47,-7.49
CC[NH+]1CCC2=c3ccccc3=[NH+][C@H]2[C@@H]1c1c([O-])[nH]c(=O)[nH]c1=O,0.4459,5.7708,-6.25,-8.52
C[NH+](CC(=O)NC1CCC2(CC1)OCCO2)Cc1nccn1C(F)F,0.7557,4.6515,-5.71,-7.69
O=C(Nc1cccc(C#CCCO)c1)N[C@@H]1CCOC1,0.7283,2.8271,-5.75,-7.84
C=CCN(Cc1cccc([N+](=O)[O-])c1)C(=O)NCc1ccccc1C,0.4734,2.1841,-6.02,-8.27
CCC(CC)NC(=O)[C@@H](C)N1CCO[C@H](C(N)=S)C1,0.7028,3.4608,-5.34,-7.22
COc1ccc(C2=C[C@@H](C(=O)NCc3ccccc3OC)N=N2)cc1,0.8797,2.9507,-5.93,-8.29
CC(C)C[C@H]([NH2+]C[C@@](C)(O)C#Cc1ccccc1)C(=O)[O-],0.6943,4.4145,-5.6,-7.17
O=[N+]([O-])c1cc(S(=O)(=O)N2CCCCCC2)ccc1N[C@H]1CC[NH+](C2CC2)C1,0.5467,4.0081,-6.09,-8.12
CC1CCC(NC(=O)Nc2ccc(C(N)=O)cc2)CC1,0.7914,1.8323,-5.66,-8.39
CCOc1ccccc1CNC(=O)[C@H]1CCN(c2ccc(F)cc2)C1=O,0.8099,2.5125,-6.26,-8.68
Cc1ccc(S(=O)(=O)Cc2noc([C@@H]3C[C@@H](O)C[NH+]3Cc3ccc(F)cc3)n2)cc1,0.6109,4.2527,-6.46,-8.7
CCNS(=O)(=O)[C@@H]1CCN(C(=O)[C@H]2C[C@@H]2c2ccco2)C1,0.8767,3.721,-5.68,-7.98
O=C(CCc1nc(-c2cc(Br)cs2)no1)Nc1nc[nH]n1,0.714,3.1301,-5.88,-8.97
CS(=O)(=O)c1ccc(NC(=O)c2cccc3ccccc23)cc1,0.8015,1.6301,-6.46,-9.16
Cc1cc(CN2CCN(C(=O)[C@H]3CCC[NH+]3C)CC2)c(C)n1C1CC1,0.8741,4.1525,-5.74,-8.34
CCOC(=O)Nc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,0.9066,1.9753,-6.37,-8.68
Nc1ccsc1C(=O)N1CCC[NH+](Cc2ccccc2F)CC1,0.8915,3.8775,-6.04,-7.44
Cc1cc([N+](=O)[O-])ccc1NC(=O)C(=O)NCC(C)(C)[C@H](O)c1ccccc1,0.4009,2.8342,-6.21,-8.88
COc1ccc(C(=O)N2CCCC[C@@H]2C[NH+](C)C)c(O)c1,0.8518,3.4182,-5.74,-7.43
C[C@@H]1C[C@@H]1c1ccc(CN(C)C(=O)COc2ccc(N3CCCC3=O)cc2)o1,0.7344,3.0801,-6.31,-8.44
O=C(CCCC1CCCCC1)N1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,0.6939,2.4642,-6.54,-8.16
C[C@@]12CCCC[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]1CC[C@]2(O)C[NH2+]CCO,0.6829,4.8646,-5.84,-8.03
CC1(C)CN(C(=O)c2cn(Cc3ccccc3)nn2)c2ccccc2S1,0.7081,2.5469,-6.17,-8.84
c1ccc(CN(C[C@@H]2CCCO2)c2ncnc3sccc23)cc1,0.7134,2.8537,-5.93,-8.02
CC[C@H](C)OCC(=O)N[C@H](c1ccc(Cl)cc1)c1noc(C)n1,0.8398,3.253,-5.73,-8.25
CC[C@H](C[NH3+])C(=O)N1C[C@@H]2CCC[NH+]2C[C@@H]1C,0.6229,5.9533,-5.33,-6.44
CCN(CC)C(=O)CSc1nc2ccc(C)cc2cc1C,0.7874,2.243,-5.69,-7.71
COc1ccc(F)c(NC(=O)CCn2c(=O)oc3ccccc32)c1,0.7805,2.0016,-6.24,-9.18
Cc1ccccc1OCC(=O)N/N=C\c1ccccn1,0.6659,1.9794,-5.6,-7.9
CCn1c(=O)n(CC)c2cc(S(=O)(=O)Nc3ccc(F)c(F)c3)ccc21,0.7386,2.241,-6.35,-8.83
CCOc1nnc(CS[C@@H](C)[C@H](C)O)s1,0.8335,3.8656,-4.98,-5.96
C[C@@H]1C(=O)[C@H](C)[C@@H](c2ccccc2)[NH2+][C@H]1c1ccccc1,0.9014,4.0542,-6.09,-8.12
O=C(NCCSc1ccccc1)c1ccccc1O,0.6503,1.7338,-5.66,-7.62
Cn1cc(-c2cccc(C[NH+]3CC[C@@](O)(C(F)(F)F)C3)c2)cn1,0.8891,4.3754,-6.03,-8.43
CC(C)c1cccc(N2C[C@H](C(=O)NCCCN3C(=O)NC4(CCCC4)C3=O)CC2=O)c1,0.5028,3.3792,-6.24,-8.38
C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@H]3[C@H]1CC[C@H]2O,0.7572,3.5853,-5.56,-7.02
CCOc1cc(C[NH+]2CCC(C)(C)C2)ccc1OCC(=O)N1CCCCC1,0.7952,3.6226,-5.86,-8.44
CC(C)COC(=O)Nc1cccc(NC(=O)c2ccc(-c3cnco3)cc2)c1,0.6416,2.1746,-6.22,-9.46
Cc1ccc(NC(=O)[C@H](C)[NH+]2CCC(C(=O)N(C)C)CC2)cc1[N+](=O)[O-],0.5917,3.8407,-5.84,-8.06
COc1ccccc1NC(=S)NNC(=O)c1ccccc1F,0.5991,1.8052,-5.99,-7.61
Cn1cc(CCC(=O)NC2CCCCC2)c(-c2ccccc2)n1,0.9188,2.0709,-5.97,-8.58
CC[NH+]1CCc2[nH]cnc2C12CCN(C(=O)c1cnn3ccccc13)CC2,0.7006,4.6734,-6.25,-8.9
O=C(NCCCn1cc[nH+]c1)c1cc2ccccc2c2cccnc12,0.4514,3.0208,-6.36,-9.19
CCOC(=O)Nc1ccc(NC(=O)N[C@H](C)c2ncc(C)s2)cc1,0.7638,2.66,-5.83,-8.04
Cc1nnc(SCC(=O)N2[C@@H](C)CCC[C@@H]2C)n1N,0.6656,3.2217,-5.52,-7.3
CC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2-n2cnnc2)CC1,0.6147,2.4998,-5.97,-8.4
CSC(C)(C)CNC(=O)C=C(C)C,0.7066,3.1017,-4.93,-6.03
CC(/C=N\Nc1nc(=O)c(C)n[nH]1)=C\c1ccccc1,0.6564,2.6467,-5.91,-8.06
CSc1cccc(NC(=O)Cn2nnc(C(=O)Nc3cc(C)ccc3C)c2C)c1,0.6044,2.2326,-5.56,-8.79
CC[NH+](C)C[C@H]1CCN(C(=O)c2cccc(NC(C)C)c2)C1,0.8356,3.7471,-5.73,-8.55
CCCC(C)(C)NC(=O)Nc1ccccc1S(=O)(=O)C(C)C,0.8389,2.3386,-5.77,-8.01
O=C(c1cc(-c2cccs2)n[nH]1)N1CC[C@H]2CCCC[C@H]21,0.922,3.1682,-5.95,-7.49
COc1cc(=O)n(-c2ccccc2)nc1C(=O)N1CCC[C@@H](C)C1,0.866,2.5643,-6.16,-8.52
O=C(Nc1ccc(F)cc1)N1CCC[C@@H](c2nc(-c3ccc(F)cc3)no2)C1,0.7254,2.5419,-6.55,-9.18
CCOc1ccc([C@@H]([NH3+])Cc2ccccc2)c(Br)c1,0.9005,2.9085,-5.64,-7.85
CCN(CC)C(=O)CCNC(=O)[C@H]1C=C[C@H]([NH3+])C1,0.6297,4.0125,-5.31,-6.75
C[C@@H]1C[C@H](NC(=O)N[C@@H]2CCC[C@@H]2C(N)=O)CC[NH+]1Cc1ccccc1,0.6195,4.5323,-5.93,-8.3
CCc1nnsc1C(=O)Nc1ccc(C[NH+]2CCCC[C@@H]2C)cc1,0.8742,4.0939,-5.97,-8.22
C[C@H]1CCC[C@@H](C)N1C(=O)COc1ccccc1OCC(F)(F)F,0.8148,2.9219,-5.89,-7.76
Nc1nn(-c2cc(Cl)ccc2Cl)nc1C(=O)[O-],0.859,3.0407,-5.59,-7.56
C[C@H]1CCCC[C@H]1N(C)C(=O)Cn1c(-c2cccnc2)noc1=O,0.8555,3.3067,-6.19,-8.26
Cc1nnc(NCCCc2ccc(N(C)C)cc2)s1,0.8236,2.1053,-5.43,-7.57
C[C@H](NC(=O)CSc1nc(N)c2ccsc2n1)c1ccccc1,0.5484,2.6557,-5.99,-8.35
CCOC(=O)N1CCC(NC(=O)c2cc3n(n2)CCC[NH+](C)C3)CC1,0.781,3.8488,-5.84,-7.83
CCOC(=O)CC(OC)OC,0.4374,2.3727,-4.73,-5.49
CCOc1ccc(NC(=O)c2cccc(OC)c2O)c(C)c1,0.8883,1.7712,-5.82,-8.18
O=C(Nc1ccsc1-c1nnc(C2CC2)o1)c1ccc(Cl)cc1,0.751,2.288,-6.08,-8.8
Fc1ccc(C[N+]23CCN(CC2)CC3)cc1Br,0.7572,3.7104,-5.06,-6.76
O=C1CCC(=O)N1CCSc1ncc(-c2ccc(F)cc2)[nH]1,0.679,2.434,-5.99,-8.24
CCCCS(=O)(=O)c1nc2nc(C)c(Br)c(C)c2s1,0.8321,3.1015,-5.62,-7.72
COc1ccc([C@H]2C[C@@H](C)N(C(=O)[C@@H]3CCCN3C(=O)C(C)C)C2)cc1,0.8312,3.2184,-5.78,-7.65
Cc1ccc(C)c(NC(=O)CN2C(=O)CC3(CCCCC3)C2=O)c1,0.8676,2.662,-5.98,-8.62
CCN(CC)S(=O)(=O)c1cccc(C(=O)NN=C2CCCCC2)c1,0.8005,2.2828,-5.94,-8.26
CCCNC(=O)C1CN(C(=O)c2cccs2)C1,0.879,2.0255,-5.29,-7.05
O[C@@H](C[NH2+]C[C@@H]1CNc2ccnn2C1)c1ccc(F)c(F)c1,0.7534,4.5828,-5.85,-8.28
Fc1ccccc1CNc1ccc(-n2cncn2)cc1,0.7906,1.9258,-5.91,-8.43
CCOC(=O)COc1cccc(NC(C)C)c1,0.7719,1.8237,-5.23,-6.88
CSCCN(C)Cc1sc(N(C)C)nc1-c1ccccc1,0.7744,2.5326,-5.54,-7.71
O=C(NC[C@@H](O)c1ccccc1F)N[C@H]1C[C@@H]2CCCc3cccc1c32,0.7835,3.4251,-6.49,-9.08
CS(=O)(=O)c1ccc(C(=O)Nc2n[nH]c3ccc([N+](=O)[O-])cc23)cc1,0.5403,2.1916,-6.28,-9.45
Cc1ccc(NC(=O)N[C@H](C)c2nc(Cc3ccccc3)no2)c(F)c1,0.7259,2.5979,-5.71,-9.18
O=C(CCn1cnc2ccccc21)N1CC[NH+]2CCCC[C@H]2C1,0.9066,4.1757,-6.08,-8.02
CCN(C(=O)CNC(=O)NC1CCCCC1)c1cc(C)ccc1C,0.8695,2.2027,-5.87,-7.97
COc1ccc(CCNC(C)=O)cc1S(=O)(=O)N1C[C@H]2CCCC[C@H]2C1,0.8208,2.9792,-5.95,-8.17
COC(=O)[C@@H](CC(C)C)NC(=O)c1ccc(OC)cc1,0.809,2.1181,-5.25,-6.59
CNC(=O)[C@H](C)CN(C)C(=O)Nc1ccc(F)cc1OC(F)F,0.8389,2.9072,-5.75,-7.56
C[C@H](O)[C@@H](C)N1CCN(C2C[NH2+]C2)CC1,0.5896,4.335,-5.25,-6.19
Cc1cccc(CCN2CC(=O)CC2=O)c1,0.7164,2.2519,-5.1,-6.0
C[C@H]([NH2+][C@@H](C)c1ccc(F)cc1N(C)C)C(=O)OC(C)(C)C,0.8485,3.9627,-5.56,-7.29
COC(=O)c1occc1CSc1nnc2sc3ccccc3n12,0.4156,2.5774,-6.09,-9.08
O=[N+]([O-])c1ccc(CN2CCc3c(F)ccc(F)c3C2)o1,0.6446,2.5827,-5.93,-8.18
CN1C(=O)/C(=N\Nc2ccc(Cl)cc2Cl)c2ccccc21,0.8559,2.1249,-6.06,-8.17
CC(C)Oc1ccc(C(=O)N2CCOc3ccccc3C2)cn1,0.8742,2.1695,-6.01,-8.35
CN(C)C(=O)c1ccc(CN(C)[C@@H]2CCCN(c3ccccc3)C2)[nH]1,0.91,2.9504,-6.13,-8.93
CC(=O)N[C@@H](CC(=O)Nc1ccc(C)c(C(N)=O)c1)c1ccc(C)cc1,0.7438,2.4201,-6.05,-8.86
Cc1ccc(C[NH2+]C(C)(C)CO)c(C)c1,0.7646,3.3384,-5.11,-6.24
CC[C@@H](C)N(C)c1ccccc1CO,0.7934,2.5874,-4.99,-6.53
Cc1cccc(N2N=C(C(=O)NCc3ccco3)CCC2=O)c1,0.9417,2.3138,-5.99,-8.59
O=C(Nc1ccccc1)NC1CC[NH+](C[C@H](O)c2ccc(F)c(F)c2)CC1,0.6438,3.5825,-6.26,-9.09
COC(=O)c1cccc(NC(=O)C[C@H]2C[NH2+]CCO2)c1C,0.77,3.5106,-5.59,-7.76
CNC(=O)c1cccc(-c2noc(C3CN(C(=O)Nc4cccc(C(F)(F)F)c4)C3)n2)c1,0.6373,2.3923,-6.59,-9.72
COC(=O)c1cc(CNC(=O)[C@@H]2CC(=O)N(C(C)C)C2)oc1C,0.8242,2.8516,-5.8,-8.15
COC(=O)c1ccc([C@@H]2C3=C(CC(C)(C)CC3=O)Nc3nc(SC(C)C)[nH]c(=O)c32)cc1,0.4052,3.3974,-6.59,-9.55
COC(=O)NCCC(=O)Nc1nc2ccc(Cl)cc2s1,0.909,2.0161,-5.62,-8.17
CCN(C(=O)C[NH+](C(C)C)[C@H]1CCCC[C@@H]1O)c1ccccc1C,0.8356,4.2142,-5.94,-7.74
O=C(NCc1cc(-c2ccc3c(c2)OCO3)on1)c1ccc([N+](=O)[O-])cc1,0.5441,2.2293,-6.14,-9.2
Cc1cc(NC(=O)C[NH+]2CCC[C@H]2c2cnn(C)c2)n(C)n1,0.8232,4.563,-5.91,-8.32
COc1cccc(-c2cc(CNC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)no2)c1,0.6047,2.1587,-6.41,-8.86
O=C(Cc1ccccc1Br)C1([NH+]2CCCCC2)CCCC1,0.8851,3.7442,-5.68,-7.36
COCC[C@]1(O)CCN(C(=O)c2cnn(C)c2)C[C@H]1C,0.8806,3.4604,-5.4,-7.63
COc1ccc(Cc2ncc(C(=O)[O-])c(C)n2)cn1,0.7749,2.7758,-5.6,-7.53
CCCc1ncc(C(=O)N(C)[C@@H](C)CSCC)s1,0.7708,3.4191,-5.0,-6.5
CC1CCN(/C=C(\C#N)S(=O)(=O)c2ccc(Cl)cc2)CC1,0.8009,2.5958,-5.7,-7.5
CSc1cccc(NC(=O)c2cc(S(=O)(=O)NC3CC3)c(Cl)cc2Cl)c1,0.6649,2.2113,-6.25,-8.66
C[C@@]([NH3+])(C(=O)[O-])c1ccc(S(=O)(=O)[O-])cc1,0.6037,4.2128,-5.43,-6.46
Cc1nn(C)c2ncc(NC(=O)c3cc(-c4cccs4)nc4ccccc34)cc12,0.4727,2.3212,-6.62,-9.58
C[C@@H](NC(=O)N[C@H]1CC=CCC1)[C@H](O)c1ccc(Cl)cc1,0.7482,3.327,-5.69,-8.09
Cc1nn(C)cc1-c1cc(C(=O)Nc2ccc(OCc3ccccc3F)cc2)n[nH]1,0.506,2.3678,-6.56,-9.68
N#Cc1c(N)nc2c(c1N)[C@H](C(C#N)C#N)c1ccccc1O2,0.8186,3.7774,-5.89,-7.88
COC(=O)[C@]1([NH2+]C(C)C)CCC[C@@H](Sc2nncn2C)C1,0.8115,4.5392,-5.53,-7.66
C[C@H]1C[C@H]1C(=O)Nc1cc(Cl)ccc1N(C)C,0.897,2.7382,-5.46,-6.92
CCOc1cc(C)ccc1NC(=O)c1ccc2c(c1)NC(=O)CS2,0.8891,2.1704,-5.97,-8.54
CCCOC(=O)C1C(C)=NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccccc1OCC,0.6434,3.2862,-6.1,-7.48
O=S(=O)(c1cccc(Br)c1)N1CCN(C[C@H](O)c2ccccc2F)CC1,0.7723,2.5544,-6.07,-8.42
CCCCCn1c(SCC(=O)[O-])nc2ccccc2c1=O,0.4393,2.3646,-5.7,-7.75
CC(C)(C)OC(=O)N1CC[C@@H](n2c(CCl)nc3cccnc32)C1,0.789,2.924,-5.88,-8.36
O=C(NCC(=O)N1CCC[C@@H]1CN1CCOCC1)c1ccoc1,0.846,2.8423,-5.64,-7.57
CCOC(=O)Cc1cccc(O)c1,0.7168,1.6807,-5.01,-5.88
CC[C@H](NC(=O)N1CC[C@@H]2CCCC[C@@H]21)c1c(C)nn(C)c1C,0.9276,3.5106,-5.84,-8.24
CCN(CC)C(=O)Cn1cc(S(=O)(=O)Cc2ccccc2Cl)c2ccccc21,0.579,2.3041,-6.37,-8.47
CCN(CC[NH2+]C(C)C)C[C@@H]1CN(C)CCO1,0.662,4.0917,-5.11,-6.35
CCC(C)(C)NC(=O)[C@H](c1ccccc1F)N(C)C,0.8885,2.676,-4.86,-7.2
CNC(=O)[C@H]1CCCC[C@@H]1[NH2+][C@@H](C)c1ccc(F)cn1,0.869,4.3312,-5.71,-7.8
CCC[C@H](C)NC(=O)[C@@H](C)N1CC[NH+](Cc2ccon2)CC1,0.7481,4.4657,-5.58,-7.71
