SMILES,QED,SAScore,EGFR_Docking,HER2_Docking
Cc1ccc([C@H](NC(=O)CCc2nc(=O)c3c4c(sc3[nH]2)CCC4)c2cccs2)cc1,0.4487,3.1564,-6.62,-9.5
Cc1cc(NC(=O)CSCC(=O)N[C@@H](C)C(C)C)no1,0.802,2.7514,-5.27,-7.36
C1C[C@H]2CO[C@H](c3noc(C[C@@H]4C[NH2+]CCO4)n3)CN2C1,0.7794,4.8232,-5.48,-7.67
Cc1ccc2c(c1)cc(CN(C[C@H]1CCCO1)C(=O)N(C)C)c1nnnn12,0.706,3.2092,-5.91,-8.42
CCOc1ccc([C@H](C)NC(=O)[C@H]2Cc3ccccc3CN2C(C)=O)cc1,0.8838,2.8046,-6.27,-8.61
COc1ccc(NC(=O)N2CCOCC2)cc1,0.8474,1.614,-5.34,-6.87
COCCC(=O)NC[C@@H]1CC[C@@H](C(=O)[O-])O1,0.5957,3.617,-5.26,-6.63
O=C(NCc1ccc(N2CCCC2)[nH+]c1)Nc1nnc(C2CC2)s1,0.8695,3.2845,-5.88,-8.29
O=C(c1ccc(NCc2ccccc2)nc1)N1CCCN(c2ncccn2)CC1,0.7245,2.1392,-6.47,-8.89
COc1ccc(Br)cc1NC(=O)C(=O)N1CCC(C)CC1,0.8302,2.0497,-5.55,-7.69
COc1ccc(S(=O)(=O)N2CCCC[C@@H]2C(=O)[O-])cc1C,0.7977,2.8383,-5.73,-7.2
COc1nc(Cl)nc(N[C@H]2CCCCC[C@@H]2C(=O)[O-])n1,0.8144,3.6247,-5.5,-7.94
CC1(C)Cc2nc(C(C)(C)C)ncc2[C@@H](NS(=O)(=O)c2ccccc2)C1,0.8889,3.0496,-6.24,-8.43
Cc1cc(C(F)(F)F)c(C#N)c(SCCN2C(=O)CNC2=O)n1,0.6662,2.8257,-5.91,-7.54
CC[C@@H](C)CN(C)c1cccc(F)c1C(N)=[NH2+],0.5879,3.4692,-5.27,-6.19
CSc1cccc(N(C)C(=O)[C@@]23CC[C@@H](C[C@@H]2Br)C3)c1,0.595,4.667,-5.64,-7.51
O=[N+]([O-])c1cccc(-c2nc3nc4ccccc4nc3n2-c2ccc3c(c2)OCCO3)c1,0.3131,2.5171,-6.77,-10.12
O=C([O-])C1CCN(C(=O)CSCc2ccccc2)CC1,0.8091,2.3274,-5.73,-7.84
O=C(NCc1nnc2n1CCC2)C1=NN(c2ccccc2)C(=O)CC1,0.9008,2.5101,-6.29,-8.79
CC(C)CNC(=O)[C@H]1CCC(=O)N(C)[C@@H]1c1cccs1,0.9269,3.1869,-5.63,-7.61
C[C@@H]1CN(c2ccccc2NC(=O)CCOc2cccc(C=O)c2)C[C@@H](C)O1,0.7424,2.9374,-6.13,-8.9
C[C@@H]1C[NH+]=C(N2CCN(Cc3cnnn3C)CC2)S1,0.7153,4.3479,-5.4,-7.19
C[C@H]1C[C@](O)([C@@H]2CCC[C@H](S(C)(=O)=O)C2)CCO1,0.8303,4.2781,-5.56,-7.49
CSC[C@H](C)N(C)C(=O)N[C@@H]1CC[C@H](C)C[C@H]1C,0.8521,3.8568,-5.09,-7.73
CC(=O)Nc1ccc(C)c(NC(=O)NC[C@@H]2CCC[NH+]2CC2CCCCC2)c1,0.6059,3.9332,-6.23,-8.73
Cc1c(F)cccc1NC(=O)NCc1[nH+]ccn1CCc1ccccc1,0.7017,2.9469,-6.51,-9.11
Cc1cccc([C@@H]2CCCCN2C(=O)NCCNC(=O)C(C)C)c1C,0.8044,2.6742,-6.12,-8.15
CCC(=O)CCc1ccc(F)cc1Br,0.8083,2.0978,-5.04,-5.4
C[C@@H](Nc1nc2ccc(Br)cn2n1)c1nncn1C,0.7958,3.3099,-5.88,-8.47
COc1cc(C(=O)N(C[C@H]2CCCO2)c2nc3ccccc3s2)c([N+](=O)[O-])cc1OC,0.4007,2.8587,-6.53,-7.96
O=C(Nc1cccnc1-n1cccn1)c1ccc(-c2cscn2)cc1,0.6116,2.3373,-6.32,-8.65
COCC[C@H](N[C@@H](C)c1scnc1C)c1ccc(Cl)cc1,0.8119,3.1618,-5.6,-7.73
N#Cc1cccnc1N1CC[NH+](Cc2nc(=O)c3c(-c4cccs4)csc3[nH]2)CC1,0.5109,3.8598,-6.59,-8.52
Cc1cccc(NC(=S)NC(=O)c2cccs2)n1,0.8285,2.1583,-5.63,-7.63
CCc1nn(C)cc1NC(=O)C(=O)N1CCN([C@@H](CC)CO)CC1,0.7286,3.2449,-5.71,-7.81
CCC(CC)S(=O)(=O)/N=C(\[O-])c1ccc2ccccc2c1,0.6291,2.9762,-5.95,-8.86
Cc1ncn(C[C@H](C)[NH2+]CCc2c[nH]c3ccc(F)cc23)c1C,0.7205,3.7745,-5.98,-8.24
Cc1nccn1CC[NH+]1CCN(Cc2cc(F)ccc2F)CC1,0.8842,3.5299,-5.91,-8.02
COc1cc(Cl)c(C)cc1NC(=O)CCCn1ccnn1,0.8905,2.2676,-5.56,-8.03
COc1ccc(F)cc1NC(=O)[C@H](c1ccccc1)N1CCCCC1=O,0.8916,2.4936,-6.37,-8.88
O=C1/C(=C\c2csc(-c3ccco3)n2)CN(CC2CC2)C/C1=C\c1csc(-c2ccco2)n1,0.3243,3.2379,-6.45,-9.53
C[C@H]1CCN(C(=O)Nc2cccc(Cl)c2-n2cccn2)C[C@H]1O,0.8868,3.1938,-5.95,-8.39
Cc1nn(C)c(C)c1C[C@@H](C)NC(=O)c1ccn(C(F)F)n1,0.9182,3.136,-5.71,-7.95
CCc1nc([C@H]2C[NH+](C)C[C@@H]2C(=O)N2CCNC(=O)C2)c(C)[nH]1,0.6317,4.7694,-5.87,-8.13
C[C@H](NS(=O)(=O)c1cccc(F)c1)C(=O)N1CCCC1,0.9057,2.3835,-5.87,-8.38
Cc1csc(C(C)(C)[NH2+]CC2CCN(C(=O)OC(C)(C)C)CC2)n1,0.9043,3.3065,-5.79,-7.93
CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccc(CSc2ncn[nH]2)cc1,0.4452,2.5229,-6.62,-8.43
CC(C)OC[C@H](O)CC1(C(=O)[O-])CCCCC1,0.751,3.6032,-5.16,-6.65
CCOC(=O)c1c(C(=O)c2ccsc2)cnn1C,0.6247,2.5033,-5.32,-7.23
CCN(C(=O)c1csc2nc(-c3ccc(C(F)(F)F)cc3)cn12)[C@@H](C)CCO,0.6575,3.1815,-6.12,-8.73
O[C@@H]1C[C@H](CNCc2ccc(-n3cncn3)cc2)[NH+](Cc2ccccc2)C1,0.5736,4.1404,-6.06,-8.58
O=C1NN(c2cccc(Cl)c2)C(=O)/C1=C/c1ccc(O)c([N+](=O)[O-])c1,0.378,2.4301,-6.36,-8.68
C[C@H](C(=O)NCc1ccccc1)N1CCN(Cc2ccc(Cl)cc2)CC1,0.8468,2.1791,-6.13,-8.6
C[C@H](C1CC1)N(C(=O)NC[C@@H]1CN2CCCC[C@@H]2CO1)C1CC1,0.8443,3.7048,-5.79,-7.99
CC(C)CC[C@H]1CCC[C@H]1NC(=O)CSc1nnc([S-])s1,0.6077,3.8618,-5.51,-7.62
CCC(=O)Nc1ccc(NC(=O)N2CC[C@H](C)[C@@H](O)C2)cc1,0.801,2.7458,-5.64,-8.13
C[C@H](C(=O)NC1CCCC1)N1CCN(c2ccc(C(N)=O)nn2)CC1,0.7861,2.7265,-5.93,-8.15
CC(C)c1[nH+]ccn1[C@H]1C[C@@H](C(C)(C)C)CC[C@@H]1C#N,0.8048,4.8521,-5.54,-7.38
COc1cccc(-n2cc(C(=O)Nc3cccc(Cl)c3)c3ccccc3c2=O)c1,0.5256,1.9985,-6.65,-9.31
CCc1ccc(CCNC(=O)C(=O)Nc2cccc(SC)c2)cc1,0.6256,1.9221,-5.93,-9.17
Fc1ccccc1CNC(=S)N[C@H]1C[C@H]2CC[C@@H]1C2,0.8313,3.803,-5.67,-7.59
CN(C)C(=O)Cn1cc(NC(=O)NC[C@H](O)c2ccccc2F)cn1,0.7234,2.7944,-5.91,-8.69
S=c1n(C[NH+]2CCOCC2)nc(-c2ccccc2Cl)n1-c1ccccc1,0.699,3.347,-6.17,-7.56
CC(=O)C1=C(C)C(C(=O)NC[C@@H](c2cccs2)[NH+]2CCCC2)=N[C@@H]1C,0.804,4.8556,-5.88,-7.35
S=c1oc(-c2cccs2)nn1C[NH+]1CCCSCC1,0.8781,4.5657,-5.65,-6.99
CCCNC(=O)[C@H]1CCC[C@@H](C)[NH2+]1,0.6394,4.4114,-5.1,-5.97
CCCCN1C(=S)N[C@@H]2CS(=O)(=O)C[C@H]21,0.7202,3.7777,-5.27,-6.63
CCO[C@@H]1C[C@H](NC(=O)NNC(=O)c2ccc(C)o2)C12CCC2,0.7383,3.9397,-5.81,-7.88
CCN1CCO[C@H](c2noc(C[NH2+]C3CCCC3)n2)C1,0.8495,4.1588,-5.45,-7.29
CCc1ncsc1C(=O)N(C[C@H]1CCCCO1)C(C)C,0.8381,3.1766,-5.58,-7.14
CC(C)(C)[C@H]1CC[C@@H](C(=O)[O-])[C@H](Sc2ccncc2)C1,0.8593,3.9713,-5.64,-7.51
O=C(N[C@H]1CCN(c2c(F)cccc2F)C1)N1CCC(CO)CC1,0.8851,2.7811,-6.07,-8.42
CC(=O)Nc1ncc(S(=O)(=O)[N-]c2ccccc2)s1,0.9381,3.3242,-5.75,-7.57
O=C1c2ccccc2C(=O)N1CNc1cccc(Cl)c1Cl,0.8779,2.0609,-6.23,-8.28
CC(=O)NC[C@H]1CCCN(C(=O)[C@H](C)Oc2ccc(F)c(F)c2)C1,0.8931,2.8733,-5.76,-8.29
Cc1ccc(C(=O)C[C@]2(O)C(=O)N(C)c3ccc(Br)cc32)c(C)c1,0.8193,2.7768,-5.56,-8.56
O=C(NCc1ccco1)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCCCC3)cc12,0.6635,2.3066,-6.47,-9.19
CCc1ccc([C@@H](C)NC(=O)Nc2cccc(OC[C@H]3CCCO3)c2)cc1,0.7453,2.7191,-6.23,-9.2
Clc1ccccc1[C@H](CNCc1nnnn1C1CC1)[NH+]1CCCC1,0.7891,4.1114,-5.96,-8.15
CC(C)(C)c1ccc([C@H](C#N)NC(=O)Cc2coc(-c3cccs3)n2)cc1,0.7012,3.0311,-6.16,-8.72
O=C(/C=C/c1csc(Br)c1)OCCNc1cccnn1,0.4909,2.7563,-5.78,-8.22
O=C1CCCC[C@H]1CN1CC[NH+](C[C@@H]2CCCCC2=O)CC1,0.8315,4.4675,-5.85,-7.04
COc1ccc(NC(=O)C2CCN(c3cc(-c4cccc(C)c4)ncn3)CC2)cc1Cl,0.6112,2.1856,-5.79,-8.86
C[C@@H]([NH2+][C@@H]1CCC[C@@H]1CNC(=O)OC(C)(C)C)c1nc2ccccc2n1C,0.8464,4.0597,-6.25,-8.38
CC1=C(CC(=O)Nc2ccc(NC(=O)c3ccc(C)o3)cc2)C(=O)N=N1,0.8578,2.5393,-6.11,-8.52
CCN1CCO[C@H](C[NH2+]C[C@@H]2COCCO2)C1,0.653,4.3612,-5.13,-6.47
C=C[C@H]1C[NH+]2CC[C@@H]1C[C@@H]2CNC(=O)C1CCCCC1,0.743,5.5206,-5.52,-7.86
Cn1cc(C(=O)N2C[C@@H](c3cc(C(F)F)[nH]n3)[C@H](c3ccccc3)C2)ccc1=O,0.7343,3.626,-6.55,-8.6
COC1CC[NH+](CC(=O)N(Cc2ccc(C)cc2)C2CC2)CC1,0.8548,3.387,-5.58,-7.18
Cc1cccc(NC(=O)CNC(=O)CN2C(=O)NC3(CCCCCC3)C2=O)c1C,0.6572,2.6964,-6.2,-8.2
COc1ccccc1NC(=O)C(=O)NC[C@@H](c1cccnc1)N1CCc2ccccc2C1,0.5878,2.7133,-6.45,-8.7
Cc1c(N)nnn1-c1ccccc1[N+](=O)[O-],0.6009,2.4429,-5.57,-6.73
Cc1ccc(C[S@](=O)Cc2ccc(C(=O)N[C@@H](C)C34CC5CC(CC(C5)C3)C4)o2)cc1,0.6307,4.5562,-6.23,-8.96
CN1[C@H]2CC[C@@H]1C[NH+](CC(=O)NCC(=O)c1ccccc1)CC2,0.736,4.9129,-5.74,-8.08
O=C([C@H]1CCCN(c2cnccn2)C1)N1CCN(Cc2ccc(-c3cccc(F)c3)s2)CC1,0.5721,2.9425,-6.4,-8.76
CSc1ccc(C(=O)Nc2ccc(CC(N)=S)cc2)cc1,0.6547,1.8858,-5.78,-8.13
O=C(Cc1cccc(F)c1)Nc1nc2ccccc2s1,0.7988,1.7526,-5.9,-8.76
C/C(=C\c1cc(Cl)ccc1OC(F)F)CO,0.8856,2.4534,-5.16,-5.79
COc1ccc2nc(SCC(=O)N[C@H]3CCCc4ccccc43)[nH]c2c1,0.6722,2.6375,-6.3,-9.62
COc1ccc(OCCS(=O)(=O)[N-]c2cccc(C#N)c2)cc1,0.7777,2.9566,-5.7,-8.05
N#CC1(NC(=O)COc2cccc(Cl)c2)CCCC1,0.9209,2.1941,-5.57,-7.92
CC(C)NC(=O)C[C@H](C)NC(=O)N1CCCCC[C@H]1c1ccncc1,0.8605,3.0232,-6.07,-8.07
Cc1cc(NC(=O)N[C@@H](C)CCCO)ccc1-n1cnnn1,0.7447,2.7845,-5.73,-8.39
O=C(NC[C@H]1CCC[C@@H]1O)C(=O)Nc1cc(F)cc(F)c1,0.7333,2.9475,-5.8,-8.39
Cc1ccccc1OC[C@@H](O)C[NH+]1CCC[C@@H]1c1noc(C2CC2)n1,0.7946,4.4157,-5.94,-8.28
O=C(O[C@H]1[C@H](Oc2ccc(O)cc2CO)O[C@H](CO)[C@@H](O)[C@@H]1O)c1ccccc1,0.416,3.5679,-6.22,-8.81
COC(=O)c1occc1Cn1cnc(-c2ccc([N+](=O)[O-])cc2)n1,0.4008,2.4918,-5.78,-8.88
C[C@@H](NC(=O)C1CC1)C(=O)NNC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1,0.578,2.4931,-6.22,-8.31
Cc1nc([C@H]2CN(C(=O)[C@@H]3C[C@@H]3c3ccc(F)cc3)CCO2)no1,0.8625,3.5001,-6.01,-8.12
COCCNC(=O)CN(C)c1nc2ccccn2c1[N+](=O)[O-],0.4523,2.6053,-5.51,-7.93
CNC(=O)[C@H]1CC(=O)N(CCc2ccc(Cl)cc2)/C(=N/c2ccc(Cl)cc2)S1,0.7604,2.8882,-6.4,-8.31
Cc1nn(C)c2ncc(NC(=O)[C@@H](Sc3ccccc3)c3ccccc3)cc12,0.5014,2.6336,-6.43,-9.37
CC(C)CCN1CCN(C(=O)C(=O)Nc2nn(C(C)(C)C)cc2C#N)CC1,0.8087,2.9122,-5.87,-7.96
C[C@H](Oc1ccc(Cl)cc1Cl)C(=O)/C=C\N(C)C,0.7776,2.8313,-5.25,-6.2
COc1cc2c(cc1OC)-c1c(c(C(=O)Nc3cccnc3)nn1-c1cccc(Cl)c1)C2,0.4208,2.4356,-6.72,-8.92
Cc1noc(C)c1[C@H](C)NC(=O)NCC(=O)NCC(=O)[O-],0.5853,3.3969,-5.28,-7.26
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)/C=C/c3ccccc3F)CC2)c1,0.7391,2.1727,-5.77,-8.74
CCCn1cc[nH+]c1[C@@H](N)C(C)(C)[NH+]1CCCC1,0.771,5.5885,-5.42,-6.92
COc1ccc(C)cc1NC(=O)c1oc2c(c1C)[C@@H](O)CC(C)(C)C2,0.8775,2.9778,-6.08,-8.14
C[C@@H](CNC(=O)NCc1ccc(Cl)nc1)N(C)c1ccccc1,0.7993,2.6534,-5.8,-8.43
C[C@@H]1C[NH+]2CCCC[C@@H]2CN1Cc1ccc(Cl)cc1N,0.812,4.6456,-5.59,-7.22
O=C(NCC1CC1)c1ccc(OC2CCN(C(=O)c3cccnc3)CC2)cc1,0.8377,2.0974,-6.05,-8.84
CC(C)CCNC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)C[C@H](C)N3C(=O)C2CCC2)CC1,0.6554,2.905,-6.28,-8.47
OC[C@@H](O)CSCc1nnc(-c2ccccc2)o1,0.8207,2.7186,-5.48,-7.07
Cc1cc(CS(=O)(=O)[C@@H](C(=O)N2CCCC2)c2ccccc2)no1,0.8278,2.8694,-6.1,-8.58
C[C@@H](NC(=O)CNC(=O)N1CC(=O)Nc2ccccc21)C(=O)[O-],0.6156,3.1511,-5.83,-8.03
[NH3+][C@@H]1CC[C@@H](NCC(=O)NCc2ccccc2)C1,0.6893,3.3029,-5.45,-7.13
NC(=O)c1ccc(NC(=O)N[C@@H]2C[C@H]3CCCc4cccc2c43)cc1F,0.7874,3.1838,-6.41,-9.5
CNC(=O)[C@@]1(CCCc2ccncc2)CCCC[NH2+]1,0.8178,3.9858,-5.6,-7.58
O=C(CSc1cc(N2CCN(c3ccc(F)cc3)CC2)ncn1)Nc1cccc(Cl)c1Cl,0.3871,2.3408,-6.35,-8.99
COc1c(C)cc(C[NH2+]Cc2n[nH]c(-c3ccco3)n2)cc1C,0.7287,3.4615,-5.95,-8.46
COc1ccc(OCCc2cc([C@@H]3CCN(C(=O)c4ccccc4)C3)n[nH]2)cc1,0.6673,2.6961,-6.36,-9.22
COc1ccccc1[C@@]1(Cc2sccc2C)NC(N)=NC1=O,0.9039,3.4874,-5.69,-8.07
CCn1cc(NC(=O)C(=O)N[C@H](C)CCc2ccccc2)ccc1=O,0.7882,2.5765,-6.12,-8.81
COc1cc(/C=N/NC(N)=O)c(Br)cc1OC(C)=O,0.3767,2.3628,-5.4,-7.5
CCN1C[C@@H](C(=O)N2CCOC[C@H]2C2CC2)CC1=O,0.7469,3.283,-5.54,-7.61
CC(C)=CCC[C@H](C)[NH2+]CC1(O)CCOCC1,0.6881,4.2949,-5.26,-6.58
Cc1c(C(=O)NC(=S)Nc2ccc(N3CCC(C)CC3)c(Cl)c2)cccc1[N+](=O)[O-],0.3935,2.3069,-6.28,-8.88
O=C(C[NH+]1CCC[C@H]1C(=O)NC1CC1)NCc1cccc(Cl)c1,0.6987,3.993,-5.85,-8.25
CCCCNC(=O)N[C@H]1CCC[C@@H]1SC,0.712,3.2257,-4.97,-6.58
O=C(Nc1ccccc1)[C@@H]1CCCN(C(=O)Cn2ccnc2)C1,0.9352,2.4721,-5.97,-7.98
CCC[NH2+][C@@H](Cc1ccc(F)cc1Br)[C@@H](C)OC,0.821,4.2198,-5.2,-7.06
COc1cccc([C@@H]2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2[C@@H]2CCS(=O)(=O)C2)c1,0.5967,3.304,-6.31,-8.11
CCOc1ccc(N2C(=O)/C(=C/c3cccn3C(C)(C)C)C(=O)NC2=S)cc1,0.4875,2.6629,-6.36,-7.47
C[C@H]1CS(=O)(=O)N(c2cc(C(=O)Nc3ccc4cn[nH]c4c3)ccc2Cl)C1=O,0.6787,3.0389,-6.49,-9.53
CCOc1ccccc1Oc1coc2cc(OCC(=O)N3C[C@@H](C)O[C@H](C)C3)ccc2c1=O,0.5344,3.166,-6.54,-8.89
CC(C)(CNC(=O)Nc1cnc2ccccc2c1)NC(=O)OC(C)(C)C,0.7776,2.3398,-6.07,-8.79
NC(=O)C1(C[NH2+]Cc2cc(Cl)ccc2OC2CCCC2)CCOCC1,0.7733,3.3287,-5.76,-7.82
CC(=O)c1sc(NC(=O)c2cnn(-c3ccccc3)n2)nc1-c1ccccc1,0.5238,2.3177,-6.6,-9.56
