SMILES,QED,SAScore,EGFR_Docking,HER2_Docking
CN(CCCS(C)(=O)=O)C(=O)Nc1cccc(Oc2ccccc2)c1,0.8192,2.0398,-5.98,-8.64
CC(=O)N[C@H](CC(=O)N(C[C@H]1CCCO1)[C@@H]1CCSC1)c1ccccc1,0.795,3.4381,-5.81,-7.08
CC(C)N(C(=O)[C@@H]1CCCN(S(=O)(=O)c2ccc(Cl)cc2)C1)c1cccc(C#N)c1,0.6946,2.7962,-6.44,-7.99
CCc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(CC)cc3)n(C)n2)cc1,0.6814,1.9894,-6.17,-8.98
CCCNC(=O)N[C@H](CC)c1cccs1,0.796,2.5417,-4.94,-6.14
CCc1nc(CCNC(=O)NCc2csc(C3CC3)n2)cs1,0.8164,2.5578,-5.73,-8.23
N#C/C(=C/c1cc(F)ccc1F)c1nc([O-])c2ccc(Cl)cc2n1,0.6656,2.9965,-6.21,-8.67
COc1cccc([C@@H]2C[C@H]2C(=O)NC2(c3cccc(F)c3)CCOCC2)c1,0.873,3.1804,-6.18,-9.0
C[C@@H](CC#N)N(C)c1ccc([C@@H](C)O)c(O)c1,0.8376,3.4559,-5.25,-6.31
O=C(CSc1ncccn1)N/N=C/c1ccc(Cl)cc1Cl,0.3929,2.2557,-5.81,-7.99
N#C[C@H](C(=O)c1ccc(N2CCCCC2=O)cc1)c1nc2ccccc2[nH]1,0.722,2.7937,-6.41,-8.88
COc1ccccc1C(=O)Nn1c(C)ccc1C,0.9011,2.0629,-5.84,-7.73
O[C@@H]1CCC[NH+](CCOc2ccccc2F)C1,0.7905,4.2712,-5.44,-7.12
CC[C@@H](C)NC(=O)c1cccc(CNc2nccc(C(F)(F)F)n2)c1,0.833,2.6366,-6.06,-9.45
O=C(Nc1cccc2[nH]ccc12)c1cccn(Cc2ccccc2)c1=O,0.5941,2.0458,-6.62,-9.14
C[NH+]1[C@H]2CC[C@@H]1CN(CCOc1cccc(Br)c1)CC2,0.8964,4.9354,-5.59,-7.72
CCC[NH2+][C@H](CCC)c1ccc(Br)o1,0.8379,4.3663,-4.88,-5.22
O=[N+]([O-])c1ccc(F)c2c1[C@H]1C=CC[C@H]1[C@@H](c1ccccc1O)N2,0.4909,3.61,-6.17,-8.22
C/C(=C/C(=O)N1CCC[C@@H]1C(=O)N(C)C)c1ccc(F)cc1F,0.8022,2.8882,-5.91,-7.53
C[C@H](C(=O)Nc1ccc2c(c1)OCO2)N(c1ccc(Oc2ccccc2)cc1)S(C)(=O)=O,0.58,2.6723,-6.46,-8.94
C[NH+](C)CCC1CC[NH+](CC[NH+]2CCCCC2)CC1,0.4888,6.0393,-5.41,-7.0
CCCOc1cccc(C(=O)Oc2ccc(-n3cnnn3)cc2)c1,0.5122,2.0457,-5.88,-9.21
Cc1cccc(OCCNC(=O)/C=C/C2CC2)c1,0.6173,2.146,-5.35,-7.45
CCc1nc2ccccc2n1C1CCN(C(=O)c2cccnc2OC)CC1,0.7111,2.2637,-6.01,-7.98
CC(=O)Nc1cc(C(=O)NCc2ccncc2)nn1-c1ccccc1,0.7476,2.0899,-6.16,-8.99
COc1ccc(/C=C(/C)C[NH2+]C2CCC(Oc3ccc(C#N)cn3)CC2)cc1,0.8022,3.2953,-5.87,-8.18
COCCn1/c(=N/S(=O)(=O)c2ccccc2)sc2cc(F)ccc21,0.6976,2.2867,-6.16,-8.67
COc1ccc(C(=O)N(C)c2ccc3nc(C)sc3c2)cc1OC,0.7215,2.1023,-6.01,-8.61
CC(=O)N1C=Cc2ccccc2[C@H]1CC(=O)Nc1ccc(-c2noc([O-])n2)cc1,0.7343,3.2722,-6.27,-9.1
COc1cccc2cc(C[NH+]3CCC[C@@H]3c3cccc(C)n3)oc12,0.802,4.2189,-6.47,-9.09
O=C(c1cc2c(=O)[nH]c3ccccc3c2s1)N1CCC2(CC1)OCCO2,0.7149,3.0716,-6.43,-9.03
C[C@@H](O)C[C@@H](C)CNC(=O)Cn1ccc2ccccc21,0.8479,2.9391,-5.67,-7.8
c1cnc2ncc(CN3CC[NH+](C[C@@H]4CCOC4)CC3)n2c1,0.8245,4.3999,-5.8,-7.83
COc1cccc(SCC(=O)N[C@H](C)c2nc3ccccc3[nH]2)c1,0.6731,2.5281,-5.84,-9.26
CCOc1ccc(/C=C/C(=O)Nc2ccc3c(c2)COC3)cc1OCC,0.7593,2.2564,-5.93,-8.71
CCNc1ccnc(N[C@@H]2CCC[NH+](Cc3ccc(Cl)cc3)C2)n1,0.7504,4.0964,-5.91,-8.48
Cn1cnn(-c2ccc(NC(=O)NCC(=O)NC(C)(C)C)cc2)c1=O,0.7531,2.4575,-6.05,-8.45
CCc1nnc(-c2cc3ccccc3n2CC(=O)NC(C)(C)C)o1,0.799,2.4218,-6.05,-9.01
CCCOC(=O)c1ccc(N[C@@H]2CC[C@H]([NH3+])C2)cc1,0.7965,3.3516,-5.39,-7.79
Cc1ccc([C@@H](C)NC(=O)c2cc(-c3ccc(F)cc3)nc3ncnn23)c(C)c1,0.5718,2.7975,-5.81,-9.35
CCCn1nnc(NCc2ccc(F)cc2)n1,0.8587,2.2359,-5.49,-7.62
CC(C)(C)CC(=O)NCC(=O)N1CC=C(c2ccccc2Cl)CC1,0.9048,2.3834,-6.02,-8.26
C[C@H](NC(=O)[C@H]1CS[C@H]2c3ccccc3C(=O)N12)C(=O)NC1CCCCCC1,0.7605,3.3147,-6.2,-8.18
OC[C@@H](O)CSCc1nnc(-c2ccccc2)o1,0.8207,2.7186,-5.48,-7.07
Cc1cc(OCC(=O)NNC(=O)COc2cccc(F)c2)ccc1Cl,0.7696,1.9587,-5.94,-8.76
CC(C)CC[C@H](C)NS(=O)(=O)CCO,0.6682,2.8906,-4.99,-5.76
CC[C@H](C)[C@@H](C)[NH2+]Cc1cc(F)cc(Br)c1,0.8576,4.131,-4.92,-6.64
O=C(COc1ccccc1)NCC(=O)N[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@@H]12,0.8321,4.1296,-5.84,-8.2
N#C[C@H](c1ccccc1)[C@H]1CCCN1Cc1coc(-c2cccs2)n1,0.6712,3.4464,-6.16,-8.05
Cc1cc(=O)c(C(=O)O[C@@H](C)[C@@H]2CCOC2)nn1-c1cccc(Cl)c1,0.782,3.293,-6.17,-8.24
COC(=O)CCC(=O)N1CCc2[nH]nc(-c3cccc(OC)c3)c2C1,0.8387,2.3479,-5.96,-8.59
N#Cc1cc(F)ccc1CSc1nnc(Cc2ccccc2F)o1,0.6527,2.3991,-6.02,-8.79
COc1ccc(C=O)cc1Oc1nc(C[NH+]2CCCC2)nc2sc(C)c(C)c12,0.6466,3.6138,-6.21,-8.74
COc1ccccc1CNC(=O)C(=O)Nc1ccc2c(c1)CCCN2C(=O)c1cccs1,0.5828,2.2884,-6.4,-9.49
COc1ccc(NC(=O)CSc2nc3ccsc3c(=O)n2-c2ccccc2Cl)c(OC)c1,0.2962,2.2903,-6.41,-8.77
COc1ccc(-c2cc(N)cc[nH+]2)cc1,0.8044,3.1934,-5.54,-6.37
CCn1c(-c2nc(C(=O)NCc3cccc(OC)c3)cs2)cc2ccccc21,0.5172,2.2171,-6.49,-9.4
C=CCOc1cccc(NC(=O)c2ccccc2C(=O)[O-])c1,0.8253,2.2536,-5.82,-8.41
COc1ccc2c(c1)[C@H](NC(=O)CSC1=NCCS1)CO2,0.9187,3.1138,-5.67,-7.73
c1ccc2c(c1)C[C@H](C[NH2+]C(C1CC1)C1CC1)S2,0.8601,4.0764,-5.65,-7.22
COC(=O)[C@@H](NC(=O)Cc1ccc(C)o1)c1ccc(Cl)c(F)c1,0.8503,2.7819,-5.95,-8.43
Cc1nc2ncnn2c(NCCOC2CCCCCC2)c1C,0.6794,2.6365,-5.75,-8.35
O=C(NCc1ccccc1)c1cccnc1[C@H]1CCCC[NH+]1CC(=O)N1CCNC1=O,0.6378,3.9817,-6.4,-8.64
c1csc(CN2CCCN(c3ccc(Cn4cc[nH+]c4)cn3)CC2)c1,0.7066,3.1333,-6.03,-8.12
CC(C)OC(=O)CSc1nnc(C(F)(F)F)n1-c1ccccc1,0.6145,2.2942,-5.76,-8.26
CCc1ccccc1-n1cc([O-])c(C(=O)N(C)Cc2cccc(OC)c2)n1,0.6743,2.5918,-6.0,-8.35
CC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(C)nn2Cc2ccccn2)C1,0.8112,3.9699,-6.02,-8.63
Cc1ccc(-c2ccc(/C=C3\C(=O)N(c4ccc5c(c4)OCO5)C(=O)N=C3[O-])o2)c(C)c1,0.5894,2.9987,-5.79,-8.92
C[C@H](NC(=O)N1CCC[C@@H](CCO)C1)c1cccc(-n2cccn2)c1,0.8776,3.0678,-5.99,-8.91
CC(=O)N1Cc2ccccc2O[C@]2(CCCN(C(=O)CCn3ccnc3)C2)C1,0.8151,3.5979,-6.26,-8.32
CC[NH2+]Cc1ccc(O[C@H]2CCO[C@@]3(CCSC3)C2)cc1,0.9056,4.8325,-5.69,-6.99
Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1,0.629,2.2703,-6.52,-8.84
O=C(CCc1cccc(Cl)c1Cl)NCc1ccccc1CO,0.8431,1.9576,-6.06,-8.6
Cc1cc(C(=O)N2CCC(c3nnsc3-c3cc(C)no3)CC2)on1,0.7089,3.0241,-6.25,-8.85
CC1(C)CCC(CNC(=O)C2CCN(C(=O)C(C)(C)C)CC2)CC1,0.8558,2.3818,-5.86,-8.79
CCOc1cccc(C[NH+]2CCC[C@H](OC)C2)c1,0.8505,4.1498,-5.44,-7.2
O=C(NNc1c(Cl)cc(Cl)cc1Cl)c1ccccc1[N+](=O)[O-],0.6282,2.1495,-6.11,-8.8
C[C@@H]1CN(C)c2ccccc2CN1C(=O)N[C@@H]1CC[NH+]2CCCC[C@H]12,0.8056,4.7539,-6.15,-8.69
Cc1ccccc1Cc1cccc(C2CCN(C(=O)c3cnccn3)CC2)n1,0.6991,2.3917,-6.43,-8.95
CC[NH2+][C@@H](CC[C@H]1CCCO1)c1ccc(Cl)cn1,0.8608,4.1159,-5.42,-6.86
O=C(NC[C@@H](C(=O)[O-])c1ccccc1)c1nnn[n-]1,0.6644,4.1662,-5.66,-7.42
CCOC(=O)[C@H](C)NC(=O)N1CC[C@H](C(=O)[O-])[C@@H]1C,0.6686,3.8767,-5.44,-7.3
C[C@H]1CCCN1C(=O)CC[NH+](C1CC1)[C@@H](C)C1CC1,0.7676,4.5457,-5.42,-7.04
C[C@H]1CCN(C(=O)C2CCOCC2)c2ccccc2S1,0.7946,2.8361,-5.7,-7.29
CSc1nccnc1CN(C)C[C@@H]1CCC[NH2+]C1,0.7939,4.3403,-5.5,-7.09
CNc1cc(S(=O)(=O)N[C@@H]2CCCC2(C)C)ccn1,0.8861,3.1219,-5.61,-7.55
CN(c1ccccc1C(N)=O)S(=O)(=O)/C=C/c1ccc(Cl)cc1,0.8998,2.3175,-6.14,-8.46
O=C(NCc1ccccc1Cl)c1ccc(-c2noc(C3CC3)n2)cc1,0.7461,1.9553,-6.33,-9.54
CC(C)CC(=O)Nc1nnc([C@@H]2CC(=O)N(c3ccc(OC(F)(F)F)cc3)C2)o1,0.7803,3.0209,-6.34,-8.97
Cc1ccc(-n2cc(C)cn2)c(NC(=O)NNc2ccc(Cl)nn2)c1,0.6233,2.6179,-5.91,-8.91
CCn1c(C)nnc1CS[C@H]1CCc2ccc(F)cc21,0.8609,3.2054,-5.82,-8.0
O=C(COc1ccc2oc3c(c2c1)CCCC3)OCc1nc2ccccc2o1,0.4742,2.4554,-6.18,-9.89
C[NH2+]CCN1C[C@@H](C)CS1(=O)=O,0.5905,5.0081,-5.07,-6.14
C[C@H]1Sc2nnc(-c3ccncc3)n2N=C1c1ccc(F)c(F)c1,0.7159,3.193,-6.1,-8.05
COc1cccc(F)c1[C@H](C)NC(=O)NCC[NH+]1CCC(OC)CC1,0.6814,3.9783,-5.69,-7.51
O=C(Nc1ccn(Cc2ccc(Cl)c(Cl)c2)n1)c1nc2ncccn2n1,0.5807,2.5683,-6.56,-8.93
Cc1nc(-c2ccc(S(=O)(=O)N3CC[NH2+][C@H](C(=O)[O-])C3)s2)cs1,0.7295,4.2054,-5.94,-8.1
CC[C@@H](NC(=O)c1ccc2[nH]c(C)c(C)c2c1)C(=O)OC,0.849,2.5707,-5.78,-8.29
COc1ccc2cc(CN3CCO[C@H]4CC[C@@H](OC)C[C@@H]43)ccc2c1,0.8499,3.3062,-6.03,-8.15
Cc1ccc(N[C@H](C)C(=O)N/N=C/c2cc([N+](=O)[O-])ccc2O)cc1,0.4236,2.6843,-6.06,-8.73
C/[NH+]=C(/NCc1cc(C(C)C)no1)N1CCN(c2ccc(F)cc2)CC1,0.6272,3.0339,-6.09,-8.6
COc1ccc(NC(=O)/C=C/c2cccc(Cl)c2)c([N+](=O)[O-])c1,0.511,1.9996,-6.03,-8.45
COC(=O)[C@H](Nc1cc(C)c([N+](=O)[O-])cn1)C(C)C,0.4972,2.8887,-5.24,-7.0
Cc1nn(-c2ccccc2)c(N2CCC(C(=O)NCc3cccc(Cl)c3)CC2)c1NC(=O)C(C)C,0.4872,2.3839,-6.42,-9.13
CCc1ccc(-c2n[nH]c(=O)c3c2CCCC3)cc1S(=O)(=O)N(CC)CC,0.8234,2.5923,-6.48,-8.28
C[C@@H]1C[C@@H](C)C[NH+](CCNC(=O)C2CCN(C(=O)OC(C)(C)C)CC2)C1,0.7865,4.0613,-5.6,-8.67
C[C@H](Sc1nnnn1C1CC1)C1=NC(=O)C2=C(c3ccccc3)CSC2=N1,0.7224,3.7886,-6.21,-8.04
CC[C@@H](OC(=O)c1cccc(C)n1)c1cccc([N+](=O)[O-])c1,0.4783,2.7021,-5.9,-8.22
C[C@@H](NC(=O)Cc1ccc2c(c1)CCCC2)C(=O)N1CCOCC1,0.9095,2.5888,-6.12,-8.43
COCc1cc(CNC(=O)c2ncccc2OC(C)C)ccc1F,0.8463,2.2063,-5.8,-8.39
CC(C)OCCN1CCN(C(=O)N[C@@H]2CCCC[C@@H]2C)CC1,0.8473,2.9041,-5.62,-7.93
CC[NH+]1CCN(CCNC(=O)CC[C@H]2Cc3ccccc3NC2=O)CC1,0.6378,3.8403,-5.91,-8.24
O=C(C[NH+]1CCCC[C@H]1CCO)Nc1cc(C(F)(F)F)ccc1Cl,0.7484,4.1493,-5.93,-8.7
[NH3+]CCOCC(=O)N[C@]1(C(=O)[O-])CCOC1,0.4567,4.384,-5.08,-6.22
CCCO/N=C/c1cccc(C)n1,0.402,2.5758,-4.96,-6.0
Cc1ccc(C)c(C(=O)[C@H](C)SC[C@H](C)CO)c1,0.8032,3.0545,-5.47,-6.89
O=C(N[C@H]1CCCc2ccc(F)cc21)[C@H]1CCOc2ccccc21,0.9097,3.0138,-6.47,-9.35
COc1ccccc1[C@H](CNC(=O)N1CCOC(C)(C)C1)[NH+]1CCCC1,0.8286,4.0361,-5.96,-8.0
O=C(NCC(F)(F)F)NNC(=O)c1ccc(Br)c(F)c1,0.5599,2.2745,-5.5,-7.8
Cc1cc(F)cc(S(=O)(=O)N[C@H]2CCC[C@H]2C(N)=O)c1,0.8712,3.0994,-5.81,-8.16
COC(=O)[C@H]1CCCCC[C@H]1NS(=O)(=O)N(C)C(C)C,0.6131,3.231,-5.51,-7.61
Cc1cscc1[C@H]([NH3+])c1cc(F)cc(F)c1,0.8355,3.7528,-5.57,-7.37
Cc1cc(-c2csc(NC(=O)CNC(=O)c3ccc4c(c3)OCO4)n2)c(C)s1,0.6648,2.3816,-6.36,-9.14
CCN(CC)C(=O)c1cccc(S(=O)(=O)NC2CC2)c1,0.867,1.9403,-5.55,-7.8
CC1(C)CCC[C@]1([NH3+])Cc1c(F)cccc1Cl,0.8417,3.643,-5.63,-7.36
Cc1ccc(OS(=O)(=O)c2ccc(C#N)c(Cl)c2)c([N+](=O)[O-])c1,0.4743,2.31,-5.73,-7.97
Cc1nc(CNC(=O)NC[C@@H](C(C)C)N2CCOCC2)cs1,0.8334,2.8973,-5.62,-7.62
C=CCN(Cc1ccc(Cl)s1)C(=O)c1ccc2c(c1)nnn2CC,0.6243,2.5261,-6.05,-8.19
CC(=O)C[C@H]1CCCCCN1C(=O)Cc1ccccc1Cl,0.8515,2.5115,-5.84,-8.0
CCN(CC(=O)NC)C(=O)CCOc1ccc(Cl)cc1,0.8334,1.9427,-5.3,-7.24
Cc1cccc([C@H]2C[C@H]2C(=O)N2CCN(CC[NH+]3CCCC3)CC2)c1,0.8619,4.0503,-5.89,-8.68
O=C(N[C@H]1CC[NH+](CC2CCCC2)C1)N(CCO)Cc1ccccc1,0.6909,3.9699,-5.8,-8.36
Cn1cc(-c2cc(C(=O)N3CCC(O)(c4cccnc4F)CC3)no2)cn1,0.7045,2.861,-6.16,-7.97
COc1ccc(N2C(=O)c3cc4occc4n3C[C@@]2(C)C(=O)N[C@@H]2CCC[C@@H](C)[C@H]2C)cc1OC,0.5776,3.9436,-6.48,-9.24
Cc1[nH]c2ccccc2c1C(=O)C[NH+](Cc1ccc(F)cc1)C1CC1,0.6667,3.5686,-6.5,-9.02
CSc1ncc(C(=O)NC2CCCC2)c(Cl)n1,0.5214,2.2777,-5.5,-7.32
Nc1c(C(=O)Nc2ccccc2O)cc(F)cc1[N+](=O)[O-],0.3467,2.1613,-6.0,-8.22
O=C(OCC1CC1)c1ccc(Cn2cc(Br)cn2)o1,0.7934,2.4581,-5.62,-7.96
CC(C)Oc1ncc(C(=O)N(Cc2cnn(C)c2)C(C)C)cc1Cl,0.8015,2.5569,-5.77,-7.69
CS(=O)(=O)c1ccc(CNC(=O)NC2CC[NH+](C3CC3)CC2)cc1,0.7031,3.3089,-5.79,-7.94
CN(CC(=O)NC1(C#N)CCCCC1)Cc1nccn1C(F)F,0.8686,2.8928,-5.79,-7.73
N#Cc1cccc(Oc2ccccc2)c1,0.7357,1.5545,-5.52,-7.28
COC(=O)C(C)(C)NC(=O)c1ccc(-c2nc3ccccc3s2)o1,0.7349,2.3861,-6.1,-8.93
COc1ccc([C@@H]2CCCCCN2C(=O)N[C@@H](C)c2ncc(C)s2)cc1,0.8335,3.0403,-5.95,-7.79
CN1C(=O)C(=C/C=C/Nc2ccccc2)C(=O)N(C)C1=O,0.6761,2.5815,-5.52,-7.3
CC(C)(C)C(=O)N1CCC[C@@H](c2nc(=O)c3nnn(Cc4ccc(C(C)(C)C)cc4)c3[nH]2)C1,0.6575,3.3176,-6.63,-9.06
CC(C)(C)C(=O)NCCCC(=O)NC(C)(C)c1ccc(F)cc1Cl,0.7621,2.4436,-5.73,-7.79
O=C(NCC(=O)N1CCN(c2ccnc(N3CCOCC3)n2)CC1)c1ccccc1,0.7626,2.2194,-6.19,-8.63
Cc1ccc([C@H](C)[NH2+]CCC(=O)NC2CC2)c(C)c1,0.8025,3.4869,-5.51,-7.45
COc1cc(OC)c(NC(=O)NC2CCCC2)cc1F,0.8923,1.9329,-5.74,-7.94
CCC(C)(C)NC(=O)CN1C(=O)N[C@@](C)(c2ccc(C)cc2)C1=O,0.8108,2.6974,-5.92,-8.23
CC[NH2+][C@@H]([C@@H]1CCOC1)[C@@H]1CCOC2(CCCCC2)C1,0.8569,5.037,-5.21,-7.15
CCCC[C@@H]1C[C@@H]1C(=O)Nc1ncc2c(n1)CC(C)(C)CC2=O,0.9037,3.4729,-5.94,-8.02
CCN(CC)C(=S)S[C@@H](C(=O)N(C)C)c1ccccc1,0.7795,2.9111,-5.29,-7.28
CNc1nc(N)c2c([nH+]1)CCC2(C)C,0.6912,4.4306,-5.09,-6.36
Cc1nn(-c2ccc(F)cc2)c(C)c1C(=O)Oc1ccc(-n2cnnn2)cc1,0.4008,2.3125,-6.59,-9.53
C[C@H]([NH2+][C@@H](C)c1cccc(F)c1F)c1ccc(F)cn1,0.9171,3.9118,-5.77,-7.83
COc1cc(C(=O)OCc2cc(=O)oc3cc(C)ccc23)c([N+](=O)[O-])cc1OC,0.2678,2.2803,-5.99,-8.72
CCS(=O)(=O)CCN(C)C(=O)[C@@H]1Cc2ccccc2N1C(C)=O,0.7979,2.9608,-5.82,-7.68
COc1ccccc1/C=C1\SC(=S)N(CC(=O)Nc2cccc(O)c2)C1=O,0.5926,2.1623,-6.18,-7.59
CCNC(=O)c1ccc(C[NH2+][C@@H](c2cc(C)sc2C)C(C)C)cc1,0.7915,3.5281,-5.86,-8.32
NC(=O)c1ccc(C(=O)OCC(=O)c2ccc(F)cc2)cc1,0.6754,1.6468,-5.81,-8.4
CCc1nc(CN(C)c2nnc(Cl)cc2C(N)=O)cs1,0.911,2.8181,-5.52,-7.26
COc1cc(CN(C)C(=O)[C@]2(C)CC2(Cl)Cl)ccc1OCc1ccccc1,0.6172,2.6774,-6.0,-8.0
Cn1nccc1C(=O)Nc1nc2c(ccc3ccccc32)s1,0.6169,2.2347,-6.11,-8.75
N#C[C@@H]1CN(C(=O)c2cc([N+](=O)[O-])ccc2Br)CCO1,0.6032,3.1035,-5.61,-7.59
Cc1cc2nnc([C@@H]3CCC[C@H]3[NH3+])n2c(C)n1,0.7831,4.1344,-5.7,-7.41
O=C(NCc1cn2ccsc2n1)Nc1cnc(-c2ccccc2)s1,0.5841,2.6287,-6.5,-9.95
O=C(Nc1cccc(N2CCCCCC2)c1)N1CCOC[C@@H]1C1CC1,0.9098,2.7272,-6.05,-8.62
C[C@H]1c2cccn2CCN1C(=O)CCn1c(CO)nc2ccccc21,0.794,2.9458,-6.28,-8.57
Cc1ccc(N2C(=O)C(Cl)=C(N3CCN(C)CC3)C2=O)c(C)c1,0.7751,2.2887,-5.92,-7.42
O=C(NNc1c(Cl)cc(Cl)cc1Cl)[C@@H]1CC(=O)N(c2ccc3c(c2)OCO3)C1,0.7028,2.9182,-6.46,-8.67
COCCNc1nnnc2c1sc1[nH+]c(N3CCOCC3)c3c(c12)CC(C)(C)OC3,0.6112,3.8793,-6.29,-9.36
C[NH2+][C@@H](COC)C(c1ccccc1)c1ccccc1,0.8405,3.132,-5.6,-7.96
O=C1CCN(c2cccc(Cl)c2F)C(=O)C1,0.707,2.3838,-5.57,-6.55
Cc1ccc(C)c(-n2ncc(CCl)c2C(C)C)c1,0.7522,2.385,-5.64,-7.82
CC1=C(NC(=O)CSc2nc(-c3cccs3)c(-c3cccs3)[nH]2)[C@H](C)N(C)N1,0.5116,3.6769,-6.21,-8.53
O=C([C@H]1C[C@@H]2C=C[C@H]1C2)N1CCCc2cc(F)cc(F)c21,0.7251,4.2979,-5.95,-7.22
O=C(NCC1CCN(C(=O)c2ccccc2F)CC1)c1ccc(Br)o1,0.8416,2.1269,-6.22,-8.36
COc1ncccc1NC(=O)CSCC#N,0.7808,2.3319,-5.1,-6.12
CN(CCOCC1CC1)C(=O)[C@@H]1CCC[NH2+]C1,0.6572,4.049,-5.07,-6.54
O=C(CCl)N1C(=O)CSc2ccccc21,0.705,2.5042,-5.46,-6.76
CC[C@@H]([NH3+])Cc1ccnc([C@@H]2CN3CCC[C@@H]3CO2)n1,0.8739,4.418,-5.48,-7.25
CCOc1ccccc1-c1nc(-c2nnn(Cc3ccccc3)c2C)no1,0.5203,2.2448,-6.38,-9.16
Cc1nc2cc(C(=O)[O-])ccc2n1C,0.6455,2.7011,-5.46,-6.25
CC(C)C1=NN=C(C(=O)NCc2cccnc2OC2CCCC2)C1,0.8721,2.8897,-5.67,-8.24
CCC[C@@H](C)NC(=O)[C@@H]1CCCN(C(=O)C(C)(C)c2cccc(C#N)c2)C1,0.8353,3.1249,-6.05,-9.19
CNC(=O)Cc1nc(CN2CCN(C(=O)C3CCCCC3)CC2)cs1,0.8629,2.294,-5.91,-8.68
Cc1cccc(O[C@@H](C)C(=O)Nc2ccc(Br)cc2)c1C,0.8852,2.164,-5.9,-8.73
O=C1OCCCN1Cc1nc(-c2cccc(C[NH+]3CCCCC3)c2)no1,0.8808,3.5346,-5.81,-8.94
C[C@H]1C[C@@H](S[C@@H](C)[C@@H](C)O)C(=O)O1,0.7015,4.3831,-5.2,-6.16
Cc1ccc(NC(=O)C(=O)Nc2ccc(C[NH+]3CCCC[C@@H]3C)cc2)cc1,0.7284,3.6343,-6.22,-9.1
CN1CCc2c(c3cc(S(=O)(=O)c4ccccc4)ccc3n2CCc2ccccn2)C1,0.4774,2.4679,-6.69,-9.06
CCC[C@H](C)N1C[C@@H](C(=O)NCc2nnc3ccccn23)CC1=O,0.8682,3.1829,-5.96,-8.67
Cc1ccc(NC2=[NH+]CC(=O)N2Cc2ccc3c(c2)OCO3)cc1,0.8685,2.9746,-6.09,-8.51
CCN(CC)C(=O)C1(NCc2n[nH]c(=O)[nH]2)CCCCC1,0.7219,3.1465,-5.61,-7.69
