smiles,egfr,qed,sa,her2
FC(F)(F)c1ccccc1CNC(=O)c1cccc(C(F)(F)F)c1F,-8.7,0.859,2.165853991630144,-11.0
c1ccc(Cn2ncc3ncn(Cc4ccc5c(c4)OCO5)c(=O)c32)cc1,-8.9,0.639,2.3683811541457143,-10.7
[C@](O)(C[NH+](C)[C@@H](C)c1nc2ccccc2c(=O)[nH]1)c1ccccc1,-9.4,0.746,3.889173319574709,-10.2
[C@]Oc1cc([N+](=O)[O-])ccc1OC(=O)c1ccc(Cc2ccccc2F)cc1,-8.8,0.354,2.442495178547766,-10.8
[C@](Cc1ccccc1F)N1CC[C@@](CNC(=O)C2=NC(=O)N(Cc3ccccn3)C2)C1,-8.7,0.791,3.584249857448551,-10.9
[C@](O)(c1ccc(Br)cc1)c1nc2scc(-c3ccccc3)c2s1,-8.8,0.531,2.6970929302643043,-10.8
[C@]1(CCc2ccccc2)c2ccccc2N1C(=O)COc1ccccc1[N+](=O)[O-],-10.0,0.521,2.416246240202544,-9.6
[C@]1(Cc2cccs2)NC(=O)N(CC(=O)N2CCC([C@@H](N)c3ccccc3)C2=O)CC1,-9.4,0.822,3.883540134979727,-10.2
[C@][N+][C@]1(Cc2ccc(C(C)(C)C)nc2)NC(=O)N(CC(=O)N2CCN(c3ccccc3)C2=O)CC1,-9.3,0.776,3.916020116440242,-10.3
[C@@](C#CCNC(=O)c1ccccc1O)c1ccccc1Cn1cnnn1,-8.9,0.76,2.9145114732693287,-10.7
[C@@](CNc1ccc(C(=O)N2CCC[C@@H](C(N)=O)C2)o1)c1ccc(F)c(F)c1F,-9.0,0.819,3.498097597830544,-10.6
[C@@]1(c2ccccc2)NC(=O)N(CC(=O)c2cc(F)ccc2F)C1=O,-8.7,0.771,2.497069543370042,-10.9
Fc1cccc(COc2ccc(/C=N/N3CCN(c4ccccc4F)CC3)cc2)c1,-9.0,0.635,2.1955427390318967,-10.6
[P@@]=C(NCc1ccccc1Cl)c1cn(CCc2ccccc2)nc1-c1ccccc1,-8.9,0.421,2.485092564206722,-10.7
[NH2+]=C1COc2ccc(S(=O)(=O)N3CCN(C(=O)c4ccc(Cl)cc4)CC3)cc2N1,-10.1,0.8079999999999999,2.6923260847482418,-9.5
[NH2+][C@]1(CNS(=O)(=O)c2cccc(F)c2)Cc2ccccc2C(=O)N1C(c1ccccc1)c1ccccc1,-10.9,0.476,3.259390871852553,-8.7
[C@@](C#N)(C(=O)Nc1cccc(C(F)(F)F)c1)N1CCc2ccccc21,-9.1,0.902,2.513576291121696,-10.4
[C@@]1(NC(=O)OC[C@H]2CC(=O)N2NC(c2ccccc2)c2ccccc2)CCC(=O)N1,-8.8,0.69,3.481982408697336,-10.7
FC(F)(F)c1cccc(C[NH+]2CCC[C@@H]2c2nc3ccccc3o2)c1,-8.7,0.862,4.041415281173098,-10.8
FC(F)(F)c1cc(C[NH+]2CCc3ccccc3C2)ccc1N1CCCC1,-9.4,0.96,3.6744494834599415,-10.1
[C@]1(CCc2ccccc2)NC(=O)[C@@]12CCN(C(=O)CCCNCc1cccc(F)c1)C2,-8.6,0.5619999999999999,3.5406621531334226,-10.8
c1nc(NC[C@@H](c2ccco2)N2CCC(C(=O)NCCn3cccn3)CC2)nc2ccccc12,-9.4,0.477,3.081998405535826,-10.0
[C@]1(CNC(=O)c2ccccc2CN2CCCCC2)N(C2CC2)[C@H](O)c2ccccc21,-9.1,0.854,3.056671533365773,-10.3
[C@@](C(=O)CCCN1C(=O)c2ccccc2C1=O)N1CCC(N[C@H]2CCc3ccccc32)CC1,-8.9,0.713,3.3266840201636327,-10.5
[C@@](C#Cc1ccc(Cl)cc1OCCN1CCCCC1=O)c1cccc(F)c1,-9.1,0.7979999999999999,2.809057322784767,-10.3
[C@@]1(Cc2cccc(C(F)(F)F)c2)NC(=O)N(Cc2ccc(COC(N)=O)cc2)C1=O,-9.1,0.781,2.65435948222846,-10.3
Fc1cc(F)cc(/C=N/N2CCc3ccccc32)c1O,-8.7,0.9339999999999999,2.640780572719372,-10.7
Fc1cccc(/C=C/C(=O)C2=NO[C@H](c3ccc(Cl)cc3)N2)c1,-8.8,0.95,3.2343889977393463,-10.6
FC(F)(F)c1cccc(CNC[C@H]2CCC[NH+](Cc3ncnn3C=O)C2)c1,-8.3,0.779,4.441161585256056,-11.1
[P@@]C1CCN(Cc2ccc(N(C(=O)c3ccccc3)c3ccccc3)nn2)CC1,-9.4,0.654,2.817937319711272,-10.0
[P@@](=C/c1ccnc2ccccc12)C(=O)Nc1cccc(Cl)c1,-8.4,0.751,2.7652654244944497,-11.0
O=C(NC1CON(C(=O)C(F)(F)F)CC1)c1ccc2c(c1)[nH]c(=O)n2CC(F)(F)F,-8.8,0.791,3.512146334426779,-10.6
[C@@](C#CCCNC(=O)CCC(=O)c1ccc2c(c1)CCCC2)CNc1ncccn1,-8.9,0.46299999999999997,2.9646588229479818,-10.4
[C@@]Oc1cccc(N2CCN(CCC(=O)Nc3cccc(C)c3)CC2)c1C,-8.5,0.9339999999999999,2.427086800998861,-10.8
[C@@](C(=O)c1cccc(C(=O)O/N=C\c2ccc(F)c(F)c2)c1)c1ccco1,-8.5,0.365,2.9381267610388218,-10.8
[C@@](CNC(=O)c1ccnc(OC2CCCCC2)c1)C1c2ccccc2C1,-8.3,0.94,3.2316989939494523,-11.0
[C@@]1(CC2CC2)CC(C(=O)c2ccc(Cl)cc2Cl)[C@H]2Cc3ccccc3N=C12,-9.8,0.621,3.733774172668644,-9.5
[C@@](N)(c1ccc(C(=O)N2CCOCC2)cc1)[C@H]1Oc2ccccc2C[C@H]1O,-9.0,0.9359999999999999,3.225435273106667,-10.3
[C@@](C#Cc1ccccc1)[C@H]1CCCC[C@H]1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,-9.5,0.6689999999999999,3.4397692104201214,-9.8
FC(F)c1ccccc1CSc1ncc(=O)n(-c2ccc(F)cc2)n1,-8.5,0.723,2.547819166837531,-10.8
Fc1cc(F)c(F)c(F)c1C(=O)Nc1ccc(Cl)c(Cl)c1,-8.9,0.5559999999999999,2.0676123017508505,-10.4
FC(F)(F)c1cccc(Oc2nnc(Cc3ccc(Cl)cc3)n2-c2ccccc2)c1,-8.9,0.45199999999999996,2.305881546155005,-10.4
Fc1ccc2oc(CN3CCN(C(=O)c4ccc([N+](=O)[O-])cc4)CC3)nc2c1,-8.3,0.587,2.182221006201125,-11.0
[C@@](C#Cc1ccc(CC(C)(C)C)cc1)c1cccc2c1OCCO2,-8.7,0.838,2.8805465163646,-10.6
[C@@](O)(Cn1nc(-c2ccccc2)c(=O)[nH]c1=O)c1cccc(C#N)c1,-8.7,0.83,2.6628456023738245,-10.6
[C@@](C#Cc1cccc(C(=O)NC2CCCC2)c1)c1ccc(O)cc1,-8.7,0.9309999999999999,2.5268121446493588,-10.6
FC(F)(F)c1cccc(-c2nnc(NC3CCCC3)o2)c1,-8.2,0.906,2.256078235816785,-11.1
Fc1ccc(Cl)c(C[NH+]2CCC(c3nc(COC(=O)c4ccccc4F)c[nH+]c3N3CCCC3)CC2)c1,-9.6,0.5549999999999999,3.96637350824299,-9.7
[P@@]1C[C@@H](c2ccc(-c3ccc(OC(F)F)cc3)cc2)C(=O)N1C1CCCCC1,-8.6,0.648,3.3612644617358667,-10.7
n1nc(-c2ccco2)nc(c2cnc(-c3ccc(Cl)cc3)n2N)n1,-8.6,0.651,2.924772364429579,-10.7
c1ccc(-n2ccc3c(NCc4ncnnn4)noc32)cc1,-8.8,0.693,3.217078601942001,-10.4
[C@]1(C[NH+]2CCN(c3cccc(F)c3)CC2)Cc2ccccc2N1,-8.8,0.88,3.607385248086956,-10.4
Fc1cc(/C=C2\C(=O)S2)ccc1N1CCN(Cc2ccccc2F)CC1,-8.8,0.6799999999999999,2.277648616282788,-10.4
Fc1ccccc1CNC(=O)c1ccccc1-c1cccnc1,-8.9,0.876,1.758730817749953,-10.3
Fc1ccc(COc2nc3ccccc3c(=O)n2Cc2ccccc2)cc1,-9.9,0.617,1.9501244039022885,-9.3
[C@]1(c2ccco2)NC(=O)N(CC(=O)[C@@H](C#N)c2nc(-c3ccc(F)cc3)nn2-c2ccccc2)C1=O,-9.6,0.479,3.5345693663423328,-9.6
[C@@]1(CC(=O)Nc2ccc3c(c2)CCCC3)NC(=O)NC1=O,-8.5,0.8109999999999999,2.6337182358167848,-10.7
Nc1ccc(C2=Nn3c4c(cc3C2)CN4Cc2cccc(Cl)c2)cc1,-9.1,0.8059999999999999,2.938086009622376,-10.1
Fc1cc(Oc2ccc(Cl)cc2)c2ccccc2c1NC1CCCCC1,-9.0,0.606,2.119663902419127,-10.2
Fc1ccc([C@H]2C[NH2+][C@H](N(Cc3ccccc3)[NH2+]Cc3ccccc3)C2)cc1,-9.0,0.5609999999999999,4.056102775942715,-10.2
Fc1ccc(=O)n(CC2CC[NH+]([C@@H]3C[C@H]3Cc3ccccc3)CC2)n1,-8.7,0.87,4.361623342290064,-10.5
FC(F)(F)c1ccc(-c2n[nH]c(SCc3nc(-c4ccncc4)no3)n2)cc1,-8.6,0.578,2.5973665190216373,-10.6
FC(F)(F)c1ccc(NCC(=O)N2CCC[C@@H]2c2nc3ccccc3s2)cc1,-8.7,0.738,2.6888015771204827,-10.5
[P@@]CCc1cccc(C(=O)N2CCC(OCc3ccc(F)cc3)CC2)c1,-8.6,0.775,2.417967335617508,-10.6
[C@]1(C[NH2+]C[C@@H]2C[C@@]23CCc2ccccc23)CCC(=O)N1Cc1ccc(Cl)cc1,-8.7,0.88,4.523837418552211,-10.4
[C@@](C#Cc1ccccc1)C(=O)Nc1cccnc1Oc1cccc(Cl)c1,-8.8,0.772,2.629198720232891,-10.3
[C@@]1(CCl)[C@@H](N/C=C2/C(=O)N(c3cccc(Cl)c3)N=N[C@H]2C(=O)[O-])C(C#N)=C(C#N)c2ccccc21,-9.3,0.569,4.706271592872126,-9.8
[C@@]1(C(=O)Nc2ccccc2)[C@@H](C2CCCC2)[NH+]c2ncccc21,-8.8,0.893,3.554110943440704,-10.3
[C@@]1(CCCn2cccn2)C[C@@H]2CC[C@@]1(CNc1ccccc1-c1ncccc1Cl)C2,-9.2,0.5479999999999999,4.513029521175356,-9.9
N/C(=N\OCCc1cnn(C(C)(C)C)c1)c1ccc2nnccc2c1,-8.2,0.414,2.9500869891560573,-10.9
FC(F)(F)c1ccc(C(=O)N[C@H]2CCCN(c3ccccc3F)C2=O)cc1,-8.8,0.905,2.5219994942958426,-10.3
Fc1cccc(CCSc2nnc3cccc(-c4ccccc4)n23)c1,-9.1,0.5619999999999999,2.2438905293159355,-10.0
[P@@]=C(N[C@@H]1CCCc2ccccc21)c1ccc2c(c1)CCO2,-9.0,0.939,3.1226221677510857,-10.1
[NH2+]=C(Sc1noc(-c2ccccc2F)n1)Nc1cccc(Cl)c1,-8.6,0.512,2.9112495631836257,-10.4
c1ccc(N2CCCC2)[nH+]c1[N-]S(=O)(=O)c1ccc2c(c1)OCO2,-8.6,0.9269999999999999,3.679816979814194,-10.4
[C@@]1(c2cccc(Cl)c2)NC(=O)N1CCCN1CCN(c2cccc[nH+]2)CC1,-8.7,0.909,3.422745241292745,-10.3
[C@@](C#CNC(=O)CSc1nccn1-c1ccccc1)C1([NH+]2CCCCC2)C[NH2+]C1,-8.9,0.423,4.387183835548376,-10.1
[C@@]Oc1ccc(/C=C2\C(=O)N(c3ccccc3)C3=C2C(=O)C[C@@H](c2cccs2)N3)cc1Br,-8.9,0.565,3.703583709636367,-10.1
FC(F)c1cccc(OCc2ccc(-c3nnco3)cc2)c1,-8.4,0.787,2.229460376417526,-10.6
FC(F)CN1CCC(Nc2ccc(C(=O)N3CCCCC3)cc2)CC1,-8.3,0.862,2.145107005407411,-10.7
[P@@](=C/c1ccccc1F)[C@@H]1Cc2ccccc2C(=O)N1c1ccc([N+](=O)[O-])cc1,-9.8,0.426,3.341274757964218,-9.2
[C@](C#Cc1ccc(OCC(=O)O[C@@H]2CCCC[C@H]2C(=O)NC2CC2)nc1)c1ccc(OC(F)F)cc1,-8.9,0.498,3.831668839299191,-10.0
c1CCCN(Cc2ccccc2NC(=O)C2CCCCC2)c1[N+](=O)[O-],-9.1,0.729,2.574576236176643,-9.8
[C@]1(c2ccccc2)NC(=O)N(CC(=O)NCc2cc(C#N)ccc2F)C1=O,-8.6,0.863,2.590096609611301,-10.3
c1ccc2c(c1)CN(COC(=O)c1ccc(Cl)cc1Br)CC2,-8.3,0.825,2.19389918136258,-10.6
[C@@]Oc1ccccc1-n1cc(C(=O)C[NH+]2CCC(C(N)=O)CC2)c(=O)c2ccccc21,-9.1,0.662,3.741833773532468,-9.8
[P@@]1C[C@H](C(=O)N2CCC(O)(CC(C)C)N=N2)C[NH+]1Cc1ccc(Cl)cc1,-8.0,0.831,5.29655744373652,-10.9
[P@@]=C(Nc1nnc(-c2ccc(Br)cc2)o1)N1CCN(c2ccccc2F)CC1,-9.4,0.65,2.6568383138934326,-9.5
[P@@]1C[C@@H](c2ccccc2)Nc2c1ccc(Cl)c2[C@H]1CC[NH2+]CC1,-8.9,0.882,4.650726328056089,-10.0
n1cc(/C=C/C(=O)N2CCO[C@@H](C)C2)n2c1c(=O)n(C)c1ccccc12,-8.8,0.735,3.2822379657884246,-10.1
N[C@](C1CCCCC1)c1nc2ccc(Cl)cc2n1C1CCCCC1,-8.9,0.865,2.6148103864076,-10.0
C[C@H](NC(=O)c1cccnc1)c1ccc(Oc2ccc(Cl)cc2)cn1,-8.5,0.817,2.4819850763267706,-10.3
[C@](C(=O)N(C)c1ccc(Cl)cc1)[C@@H]1CCCc2ccccc21,-8.3,0.897,3.073578076457764,-10.5
[C@](O)(CCC(=O)NC[C@@H]1CCC(C)(C)N(c2ccccc2)C1)c1ccccc1,-8.8,0.823,3.049391769428176,-10.0
[C@@]Oc1cccc(NC(=O)C2CN(C(=O)Cc3ccccc3)C2)c1,-8.5,0.899,2.3401054284244065,-10.3
[C@@]1(Cn2c(=O)[nH]c(=O)c3cccnc32)C=C1Cc1ccc(Cl)cc1,-8.9,0.874,2.6933946768997163,-9.9
[C@@]1(CCc2ccccc2)NC(=O)N(CC(=O)Nc2ccc(F)cc2)C1=O,-8.4,0.863,2.294679385513556,-10.4
[C@@]Oc1cc(-c2ccncc2)nc(S[C@@H](C)C(=O)NCc2ccccc2)c1C,-8.5,0.694,3.156744461735869,-10.3
[P@@]=C(/NCC(=O)N1CCc2ccccc21)c1ccc(F)cc1F,-8.5,0.954,2.631420956405785,-10.3
c1ccc(NC[C@@H]2CCN(S(=O)(=O)c3cccc4ccccc34)C2)nc1,-8.7,0.831,2.5686596858890915,-10.1
[C@@](C#C[C@@H](O)CNC(=O)[C@@H]1CC(=O)Nc2ccccc21)c1ccccc1,-8.7,0.818,3.684046611383193,-10.1
[C@@](CC(=O)NCCc1cc(C2CC2)nc2c1cnn2C)c1ccccc1,-8.2,0.7949999999999999,2.889192566386738,-10.6
[C@@][C@]1([C@H](O)c2ccccc2)[C@@H](C)[C@@H](c2ccncc2)Cc2ccccc21,-8.7,0.835,3.876828572390456,-10.1
FC(F)(F)c1ccc(CCNC(=O)C(=O)c2ccccc2)cc1,-8.2,0.759,1.859517417204604,-10.6
[C@](O)(c1cccc(C(F)(F)F)c1)NC(=[NH2+])C(CCO)C1CCCC1,-8.3,0.5499999999999999,3.708258951832456,-10.4
[C@](O)(c1c[nH]c2cc(NC(=O)Cc3ccc(O)cc3)nn12)[C@H]1COCCO1,-8.8,0.615,3.64810477240235,-9.9
[C@@]1(c2nc3cc(Cl)ccc3[nH]2)CC[C@@H](C(=O)[O-])c2ccccc21,-8.8,0.868,3.468605081655429,-9.9
[C@]1(C(C)C)C[C@H]1C(=O)N1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1,-8.6,0.766,3.147999311121902,-10.1
[C@](C#C[C@@H](C[NH3+])N1CCN(C(=O)C2CCCCC2)CC1)[C@H]1CCOC2(CCCC2)C1,-8.6,0.7969999999999999,4.783003561241419,-10.1
[C@](C#C[C@@]1(C)CCCN(C(=O)c2cc3cccnc3n2C2CC2)C1)c1ccccc1,-9.5,0.6809999999999999,3.6984391726230665,-9.2
[C@](Cc1ccc(F)cc1)NC(=O)Nc1ccc2[nH]ncc2c1,-8.6,0.727,2.6566380206482965,-10.1
[C@](O)([C@@H]1CCC[NH+](Cc2cccc([N+](=O)[O-])c2)C1)c1ccccc1,-8.5,0.735,4.081320427581792,-10.2
[C@@]1(C(=O)Nc2ccccc2)[C@@H](c2cccc(F)c2)N[C@H]1[NH3+],-8.6,0.874,3.47371305004401,-10.1
[C@@](O)(c1ccccc1)NC(=O)CCNC(=O)c1cccc(C#N)c1,-8.6,0.833,2.241078957836171,-10.1
