smiles,docking,source,rank
[C@@]1(C(=O)N2CCC(CNC(=O)c3ccccc3)CC2)NCc2ccccc21,-11.8,AIEMG,39
[C@@][C@](CC(=O)NCc1ccc(Cl)cc1)CN1C(=O)c2ccccc2N1C1CC(C)(C)Oc2ccccc21,-11.8,AIEMG,40
FC(F)c1cccc(Oc2cccc3c2O[C@@H](COc2ccccc2F)C3)c1,-11.8,AIEMG,41
[C@H]1c2cccc(OCC(=O)Nc3ccccc3)c2C(=O)N1[C@H]1CCN(c2ccc(Cl)cc2)N1,-11.8,AIEMG,42
Cc1nc2c(cc1F)c(-c1ncc3c(n1)NC(=O)C3(C)C)nn2Cc1ccccc1F,-11.8,ChEMBL,43
[C@@]1(C(=O)Nc2cccc(C(F)(F)F)c2)CCC2=C(C1)NN2CC(=O)NC(c1ccccc1)c1ccccc1,-11.7,AIEMG,44
[C@H](c1ccc(-c2cncc3ccccc23)cc1)[C@H](C[NH3+])c1ccccc1,-11.7,AIEMG,45
[C@]1(Cc2ccc(C(N)=O)cc2)c2ccccc2-c2ccccc21,-11.7,AIEMG,46
[C@]1(CCc2cccc(OCc3ccccc3Cl)c2)NC(=O)c2cccnc21,-11.7,AIEMG,47
COc1ccc(NC(=O)[C@@H](C)Nc2nc3c(cnn3C3CCCC3)c(=O)[nH]2)cc1,-11.7,ChEMBL,48
Clc1ccc(-n2ccnc2-c2ccc(/N=C/C(=O)Nc3ccccc3Cl)o2)cc1,-11.7,AIEMG,49
Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1ccc(F)cc1F,-11.7,ChEMBL,50
c1ccc(-c2ccccc2C[NH2+][C@H]2CCN(c3ccc(F)cc3)C2)cc1,-11.7,AIEMG,51
CN1CCN(S(=O)(=O)c2cccc(Nc3nc(NCc4ccccc4)c4nc[nH]c4n3)c2)CC1,-11.7,ChEMBL,52
[C@@](O)(c1ccc(=O)n(Cc2ccccc2)n1)[C@H]1CCCc2ccccc21,-11.7,AIEMG,53
Cc1ccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3cc(F)c(C)nc32)cc1F,-11.7,ChEMBL,54
[C@H]1c2ccccc2C(=O)O[C@@]1(C)C(=O)N[C@H](C)COc1ccccc1,-11.6,AIEMG,55
[C@@]1(c2nnc(-c3ccccc3)o2)CCCN(Cc2ccccc2Cl)C1,-11.6,AIEMG,56
[C@H]Oc1ccc(-c2ccccc2NC(=O)NCC2CCN(C(=O)C3CC3)CC2)c(C)c1,-11.6,AIEMG,57
Clc1ccc(S(=O)(=O)N2CC[NH+](CCCCc3cccc(-c4ccccc4)c3)CC2)cc1,-11.6,AIEMG,58
[C@H]1c2ccccc2C(=O)O[C@@H]1CC(=O)NCc1ccc2c(c1)OCO2,-11.6,AIEMG,59
Fc1cccc(Cn2ccnc(Nc3n[n-]c4ccccc34)c2=O)c1,-11.6,AIEMG,60
[C@@]1(CCNC(=O)N[C@@H](c2ccccc2)[C@@H](O)c2ccccc2)c2ccccc2C1,-11.6,AIEMG,61
Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1ccccc1F,-11.6,ChEMBL,62
Cc1nn(Cc2ccccc2)c(=O)c2nc(C)n3nc(-c4ccc5c(c4)OCO5)cc3c12,-11.6,ChEMBL,63
[N+]n1cc(-c2ccccc2)nc1C[NH+]1CCC[C@H](c2ncc(-c3cc(F)ccc3)OC2)C1,-11.6,AIEMG,64
Cc1ccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3cc(F)cnc32)c(F)c1,-11.6,ChEMBL,65
Fc1ccc(-c2noc(C3CCN(c4nc5ccccc5[nH]4)CC3)n2)cc1,-11.6,AIEMG,66
[C@H]1CCN(c2cccc(NC(=O)CCN3C(=O)/C(=N\O)c4ccccc43)c2)C1,-11.6,AIEMG,67
FC(F)Cc1ccc(-c2cc(/C=C3\C(=O)N(Cc4cccnc4)C3=O)ccc2Cl)cc1,-11.6,AIEMG,68
[C@](O)(c1ccc(C#N)cc1)c1nnc(-c2ccc3ccccc3c2)o1,-11.6,AIEMG,69
[N+]/c1/C(=C/CSc2nc3ccccc3s2)c(O)c2c1Cc1ccccc1-2,-11.6,AIEMG,70
[C@](C#Cc1ccccc1)NC(=O)c1cc(-c2ccc(F)cc2)nc2ncncc21,-11.6,AIEMG,71
n1cc(C(=O)NCc2ccccc2CNC(=O)c2ccc(F)cc2Cl)ccc1N1CCCC1,-11.5,AIEMG,72
[C@]Oc1nc2ccc(NC(=O)C(=O)N[C@@H]3CCc4cc(F)ccc4C3)cc2nc1C,-11.5,AIEMG,73
[C@H]Oc1cccc(-c2cccc(CNC(=O)c3ccc(-c4cnn(C)c4)cc3)c2)c1,-11.5,AIEMG,74
Cc1ccc2c(-c3nnc4c(n3)NC(=O)C4(C)C)nn(Cc3ccc(Cl)cc3F)c2n1,-11.5,ChEMBL,75
Cc1ccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3ccc(C)nc32)c(F)c1,-11.5,ChEMBL,76
COc1nc2ccccc2cc1-c1nc2c(cnn2-c2ccc(Br)cc2)c(=O)[nH]1,-11.5,ChEMBL,77
Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1c(F)cccc1F,-11.5,ChEMBL,78
CCOc1ccc(C[C@H]2CC[C@H](C(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-11.5,ChEMBL,79
Fc1cccc(-c2noc(CSc3nnnn3-c3ccccc3)n2)c1,-11.5,AIEMG,80
[C@]1(COc2ccc(Cl)cc2)NC(=O)N(c2ccc3c(c2)CCCC3)c2ccccc21,-11.5,AIEMG,81
FC(F)(F)c1ccc(-c2nc(CO[C@H](C(N)=O)C3CCCCC3)no2)cc1,-11.5,AIEMG,82
c1ccc(-n2ccc(C(=O)N3CCC[C@H](c4nnnn4C4CCCCC4)C3)n2)cc1,-11.5,AIEMG,83
CCCOc1ccc(NC(=O)Nc2ccc(F)cc2)cc1-c1nc2c(c(C)nn2C)c(=O)[nH]1,-11.5,ChEMBL,84
F[N+]([O-])=C(/C(=O)Nc1cccc2cc[nH]c12)c1ccc2ccccc2c1,-11.4,AIEMG,85
CCOc1ccc(C[C@H]2C[C@@H](C(=O)NO)C2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-11.4,ChEMBL,86
FC(F)(F)c1ccnc(SC[C@H]2CCCN(c3ccc(-c4ccccn4)cn3)C2)c1,-11.4,AIEMG,87
Cc1nn(Cc2ccc3c(c2)OCO3)c(=O)c2nc(C)n3nc(-c4ccccc4)cc3c12,-11.4,ChEMBL,88
COc1ccc(NCc2ccc3c(c2)C(=O)C(=O)N3C(=O)c2ccccc2)cc1,-11.4,ChEMBL,89
[N+]([O-])=C[C@H]1[C@@H](c2ccc(Oc3nc4ccccc4[nH]3)cc2)C(=S)N1c1ccccc1,-11.4,AIEMG,90
Clc1nc(-c2ccc3ccccc3c2)oc1N1CCN(c2ncccn2)CC1,-11.4,AIEMG,91
Cc1ccc2c(-c3nnc4c(n3)NC(=O)C4(C)C)nn(Cc3c(F)cccc3F)c2n1,-11.4,ChEMBL,92
Fc1ccc2c(c1)CCN(Cc1cccc3ncccc13)C2,-11.4,AIEMG,93
Cc1ccc2c(-c3nnc4c(n3)NC(=O)C4(C)C)nn(Cc3ccc(F)cc3F)c2n1,-11.4,ChEMBL,94
CCCOc1ccc(NC(=O)c2ccc(F)cc2)cc1-c1nc2c(c(C)nn2C)c(=O)[nH]1,-11.4,ChEMBL,95
[C@@](C#Cc1ccc(C(=O)CS(=O)(=O)[C@@H](C#N)c2ccccc2)cc1)c1ccc2c(c1)CCC2,-11.4,AIEMG,96
COc1cccc(Cn2nc(-c3nnc4c(n3)NC(=O)C4(C)C)c3cc(F)cnc32)c1F,-11.4,ChEMBL,97
[C@@](Cc1cccc(F)c1)NC(=O)C(=O)Nc1ccc(-c2ccccc2)o1,-11.4,AIEMG,98
[N+](=O)c1ccc(CN2CCO[C@]3(CCC[NH2+]C3)C2=O)c2ccccc12,-11.4,AIEMG,99
Fc1ccc(-n2cnc3cc(S(=O)(=O)[N-]c4ccccc4)ccc32)cc1,-11.4,AIEMG,100
[C@@]1(CCc2nnc(NC(=O)Cc3ccccc3)s2)CCCc2ccccc21,-11.4,AIEMG,101
[C@]1(c2ccc3c(c2)C(C)(C)CC3=O)CC[NH+](Cc2csc(C(C)C)n2)C1,-11.4,AIEMG,102
[C@@]1(COc2ccc3ccccc3n2)OC[C@H]1C(=O)NCCC1=c2ccccc2=[NH+]C1,-11.4,AIEMG,103
CCOc1ccc(C[C@H]2CC[C@@H](C(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-11.4,ChEMBL,104
CCOc1ccc(CC2CCC(C(=O)NO)C2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-11.3,ChEMBL,105
[N+]/[C@H]1C(=O)[C@H](CC(=O)NCc2ccc(Cl)cc2)Nc2ccc(NC(=O)c3ccc(Cl)cc3)cc21,-11.3,AIEMG,106
[C@H]1C=c2ccccc2=C1CCNC(=O)Cn1n[nH+]c2ccccc21,-11.3,AIEMG,107
[N+]([O-])=C1\C(=C(/C#N)c2cccc(CNC(=O)c3ccc(F)cc3)c2)C1,-11.3,AIEMG,108
[C@H](CCNNC(=O)c1cn(Cc2ccccc2)nc1-c1ccccc1)c1nc2ccccc2[nH]1,-11.3,AIEMG,109
Cc1nc2c(cc1F)c(-c1nnc3c(n1)NC(=O)C3(C)C)nn2Cc1cccc(Cl)c1F,-11.3,ChEMBL,110
O=C(Cc1csc(NC(=O)c2cccc(C(=O)c3ccccc3)c2)n1)NO,-11.3,ChEMBL,111
c1cc2c(cc1CN1CCC[C@H](c3n[nH]cc3C(F)(F)F)C1)n2C,-11.3,AIEMG,112
[C@@]([C@H]1CCCCN1C(=O)c1cccc(F)c1)c1cc2ccccc2[nH]1,-11.3,AIEMG,113
[C@]1(c2ccccc2)NC(=O)N(Cc2csc(-c3ccccc3F)n2)C1,-11.3,AIEMG,114
Clc1ccc2ccccc2c1Cn1ccc(-c2cncc(Br)c2)n1,-11.3,AIEMG,115
FC(F)(F)c1ccc(SCc2nc(-c3ccc4c(c3)OCO4)no2)cc1,-11.3,AIEMG,116
FC(F)c1ccc(OCc2noc(-c3ccccc3OC(F)(F)F)n2)cc1F,-11.3,AIEMG,117
n1ccc(-c2cncc(C(=O)Nc3cccc(C(F)(F)F)c3)n2)cc1,-11.3,AIEMG,118
c1cc2c(cc1O[C@@H](CO)C(=O)Nc1ccc3[nH]c(=O)ccc3c1)C2,-11.3,AIEMG,119
[C@]1(C(=O)N2CCc3ccc(NC(=O)C4CCCCC4)cc32)CCCC1,-11.3,AIEMG,120
O=C(Nc1nc(C(Cc2ccccc2)C(=O)O)cs1)c1cccc(COc2ccccc2)n1,-11.3,ChEMBL,121
[N+]1=CC[C@H](c2ccccc2)C1NC(=O)N1CC=C(c2ccccc2)CC1,-11.3,AIEMG,122
[N+]c1cc(CN2CCC[C@@H](Oc3ccc(Cl)cc3)C2)nc([O-])c1OC(F)F,-11.3,AIEMG,123
Fc1ccc(SCC[C@H]2Cc3cc(-c4ccccc4)ccc3O2)cc1,-11.3,AIEMG,124
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)cc4F)ccc3OCC)nc12,-11.3,ChEMBL,125
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(CC(=O)NO)cc4)ccc3OCC)nc12,-11.3,ChEMBL,126
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)c(F)c4)ccc3OCC)nc12,-11.3,ChEMBL,127
CC1(C)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(CCC(F)(F)F)c21,-11.3,ChEMBL,128
C=CCOc1ccccc1CN1C(=O)CCc2cc(NC(=O)Cc3ccccc3)ccc21,-11.3,AIEMG,129
Cc1nn(Cc2ccccc2)c(=O)c2nc(-c3ccccn3)n3nc(-c4ccccc4)cc3c12,-11.3,ChEMBL,130
Cn1nc(-c2ccc(Cl)cc2)s/c1=N\c1cccc(-c2noc(O)n2)c1,-11.3,ChEMBL,131
n1ncc(SCc2csc(-c3ccccc3)n2)c(-c2ccccc2)n1,-11.3,AIEMG,132
C[C@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)c1ccc(Cl)cc1,-11.3,ChEMBL,133
[C@]1(c2ccccc2)NC(=O)N(CC(=O)Nc2ccnn2Cc2ccccc2)C1=O,-11.2,AIEMG,134
Clc1cccc(-c2nncc(-c3ccccc3Cl)n2)c1,-11.2,AIEMG,135
[C@](C#Cc1nnc(-c2cccnc2)n1N[C@H]1CCC[NH2+]C1)c1cccc(C(F)(F)F)c1,-11.2,AIEMG,136
[C@](O)(CCC1=c2ccccc2=[NH+]C1)C(=O)Nc1ccc(F)cc1[N+](=O)[O-],-11.2,AIEMG,137
FC(F)(F)c1ccccc1NC(=O)c1cc2cccc[n+]2c2nc([C@H]3CC[NH+](Cc4ccccc4)C3)[nH]c12,-11.2,AIEMG,138
[C@@](O)(C(=O)NCc1ccn(-c2ccccc2)n1)c1ccc(C(=O)NCc2ccccc2)cc1,-11.2,AIEMG,139
[C@]1(C)C[C@H](C(=O)Nc2cccc(-c3nnc(C4CC4)o3)c2)CC1=O,-11.2,AIEMG,140
[C@]1(c2ccccc2)[C@H](C(=O)NCCC2=c3ccccc3=[NH+]C2)N1C(=O)c1ccc(F)cc1,-11.2,AIEMG,141
Clc1ccc(-c2ccc(C[NH2+][C@H]3C[C@H]3C3CCC3)cc2F)cc1,-11.2,AIEMG,142
[C@]12C[C@H](c3ccccc3)N=C[C@@H]2[C@H]1CC(=O)Nc1cccc(CC#N)c1,-11.2,AIEMG,143
[C@@]=C1C(=O)c2cccc(C(=O)NCCc3ccccc3F)c2C1=O,-11.2,AIEMG,144
[C@@](C(=O)c1ccc(C(=O)N2CCN(Cc3ccc(Cl)c4ccccc43)CC2)cc1OCc1ccccc1)c1ccccc1,-11.2,AIEMG,145
[C@](C#CCn1nnc(-c2ccccc2F)n1)C(=O)N1CCC2(CC1)OCCCO2,-11.2,AIEMG,146
[N+](=C/c1ccccc1)C(=O)Nc1ccc2[nH]nc(-c3ccccc3)c(=O)c2c1,-11.2,AIEMG,147
Clc1cccc(-c2nc(CNc3ccccc3)nc(-c3ccccc3)n2)c1,-11.2,AIEMG,148
[C@](O)(CNC(=O)c1cccc(C(=O)N2CCOCC2)c1)c1cccc(C)c1,-11.2,AIEMG,149
CCOc1ccc(CC2CCN(CCC(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-11.2,ChEMBL,150
Cn1nc(-c2ccc(Cl)cc2)s/c1=N\c1cccc(-c2nn[nH]n2)c1,-11.2,ChEMBL,151
Nc1ncc(-c2ccc3c(c2)CC[C@@H]3C(=O)O)cc1-c1ccc(Cl)cc1,-11.2,ChEMBL,152
[C@]1(C(=O)NCc2cccc(F)c2F)[C@H]2CN(CCC3=NC(=O)CCN3)C(=O)C[C@H]21,-11.2,AIEMG,153
[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N1c1cc(-c2ccccc2)ccn1,-11.2,AIEMG,154
Cc1nc2c3ccccc3nc(SCc3nc4ccccc4[nH]3)n2n1,-11.2,ChEMBL,155
c1cccc(Cn2ncc3c(-c4ccc(Cl)cc4)noc3C2)c1,-11.2,AIEMG,156
COc1ccc(NC(=O)[C@H](C)Nc2nc3c(cnn3-c3ccccc3Cl)c(=O)[nH]2)cc1,-11.2,ChEMBL,157
Cc1nn(Cc2ccccc2)c(=O)c2nc(-c3cccnc3)n3nc(-c4ccccc4)cc3c12,-11.2,ChEMBL,158
NC1(C(F)(F)C(F)(F)F)C(=O)Nc2nc(-c3nn(Cc4ccccc4F)c4ncccc34)ncc21,-11.2,ChEMBL,159
[C@@](C#Cc1ccc2ccccc2c1)NC1CC[NH+](Cc2ccc(F)cc2)CC1,-11.2,AIEMG,160
[C@](C#Cc1cccc(C(=O)NCCC2=CCNc3ccccc32)c1)c1ccc(F)cc1,-11.2,AIEMG,161
FC(F)(F)[n+]1ccc2ccccc2c1CNCc1cccc2cccnc12,-11.2,AIEMG,162
Fc1ccc(-c2cccc(NCc3ccccc3Cl)c2)c(F)c1,-11.2,AIEMG,163
[C@@](C#Cc1cnn(-c2ccccc2)n1)c1nncn1C1CCCCC1,-11.2,AIEMG,164
[C@H](CC(=O)NC[C@@H](c1cccnc1)c1ccccc1F)c1cccc(F)c1,-11.2,AIEMG,165
[N+]=C1C([O-])=C(C(=O)c2ccccc2Cl)[C@H]1C(=O)N1CCN(c2ccc3ccccc3c2)CC1,-11.2,AIEMG,166
[C@](O)(c1nc2ccccc2n1CC(=O)NCc1nc(C2CCCC2)n[nH]1)[C@@H]1COc2ccccc2O1,-11.2,AIEMG,167
[N+]1=C[C@@H](c2ccc(O)cc2F)[C@H](N2C(=O)/C(=C/c3ccc(-c4ccccc4[N+](=O)[O-])cc3)CC2=O)O1,-11.2,AIEMG,168
CCCOc1ccc(S(=O)(=O)N2CC[C@@H](N(C)C)C2)cc1-c1nc(O)c2c[nH]c3nncc-3c2n1,-11.2,ChEMBL,169
[N+]1=CCCC[C@@H]1c1cccc(/N=C/c2cn(-c3ccccc3Cl)nc2OC(F)F)c1,-11.2,AIEMG,170
[P@@](=N/c1cccc2[nH]ccc12)Nc1cccc2cccnc12,-11.1,AIEMG,171
COc1ccc(COc2nc(N3CCCC34CC4)ncc2C(=O)NCc2ccccc2)cc1Cl,-11.1,ChEMBL,172
Cc1c(NC(=O)c2cccc(COc3ccccc3)n2)cccc1C(=O)NO,-11.1,ChEMBL,173
Clc1ccccc1-c1cnc(CNc2cccc(C(=O)OC3CCCC3)n2)cn1,-11.1,AIEMG,174
C[C@@H]1CN(Cc2ccc3nccnc3c2)C[C@H]1c1nc2c(cnn2C2CCCC2)c(=O)[nH]1,-11.1,ChEMBL,175
CC(C)(C(=O)NO)c1csc(NC(=O)c2cccc(COc3ccccc3)n2)n1,-11.1,ChEMBL,176
[C@](c1ccccc1)C(=O)Nc1ccc(Cc2ccccc2)cc1,-11.1,AIEMG,177
[C@@]Oc1cncc(NC(=O)C2CCC(Cc3ccc(F)cc3)CC2)c1O,-11.1,AIEMG,178
O=c1c2cc(F)cc(F)c2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,-11.1,ChEMBL,179
FC(F)(F)Oc1cccc(-c2n[n-]nc2Cc2ccccc2)c1,-11.1,AIEMG,180
CCOc1ccc(-c2ccc(C(=O)NO)o2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,-11.1,ChEMBL,181
[N+]=c1s/c(=C\c2ccc(F)cc2)nc1-c1ccc(Sc2nnnn2C2CC2)cc1,-11.1,AIEMG,182
[C@H](C)n1ncc2ccc(OCc3cccc(C(F)(F)F)c3)cc21,-11.1,AIEMG,183
CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3Nc3ncccn3)nc12,-11.1,ChEMBL,184
O=c1c2ccccc2oc2c(Cc3ccc(O)cc3)[nH]c(-c3ccccn3)c12,-11.1,ChEMBL,185
Cc1nn(Cc2ccccc2)c(=O)c2nc(C)n3nc(-c4ccc(Cl)cc4)cc3c12,-11.1,ChEMBL,186
[C@@]1(c2cccc(F)c2)NN(C(=O)c2oc3ccccc3c2C#N)C1,-11.1,AIEMG,187
Fc1ccccc1-c1cc(/C=C/c2ccc(S(=O)(=O)[O-])cc2)on1,-11.1,AIEMG,188
CCCCNC(=O)Nc1cccc(-c2nnc(O)n3c(Br)c(Br)nc23)c1,-11.1,ChEMBL,189
[C@]1(c2ccc(C(=O)c3cccc(C(F)(F)F)c3)nn2)CCC1(Cl)Br,-11.1,AIEMG,190
Fc1ccc(-c2noc(-c3ccc(NCc4cccnc4)o3)n2)cc1,-11.1,AIEMG,191
[C@H]1C(=O)N(C(=O)CSc2nnc3ccccn23)C(=O)N1C1CCCCC1,-11.1,AIEMG,192
FC(F)(F)c1cccc(CNC[C@H]2CCC[NH+](Cc3ncnn3C=O)C2)c1,-11.1,AIEMG,193
[C@](C#CNc1ncnc2c1CCCC2)c1c[nH]c2ccccc12,-11.1,AIEMG,194
FC(F)(F)c1cccc(-c2nnc(NC3CCCC3)o2)c1,-11.1,AIEMG,195
[N+]1=NN(C(=O)CN2CCC(c3c[nH]c4cc(F)ccc34)CC2)C(=O)N1c1ccc(F)cc1,-11.1,AIEMG,196
COc1cccc(Cn2nc(C)c3c(nc(C)n4nc(-c5ccccc5)cc34)c2=O)c1,-11.1,ChEMBL,197
[N+]1=N/C(=C/c2ccc(OCc3ccccc3)s2)C(=O)N1c1ccccc1,-11.1,AIEMG,198
FC(F)(F)c1cc(F)ccc1Nc1ccc2cc(S(=O)(=O)N3CCOCC3)ccc2c1,-11.1,AIEMG,199
FC(F)(F)Oc1cccc(NC(=O)N2CCC(NCc3ccccc3F)C2=O)c1,-11.1,AIEMG,200
[C@](C#CCNC(=O)Nc1cccc(-c2nnc(C(C)C)o2)c1)c1ccccc1,-11.1,AIEMG,201
Fc1cccc(Oc2ccccc2C[NH2+][C@H]2c3ccccc3C2=O)c1,-11.1,AIEMG,202
[C@H]1CCCC[C@@H]1[C@@H]1CCCN1C(=O)c1ccc(C(=O)c2ccc(F)cc2)cc1,-11.1,AIEMG,203
[C@H]OC(=O)c1ccc([N-]S(=O)(=O)c2ccc(-c3cccc4cccnc34)cc2)cc1,-11.1,AIEMG,204
[C@H]1CCC[C@@H](CC(=O)Nc2n[nH]c(=O)c3ccc(C(F)(F)F)cc23)C1,-11.1,AIEMG,205
[C@H]O/C(=N/O)[C@H]1CCCN(c2ccc(-c3cc(=O)oc4ccncc34)[nH+]n2)C1,-11.1,AIEMG,206
Fc1ccc(-c2ccc(-c3csc(S(=O)(=O)Nc4cccnc4)n3)cc2)cc1,-11.1,AIEMG,207
[N+]=Cc1c[n+]2c3c(sc2nc1Cc1ccccc1)C[C@H](c1cccnc1)N3,-11.1,AIEMG,208
N#C/C(=C\c1ccc(OC(F)(F)F)cc1)c1ccc(N2CCOc3ccccc32)cc1,-11.1,AIEMG,209
[N+]([O-])C(c1ccc(F)cc1F)C(=O)Nc1cccc2ccccc12,-11.1,AIEMG,210
