smiles,docking,source,rank
Clc1ccc2ccccc2c1C[NH+]1CCC(c2cnn(-c3ccccc3F)n2)CC1,-10.5,AIEMG,41
[C@]1(C)[C@H](CCNC(=O)S[C@@H](c2cc3ccccc3cc2)NC(=O)Cn2ccc(=O)[nH]c2=O)c2ccccc21,-10.5,AIEMG,42
[C@@](C#Cc1nc2ccccc2c(=O)n1[C@@H]1CCCCC1=O)c1ccc(C(F)(F)F)cc1,-10.5,AIEMG,43
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(CC(=O)N4CCOCC4)cc3)ncc2Cl)c1,-10.488,ChEMBL,44
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc4ccccc34)c3c(N)ncnc32)C1,-10.479,ChEMBL,45
OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,-10.463,ChEMBL,46
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,-10.456,ChEMBL,47
CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(C(=O)O)cc2)cc1,-10.444,ChEMBL,48
Cc1cccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCCCC2)C(=O)CO4)c1,-10.437,ChEMBL,49
CC(C)(O)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,-10.417,ChEMBL,50
Cc1ccc(/C=N/NC(=O)N2CCc3ncnc(Nc4cccc(C(F)(F)F)c4)c3C2)cc1,-10.416,ChEMBL,51
C=CC(=O)Nc1cccc(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)c1,-10.402,ChEMBL,52
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,-10.4,ChEMBL,53
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,-10.4,ChEMBL,54
CC1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,-10.4,ChEMBL,55
Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,-10.4,ChEMBL,56
C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,-10.4,ChEMBL,57
[NH+](CCN1CCN(c2ccccc2C(=O)Nc2ccccc2)CC1)N1CCN(c2ccccc2F)CC1,-10.4,AIEMG,58
O=C(Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12)N1CCOCC1,-10.4,ChEMBL,59
[C@@]1(CNc2nc3ccccc3c(=O)[nH]2)CCCC1=C([O-])C(=O)Nc1ccccc1,-10.4,AIEMG,60
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,-10.4,ChEMBL,61
C=CC(=O)N1CCCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,-10.392,ChEMBL,62
NC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1,-10.37,ChEMBL,63
Cc1ccc(O)cc1-n1c(=O)c2c(c3c(N)ncnc31)CCCC2,-10.368,ChEMBL,64
O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1c(F)cccc1F,-10.368,ChEMBL,65
Cc1ccc(N2NC(=O)/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)cc1Cl,-10.358,ChEMBL,66
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2F)c1,-10.35,ChEMBL,67
C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(C)c4ccccc34)c3c(N)ncnc32)C1,-10.35,ChEMBL,68
CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,-10.349,ChEMBL,69
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccccc4)nc32)C1,-10.345,ChEMBL,70
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,-10.342,ChEMBL,71
O=C(N/N=C1\CC2(CCCC2)Oc2ccccc21)Nc1ccc(Cl)cc1,-10.336,ChEMBL,72
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,-10.334,ChEMBL,73
COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1,-10.326,ChEMBL,74
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3nc(Nc4ccccc4OC)ncc3Cl)[nH]c12,-10.325,ChEMBL,75
Cc1cccc(N2NC(=O)/C(=C/c3ccc(-c4ccccc4F)o3)C2=O)c1,-10.324,ChEMBL,76
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(c1cccc(N)c1)C(=O)N(C)C2,-10.32,ChEMBL,77
O=c1c2c(-c3ccccc3)c3c(nc2nc2[nH]nc(S)n12)-c1ccccc1CC3,-10.317,ChEMBL,78
O=C1N=C(NN2Cc3ccccc3N=C2c2ccccc2)S/C1=C/c1ccccc1,-10.309,ChEMBL,79
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1,-10.304,ChEMBL,80
N#Cc1cccc2c1N[C@@H](c1ccccc1)[C@@H]2C(=O)NC1CCC(c2ccccc2)CC1,-10.3,AIEMG,81
[C@@](C#Cc1ccc(C(=O)Nc2ccccc2C(F)(F)F)cc1)C(=O)Nc1cnccn1,-10.3,AIEMG,82
O=C(/C=C/c1ccccc1)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,-10.3,ChEMBL,83
[N+]1=C[C@@H](c2ccc(O)cc2F)[C@H](N2C(=O)/C(=C/c3ccc(-c4ccccc4[N+](=O)[O-])cc3)CC2=O)O1,-10.3,AIEMG,84
O[C@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,-10.3,ChEMBL,85
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,-10.3,ChEMBL,86
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1,-10.3,ChEMBL,87
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,-10.3,ChEMBL,88
[N+]=Cc1cccc(/C=C2\C(=O)N(Cc3ccccc3)N=C2Cc2ccc3c(c2)CC(=O)N3)c1,-10.3,AIEMG,89
CC1(N)CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,-10.3,ChEMBL,90
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2)CCO4)c1,-10.298,ChEMBL,91
CC1(C)OCc2c(Nc3n[nH]c4cccc(F)c34)nc(-c3cn[nH]c3)nc21,-10.295,ChEMBL,92
CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,-10.292,ChEMBL,93
O=C(/C=C/CN1CCCC1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,-10.287,ChEMBL,94
C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,-10.279,ChEMBL,95
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3)ncc2F)c1,-10.278,ChEMBL,96
C=CC(=O)N(C)c1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,-10.273,ChEMBL,97
C=CC(=O)N1CCCC(n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,-10.27,ChEMBL,98
O=C1COc2cc3ncnc(Nc4cccc(F)c4)c3cc2N1CCCN1CCCCC1,-10.27,ChEMBL,99
O=C1N=C(NN2Cc3ccccc3N=C2c2ccccc2)S/C1=C/c1ccc(O)cc1O,-10.27,ChEMBL,100
CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)NC(=O)C(F)(F)O4)n2)c1,-10.268,ChEMBL,101
COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@H]3CC[C@H](O)C3)C2=O)cc1,-10.256,ChEMBL,102
Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,-10.255,ChEMBL,103
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3)ncc2Cl)c1,-10.249,ChEMBL,104
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2ccc(C#Cc3ccccc3)cc2C1=O,-10.238,ChEMBL,105
C=CC(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1,-10.221,ChEMBL,106
CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3C(F)F)nc21,-10.22,ChEMBL,107
Cn1ncc2c1OCCCCCN1/C(=N/C(=O)c3cc(F)nc-2c3)Nc2ccccc21,-10.219,ChEMBL,108
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3OC)ncc2Cl)c1,-10.216,ChEMBL,109
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,-10.214,ChEMBL,110
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4ccc5c(c4)OCO5)n3)[nH]c12,-10.213,ChEMBL,111
C=CC(=O)N1CC[C@H](Oc2ccc3ncnc(Nc4ccc(F)c(Cl)c4F)c3c2)C1,-10.212,ChEMBL,112
CC1(C)OCc2c(Nc3n[nH]c4c(F)cc(F)cc34)nc(-c3cn[nH]c3)nc21,-10.208,ChEMBL,113
c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,-10.208,ChEMBL,114
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2Cl)c1,-10.206,ChEMBL,115
Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,-10.2,ChEMBL,116
O=C1CN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CCN1,-10.2,ChEMBL,117
[C@](O)(c1nc2ccccc2n1CC(=O)NCc1nc(C2CCCC2)n[nH]1)[C@@H]1COc2ccccc2O1,-10.2,AIEMG,118
[N+]1=C[C@@H](Nc2nc(N[C@@H]3CCN(c4ncccn4)N=C3C(=O)c3cccs3)ccc2O)c2ccccc21,-10.2,AIEMG,119
NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,-10.2,ChEMBL,120
N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,-10.2,ChEMBL,121
[C@]1(C(=O)c2ccccc2)c2ccccc2C(=O)N1c1ccc(F)cc1,-10.2,AIEMG,122
CN(C)C(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,-10.2,ChEMBL,123
FC(F)(F)c1ccc(-c2n[nH]c(=O)c3cc(NCc4ccccc4)nn23)cc1,-10.2,AIEMG,124
O=C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CCN1,-10.2,ChEMBL,125
[C@](Cc1ccccc1)[C@H]1Oc2ccccc2NN1C(=O)Cn1nc2ccccc2n1,-10.2,AIEMG,126
[N+]n1cc(-c2ccccc2)nc1C[NH+]1CCC[C@H](c2ncc(-c3cc(F)ccc3)OC2)C1,-10.2,AIEMG,127
[C@H](c1cc(C(F)(F)F)ccc1OC(=O)[C@@H]1CC[C@H](c2ccccc2)[NH2+]1)c1ccccc1,-10.2,AIEMG,128
[N+]=C1C([O-])=C(C(=O)c2ccccc2Cl)[C@H]1C(=O)N1CCN(c2ccc3ccccc3c2)CC1,-10.2,AIEMG,129
[N+]1=CCCC[C@@H]1C(=O)NC[C@H](c1ccccc1)N1CCN(C(=O)c2ccc3c(c2)OCCO3)CC1,-10.2,AIEMG,130
CN1CCN(Cc2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,-10.19,ChEMBL,131
CCC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,-10.182,ChEMBL,132
C=CC(=O)Nc1cccc(-c2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,-10.169,ChEMBL,133
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,-10.169,ChEMBL,134
COc1ccc(/C=N/c2nnc3c4ccccc4nc(Nc4ccc(C)cc4N)n23)cc1O,-10.159,ChEMBL,135
Cc1ccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCOCC2)C(=O)CO4)cc1Cl,-10.159,ChEMBL,136
CC#CC(=O)Nc1cccc(-c2nccc(-c3cc4c([nH]3)C3(CCNCC3)CNC4=O)n2)c1,-10.158,ChEMBL,137
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(F)c3F)ncnc2cc1OCC1CCN(C(C)=O)CC1,-10.156,ChEMBL,138
NC(=O)c1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1,-10.155,ChEMBL,139
CN(C)C/C=C/C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,-10.153,ChEMBL,140
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1,-10.149,ChEMBL,141
O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccccc2C1=O,-10.148,ChEMBL,142
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,-10.145,ChEMBL,143
C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5)cc4)[nH]c23)C1,-10.145,ChEMBL,144
COc1ccc(/C=C2/SC(NN3Cc4ccccc4N=C3c3ccccc3)=NC2=O)cc1,-10.144,ChEMBL,145
CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccc(C)cc1F)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-10.141,ChEMBL,146
CC(C)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,-10.137,ChEMBL,147
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCC(=O)NO)cc3)cc12)c1ccccc1,-10.135,ChEMBL,148
Nc1nc(Nc2ccc(COc3cccc(F)c3)cc2)c2c(n1)[nH]c1ccc(O)cc12,-10.134,ChEMBL,149
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,-10.12,ChEMBL,150
O=C(Nc1nc2ccccc2n1[C@H]1CC[C@H](O)CC1)c1cccc(C(F)(F)F)c1,-10.113,ChEMBL,151
O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1cccc(F)c1F,-10.106,ChEMBL,152
CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccc(C)c(C)c1)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-10.104,ChEMBL,153
Cc1ccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCOCC2)C(=O)CO4)cc1,-10.103,ChEMBL,154
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,-10.101,ChEMBL,155
Cn1nc(Nc2nc(-c3cn[nH]c3)nc3c2COC3(C)C)c2cccc(F)c21,-10.101,ChEMBL,156
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C)CC1,-10.1,ChEMBL,157
Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1,-10.1,ChEMBL,158
COC(=O)c1c(OC)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,-10.1,ChEMBL,159
C[C@@H](c1ccccc1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,-10.1,ChEMBL,160
Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,-10.1,ChEMBL,161
O=C(Oc1ccc2ccccc2c1)c1cc(NCc2cc(O)ccc2O)ccc1O,-10.1,ChEMBL,162
CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,-10.1,ChEMBL,163
[C@H]Oc1ccc(-n2cccn2)c(NC(=O)C(=O)N2N=C(C(=O)c3ccccc3)[C@H]2c2ccccn2)c1,-10.1,AIEMG,164
O=C(Oc1cccc2ccccc12)c1cc(NCc2cc(O)ccc2O)ccc1O,-10.1,ChEMBL,165
Clc1cccc(-c2noc(CSc3nnnn3-c3ccccc3F)c2N2CCN(C(=O)C3CCCC3)CC2)c1,-10.1,AIEMG,166
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,-10.1,ChEMBL,167
Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,-10.1,ChEMBL,168
COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ncc12,-10.1,ChEMBL,169
CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,-10.1,ChEMBL,170
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCC6)c45)ccc32)c1,-10.1,ChEMBL,171
Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,-10.1,ChEMBL,172
[C@@][C@@H](Cc1ccc(Cl)cc1)n1cnc2c1c(=O)n(-c1ccccn1)n2CCc1ccccc1,-10.1,AIEMG,173
[C@H]1c2cccc(OCC(=O)Nc3ccccc3)c2C(=O)N1[C@H]1CCN(c2ccc(Cl)cc2)N1,-10.1,AIEMG,174
[N+]1=CCCC[C@@H]1c1[nH]c2ccccc2c1C[NH+]1CC(C2=CCCCC2)C1,-10.1,AIEMG,175
Clc1ccc(S(=O)(=O)N2CC[NH+](CCCCc3cccc(-c4ccccc4)c3)CC2)cc1,-10.1,AIEMG,176
n1cc(C(=O)NCc2ccccc2CNC(=O)c2ccc(F)cc2Cl)ccc1N1CCCC1,-10.1,AIEMG,177
[NH+]/C(=C\c1ccc(Cl)cc1)N[C@@H](c1ccc(C)cc1)c1ccccc1O,-10.1,AIEMG,178
[C@](O)(C[NH+](C)c1nc(-c2ccccc2F)nn1-c1ccccc1)c1ccc2c(c1)OCO2,-10.1,AIEMG,179
FC(F)(F)c1ccc(Cl)c(NN=C2C=C(c3cccc(C(F)(F)F)c3)C(=O)N2CCc2ccccc2)c1,-10.1,AIEMG,180
[NH2+]=C1COc2ccc(S(=O)(=O)N3CCN(C(=O)c4ccc(Cl)cc4)CC3)cc2N1,-10.1,AIEMG,181
[C@@](C1CCCCC1)[n+]1c(-c2ccc(F)cc2)sc2nc3ccccc3n12,-10.1,AIEMG,182
NNC(=O)c1ccc(NC(=O)N2CCC[C@H](c3nc4ccccc4s3)C2)cc1,-10.1,AIEMG,183
[C@H]Oc1cccc(-c2cccc(CNC(=O)c3ccc(-c4cnn(C)c4)cc3)c2)c1,-10.1,AIEMG,184
Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,-10.085,ChEMBL,185
CN(C)C/C=C/C(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,-10.078,ChEMBL,186
Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1,-10.074,ChEMBL,187
CN1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,-10.071,ChEMBL,188
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCC5)cc4)nc32)c1,-10.07,ChEMBL,189
C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1,-10.069,ChEMBL,190
CN1CCN(c2ccc(NC(=O)c3c(NCCc4cccc(Cl)c4)cc[nH]c3=O)cc2)CC1,-10.068,ChEMBL,191
COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(C2CCN(C)CC2)cc1,-10.068,ChEMBL,192
C[C@@H](Nc1ncnc2sc(-c3ccccc3C(N)=O)cc12)c1ccccc1,-10.055,ChEMBL,193
Cc1ccc2nc(Oc3ccc(F)cc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,-10.048,ChEMBL,194
Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,-10.04,ChEMBL,195
