smiles,qed,sa,egfr,her2,source
CCOc1ccccc1NC(=O)C(=O)N1CCC[C@@H](C(=O)N(C)Cc2ccc(F)cc2)C1,0.6992,3.6722,-8.6,-10.2,seed42
C[C@H]1CN(c2ccccc2CN2C(=O)CCC2=O)CC(=O)N1c1ccc(F)cc1,0.7472,3.9079,-9.2,-9.6,seed42
Cc1ccc(NC(=O)CCNC(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1,0.7172,2.9159,-9.1,-9.7,seed42
CN(C(=O)Cc1ccccc1)[C@H]1CCCc2c1cnn2Cc1ccccc1,0.6903,3.6718,-9.2,-9.6,seed42
CNC(=O)NC1CCN(C(=O)[C@@H]2CCCN(C(=O)c3ccccc3F)C2)CC1,0.8226,3.6312,-9.4,-9.3,seed42
Cc1cc(C)nc(SCC(=O)Nc2cccc(C(=O)Nc3ccccc3)c2)n1,0.4878,2.9045,-9.0,-9.7,seed42
C[C@H]1CCCC[C@H]1NC(=O)NCCc1ccc(NC(=O)c2ccccc2)cc1,0.6979,3.5597,-8.7,-10.0,seed42
Cc1ccc(OCC(=O)N2CCC(Cc3ccccc3)CC2)cc1C,0.8196,2.8457,-8.7,-10.0,seed42
Cc1ccc(-c2nnc(SCC(=O)Nc3cccc(C)c3)n2C)cc1,0.7091,2.8817,-8.6,-10.1,seed42
CN(CC(=O)NCc1ccc(Cl)cc1)C(=O)CN1C(=O)c2ccccc2C1=O,0.749,3.0094,-8.8,-9.8,seed42
C[C@H]1CN(c2ccccc2CNC(=O)NC[C@@H](C)Cc2ccccc2)C[C@@H](C)O1,0.7456,4.1392,-9.0,-9.6,seed42
C[C@H]1CN(c2ccccc2C[NH+]2CCC(OCc3ccccc3)CC2)C[C@@H](C)O1,0.8142,4.9153,-8.7,-9.9,seed42
C[C@@H]1Oc2ccccc2C(=O)N1CC(=O)N1CCC(CC(=O)N2CCCCC2)CC1,0.7606,3.9894,-9.2,-9.4,seed42
Cc1ccc(NC(=O)CSc2nnc(NC(=O)c3ccccc3)o2)cc1F,0.6295,3.1045,-8.8,-9.7,seed42
C[C@@H]([NH2+][C@@H]1CCCc2ccccc21)c1ccc2c(c1)CCC(=O)N2,0.8952,4.8142,-8.9,-9.6,seed42
Cc1cccc2nc(C(=O)Nc3cccc(C#N)c3)c(C)cc12,0.7784,3.0968,-9.1,-9.4,seed42
C[C@@H](NC(=O)NC[C@@H](C)[NH+](C)C1CCCCC1)c1ccc2c(c1)CCC(=O)N2,0.6039,5.1891,-8.4,-10.1,seed42
Cc1ccc(CN(C)C(=O)N[C@@H]2CCCc3c2cnn3C)cc1C,0.9411,3.8722,-8.9,-9.5,seed42
COc1ccc(C(=O)Nc2cccc(C(=O)N3CCCC3)c2)cc1OCC(F)(F)F,0.7605,3.0304,-8.8,-9.6,seed42
C[C@@H]1COC[C@@H](C)N1C(=O)c1cccc(NC(=O)c2ccccc2)c1,0.9349,3.7456,-8.8,-9.6,seed42
CC1CCN(C(=O)C(=O)Nc2ccc(-c3ccccc3)cc2)CC1,0.8597,2.8206,-8.4,-10.0,seed42
Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCC(C)C)c2)cc1C,0.8279,2.8592,-8.9,-9.5,seed42
Cc1cc([N+](=O)[O-])cc(C)c1OC(=O)CCN1C(=O)c2ccccc2C1=O,0.264,3.2449,-8.8,-9.5,seed42
C[C@@H](CCc1ccccc1)NC(=O)NCc1cccc(NC(=O)C2CC2)c1,0.6648,3.3142,-8.8,-9.5,seed42
C[C@@H](OC(=O)c1ccc(NC(=O)Cc2ccccc2)cc1)c1ccccc1Cl,0.5672,3.2505,-8.6,-9.7,seed42
C[C@H]1CN(c2ccccc2CNC(=O)CCc2nnc(-c3ccccc3)o2)CCO1,0.649,3.7188,-8.6,-9.7,seed42
C[C@@H](NC(=O)Nc1cccc(OCc2ccccc2)c1)c1ccccc1,0.6485,3.0834,-8.6,-9.7,seed42
C[C@H]1CN(c2ccccc2C(=O)N2CCC(C(=O)N[C@@H]3CCCC[C@@H]3C)CC2)C[C@@H](C)O1,0.7711,4.4018,-8.8,-9.4,seed42
CC1=C(C(=O)Nc2cccc(C(=O)NCc3ccc(Cl)cc3)c2)SC1,0.8253,3.2241,-8.9,-9.3,seed42
C[C@H]1CN(c2cccc(-c3nc4ccccc4s3)c2)C[C@@H](C)O1,0.6899,3.8425,-8.8,-9.4,seed42
C[C@H]1CN(c2cccc(N3CCCC3)c2)C(=O)N1CCc1ccccc1,0.8103,3.6933,-8.9,-9.3,seed42
C[C@@H]1OCC[C@@H]1C(=O)N1CCC[C@@H](c2ncc(-c3ccccc3)nn2)C1,0.8494,4.6098,-8.4,-9.8,seed42
C[C@@H]1Oc2ccc(C(=O)Nc3ccccc3)cc2N[C@H]1c1ccccc1,0.7123,3.7709,-9.0,-9.2,seed42
COc1ccccc1N1CCN(C(=O)CSc2nccc(-c3ccccc3)n2)CC1,0.4487,3.1003,-8.6,-9.6,seed42
COc1ccc(-n2nc(C(=O)NCc3ccccc3)c(=O)c3c2c(=O)[nH]n3C)cc1,0.5207,3.5675,-9.2,-9.0,seed42
Cc1ccccc1CS(=O)(=O)c1ccc(C(=O)NCCc2ccccc2)cc1,0.6612,2.82,-8.5,-9.6,seed42
C[C@H]1CC(C(=O)Nc2cccc(NC(=O)c3ccccc3)c2)C[C@@H](C)O1,0.8711,3.8754,-8.5,-9.6,seed42
Cc1cccc2c1N[C@H](c1ccc(F)cc1)[C@@H]1CC=C[C@@H]21,0.7274,4.23,-8.7,-9.4,seed42
C[C@H]1CN(c2ccccc2NC(=O)NCCC(=O)N2CCCCC2)C[C@@H](C)O1,0.8135,3.9202,-8.7,-9.4,seed42
C[C@H]1CN(c2cccc(C(=O)NCCc3ccccc3)c2)C(C)(C)CO1,0.8928,3.7524,-8.4,-9.7,seed42
COc1ccc2cc(C(=O)NC[C@H](c3ccccc3)[NH+](C)C)ccc2c1,0.7179,4.0778,-8.6,-9.5,seed42
COc1ccc2ccccc2c1/C=C(\C#N)C(=O)Nc1ccc(C)cc1C,0.5278,3.1219,-8.7,-9.4,seed42
Cc1cc(C)c(NC(=O)NCCCN2C(=O)[C@@H]3CC=CC[C@@H]3C2=O)c(C)c1,0.4756,4.1227,-8.6,-9.5,seed42
C[C@H]1CCCC[C@@H]1NC(=O)Nc1cccc(C(=O)N2CCCCC2)c1,0.8708,3.6366,-8.8,-9.2,seed42
COc1cccc(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,0.8331,2.8405,-8.7,-9.3,seed42
Cc1ccc(-c2nc3ccccc3nc2OC(=O)c2ccc(Cl)cc2)cc1,0.4455,3.0004,-9.1,-8.9,seed42
Cc1cc(N2CCN(C(=O)Cc3ccc(F)cc3)CC2)nc(C(C)C)n1,0.8451,3.147,-8.5,-9.5,seed42
C[C@H]1CN(c2ccccc2NC(=O)N2CCN(c3ccccc3OC(F)F)CC2)C[C@@H](C)O1,0.7229,4.0941,-8.8,-9.2,seed42
C[C@@H](CC(=O)N1CCN(c2ccccc2)CC1)c1ccc(F)cc1,0.8558,3.2507,-8.7,-9.3,seed42
C[C@@H]1OCC[C@H]1C(=O)Nc1cccc(NC(=O)c2ccccc2F)c1,0.8943,3.8221,-8.2,-9.8,seed42
CN(C(=O)[C@@H]1CCCN(C(=O)c2ccc(Cl)cc2)C1)c1ccccc1F,0.8145,3.4804,-9.0,-9.0,seed42
CNC(=O)c1ccc(NC(=O)N2CCC(OCc3ccccc3)CC2)cc1,0.8521,2.9259,-8.2,-9.8,seed42
Cc1cc([N+](=O)[O-])ccc1NC(=O)CCNC(=O)c1ccc(C(C)C)cc1,0.5726,2.9008,-8.6,-9.4,seed42
CNC(=O)c1cccc(NC(=O)Cn2ccc(=O)c3ccccc23)c1,0.7652,2.9727,-8.7,-9.3,seed42
Cc1cc(C(=O)N2CCC([C@@H](C)O)CC2)nc(-c2ccccc2)n1,0.942,3.6601,-9.0,-9.0,seed42
Cc1ccccc1CCNC(=O)c1cnc(-c2ccc(F)cc2)nc1,0.7755,2.9243,-8.3,-9.6,seed42
C[C@@H]1CCCN(C(=O)C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)C1,0.8205,3.3118,-8.2,-9.7,seed42
CNC(=O)c1ccccc1NC(=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.7543,2.9552,-8.5,-9.4,seed42
Cc1ccc(C(=O)NCC(=O)NCc2cccc(C(F)(F)F)c2)cc1,0.8708,2.7842,-8.5,-9.4,seed42
CCOC(=O)c1ccc(NC(=O)CN2C(=O)N[C@](C)(c3cccc(Cl)c3)C2=O)cc1,0.5423,3.5276,-8.7,-9.2,seed42
CC[C@@H]1CCCC[NH+]1Cc1ccc(NC(=O)c2ccc(C)cc2)cc1,0.8587,4.6583,-8.4,-9.5,seed42
COC(=O)c1ccc(-c2cc(C(=O)NCc3ccccc3)no2)cc1,0.7243,2.8426,-8.4,-9.5,seed42
CN(C)C(=O)c1ccc(CNC(=O)N(Cc2ccccc2)Cc2ccco2)cc1,0.6644,3.0646,-9.1,-8.8,seed42
C[C@H]1CCC[C@@H](C)C1NC(=O)N1CCC(C(=O)N(C)Cc2ccc(F)cc2)CC1,0.8252,4.2831,-8.8,-9.1,seed42
C[C@H]1CCC[C@]2(CCCN(C(=O)CCC(=O)N3CCCCC3)C2)C1,0.7911,4.556,-9.0,-8.9,seed42
C[C@@H]([NH2+][C@@H](C)c1ccc(N2CCCC2=O)cc1)c1ccc(C(C)(C)C)cc1,0.8323,4.5598,-8.6,-9.3,seed42
Cc1cccc2nc(C(=O)NCc3cccc(C(=O)N(C)C)c3)nn12,0.7853,3.3134,-8.6,-9.3,seed42
C[C@H]1CN(c2cccc(F)c2C#N)C(=O)N1c1ccc(F)cc1,0.849,3.8848,-9.0,-8.9,seed42
C[C@H]1CN(c2ccccc2CC(=O)NCc2ccc(F)cc2)C[C@@H](C)O1,0.8938,3.7759,-8.5,-9.4,seed42
C[C@@H]1Oc2ccc(C(=O)NCc3ccccc3F)cc2NC1=O,0.9144,3.5074,-9.1,-8.8,seed42
C[C@H]1CN(c2cccc(C(=O)NCCc3ccc(F)cc3)c2)C[C@@H](C)O1,0.8926,3.6998,-8.3,-9.6,seed42
C[C@@H](Oc1ccc(Cl)cc1)C(=O)Nc1ccccc1C(=O)NC1CC1,0.828,3.1955,-8.5,-9.3,seed42
C[C@H]1CN(c2ccccc2CNC(=O)NCc2cccc(C#N)c2)CCO1,0.8552,3.6779,-8.5,-9.3,seed42
C[C@H]1CCCN(C(=O)Nc2ccccc2C(=O)N2CCCC2)C1,0.911,3.3324,-9.0,-8.8,seed42
CC1=C(C(=O)Nc2cccc(C(=O)NCCc3ccc(Cl)cc3)c2)SC1,0.7789,3.2558,-8.7,-9.1,seed42
Cc1cc(O[C@@H]2CCCN(C(=O)c3ccccc3)[C@H]2c2ccccc2)ccc1F,0.5847,3.8461,-9.7,-8.1,seed42
Cc1ccccc1C(=O)N1CCC(C(=O)NCCc2ccccc2)CC1,0.9001,2.7307,-8.4,-9.3,seed42
Cc1ccccc1-n1ncc(NC(=O)C(=O)NCCc2cccc(F)c2)c1C,0.6685,3.2297,-8.4,-9.3,seed42
COc1ccc2nc(NC(=O)CSc3nc4sc(C)cc4c(=O)[nH]3)sc2c1,0.3794,3.4914,-8.4,-9.3,seed42
Cc1ccc(N2CCC[C@H](NC(=O)C3CCN(C(N)=O)CC3)C2)cc1,0.8785,3.5334,-8.4,-9.3,seed42
CN(CC(=O)N1CCCCC1)C(=O)Nc1cccc(C(=O)NC2CCCCC2)c1,0.7962,3.1212,-8.6,-9.1,seed42
C[C@H]1CN(c2cccc(NC(=O)C(=O)Nc3ccc(C#N)cc3)c2)C[C@@H](C)O1,0.8011,3.9143,-8.5,-9.2,seed42
Cc1ccc(C2=N/C(=C/c3ccc([N+](=O)[O-])cc3)C2=O)cc1,0.4946,3.3123,-8.5,-9.2,seed42
CCOc1cc(NC(=O)c2cccc(Cl)c2)ccc1OCC(=O)N1CCCC1,0.7598,2.902,-8.5,-9.2,seed42
CN(C(=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)c1ccccc1,0.8007,2.968,-8.0,-9.7,seed42
CCc1ccc(C(=O)Nc2ccc(C(=O)NC3CCCC3)cc2)cc1,0.8606,2.6444,-8.2,-9.4,seed42
C[C@H]1CCC[C@@H](C)C1NC(=O)c1ccc(CNC(=O)N2CCCC2)cc1,0.8656,4.0673,-8.4,-9.2,seed42
C[C@@H](c1ccccc1)N(C)C(=O)CCc1ccc(-n2cccn2)cc1,0.6831,3.4729,-8.4,-9.2,seed42
CN(C)c1cccc(C(=O)N2CCC(Cc3ccccc3)CC2)c1,0.8535,2.8563,-8.6,-9.0,seed42
CNC(=O)CCNC(=O)c1ccc(C(=O)N2CCc3ccccc32)cc1,0.8615,2.9348,-8.6,-9.0,seed42
Cc1cccc(C)c1NC(=O)CNC(=O)CCc1ccc(Cl)cc1,0.84,2.7646,-8.4,-9.2,seed42
CN(C)c1ccc(CNC(=O)N2CCC(OCc3ccccc3)CC2)cc1,0.8477,3.015,-8.3,-9.3,seed42
CC[C@@H]1CCCCN1C(=O)CN1CCN(C(=O)CCc2ccccc2)CC1,0.7719,3.4532,-8.4,-9.2,seed42
COc1ccccc1[C@@H]1CCCN1C(=O)c1cccc(C(F)(F)F)c1,0.8044,3.3883,-8.1,-9.5,seed42
CCN1CCN(C(=O)CNc2cccc(C(=O)Nc3ccccc3)c2)CC1,0.8246,2.858,-8.8,-8.8,seed42
CNC(=O)c1ccc(NC(=O)C(=O)N[C@@H](C)c2ccc(Cl)cc2)cc1,0.7329,3.2793,-8.2,-9.4,seed42
C[C@H]1CN(c2cccc(NC(=O)C(=O)NCc3ccccc3)c2)CCO1,0.8267,3.4513,-8.2,-9.4,seed42
CN(C(=O)CSc1nnc(-c2ccccc2)n1-c1ccccc1)c1ccccc1,0.4407,2.997,-8.1,-9.5,seed42
COc1ccc(C(=O)Nc2cccc(OCc3ccccc3)c2)cc1OC,0.6697,2.615,-8.2,-9.3,seed42
C[C@@H](CNC(=O)C(=O)Nc1cccc(C(=O)NC2CC2)c1)[NH+]1CCCCC1,0.5328,4.6202,-8.6,-8.9,seed42
Cc1cccc(O[C@@H](C)C(=O)NNC(=O)c2ccccc2F)c1,0.851,3.2799,-8.4,-9.1,seed42
Cc1ccc(C)c(NC(=O)CN2CCN(C(=O)Cc3ccccc3)CC2)c1,0.8862,2.7884,-8.6,-8.9,seed42
C[C@H]1CN(c2ccccc2)[C@@H](C)CN1C(=O)CCc1ccccc1,0.8558,3.7004,-8.3,-9.2,seed42
CNC(=O)C1CCN(C(=O)c2cc(C)nc3ccccc23)CC1,0.9241,2.9556,-8.5,-9.0,seed42
C[C@H]1CCCC[C@@H]1NC(=O)C(=O)Nc1cccc(C(=O)NC2CC2)c1,0.7326,3.7254,-8.7,-8.8,seed42
C[C@@H]([NH2+]C1CCN(C(=O)c2ccccc2)CC1)c1ccccc1Cl,0.9085,4.1771,-8.4,-9.1,seed42
C[C@@H]1CN(S(=O)(=O)c2ccc(C(=O)NCC(=O)NC3CCCC3)cc2)C[C@@H](C)O1,0.7171,3.8904,-8.5,-9.0,seed42
Cc1cc([N+](=O)[O-])ccc1NC(=O)CN1CCN(c2ccccc2F)CC1,0.645,2.9448,-8.5,-9.0,seed42
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3F)CC2)cc1,0.8417,2.7751,-8.3,-9.2,seed42
C[C@@H]1Oc2ccccc2O[C@@H]1C(=O)N1CCN(C(=O)c2ccccc2Cl)CC1,0.7774,3.9082,-8.9,-8.5,seed42
C[C@H]1CCCC[C@@H]1NC(=O)N1CCC(OCc2ccccc2)CC1,0.9078,3.7609,-8.5,-8.9,seed42
CC(C)(C)[C@@H](O)CNC(=O)Nc1ccccc1C(=O)NCc1ccccc1,0.6304,3.446,-8.5,-8.9,seed42
COc1ccc2ccccc2c1C(=O)NCCC(=O)N1CCCCC1,0.9102,2.9272,-8.3,-9.1,seed42
COc1ccc(NC(=O)CSc2nc3ccccc3c(=O)[nH]2)cc1OC,0.5111,3.0395,-8.4,-9.0,seed42
COc1ccc(N2CCN(C(=O)CN(C)C(=O)c3ccccc3)CC2)cc1OC,0.7473,2.9679,-8.4,-9.0,seed42
C[C@@H]1OCC[C@H]1C(=O)Nc1cccc(C#Cc2ccccc2)c1,0.8631,4.0389,-8.4,-9.0,seed42
Cc1cccc2nc(C(=O)NCCCNC(=O)c3ccc(Cl)cc3)nn12,0.6503,3.234,-8.3,-9.1,seed42
C[C@H]1CCC[C@](C#N)(C(=O)NCC2(c3ccccc3)CCOCC2)C1,0.9112,4.4707,-8.7,-8.7,seed42
C[C@H]1CCCC[C@H]1NC(=O)C(=O)Nc1cccc(CCC(=O)N2CCCC2)c1,0.7652,3.8407,-8.2,-9.2,seed42
CCN1C[C@H](C(=O)N2CCC(C(=O)Nc3ccccc3C)CC2)CC1=O,0.8965,3.5061,-8.1,-9.3,seed42
CN(C(=O)CN1CCN(c2ccccc2)C1=O)Cc1ccccc1,0.8487,2.9593,-8.5,-8.9,seed42
Cc1cc(O)ccc1NC(=O)Cc1nccn1Cc1ccccc1,0.7096,3.0246,-8.3,-9.1,seed42
CC(=O)c1cccc(OCc2ccc(C(=O)N3CCCC3)cc2)c1,0.7882,2.7088,-8.4,-9.0,seed42
CN(C(=O)C1=NN(C(=O)c2cccs2)[C@H](C(=O)NCc2ccccc2)C1)c1ccccc1,0.6308,3.9811,-9.0,-8.3,seed42
Cc1ccccc1C(=O)N/N=C/c1ccc(C(F)(F)F)cc1,0.6803,2.8829,-8.4,-8.9,seed42
C[C@H]1CCC[C@](C#N)([C@]2(O)CCCN(C(=O)c3ccccc3)C2)C1,0.906,4.7154,-8.0,-9.3,seed42
Cc1ccc(/C=C/C(=O)NC[C@@H](C)c2ccc(Cl)cc2)cc1,0.8042,3.3255,-8.3,-9.0,seed42
C[C@@H]1CN(c2ccc(NC(=O)C(=O)Nc3ccccc3)cc2)C[C@@H](C)O1,0.8327,3.6685,-8.0,-9.3,seed42
C[C@H]1CN(c2cccc(C#N)c2)C[C@@H](c2ccccc2)O1,0.8429,3.8616,-8.3,-9.0,seed42
C[C@@H](NC(=O)N1CCC(C(=O)N2CCCC2)CC1)c1ccccc1,0.9269,3.3299,-8.2,-9.1,seed42
COc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,0.8316,2.7471,-8.2,-9.1,seed42
C[C@H]1CCC[C@H](C)N1C(=O)CC[NH+]1CCC(Cc2ccccc2)CC1,0.8735,5.0522,-7.9,-9.3,seed42
CC1CCC(CNC(=O)c2cccc(NC(=O)CCC(=O)N(C)C)c2)CC1,0.771,3.0977,-8.3,-8.9,seed42
CN(C)c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(Cl)cc3)cc2)cc1,0.647,2.6703,-8.1,-9.1,seed42
CC(C)CC(=O)N1CCc2cc(NC(=O)C(=O)NC3CCCCC3)ccc21,0.7988,3.2736,-8.2,-9.0,seed42
CNC(=O)c1ccc(NC(=O)c2ccc(Cl)c(S(=O)(=O)N(C)C)c2)cc1,0.8108,2.8997,-8.7,-8.5,seed42
CNC(=O)COc1cccc(C(=O)Nc2ccc(-c3cscn3)cc2)c1,0.7012,3.0949,-8.5,-8.7,seed42
Cc1cc([N+](=O)[O-])ccc1NC(=O)COC(=O)C(C)(C)c1ccccc1,0.486,3.0775,-8.1,-9.1,seed42
Cc1cc([N+](=O)[O-])ccc1NC(=O)CN1CCN(c2ccc(Cl)cc2)CC1,0.6275,2.9142,-8.2,-9.0,seed42
C[C@H]1CN(c2ccccc2)S(=O)(=O)N1CC(=O)Nc1ccccc1,0.9223,3.8812,-8.0,-9.2,seed42
C[C@H]1CCCN(S(=O)(=O)CC2CCN(C(=O)c3ccccc3)CC2)C1,0.8251,3.5773,-8.0,-9.2,seed42
COc1ccc2nc(NC(=O)c3cccc(C)c3)sc2c1,0.7984,2.7517,-8.1,-9.1,seed42
C[C@H]1CN(c2ccccc2)S[C@@H]1NC(=O)C(=O)Nc1ccccc1,0.6656,4.322,-8.5,-8.7,seed42
Cc1cccc(C(=O)NCC(=O)NCc2ccc(F)cc2)c1,0.889,2.6115,-8.2,-8.9,seed42
CNC(=O)C1CCN(C(=O)CCc2ccc(F)cc2F)CC1,0.923,3.0235,-8.5,-8.6,seed42
CNC(=O)c1ccc(OCC(=O)N2CCC[C@@H]2c2ccccc2)cc1,0.9119,3.2821,-8.3,-8.8,seed42
CN(C(=O)NC1CCN(C(=O)[C@@H]2CC=CCC2)CC1)c1ccccc1,0.8587,3.8206,-8.0,-9.1,seed42
COC(=O)Cn1nc(C(=O)NCc2ccccc2)c2c1CCCC2,0.851,3.1387,-8.4,-8.7,seed42
C[C@H]1CCCN(C(=O)C2(C(=O)NCCNC(=O)c3ccccc3)CC2)C1,0.5992,3.7176,-8.0,-9.1,seed42
C[C@@H]([NH2+]CC1(CO)CCC1)C(=O)N1CCc2[nH]c3ccccc3c2C1,0.7631,4.7233,-8.3,-8.8,seed42
C[C@@H]([NH2+]Cc1ccc(N2CCCCC2)cc1)c1ccc(F)c(F)c1,0.8837,4.2208,-8.1,-9.0,seed42
Cc1cc(N2CCO[C@@H](C(=O)NCc3ccc(C)cc3)C2)no1,0.9319,3.7717,-8.3,-8.8,seed42
CN(C)c1ccc(C(=O)N2CCC([C@@H](O)c3ccc(Cl)cc3)CC2)cc1,0.882,3.4943,-8.5,-8.6,seed42
C[C@@H](CC#N)N(C)C(=O)c1cccc(NC(=O)c2ccccc2)c1,0.9179,3.3961,-8.4,-8.7,seed42
C[C@H]1CCC[C@@H](CCC(=O)N2CCCC[C@@H]2C2CCCC2)C1,0.7019,4.1716,-8.1,-9.0,seed42
C[C@@H](NC(=O)Cn1ccccc1=O)c1ccccc1-c1cccnc1,0.7807,3.5593,-8.4,-8.6,seed42
Cc1cc(CCCC(=O)N[C@@H](C)c2ccc(F)cc2)ccc1F,0.8364,3.2772,-8.1,-8.9,seed42
COc1ccc2c(c1)CN(C(=O)CCNC(=O)c1ccc(C)o1)CC2,0.905,3.17,-8.0,-9.0,seed42
C[C@H]1CCC[C@](C#N)([C@]2(O)CCCN(Cc3ccccc3)C2=O)C1,0.927,4.7455,-8.1,-8.9,seed42
CNC(=O)c1cc(NC(=O)N[C@@H](C)c2ccccc2)ccc1OC,0.7898,3.2206,-8.1,-8.9,seed42
CC[C@@H](NC(=O)Nc1ccc(C)c(F)c1)c1ccc(C)cc1,0.8428,3.257,-8.0,-9.0,seed42
CN(C(=O)COc1ccc(C(=O)Nc2ccccc2)cc1)C1CCCCC1,0.8369,2.8435,-8.0,-9.0,seed42
C[C@H]1CCC[C@H]([C@H](C)NC(=O)C(=O)Nc2ccccc2F)C1,0.8431,4.0748,-8.2,-8.8,seed42
CC1(C)CCC[C@@H]1NC(=O)N[C@@H]1CCCN(c2ccccc2)C1,0.896,4.0358,-8.0,-9.0,seed42
COc1ccc(CNC(=O)[C@H]2CC(=O)N(CC(=O)NC3CCCCC3)C2)cc1,0.7441,3.5315,-7.9,-9.1,seed42
Cc1cccc2sc(C)c(C(=O)NCCC[NH+]3CCC(C)CC3)c12,0.8028,4.642,-8.3,-8.7,seed42
Cc1cccc(-c2noc(CNc3ccccc3)c2N)c1,0.7612,3.2931,-8.1,-8.9,seed42
CCOc1cc(/C=N/NC(=O)c2ccccc2)ccc1OCc1ccccc1,0.4687,2.8286,-7.8,-9.2,seed42
CNC(=O)NC(=O)[C@H](C)NC(=O)c1cccc(-n2cccn2)c1,0.7613,3.606,-8.4,-8.5,seed42
CN(CCc1ccccc1)C(=O)C(=O)Nc1ccc(C(=O)N(C)C)cc1,0.8364,2.993,-7.8,-9.1,seed42
