smiles,qed,sa,egfr,her2,dual_docking
O=CC1CC1c1noc(C2CC(c3cccnc3)CC(N3CCCc4ccccc43)C2)n1,0.5515,5.0,-7.3,-7.0,-7.15
COC(C([NH2+])[C@@H]1CCC[NH2+]C1)N1CC[C@@H](C)[C@@H](Oc2n[nH]c3ccccc23)C1,0.6493,5.0,-7.6,-6.7,-7.15
Cc1cc(-c2nc(C)c(CNc3ccccc3F)s2)cc(C(N)=O)c1-c1c(C)noc1C,0.4017,5.0,-7.7,-6.6,-7.15
N#Cc1ccc(-c2ccc(O[CH]c3ccccc3C(=O)Nc3cccc(Cl)c3)cc2)cc1,0.3639,4.5,-7.9,-6.4,-7.15
Cc1nc(-c2ccc(OCCc3cncc(NC4CCCCCCC4)c3SCC(=O)[O-])c(O)c2)no1,0.3826,5.0,-7.6,-6.7,-7.15
COc1cc(C)c(C)cc1N1CC[NH+](C[C@@H]2COc3cc(-c4cccc(Cl)c4Cl)ccc3C2)CC1,0.5066,5.0,-7.4,-6.9,-7.15
O=C(Cc1ccc(Br)c(-c2cscc2-c2ccc(F)cc2)c1)NC(=O)c1ccco1,0.3739,4.6,-7.8,-6.4,-7.1
Cc1cc(C)cc(OCC2CC[C@@H]3CO[C@@H](c4cc(C5([NH2+])CC5)c(Cl)cc4F)CN23)c1,0.7549,4.8,-7.5,-6.6,-7.05
CC(C)c1ccc2occ(CC(=O)Nc3ccc([C@@H]4CCC[NH2+]4)cc3F)c2c1,0.6932,4.0,-7.3,-6.8,-7.05
CCC(Oc1ccc(C#N)c(-c2cc(C)cc(F)c2)c1)c1nc2ccccc2[nH]1,0.4528,4.0,-7.8,-6.3,-7.05
CC1(c2nc(C3CC3)no2)CC(c2cccnc2)CC(N2CCCc3ccccc32)C1,0.5729,4.5,-7.7,-6.3,-7.0
CN(C1C[NH+]C(c2cccn2C)CN1OCC1(O)CCCCC1)C1(N2CCCCCC2)CCCCC1,0.6012,5.0,-7.1,-6.9,-7.0
Cc1c([O-])ccc(-c2cnn(C(C)C)c2C)c1N1CCO[C@@H](C(Cn2cc[nH+]c2)N2CCCCC2)C1,0.5064,5.0,-7.5,-6.5,-7.0
Cc1ccccc1NC[C@H]1CCCC(Nc2ccccc2OC(C)C(=O)N(C)C2CCCCC2)N1C=O,0.4214,5.0,-7.1,-6.9,-7.0
Cc1ccccc1NCC(C)(O)C1[C@H](C)C[CH]C[NH+]1N[C@@H](C)c1ccc(C(N)=O)cc1,0.4484,5.0,-7.2,-6.8,-7.0
CSN(c1cc(-c2nncn2CCc2ncnn2C)cnc1N1CCC[C@@H](C)C1)C1C[C@@H](C)C[C@H](C)C1,0.3875,5.0,-7.4,-6.6,-7.0
CNN1CCC2(OCC(Cc3ccncc3-c3cn(C)nc3[S-])O2)C(C(=O)NC2CCCCCC2)C1,0.4492,5.0,-7.1,-6.9,-7.0
Cc1csc(-c2cc(C)c(-c3c(C)noc3C)c(C(=O)NN(C)C(CC#N)c3ccoc3)c2)n1,0.3504,5.0,-7.4,-6.6,-7.0
CNN1CCC2(OCC(Cc3ccncc3)O2)C(C(=O)NC2CCCCCC2)C1,0.7343,4.6,-6.7,-7.2,-6.95
Cc1n[nH]c(C(=O)N2CCC(c3cc(C(=O)Nc4ccccc4Br)c(Cl)cc3F)C[C@H]2C)n1,0.4734,5.0,-7.4,-6.5,-6.95
C[NH+]C1CCc2ccc(NC3C(Cc4cnn(C)c4)[CH]OC3(N3CCCCCCC3)C(Cl)(Cl)Cl)cc21,0.5155,5.0,-7.2,-6.7,-6.95
CNC(=O)[C@H](C)C1[C@H](C)O[CH]CN1C(=O)N(C(=O)c1ccccc1Cl)c1cc(-c2nncn2C)ccc1F,0.5276,5.0,-7.6,-6.3,-6.95
CC1(c2nc(C3CC3C=O)no2)CC(c2cccnc2)CC(N2CCCc3ccccc32)C1,0.528,5.0,-7.6,-6.3,-6.95
CCc1nc([C@@H]2CCCC[NH2+]2)c(Nc2ccc(-c3ccc(F)c(Cl)c3)cc2)cc1C(F)(F)F,0.4028,4.9,-7.3,-6.6,-6.95
COCC(C(Oc1ccc(C#N)c(-c2cccc(F)c2)c1)c1nc2ccccc2[nH]1)N1CCOC(C)(C)C1,0.335,5.0,-6.8,-7.1,-6.95
Cc1cc(Nc2cccc(NC(=O)C3CCCC3)c2NC(=O)C2CNCC[NH+]2C(C)N)n(C)n1,0.354,5.0,-7.1,-6.8,-6.95
COc1ccc(-c2c(O)ccc(-c3nccs3)c2NCCc2cccs2)c(OC)c1,0.3577,5.0,-7.0,-6.8,-6.9
CC1(c2ccc(Cl)cc2Cl)CCCC(c2ccc(Cl)nc2)C1,0.5495,1.7,-6.6,-7.2,-6.9
CN(C1C[NH+](C)CCN1OCC1(O)CCCCC1)C1(N2CCCCCC2)CCCCC1,0.6672,4.8,-7.1,-6.7,-6.9
CC(=O)NCc1cc(O)cc(-c2ccc(N(C)CN3CCN(C(C)=O)CC3)cc2)c1,0.764,4.6,-7.2,-6.5,-6.85
CC(OCc1ccccc1)Oc1cnccc1NCc1ccccc1,0.6098,4.7,-6.9,-6.7,-6.8
CCn1nc(C)c(NC2CC2COc2c(Cl)ccc(Cl)c2C(=O)Nc2ccc(C)cn2)c1C,0.4277,5.0,-6.9,-6.7,-6.8
Cc1cc(-c2cnn(C(C)CS(N)(=O)=O)c2Cc2cccc(C(N)=O)c2)ccc1[O-],0.5865,5.0,-7.3,-6.3,-6.8
Cc1ccccc1CNc1cc(F)c(Nc2ccc(F)cc2)c(F)c1Nc1cccc(F)c1,0.2526,5.0,-7.1,-6.5,-6.8
CC(C)c1ccc2occ(CC(=O)Nc3ccccc3F)c2c1,0.7461,2.7,-7.0,-6.5,-6.75
C[C@H](N[NH+]1C[CH]C[C@@H](C)C1(C(N)=O)C(C)(C)O)c1ccc(C(N)=O)cc1,0.4669,4.1,-6.7,-6.8,-6.75
CC(=O)OC1CC([C@@H]2CCCN(S(C)(=O)=O)C2)C[C@H](C)[NH+]1c1ccc(-c2noc(C)n2)cc1O,0.4753,5.0,-7.0,-6.4,-6.7
Cc1cc(-c2nc(C)c(C)s2)cc(C(=O)NN(C)CCC#N)c1-c1c(CNC(=O)c2ccoc2C)noc1C,0.2792,5.0,-6.9,-6.5,-6.7
C[C@@H]1CN(C(=O)N(C(=O)c2ccccc2Cl)c2cc(-c3nncn3C)ccc2F)C[C@H](C)O1,0.5729,4.5,-6.8,-6.6,-6.7
CCc1nn(C)cc1Cn1cnnc1-c1ccc(F)c(N(C(=O)c2ccccc2Cl)C(=O)N2C[CH]O[C@@H](C)C2)c1,0.3357,5.0,-7.3,-6.1,-6.7
CC(=O)N1CCN(CN(C)c2ccc(-c3cccc(O)c3)cc2)CC1,0.9301,3.0,-6.8,-6.5,-6.65
CC(C)(C)c1ccc2occ(CC(=O)Nc3ccccc3F)c2c1,0.7319,2.2,-7.3,-6.0,-6.65
N#Cc1ccc(-c2ccc(O[C@@H](C(=O)N3CCCC3)c3ccccc3)cc2)cc1,0.6261,3.7,-7.2,-6.1,-6.65
Cc1ccc(Nc2c(F)cc(F)cc2NNC(=O)N(C)N2CCC3(CC2)OCCO3)cc1Cl,0.5497,5.0,-7.0,-6.3,-6.65
Cc1ccc(OC2[C@H](C)O[C@H](C)CN2C(=O)C(C)c2c(F)cccc2Cl)cc1C,0.6798,3.3,-6.9,-6.4,-6.65
CC[C@H]1c2ccc(Cc3cnn(C)c3)cc2SC1[NH+](C)CNc1ccc(C)cc1Cl,0.5302,5.0,-7.4,-5.9,-6.65
Cc1cccc(NCCONC(=O)Nc2ccc(Br)cc2)c1OCCc1cccc(O)c1,0.2256,5.0,-7.0,-6.3,-6.65
CN(C)c1c(NC2CC[NH+](C)CC2)ccc(-c2ccc(Cl)s2)c1N1CCc2sccc2C1,0.5374,5.0,-7.3,-5.9,-6.6
Cc1csc(-c2cc(C)c(-c3c(CNC(=O)NC(C)C)noc3C)c(C(=O)NN(C)CCC#N)c2)n1,0.3696,5.0,-6.7,-6.5,-6.6
C[C@@H]1CC(Nc2cc(-c3nncn3C)cnc2N2CCC[C@@H](C)C2)C[C@@H](C)C1,0.8518,3.8,-7.2,-5.9,-6.55
C[C@H]1CN(C(=O)N(C(=O)c2ccccc2Cl)c2cc(-c3nncn3C)ccc2F)C[CH]O1,0.5963,4.5,-6.7,-6.4,-6.55
COc1cc(CC2CC2[CH]O)cc([C@@H](O)C2CC2Nc2ccn(C)n2)c1,0.6776,5.0,-6.7,-6.4,-6.55
Cc1occc1CN(C)c1c(NC2CC[NH+](C)CC2)cccc1N1CCc2sccc2C1,0.5953,5.0,-7.2,-5.9,-6.55
C[NH+]C1CCc2ccc(NC3C(Cc4cnn(C)c4)[CH]OC3C(Cl)(Cl)Cl)cc21,0.7001,4.9,-6.4,-6.7,-6.55
O=C(NCCCc1ccc(Br)cc1)NNC1CCNc2cc(N3CCCS3(=O)=O)ccc21,0.3304,5.0,-6.2,-6.9,-6.55
CC(=O)Nc1cc(C)cc(N2CCc3ccccc3C2)c1,0.9126,1.4,-6.5,-6.6,-6.55
CCc1nc(-c2cccc([NH2+]C3(c4ccc(F)cc4Cl)CC3)c2)no1,0.7018,4.3,-6.5,-6.6,-6.55
CSN(c1cc(-c2nncn2C)cnc1N1CCC[C@@H](C)C1)C1C[C@@H](C)C[C@H](C)C1,0.6232,4.6,-7.5,-5.6,-6.55
CCN(N[C@H](CNC1CCCCCCC1)C(C)C)c1csc(C(C)C)n1,0.5685,5.0,-7.0,-6.1,-6.55
C[C@@H](OCN1C([NH+]2CC(Nc3ccc4c(c3)COC4)CC[C@@H]2C)CCC[C@@H]1C)c1cccs1,0.6222,5.0,-7.3,-5.8,-6.55
c1ccc(CNc2ccncc2OC(Cc2cnc3ccccn23)OCc2ccccc2)cc1,0.2846,5.0,-7.1,-6.0,-6.55
Cc1cc(-c2nc(C)c(C)s2)cc(C(N)=O)c1-c1c(C)noc1C,0.7771,2.8,-6.4,-6.6,-6.5
CC1(c2nc(C3CC3)no2)CCCC(c2cccnc2)C1,0.8553,2.7,-6.6,-6.4,-6.5
COc1cc(CC2CC2[CH]O)cc([C@@H](O)C2(NC(=O)OC(C)(C)C)CC2Nc2ccn(C)n2)c1,0.4431,5.0,-7.0,-6.0,-6.5
N#Cc1ccc(-c2ccc(O[CH]c3ccccc3)cc2)cc1,0.6882,2.1,-6.5,-6.4,-6.45
C[NH+][C@@H]1CC(C2CCOC(c3n[nH]c4ccccc34)C2)[C@@H](N)C1,0.794,3.0,-6.9,-6.0,-6.45
COC(C)(C)C1CN(CN(C)c2ccc(-c3cc(O)cc(CNC(C)=O)c3)cc2)CCN1C(C)=O,0.6017,5.0,-6.9,-6.0,-6.45
C[C@H]1CN(C(=O)N(C(=O)c2ccc([C@@H](C)O)cc2Cl)c2cc(-c3nncn3C)ccc2F)C[CH]O1,0.5813,5.0,-7.0,-5.9,-6.45
Cc1csc(Cc2cc(-c3nc(C)c(C)s3)cc(C(N)=O)c2-c2c(C)noc2C)n1,0.4647,4.9,-7.0,-5.9,-6.45
CN(C)c1c(NC2CC[NH+](C)CC2)cc([NH+]2CCCCC2)cc1N1CCc2sccc2C1,0.6452,4.8,-7.0,-5.9,-6.45
CCOc1ccccc1NC1C(c2ncnn2C)CC[C@H](CNc2ccccc2C)N1C=O,0.4849,5.0,-6.6,-6.3,-6.45
COc1cc(C)c(C)cc1N1CC[NH+](C[C@@H]2COc3ccccc3C2)CC1,0.8979,3.2,-6.7,-6.1,-6.4
Cc1csc(-c2cc(C)c(-c3c(C)noc3C)c(C(=O)NN(C)CCC#N)c2)n1,0.6135,4.9,-6.7,-6.1,-6.4
CCc1nc([C@@H]2CCCC[NH2+]2)cc(-c2ccc(Cl)c([N+](=O)[O-])c2)c1C(F)(F)F,0.5828,4.2,-6.8,-6.0,-6.4
CC(N(c1c(F)cc(-c2cccc(N(C)C)c2)cc1F)[C@H]1CC[C@@H]([NH+](C)C)C1)[NH+]1CCCC[C@H]1C,0.6241,5.0,-6.9,-5.9,-6.4
CC[NH2+][C@@H](C)Oc1cc(NC2CCCCCCC2)c(Cl)cc1[NH2+]CC(C)C,0.435,5.0,-6.5,-6.3,-6.4
C[S@](=O)C(CCc1ccc(F)c(F)c1)[C@H](O)c1cccs1,0.8808,3.8,-6.1,-6.6,-6.35
C[NH+]1CCC[C@H]1c1ccc(C(F)(F)F)c(N(C(N)=O)c2ccccn2)n1,0.8731,3.7,-6.7,-6.0,-6.35
Cc1c([O-])cccc1N1CCO[C@@H](C(Cn2cc[nH+]c2)N2CCCCC2)C1,0.7993,4.3,-6.6,-6.1,-6.35
Cc1ncsc1-c1ccccc1COC(Cc1cnc2ccccn12)Oc1cccnc1,0.3042,5.0,-7.1,-5.6,-6.35
CCc1ccc(OC(C)COC([NH3+])C(C)CC(=O)Nc2ccc(Cl)cn2)cc1,0.5922,5.0,-6.4,-6.2,-6.3
CCCOC([NH3+])(Nc1cc(Cl)cc(Cl)c1)C(C)CC(=O)Nc1ccc(Cl)cn1,0.4966,5.0,-6.7,-5.9,-6.3
O=C(Cc1cc(O)ccc1-c1nccs1)N(Cc1ccccn1)c1cc(Br)ccc1F,0.3767,5.0,-6.7,-5.9,-6.3
COC(C)CCn1cnc2ccc(COc3cccc(F)c3)cc21,0.6527,4.5,-6.3,-6.3,-6.3
COc1ccc([CH]O)cc1NCCONc1cccc(C)c1,0.5154,4.5,-5.8,-6.8,-6.3
CCc1ccc(NC(C)[NH+](CC)c2ccccc2NC(=O)OC(C)C)cc1,0.6106,4.5,-6.0,-6.6,-6.3
CCNC(=O)NN(C(=O)c1ccccc1Br)C1CCNc2cc(N3CCCS3(=O)=O)ccc21,0.5202,5.0,-6.5,-6.1,-6.3
C[NH+]C1CCc2ccc(NC3C[CH]OC3C(Cl)(Cl)Cl)cc21,0.8242,2.8,-6.0,-6.6,-6.3
C[NH2+]c1c(C)cccc1OC(C=Cc1ccccc1C(=O)NC[C@@H]1CCCO1)[C@@H](O)CO,0.4189,5.0,-6.6,-6.0,-6.3
COc1ccc([C@H](O)c2csc(C=O)n2)cc1NCCONc1cccc(C)c1,0.2644,5.0,-6.5,-6.1,-6.3
FC(F)(F)C1(Nc2cc3c(c(Cc4ccc5c(c4)OCO5)c2)CCC3)C[CH]OC1C(Cl)(Cl)Cl,0.4646,5.0,-7.0,-5.6,-6.3
C[C@@H]1CC(Nc2cncc(-c3nncn3C)c2)C[C@@H](C)C1,0.9411,2.5,-6.4,-6.1,-6.25
O=C(NC1CCNc2cc(N3CCCS3(=O)=O)ccc21)c1ccccc1Br,0.7527,3.9,-6.4,-6.1,-6.25
Cc1occc1CN(C)c1ccccc1N1CCc2sccc2C1,0.6779,3.2,-6.0,-6.5,-6.25
[NH2+]C1(c2cc([C@H]3CN4CCC(c5[nH]cc[nH+]5)[C@@H]4CO3)c(F)cc2Cl)CC1,0.8521,4.1,-6.7,-5.8,-6.25
Cc1ccccc1CNc1cc(F)c(Nc2ccc(F)cc2)c(F)c1,0.6151,3.5,-6.4,-6.1,-6.25
CC(=O)Nc1c(-c2nc(C)c(C)s2)cc(C)c(-c2c(C)noc2C)c1C(=O)NN(C)CCC#N,0.4786,5.0,-6.3,-6.2,-6.25
Cc1ccc2ncc(CC(OCc3ccccc3)Oc3cnccc3NCc3ccccc3)n2c1,0.2642,5.0,-6.4,-6.1,-6.25
Cc1nc(-c2ccc(OCCc3cccnc3)c(O)c2)no1,0.7795,3.8,-6.5,-5.9,-6.2
C[S@](=O)C(CCc1ccc(F)cc1)[C@H](O)c1cccs1,0.8884,3.5,-5.9,-6.5,-6.2
Cc1cc(-c2nc(C)c(C)s2)cc(C(=O)NN(C)CCC#N)c1-c1c(C)noc1C,0.5868,4.9,-6.7,-5.7,-6.2
CCn1nc(C)c(NC2CC2COc2cc(Cl)c(N3CCC[C@@H](C)C3)cc2Cl)c1C,0.5657,5.0,-6.4,-6.0,-6.2
CCC(Oc1ccc(C#N)cc1)c1nc2ccccc2[nH]1,0.7846,2.7,-6.1,-6.3,-6.2
COc1cccc(-c2ccc(F)cc2C(C)(C)C[NH+](C)C)c1F,0.8938,2.7,-6.6,-5.8,-6.2
CC[NH+](C(=O)N(NCc1ccco1)C(N)=O)C(C(=O)Nc1ccccn1)C(C)C,0.4805,5.0,-6.3,-6.1,-6.2
CC(N)[NH+]1CCNCC1C(=O)Nc1ccccc1NC(=O)C1CCCC1,0.5068,4.1,-6.6,-5.8,-6.2
Cc1cc(Nc2cccc(NC(=O)C3CCCC3)c2)n(C)n1,0.9064,3.0,-5.8,-6.5,-6.15
O=C(Cc1ccc(Br)c(-c2ccsc2)c1)NC(=O)c1ccco1,0.724,3.3,-6.7,-5.6,-6.15
CCn1cc(C2CN(Cc3ccn[nH]3)C[CH][C@H]2CC[NH+]2CCC(C)CC2)cn1,0.7647,5.0,-6.5,-5.8,-6.15
Cc1csc(NCOc2cc([CH]O)cc(CC3CC3[CH]O)c2)n1,0.6453,5.0,-6.6,-5.7,-6.15
CCC[NH2+]CC1CCCC(=O)N1CC(c1cc(CC)on1)N1C[C@@H](C)C[C@H](C)C1,0.6415,5.0,-6.5,-5.8,-6.15
CCN1C[C@@H](c2cn(CC)c(CC(C)C)[nH+]2)OCC1c1nc2c(C(=O)N(C)C3CCCCC3)cccc2[nH]1,0.4555,5.0,-6.0,-6.3,-6.15
FC(F)(F)C1(Nc2ccc3c(c2)CCC3c2cncs2)C[CH]OC1C(Cl)(Cl)Cl,0.5381,4.5,-6.4,-5.9,-6.15
Fc1ccc(-c2cc3cc(OCC(F)F)ccc3o2)cc1,0.6833,3.0,-5.8,-6.4,-6.1
CCC(=O)N1C[C@@H](C)O[C@@H](C)C1Oc1ccc(C)c(C)c1,0.8589,1.7,-6.6,-5.6,-6.1
[NH2+]C1(c2cc([C@H]3CN4CCC[C@@H]4CO3)c(F)cc2Cl)CC1,0.9075,2.5,-6.4,-5.8,-6.1
Cc1cccc(NCCON)c1OCCc1cccc(O)c1,0.516,4.5,-5.9,-6.3,-6.1
C[NH2+]c1c(C)cccc1OC(C=Cc1ccccc1)[C@@H](O)CO,0.6807,3.7,-5.8,-6.4,-6.1
C[C@H]1C[C@@H](C[NH2+]C2CC2)C[NH+](N[C@@H](C)c2ccc(C(N)=O)cc2)C1,0.5493,4.5,-6.2,-6.0,-6.1
O=C(Cc1cc(O)ccc1-c1nccs1)NCc1ccccn1,0.7562,3.8,-5.9,-6.2,-6.05
CC(C)[NH2+]C1CCCCc2nnc(N(S)C3C[C@@H](C)C[C@H](C)C3)n21,0.8193,3.3,-6.2,-5.9,-6.05
Cc1n[nH]c(C(=O)N2CCC(c3ccc(Cl)cc3F)C[C@H]2C)n1,0.9147,2.6,-6.1,-6.0,-6.05
CNNc1c(OCc2ccccn2)cccc1-c1ccc(Br)s1,0.5994,4.3,-6.0,-6.1,-6.05
OCNc1nc(Cn2cncn2)c(COCC2(c3nc4ccccc4o3)CC2)s1,0.4036,5.0,-6.3,-5.8,-6.05
FC(F)(F)C1(Nc2ccc3c(c2)CCC3)C[CH]OC1C(Cl)(Cl)Cl,0.7035,2.9,-6.0,-6.1,-6.05
CC(N(c1c(F)cccc1F)[C@H]1CC[C@@H]([NH+](C)C)C1)[NH+]1CCCC[C@H]1C,0.8064,3.5,-6.3,-5.8,-6.05
Cc1csc(Cc2cccc(C(N)=O)c2-c2c(C)noc2C)n1,0.7958,3.3,-6.5,-5.5,-6.0
CCc1cc(C(CN2CCCCC2=O)N2C[C@@H](C)C[C@H](C)C2)no1,0.8297,3.5,-6.2,-5.8,-6.0
COCC[C@H](C)c1cccc2c1CN(c1cc(C)cc(NC(C)=O)c1)C(C#CCO)C2,0.6932,4.0,-6.9,-5.1,-6.0
[CH]OC(COc1ccccc1Cl)COc1cc(C)c(C)cc1N1CC[NH+](C)CC1,0.716,5.0,-6.2,-5.8,-6.0
CC[C@H]1c2ccc(Cc3cn(C)nc3-c3scnc3C3CC3)cc2SC1[NH+]C,0.67,5.0,-6.1,-5.9,-6.0
CON1CC[NH+](C)CC1N(C)C1(N2CCCCCC2)CCCCC1,0.8306,3.0,-6.4,-5.6,-6.0
C[C@@H](OCN1C([NH+]2CCCC[C@@H]2C)C(NC(=O)c2cccs2)CC[C@@H]1C)c1cccs1,0.6558,5.0,-6.3,-5.7,-6.0
C[NH2+]C(CCN1CC[NH+](C)C(Nc2cc(C)nn2C)C1)Cc1nc(C)c(C)s1,0.5554,5.0,-5.9,-6.1,-6.0
O=C(NO[CH]C1CC1)c1coc(-c2nc3c(s2)CCCC3)c1,0.8571,4.3,-6.0,-5.9,-5.95
Fc1ccc(-c2cc3ccccc3o2)cc1,0.5877,0.6,-5.9,-6.0,-5.95
CC(C)C[NH2+]c1cc(Cl)c(NC2CCCCCCC2)cc1O,0.5541,2.7,-6.0,-5.9,-5.95
Cc1csc(NCOc2cc([CH]O)cc(CC3CC3[CH]O)c2N2C(=O)CCC2=O)n1,0.4146,5.0,-6.4,-5.5,-5.95
Cn1cnnc1-c1ccc(F)c(NC(=O)c2ccccc2Cl)c1,0.7989,3.1,-6.1,-5.8,-5.95
Cc1nc(-c2ccc([NH+]3CCCC[C@@H]3C)c(O)c2)no1,0.8202,2.0,-6.3,-5.6,-5.95
CC(=O)OC1CCC[C@H](C)[NH+]1c1ccc(-c2noc(C)n2)cc1O,0.6571,3.1,-6.1,-5.8,-5.95
C[C@H](N[NH+]1C[CH]C[C@@H](C[NH2+]C2CC2)C1)c1ccc(C(N)=O)cc1,0.5307,4.5,-5.8,-6.1,-5.95
CC(=O)Nc1cc(C)cc(N2Cc3ccccc3CC2C#CCO)c1,0.8305,1.7,-6.2,-5.6,-5.9
CC[NH+]1CCN(Cc2ccc(F)cc2Nc2ccc3c(c2)OCO3)CC1,0.8578,4.3,-6.0,-5.8,-5.9
C[C@@H]1CCCN(C(=O)c2cc(O)cc([C@@H](C)Cl)c2Cc2cscn2)C1,0.7901,3.3,-5.8,-6.0,-5.9
CN(C(=O)NNc1cc(F)cc(F)c1)N1CCC2(CC1)OCCO2,0.8186,3.7,-5.8,-6.0,-5.9
Cn1cc(-c2cccc3nc[nH]c23)c2ccccc21,0.5461,1.4,-6.1,-5.7,-5.9
CCc1cc(C(CN2C(=O)C(OC(F)(F)F)CCC2C)N2C[C@@H](C)C[C@H](C)C2)no1,0.6767,5.0,-6.0,-5.8,-5.9
CCc1nc(-c2cccc([NH2+]C3(c4ccc(F)cc4Cl)CC3)c2[C@@H]2CCCCO2)no1,0.5315,5.0,-6.2,-5.6,-5.9
CCc1ccccc1NC[C@@H](CNCc1ccccn1)NC[CH]Cc1ncnn1C,0.3784,5.0,-6.2,-5.6,-5.9
O=C(Cc1ccc(Br)cc1)NC(=O)c1ccco1,0.9477,2.0,-5.8,-5.9,-5.85
Oc1ccc(Cl)c(NC2CCCCCCC2)c1,0.8092,0.9,-6.0,-5.7,-5.85
C[C@@H]1CC(N(S)c2nnc3n2CCCCC3)C[C@@H](C)C1,0.848,2.0,-6.1,-5.6,-5.85
CCc1cc(C(CN2C(=O)CCCC2C)N2C[C@@H](C)C[C@H](C)C2)no1,0.8155,3.5,-5.9,-5.8,-5.85
CCN1C[C@@H](c2cn(CC)c(CC(C)C)[nH+]2)OCC1c1nc2ccccc2[nH]1,0.7094,4.8,-6.3,-5.4,-5.85
CC(C)C1C[C@@H](C)CN(C(=O)c2cc(O)cc([C@@H](C)Cl)c2Cc2cscn2)C1,0.65,3.8,-6.2,-5.5,-5.85
COc1c(Cc2cccc(F)c2N2CC[NH+](C)CC2)cccc1NCCON,0.4656,5.0,-6.0,-5.7,-5.85
COC1CC[NH+](c2ccc(C(N)=O)cc2)C(C#Cc2ccccc2-c2ccc(Br)o2)C1,0.5617,3.8,-6.6,-5.1,-5.85
NC(=O)N(c1ccccn1)c1ncccc1C(F)(F)F,0.92,2.4,-5.8,-5.8,-5.8
Cc1csc(Cc2cccc(C(N)=O)c2)n1,0.8811,1.7,-5.6,-6.0,-5.8
Cc1cc(CN2C[CH][C@@H](C)CC2c2cccnc2Cl)[nH]n1,0.882,2.5,-5.6,-6.0,-5.8
