smiles,qed,sa,egfr,her2,dual_docking
CCC(=O)NCc1cc(-c2ncc(F)cc2COc2cc(C)ccc2C)ccn1,0.6417,4.8,-7.4,-6.8,-7.1
O=C([C@H](Oc1ccc(-c2ccccc2)cc1)c1ccccc1)N1CCCC1,0.636,3.4,-7.9,-6.3,-7.1
CCNc1cc(-c2ccccc2OC(F)F)c(COc2c(F)cccc2S(N)(=O)=O)nc1Cl,0.4081,5.0,-7.3,-6.9,-7.1
Cc1ccc(Nc2cc([C@@H]3CC(Cc4ccccc4F)O[C@@H]3C)ccc2CCC=O)nc1,0.4499,5.0,-7.5,-6.7,-7.1
C[C@@H]1CCN(C(F)(F)OC(Oc2ccc(C#N)cc2)[NH+]2CCCCCC2[C@H]2Cc3ccccc3O2)C[C@@H]1O,0.4242,5.0,-7.7,-6.5,-7.1
Cn1cc(Nc2cc(C[C@@H]3OCCC3Cn3ccc4ccccc43)c(O)cc2O)c(CO)n1,0.254,5.0,-6.9,-7.3,-7.1
Cn1cc(Nc2ccc(O)cc2OCc2cccc3nnc(NC4CC(Cn5cccn5)CC(N5CCOC[C@@H]5C5CC5)C4)n23)cn1,0.1784,5.0,-7.6,-6.6,-7.1
CC[C@@H](O)c1cn(CC2CC(Nc3ccc(OC(Cc4ccccc4)c4ncn(C)n4)cc3)(c3nnn[n-]3)CC(=O)N2C)c(C)[nH+]1,0.2103,5.0,-7.9,-6.3,-7.1
C[C@@H]1C(Cc2ccc3c(c2)OCO3)CCCN1C(=O)NC(=O)Cc1ccccc1,0.8614,3.8,-7.2,-6.9,-7.05
COc1ccc(-c2ccc(Cl)cc2)cc1CN(c1ccc2c(c1)CCO2)c1nc(C)nn1C,0.3677,5.0,-7.2,-6.9,-7.05
COC(=O)[C@H](C)C1CC[C@@H]2CO[C@@H](C[C@H]3CCCNC3)C(c3scnc3C3CC3)N12,0.6931,5.0,-6.8,-7.3,-7.05
C[C@H]1CN(c2ccc3[nH]c(-c4cnccc4Cc4ccoc4N)nc3c2)C[C@H](C)O1,0.5349,4.6,-7.4,-6.6,-7.0
Cc1cncc(NN(C(=O)Cc2coc3ccc(C(C)(C)C)cc23)c2ccccc2)c1,0.4055,4.0,-7.9,-6.1,-7.0
COc1cc(NC2CC2)c(F)cc1Nc1cc2c(cc1Nc1cc(F)cc(F)c1)CCC2,0.3851,5.0,-7.1,-6.9,-7.0
Cc1cccc(C)c1OCc1cccc2nc(-c3cnccc3Cc3ccoc3N)[nH]c12,0.371,5.0,-8.0,-6.0,-7.0
CC(c1ccnc(S(=O)(=O)C(C)C)c1)c1cc(-c2cccnc2CN2CC[C@@H](C)[C@H](O)C2)sc1Cl,0.4378,5.0,-7.3,-6.7,-7.0
CC(C)(C)c1ccc2occ([C@H](OCc3cccc(Cl)c3)c3cccs3)c2c1,0.3352,3.7,-7.3,-6.7,-7.0
Cc1ccccc1Nc1cnc2cc(N(C)CCC#N)ccc2c1-c1ccncc1OCC1CC1NCc1ccccc1,0.1639,5.0,-8.0,-6.0,-7.0
Cn1nc(COc2ccccc2)cc1Nc1sc(C2CC2c2ncon2)nc1C(C)(C)C[C@H]1CSCCS1,0.2343,5.0,-7.4,-6.6,-7.0
COc1cc(NC2CC2c2ccc(C)o2)c(F)cc1Nc1ccc2c(c1)CCC2,0.5453,5.0,-7.2,-6.7,-6.95
Cc1cc(COc2ccc(C#N)cc2)cc(Cl)c1N1C[C@H](CN2CCCC2)C(C(C)(C)C[NH+](C)C)[C@@H](C)C1,0.4857,5.0,-7.5,-6.4,-6.95
CCc1cccc(C)c1Nc1cnc2cc(N(C)CCC#N)ccc2c1-c1ccncc1OCC1CC1,0.2562,5.0,-7.2,-6.7,-6.95
Cc1cc(F)c(Cl)cc1[C@H]1C(COc2ccccc2F)[NH+](C)C(NC2CCCCCC2)C(Nc2cc(Cl)cc(N3CC[C@H](C)[C@H](O)C3)c2Cl)N1C,0.1699,5.0,-8.0,-5.9,-6.95
Cc1cc(F)ccc1N(C(=O)CC(C[C@@H](O)C(C)C)[C@@H](C)N)C1CCCCCC1OC1CCCC1,0.4012,5.0,-7.1,-6.8,-6.95
CCCc1cc(O)c(C)c(O)c1N1CCC(c2cccc(C(=O)O)c2)CC1=O,0.7257,3.8,-6.7,-7.1,-6.9
CCCc1cc(O)c(C)c(O)c1N1CCC(c2cccc(C(=O)ON3CCSCC3)c2)CC1=O,0.6284,5.0,-7.4,-6.4,-6.9
COc1ccc(-c2cc(C(=O)Nc3nc(C)cs3)cc3c2COC3N2CCC(C(N)=O)CC2)cc1OC,0.4796,5.0,-7.6,-6.2,-6.9
COc1cccc(OCc2cccc3nnc(NC4CCCC(N5CCOC[C@@H]5C5CC5)C4)n23)c1,0.5225,5.0,-7.2,-6.6,-6.9
Cc1ccc(C)c(OCc2cc3ccc(-c4ccc([SH](=O)=O)cc4)cc3o2)c1,0.4704,4.0,-7.6,-6.2,-6.9
COC[C@H](C)NCc1nc(-c2cc(-c3ccc(C)c(C=C(C)C)c3)sc2Br)cs1,0.3632,5.0,-6.7,-7.1,-6.9
CCC(=O)NCc1cccc(-c2cc(Br)ccc2Oc2c(Cc3nc(C)no3)cccc2[N+](=O)[O-])n1,0.212,5.0,-7.6,-6.2,-6.9
Cc1ccc(Nc2ccc(Cl)cc2)c(NC(C)[C@]2(C)CCC(c3cc(Br)cs3)O2)c1C(F)(F)C[C@H](O)c1ccccc1S(C)=O,0.143,5.0,-7.6,-6.2,-6.9
Cc1cc(F)c(Cl)cc1[C@H]1C(COc2ccccc2F)[NH+](C)C(NC2CCCCCC2)C(Nc2cc(Cl)cc(N3C[CH][C@@H](C)CC3)c2Cl)N1C,0.1924,5.0,-7.8,-6.0,-6.9
C[C@@H]1CCCCN1C(=O)NC(=O)Cc1ccc(-c2ccc(Br)s2)cc1,0.7719,2.8,-7.5,-6.2,-6.85
C[CH]C1(SCCCc2nc(C3CC3)no2)CNCCC1C(=O)NNc1ccccc1,0.3948,5.0,-7.1,-6.6,-6.85
Cc1ccc(Nc2cc([C@@H]3C([NH+]4CCC[C@H](C)C4)CO[C@@H]3C)c([C@@H]3CCCC[NH+]3C)cc2CCC=O)nc1,0.4682,5.0,-7.4,-6.3,-6.85
COc1ccc(CNC(c2ccc(Nc3cc(F)cc(F)c3)cc2)N(C)C)c(N2C[C@H](C)C[C@@H](C)C2)c1,0.3209,5.0,-7.2,-6.5,-6.85
COc1ccnc(C(=O)N2CCC[C@H](C[C@@H]3OC[C@H]4CCCN4C3c3sc(C(=O)Nc4cccnc4Cl)nc3C3CC3)C2)c1,0.3197,5.0,-7.7,-6.0,-6.85
CCCc1cc(N(C2C[NH+]3C(Oc4ccc(F)cc4)C(c4ccc(C#N)cc4)C[C@@H]3CN2NCC=O)[C@@H]2CC(=O)N(C)C2)n(C)n1,0.3082,5.0,-6.8,-6.9,-6.85
N#Cc1ccc(-c2ccc(O[C@@H](C(=O)N3CCCC3)c3ccccc3)cc2)cc1,0.6261,3.7,-7.2,-6.4,-6.8
O=C([C@H](Oc1ccccc1)c1cccc([C@@H]2CC=CCC2)c1)N1CCCC1,0.6806,3.4,-7.4,-6.2,-6.8
Cn1nc(COc2ccccc2)cc1Nc1sc(C2CC2c2ncon2)nc1C(C)(C)C,0.4162,5.0,-7.4,-6.2,-6.8
COc1cccc(OCc2cccc3nnc(NC4CCCC([N+]5=CCCC5)C4)n23)c1,0.5872,5.0,-7.1,-6.5,-6.8
Cc1cc(F)ccc1N(C(=O)CC(C[C@@H](O)C(C)C)[C@@H](C)N)C1CCCCCC1,0.6004,4.5,-7.0,-6.6,-6.8
CCC=Cc1cc([C@@H]2Cc3ccc(NC(=O)Cc4ccccc4)cc3S2)co1,0.5398,4.2,-6.6,-7.0,-6.8
COc1cccc(OCc2cccc3nnc(NC4CCCC(N5CCOC[C@@H]5C5CC5)C4c4ccccc4F)n23)c1,0.277,5.0,-7.5,-6.1,-6.8
COc1cccc(CNC2C[NH+](CC(Cl)[C]c3ccncc3Cl)CC2Nc2cccnc2Cl)c1,0.2832,5.0,-7.1,-6.5,-6.8
Cc1cc(C(=O)N2C(Cn3ccnn3)C([C@@](C)(O)c3ccccc3)CC2N2CCOCC2)sc1-c1c[nH]c(-c2ccsc2[C@@H](C)O)c1,0.1887,5.0,-7.8,-5.8,-6.8
C[C@H]1CCC[NH+](OC(c2ccccc2F)c2csc3ccccc23)C1,0.7325,3.2,-7.0,-6.5,-6.75
O=C(Nc1cccnc1Cl)c1nc(C2CC2)c(C2[C@H](C[C@H]3CCCNC3)OC[C@H]3CCCN23)s1,0.5623,5.0,-7.0,-6.5,-6.75
CCC=Cc1cc([C@@H]2Cc3c(C[NH+]4CCCC[C@@H]4C)cccc3S2)co1,0.7956,3.4,-6.3,-7.2,-6.75
Cc1ccc(Nc2ccc(Cl)cc2)c(NC(C)[C@]2(C)CCCO2)c1C(F)F,0.5715,4.3,-6.2,-7.3,-6.75
Cc1cc(NN(C(=O)Cc2coc3ccc(C(C)(C)C)cc23)c2ccccc2)cnc1[C@@H]1C[NH2+]CCO1,0.3768,5.0,-7.4,-6.1,-6.75
Cc1cc(C(=O)N2CCCC2)sc1-c1c[nH]c(-c2c(NNc3ncccn3)csc2[C@@H](C)O)c1,0.2599,5.0,-6.9,-6.6,-6.75
CCO[CH]C(CNS(=O)(=O)C[C@@H](C)CCO)(Oc1c(F)cccc1NC(=O)c1ccccc1)C(CC)(Nc1ccc(F)cc1Cl)C(=O)c1ccccc1,0.0688,5.0,-7.6,-5.9,-6.75
CCCc1cc(O)c(C)c(O)c1N1CCC(c2cccc(C(=O)OC)c2)CC1=O,0.7433,3.8,-6.5,-6.9,-6.7
CC(C)(C)c1ccc2occ(CC(=O)Nc3ccccc3F)c2c1,0.7319,2.2,-7.4,-6.0,-6.7
Cc1cnn(CSc2ccccn2)c1C=Cc1ccccc1,0.6499,3.2,-6.9,-6.5,-6.7
OCC(Cc1nccs1)C(Nc1ccc(Br)cc1)[NH+]1CCCCCC1,0.6396,4.8,-6.7,-6.7,-6.7
CCS(=O)(=O)C(=C(C)C)c1cc(-c2cc(-c3csc(C)n3)c(Br)s2)ccc1C,0.3784,4.1,-7.0,-6.4,-6.7
Cc1ccc([SH](CCc2nnco2)NCc2ccccn2)cc1NCc1ccc(Cl)cc1,0.273,5.0,-6.7,-6.7,-6.7
CCOc1ccc(NC2(c3nnn[n-]3)CC(=O)N(CNC(=O)c3cccs3)C(Cn3cc[nH+]c3C)C2)cc1,0.3118,5.0,-6.7,-6.7,-6.7
CC(C)NC1CCCC([N-]S(C)(=O)=O)C1C(=O)N(C(=O)NC[C@@H]1CC(Nc2cccc(Cl)c2Cl)CO1)c1cc(-c2nccn2C)ccn1,0.2485,5.0,-7.4,-6.0,-6.7
Cc1cnc(-c2cnc(N(C(=O)NC[C@@H]3CCCO3)C(=O)C3CCCCC3NC(C)C)cc2-c2nccn2C)s1,0.4072,5.0,-6.6,-6.8,-6.7
COC(=O)[C@H](C)C1CC[C@@H]2CO[C@@H](C[C@H]3CCCNC3)C(c3sc(C(=O)Nc4cccnc4Cl)nc3C3CC3)N12,0.3353,5.0,-6.8,-6.6,-6.7
Cc1cnc(NC(NS(C)(=O)=O)(c2ccccc2F)C2CCN([SH](=O)=O)CC2Nc2ccc(F)cc2C)s1,0.225,5.0,-6.6,-6.8,-6.7
CCOCCN(C)C(NC1C(S)CNCCCC1c1ccc(C(F)(F)F)cc1[C@@H](C)C(=O)O)c1cccs1,0.1652,5.0,-7.3,-6.1,-6.7
O=C(Cc1ccccc1S(=O)(=O)N1CCCCC1)Nc1ccc2c(c1)S[CH]C2,0.8055,4.6,-6.8,-6.5,-6.65
C[NH2+]c1nc(C2CC2)c(C2[C@H](C)OC[C@H]3CCC([C@@H](C)C(=O)OC)N23)s1,0.791,4.6,-6.4,-6.9,-6.65
O=C(NCc1cccnc1)C(CC(=O)N1CCSCC1)[C@H]1CN2CC(Cc3ccccn3)C[C@@H]2CO1,0.5825,5.0,-6.9,-6.4,-6.65
CCOCc1cc(Cc2ccncc2)c(Nc2ccc(C(C)=O)c(N3C[C@@H](C)O[C@H](C)C3)c2)o1,0.428,5.0,-7.4,-5.9,-6.65
CN1C[C@H](c2cc(Br)ccc2NC(C(CO)Cc2nccs2)[NH+]2CCCCCC2)CC1=O,0.499,5.0,-6.9,-6.4,-6.65
Cc1cnc(NC(NS(C)(=O)=O)(c2ccccc2F)C2CCN([SH](=O)=O)CC2)s1,0.4265,5.0,-6.3,-7.0,-6.65
COc1cccc(CNC2C[NH+](CC(Cl)[C]c3ccncc3Cl)CC2Nc2cccnc2)c1,0.3858,5.0,-6.8,-6.5,-6.65
CC(C)[C@H](O)CC(CC(=O)N(c1ccc(F)cc1CS(=O)(=O)NC1CC1)C1CCCCCC1)[C@@H](C)N,0.3537,5.0,-7.1,-6.2,-6.65
C[C@@H](c1ccsc1)C1(SCCCc2nc(C3CC3)no2)CNCCC1C(=O)NNc1ccccc1,0.2473,5.0,-7.0,-6.3,-6.65
C[NH2+]c1nc(C2CC2)c(C2[C@H](C)OC(Cc3ccccc3OCNc3ccc4c(c3)COC4)[C@H]3CCC([CH]C(=O)OC)N23)s1,0.2377,5.0,-6.8,-6.5,-6.65
Cc1ccc(-c2ccc3c(c2)OC(C(=O)NC2CCCC2)C=C3)cn1,0.9263,2.7,-6.7,-6.5,-6.6
C[NH+](C)c1ccc(Cc2ccc(F)c(F)c2)c2c1C=CC(C(=O)NC1CCCC1)O2,0.7909,4.3,-7.1,-6.1,-6.6
Cc1cc(Nc2sc(C3CC3c3ncon3)nc2C(C)(C)C)n(C)n1,0.762,4.4,-6.7,-6.5,-6.6
CC([CH]O[C@H]1COc2ccccc2O1)(Oc1ccc(C#N)cc1)c1csnn1,0.6302,5.0,-6.8,-6.4,-6.6
Cc1ccc(Nc2cc([C@@H]3CCO[C@@H]3C)c([C@@H]3CCCC[NH+]3C)cc2CCC=O)nc1,0.6648,5.0,-6.6,-6.6,-6.6
C[C@@H]1C[C@H](C)CN(c2ccsc2[C@@H](O)c2coc3ccc(C(C)(C)C)cc23)C1,0.5588,2.7,-7.2,-6.0,-6.6
N#Cc1ccc(ONN(c2ncc(Cc3nnc4ccccn34)s2)C2[CH]OCCC2)cc1,0.4318,5.0,-6.7,-6.5,-6.6
C[C@@H](C(=O)O)c1cc(C(F)(F)F)ccc1C1CCCNCC(S)C1NCc1cccs1,0.4529,5.0,-6.9,-6.3,-6.6
CCNc1cc(-c2ccccc2OC(F)F)c(COc2c(S(N)(=O)=O)ccc(-c3cnc4ccc(C)cn34)c2F)nc1Cl,0.1706,5.0,-7.2,-6.0,-6.6
C[NH+](C)c1cc(Cc2ccc(O)cc2)c(Cc2ccc(F)c(F)c2)c2c1C=CC(C(=O)NC1CCCC1)O2,0.4321,5.0,-6.7,-6.4,-6.55
Cc1cc(C)cc(OC(CC(Cc2ccc([NH+](C)C3CC3)nc2)N2CCCC[C@H]2C)NC#N)c1,0.3205,5.0,-7.2,-5.9,-6.55
Cc1cccc(Oc2coc(C(=O)N(C)[N+]3=CCCC3)c2)c1,0.8142,3.0,-6.6,-6.5,-6.55
Cc1cc(COc2ccc(C#N)cc2)cc(Cl)c1N1C[C@H](C)C(C(C)(C)C[NH+](C)C)[C@@H](C)C1,0.6227,4.5,-7.0,-6.1,-6.55
Cc1ncccc1-c1cc(C(C)(C)c2ccnc(S(=O)(=O)C(C)C)c2)c(Cl)s1,0.5182,4.1,-6.8,-6.3,-6.55
CCC(=O)Nc1ccc(Br)c(N2C[C@@H](C)C[C@H](C)C2)c1-c1cc2ccccc2o1,0.4767,3.5,-6.8,-6.3,-6.55
COc1cccc(OCc2cccc3nnc(NC4CCCCC4)n23)c1,0.7248,4.8,-6.5,-6.5,-6.5
C[C@@H]1OCCC1Cn1cc(NCc2ccccc2)c2ccccc21,0.7386,3.4,-6.2,-6.8,-6.5
Cc1ccc(C(=O)N(C)C(C)C)c(CCOc2ccc(Cl)cc2Cl)c1,0.6713,3.5,-7.1,-5.9,-6.5
CS(=O)(=O)NCC1CCN(S(=O)(=O)c2ccccc2CC(=O)Nc2ccc3c(c2)S[CH]C3)CC1,0.5512,5.0,-6.8,-6.2,-6.5
Cc1cc(COc2ccc(C#N)cc2)cc(Cl)c1N1C[C@H](C)C[C@@H](C)C1,0.7061,2.7,-6.5,-6.5,-6.5
CNC(=O)NC(C)Cc1cc(O)c(C)c(O)c1N1CCC(c2cccc(C(=O)OC)c2)CC1=O,0.4818,5.0,-6.9,-6.1,-6.5
Cc1ncccc1-c1cc(C(C)c2ccnc(S(=O)(=O)C(C)C)c2)c(Cl)s1,0.5462,4.1,-6.9,-6.1,-6.5
Cc1ccc(Cn2ccnc2C[NH+](Cc2ccccc2)Cc2ccc(F)c(Cl)c2)cc1O,0.4141,5.0,-7.2,-5.8,-6.5
CC(C)=Cc1cc(-c2cc(-c3csc(C)n3)c(Br)s2)ccc1C,0.445,2.2,-6.7,-6.3,-6.5
CCCC(CNS(=O)(=O)C[NH+](C)CC)(Oc1c(F)cccc1NC(=O)c1ccccc1Cl)[C@@H](C)OCC,0.3108,5.0,-6.4,-6.6,-6.5
CCNc1c(CNCOc2ccc(C#N)cc2)ccc([NH+]2CCC(OC)CC2)c1OC[C@@H](C)C(=O)NC,0.2417,5.0,-6.8,-6.2,-6.5
COc1ccnc(C(=O)N2CCC[C@H](C[C@@H]3OC[C@H]4CCCN4C3c3scnc3C3CC3)C2)c1,0.6126,5.0,-7.0,-5.9,-6.45
CCCSC1([C@@H](C)c2ccsc2)CNCCC1C(=O)NNc1ccccc1,0.5687,5.0,-6.5,-6.4,-6.45
COc1ccc(-c2ccc3sc(C(C)N[C@H]4CC[C@H]([NH+](C)C[C@@H](C)C#N)C4)nc3c2)cc1,0.5406,5.0,-6.0,-6.9,-6.45
CCCOc1ccc(F)c(Cc2c(-c3cc(OC)cc(OC)c3)[nH]c3ccccc23)c1,0.3608,5.0,-6.9,-6.0,-6.45
