smiles,qed,sa,egfr,her2
O=[N+]([O-])c1ccc(S(=O)(=O)NCC[NH+]2CCc3[nH]c4ccccc4c3C2)cc1,0.4227,5.0000,-9.1,-9.3
O=C(Nc1ccccc1NC(=O)N1CCc2sccc2[C@@H]1C1CC1)c1ccc(F)cc1,0.5538,5.0000,-10.1,-8.3
Cc1nnc(-c2ccccc2NC(=O)N2C[C@H]3CC=CC[C@H]3C2)o1,0.8586,5.0000,-8.7,-9.7
Cc1cc(NC(=O)NNc2ncc3c(n2)CCCC3)ccc1Cl,0.7524,5.0000,-8.8,-9.6
Cc1cc2c(cc1C)O[C@H](C(=O)N(C)Cc1ccc3c(c1)OCO3)C2,0.8625,5.0000,-8.5,-9.9
C[C@@H]1CCCCN1C(=O)CSc1nc2c(c(=O)[nH]1)[C@@H](C)CN2Cc1ccccc1Cl,0.5541,5.0000,-9.4,-8.9
COc1ccc(C2=NN(C(=O)COC(=O)c3cccc(C(F)(F)F)c3)C2)cc1,0.7336,4.9809,-8.5,-9.8
O=C1CSc2ccc(C(=O)NC[C@H]3COc4ccccc4O3)cc2N1,0.8825,5.0000,-8.8,-9.5
C[C@H](C(=O)N1CCOc2ccccc2C1)c1c[nH]c2ccc(Br)cc12,0.692,5.0000,-8.5,-9.8
O=C(NC[C@@H](c1ccc(Cl)cc1)c1ccc(F)cc1)N(Cc1ccc(O)cc1)C1CC1,0.4975,5.0000,-9.3,-9.0
Cc1ccc([C@@H](CNC(=O)Nc2cc(C(C)(C)C)on2)N2CCOCC2)cc1,0.8224,4.9223,-9.2,-9.1
COc1ccc(NC(=O)N2CCC3(CC2)Nc2ccccc2N(C)C3=O)cc1,0.8394,5.0000,-8.6,-9.7
CCOc1ccc2nc(NC(=O)c3c[nH]nc3-c3ccc(NC(C)=O)cc3)sc2c1,0.4301,5.0000,-8.9,-9.3
COc1ccc(-n2nc(C(=O)NCc3ccc4c(c3)OCO4)cc2C#N)cc1C,0.7193,5.0000,-8.8,-9.4
O=C(CS(=O)(=O)c1ccccc1)N1CCC(c2nc3ccccc3s2)CC1,0.6725,5.0000,-8.6,-9.6
CN(Cc1ccc(F)cc1)C(=O)c1ccc(/N=C(/Nc2ccccc2)N2CCOCC2)cc1,0.4622,5.0000,-8.9,-9.2
Cc1ccccc1-c1cc(NC(=O)[C@H]2CSC(=O)N2)ccc1F,0.9045,4.9708,-8.4,-9.7
COc1cc(Br)ccc1[C@@H]1C(C#N)=C(N)Oc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc21,0.498,5.0000,-9.0,-9.1
CC1(C)CN(C(=O)c2cccc(Br)n2)C[C@H]1C(=O)N1CCN(c2ccccc2)CC1,0.6453,5.0000,-8.5,-9.6
CC(C)C[C@@H](Cc1ccccc1)NC(=O)C(=O)Nc1cnc(-c2ccccc2)s1,0.5657,4.9422,-8.2,-9.9
COc1ccc([C@H](C)NC(=O)N[C@@H]2CCCC[C@@H]2OC2CCCC2)cc1F,0.768,5.0000,-8.8,-9.2
O=C(C[C@@]1(O)C(=O)N(Cc2ccccc2F)c2ccccc21)c1ccccc1,0.6897,5.0000,-9.0,-9.0
C[C@@H](NC(=O)N1CCN(C(=O)NC2CCCC2)CC1)c1ccc(-c2ccccc2)s1,0.7583,5.0000,-8.8,-9.2
CCOC[C@H]1CCN(C(=O)c2ccc(N3NC(=O)Nc4ccc(F)cc43)cc2)C1,0.8084,5.0000,-8.5,-9.5
COc1ccc(NCc2nnc3n2CCN(Cc2cccc(F)c2)CC3)cc1F,0.6898,5.0000,-8.8,-9.2
CC(=O)c1cc(S(=O)(=O)NCCC2=CCCCC2)c2ccccc2[nH+]1,0.636,4.9305,-8.9,-9.0
O=C(c1ccccc1)N1CCC(NC(=O)N2CC(C3CCCC3)C2)CC1,0.9056,5.0000,-8.8,-9.1
Cc1cc(S(=O)(=O)NCc2n[nH]c(-c3cccnc3)n2)ccc1N1CCOCC1,0.6282,5.0000,-8.8,-9.1
Cc1noc(CN2CCN(C(=O)[C@@H]3CC(=O)N(c4ccccc4C#N)C3)CC2)n1,0.7597,5.0000,-8.7,-9.2
CS(=O)(=O)N1CCN(C(=O)c2cc(-c3ccccn3)n(-c3ccccc3)n2)CC1,0.6514,5.0000,-9.0,-8.9
N#CCCN(Cc1ccccc1)C(=O)[C@@H]1CC(=O)N(CCc2ccccc2)C1,0.7124,4.8443,-8.4,-9.4
CC(=O)c1ccc(S(=O)(=O)Nc2ccc(NC(=O)c3ccoc3C)cc2)cc1,0.6138,4.9917,-8.8,-9.0
Cc1cc(C)nc(N2CCN(C(=O)[C@H](C)NS(=O)(=O)c3ccc(Cl)cc3)CC2)n1,0.7653,5.0000,-8.5,-9.3
C[C@@H]1Sc2ccc(C(=O)N(C)c3ccc(Cl)c(Cl)c3)cc2NC1=O,0.8203,4.7340,-8.3,-9.5
Cc1ccc(NCC(=O)Nc2ccccc2C(=O)C(C)C)cc1C,0.7833,4.5443,-8.5,-9.3
COc1ccc([C@H]2[C@@H]3[NH+]=c4ccc(O)cc4=C3N=C(O)CN2C(=O)C2(C#N)CCC2)c(OC)c1,0.5801,5.0000,-9.2,-8.6
O=C(CCn1c(=O)oc2ccccc21)NNc1ccc(F)c(F)c1,0.7032,4.9822,-8.7,-9.1
CCc1ccc(-c2csc(NC(=O)Cc3ccc([N+](=O)[O-])cc3)n2)cc1,0.5147,5.0000,-8.6,-9.2
Cc1cnc2c(c1)n(CC(N)=O)c(=O)n2CC(=O)NCc1ccccc1,0.6639,5.0000,-8.7,-9.1
Cc1ccc2cccc(Oc3ncnc(N4CCO[C@@H](C)C4)c3[N+](=O)[O-])c2[nH+]1,0.5045,5.0000,-8.1,-9.7
Cc1cc(I)ccc1NC(=O)/C=C/c1c(Cl)nc2ccccn12,0.4825,4.7670,-8.4,-9.3
Cc1cc(NC(=O)CSc2nc3sc4c(c3c(=O)[nH]2)CCC4)no1,0.5462,5.0000,-8.6,-9.1
O=C(COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)Nc1ccc(F)cc1,0.7105,5.0000,-8.5,-9.1
O=C1CCN(C(=O)COc2cccnc2Cl)c2ccccc2N1,0.8771,5.0000,-8.7,-8.9
COC(=O)c1ccc(Cl)c(NC(=O)c2ccc(-c3cn[nH]c3)cc2)c1,0.6976,5.0000,-8.4,-9.2
Cc1c(C(=O)N(C)Cc2ccccc2C)nnn1-c1ccccc1,0.7418,5.0000,-7.7,-9.9
CCc1nc2n(n1)CCC[C@@H]2Nc1ccn(-c2ccccc2)n1,0.8047,5.0000,-8.6,-9.0
O=C1N[C@]2(Cc3ccccc3O2)C(C(=O)NC2CCCCC2)N=C1c1ccc(Cl)cc1,0.7718,5.0000,-9.0,-8.6
CC(=O)Nc1ccc(CC(=O)N[C@H]2c3ccccc3C[C@@H]2C)cc1,0.9077,5.0000,-8.3,-9.3
Cn1ncc(S(=O)(=O)NCc2ccc3c(c2)OCO3)c1-c1ccc(F)cc1,0.7248,5.0000,-8.2,-9.4
O=C(NCCCN1CCCCCC1=O)N(Cc1ccccc1)c1ccccn1,0.7467,5.0000,-8.6,-9.0
CC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)cc1,0.8293,5.0000,-8.1,-9.4
CC(C)(C)c1cc(NC(=O)Cn2nc3cccnc3n2)n(-c2ccccc2)n1,0.5922,5.0000,-8.4,-9.1
C[C@@H](CNC(=O)Nc1ccc(-n2ncc3c(C)nn(C)c23)nn1)C(=O)[O-],0.6183,4.7914,-8.3,-9.2
COc1ccc(-c2nc(SCC(=O)c3ccc(C)c(C)c3)no2)cc1,0.4846,5.0000,-8.0,-9.5
Cc1cccc(OCCCC(=O)N2CCC[C@H]2c2cccc(F)c2)c1,0.7155,5.0000,-8.4,-9.1
Cc1nc(C2CCN(C(=O)NCCc3ccccc3F)CC2)no1,0.9342,5.0000,-8.4,-9.1
C[C@@H](CCc1ccco1)NC(=O)NCC1(c2ccc(F)cc2)CCOCC1,0.7751,4.8607,-8.9,-8.6
CCn1c(CN2CC[NH+]([C@H]3CCN(C(=O)C4CCC4)CC3)C2)nc2ccccc21,0.8333,5.0000,-8.0,-9.5
O=C(NC[C@@H](c1ccc2c(c1)OCO2)N1CCCCCC1)OCCS(=O)(=O)c1ccccc1,0.6254,5.0000,-8.4,-9.1
COc1ccc(CNC(=O)N2CCC[C@@H]2c2ccc(Cl)c(F)c2)cc1,0.8674,5.0000,-8.4,-9.1
Cc1cccn2c(=O)cc(CN(C)Cc3ccc(C(N)=O)cc3)nc12,0.7693,5.0000,-8.8,-8.7
Cc1ccc(N(Cc2ccccc2[N+](=O)[O-])[C@@H]2CCS(=O)(=O)C2)c(Cl)c1,0.5695,4.7106,-8.6,-8.8
CC(=O)Nc1ccc(Cl)c(NC(=O)c2cccc(NC(C)=O)c2)c1,0.792,4.7255,-8.5,-8.9
COc1ccccc1NC(=O)[C@@H](C)Sc1nnc(Cc2ccc(Cl)cc2)n1N,0.4518,4.9808,-8.4,-9.0
C[C@@H](C(=O)Nc1ccc(CNC(N)=O)cc1)c1cccc(F)c1,0.7924,4.4947,-8.5,-8.9
c1ccc(C[C@@H]2CCC[C@H]2[NH2+]C[C@@H]2CN3CCCC[C@@H]3CO2)cc1,0.8973,5.0000,-8.5,-8.8
Cc1ccc2[nH]c3c(c2c1)CCC[C@H]3N[C@@H]1CC[NH+]2CCCC[C@H]12,0.7796,5.0000,-8.3,-9.0
CCOC(=O)c1ccc(N[C@H]2CC(=O)N(c3ccc(Cl)c(C(F)(F)F)c3)C2=O)o1,0.5719,4.8911,-7.9,-9.4
O=C(NC1=NCCS1)c1ccc(OCc2ccc(F)cc2F)cc1,0.9216,4.9455,-8.4,-8.9
CCn1cc(Br)c(CNC(=O)Cn2c(=O)n(C)c3cc(C)c(C)cc32)n1,0.6884,4.8946,-8.3,-9.0
CC(=O)N1CCCN(C(=O)c2cn(-c3ccccc3C)nn2)CC1,0.8327,5.0000,-8.2,-9.1
Cn1c(=O)c2c(nc(N3CCN(Cc4ccccc4)CC3)n2Cc2ccco2)n(C)c1=O,0.4724,5.0000,-8.8,-8.4
C[C@H](NS(=O)(=O)c1ccc(CC#N)cc1)c1nc2cc(Cl)ccc2n1C,0.7256,4.8202,-8.3,-8.9
CC[C@H](c1ccccc1)N(C)C(=O)Nc1ccccc1-n1nc(C)cc1Br,0.5799,4.8693,-8.5,-8.7
Cc1cccc(C(=O)/C(C#N)=C/c2cccc([N+](=O)[O-])c2)c1C,0.2808,4.1102,-8.0,-9.2
O=C(C[C@H](O)c1ccccc1)Nc1nc2ccc(Br)cc2s1,0.7191,5.0000,-8.6,-8.5
COC(=O)CNC(=O)c1nn(-c2ccccc2C)c(=O)c2sccc12,0.7173,5.0000,-8.4,-8.7
CCc1ccc2nc(N(C[C@H]3CCCO3)C(=O)CC(C)C)sc2c1,0.7776,4.9546,-8.3,-8.8
C[C@@H]1CCC[C@H](NC(=O)C(=O)Nc2cc(S(C)(=O)=O)ccc2Cl)[C@H]1C,0.7808,4.3013,-8.0,-9.1
Cc1nc(-c2n[nH]c3c2C[C@@H](CC(=O)NC2CC2)C3)c2c(C)c(C)[nH]c2n1,0.6626,5.0000,-9.0,-8.0
C/C(=N\NC(=O)c1ccc([N+](=O)[O-])cc1)c1cccc(O)c1,0.5136,4.2415,-8.2,-8.8
O=C(NC(=S)Nc1ccnc2[nH]ncc12)c1ccc([N+](=O)[O-])cc1,0.3773,4.7426,-8.2,-8.8
CC[C@@H](C)[C@@H](C)N(C(=O)CCCn1c2ccccc2c(=O)c2ccccc21)CCC,0.4336,4.8818,-8.1,-8.9
C[C@H]1CCC[C@@H](C[NH2+][C@@H]2CCc3ccccc3[C@@H]2O)C1,0.8725,4.9701,-8.5,-8.5
CC(C)(C)CNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(F)(F)F,0.7582,4.1526,-8.3,-8.7
O=C(COc1ccccc1)Nc1cccc(OCc2ccccc2)c1,0.7018,5.0000,-8.3,-8.7
O=C(CSc1nccc(=O)[nH]1)N/N=C/c1cc([N+](=O)[O-])ccc1[O-],0.2446,4.1199,-8.1,-8.9
COC(=O)[C@H]1CN(C(=O)Nc2ccc(Oc3ccccc3C#N)cc2)C[C@H]1C,0.8193,4.9341,-8.3,-8.7
Cc1nsc(N2CCCN(C(=O)c3ccc(-n4cccc4)cc3)CC2)n1,0.7141,5.0000,-8.4,-8.5
C[C@H]1Cc2ccccc2N1CC(=O)NCc1cccc(Cl)c1,0.9377,5.0000,-8.0,-8.9
COc1cc(C(=O)NCc2ccc(C[NH+]3CCCCC3)cc2)cc(OC)c1OC,0.7146,5.0000,-8.5,-8.4
CCCn1nc(C(=O)NC2(C(N)=O)CCCCC2)c2cc(OC)c(OC)cc2c1=O,0.7081,4.9451,-8.6,-8.3
CCCc1c(C(=O)N2CCC[C@H]2COC)cnn1-c1nc2c(c(=O)[nH]1)CCC2,0.8161,5.0000,-8.5,-8.4
N#CCc1ccc(NCC(=O)NCc2cccc3cccnc23)cc1,0.7281,4.9234,-8.0,-8.9
CCc1ccc2oc(-c3ccc(NC(C)=O)cc3[N+](=O)[O-])nc2c1,0.5787,5.0000,-7.8,-9.1
C[C@H](NC(=O)CC1(O)CCCCC1)c1cc(=O)[nH]c2ccccc12,0.8069,4.9544,-8.2,-8.7
O[C@@H](Cc1c[nH]c2ccc(F)cc12)c1ccc(Cl)c(F)c1,0.7401,4.8795,-8.4,-8.5
CCCc1cc(C(=O)Nc2ccc(OCc3cccnc3)c(C)c2)[nH]n1,0.6772,5.0000,-8.0,-8.8
CCCn1ncc(C(=O)N2CCC[C@H](c3cc4c(cc3CC)COC4)C2)c1C#N,0.7764,5.0000,-8.3,-8.5
O=C(NC[C@H](O)c1ccccc1)Nc1ccc(Cl)c(C(F)(F)F)c1,0.7662,4.4337,-8.0,-8.8
O=C(NCCCn1cc[nH+]c1)Nc1cccc(C(=O)N2CCCC2)c1,0.7844,5.0000,-8.5,-8.3
CC1(C)C[C@@](C#N)(C(=O)c2cccc([N-]S(C)(=O)=O)c2)c2ccccc21,0.7646,4.4736,-8.5,-8.3
Cc1cccc(O[C@@H](C)C(=O)N(Cc2ccccc2)Cc2ccco2)c1,0.6267,5.0000,-8.2,-8.6
CNC(=O)c1cccc(/N=C\c2cc(C)ccc2O)c1,0.8408,4.2579,-8.2,-8.6
CS(=O)(=O)c1cnc(C2CC[NH+](Cc3cc(Cl)cc(Cl)c3Cl)CC2)nc1,0.7501,4.9220,-8.1,-8.7
Cc1cc(C)nc(N2CCC(c3ccccc3)CC2)n1,0.8339,5.0000,-8.1,-8.7
COc1ccc(S(=O)(=O)c2cccnc2)c(C)c1NC(=O)c1ccccn1,0.7274,5.0000,-8.7,-8.1
Cc1cncc(NC(=O)C(=O)NCc2ccc(-n3ccnc3)c(Cl)c2)c1,0.6913,5.0000,-8.0,-8.7
O=C1CN(c2ccc(NC(=O)[C@@H](c3cccs3)N3CCOCC3)cc2N2CCCOC2)CC1,0.6959,5.0000,-7.8,-8.9
COC(=O)COc1ccc2c(c1C)O/C(=C/c1ccc(Cl)cc1)C2=O,0.6139,4.8808,-8.1,-8.6
Cc1nc([S-])sc1CC(=O)Nc1nc(-c2cccnc2)ccc1[O-],0.7198,5.0000,-8.0,-8.7
C[C@@H](Sc1nnc(-c2ccccc2)s1)C(=O)N1CCN(c2nccs2)CC1,0.5924,5.0000,-8.1,-8.6
CC(=O)N1C[C@@H](C)[NH+](C2CCN(CCCc3ccccc3)CC2)C1,0.8779,5.0000,-8.0,-8.7
COc1cc(CN2CCN(c3nc(C)cc(C)n3)CC2)ccc1O,0.9276,5.0000,-8.2,-8.5
CCOC(=O)c1cccc(NCc2ncc(-c3cccc(F)c3)o2)n1,0.6895,5.0000,-8.1,-8.6
CCOc1ccc([C@@H](C)[NH+](C)Cc2csc(N(C(C)=O)c3ccc(F)cc3)n2)cc1,0.5866,4.9398,-8.3,-8.3
Clc1cccc(-c2nnc(-c3cccc(Cl)c3)o2)c1,0.686,5.0000,-8.1,-8.5
CCOCc1ccc(C(=O)NC(=S)Nc2ccc(Cl)c(C(=O)[O-])c2)cc1,0.7345,4.4483,-7.9,-8.7
CCCC1=NN(c2ccc(C)cc2)C(=O)/C1=C\NC[C@@H]1CCCO1,0.8167,4.6973,-8.1,-8.5
CCNc1nnc(S[C@H](C(=O)N2CCCC2)c2ccccc2)n1-c1ccc(OC)cc1,0.5336,5.0000,-9.0,-7.6
COCCCN1NC(=O)[C@@H](CC(=O)Nc2cccc([N+](=O)[O-])c2)S/C1=N\c1ccc(Br)cc1,0.2832,4.6520,-8.4,-8.2
CCN(CC)C(=O)C1CCN(c2ccc(-c3noc(C4CC4)n3)c[nH+]2)CC1,0.7808,5.0000,-8.1,-8.5
C[C@@H](c1nc(-c2ccccc2)no1)N(CCn1cccn1)C(F)(F)F,0.6362,4.5326,-8.1,-8.5
Cc1ncccc1NC(=O)C(=O)NCc1cccc(C[S@](C)=O)c1,0.8045,4.1281,-8.1,-8.5
C[C@@H]1CCN(C(=O)CN2C(=O)COc3ccc([N+](=O)[O-])cc32)C[C@@H]1O,0.6297,4.8693,-8.1,-8.5
CC(C)Cn1c(C2CCN(C(=O)[C@@H](O)CC3CCC3)CC2)nc2ccccc21,0.8216,5.0000,-8.0,-8.6
CCC[C@H](Cc1ccccc1)Nc1ncnn1-c1ccc(OC)c(OC)c1,0.6175,4.9695,-8.2,-8.4
C[NH+](C)[C@@H]1CC[C@@H](NC(=O)C(=O)N(Cc2ccccc2)C[C@H](O)C2CCCCC2)C1,0.5838,4.8846,-8.9,-7.6
CC(C)NC(=O)c1cccc(CN2CCCC3(C2)OCCO3)c1,0.9242,5.0000,-7.9,-8.6
C[C@H](CNC(=O)[C@H](C)N1CCOCC1)[NH+]1CCc2ccccc2C1,0.7886,5.0000,-7.6,-8.9
COc1ccc(S(=O)(=O)NCC(=O)N2[C@H]3CCCC[C@H]2C3(C)C)cc1OC,0.7965,4.9942,-7.7,-8.7
CC(C)(CNC(=O)N1CCOC(C)(C)C1)c1ccccc1,0.9298,4.2258,-8.1,-8.3
CC1CCC(N2CCN(Cc3ccc(Cl)c(F)c3)CC2)C(=O)O1,0.792,5.0000,-7.9,-8.5
C[C@@H]1C[C@H]1C(=O)N1CCN([C@H]2CC[NH+](Cc3ccccc3)C2)CC1,0.8787,5.0000,-7.8,-8.6
Cc1ccc(C(=O)CSc2nnc(C3CC3)n2C)c(C)c1,0.6279,5.0000,-7.8,-8.6
O=C([C@@H]1CCCC1=O)N1CCO[C@H](c2ccccc2)C1,0.7738,4.9284,-7.6,-8.8
COc1cc(CCNC(=O)N2CC[NH+](Cc3ccc(Cl)s3)CC2)c(OC)cc1Cl,0.6699,5.0000,-7.7,-8.7
Cc1noc([C@H]2CCCN2S(=O)(=O)c2ccccc2)n1,0.8636,4.9450,-8.3,-8.1
Cn1cc(NC(=O)C2CCN(S(=O)(=O)c3ccc(Cl)s3)CC2)cn1,0.8694,4.9613,-7.8,-8.6
CCC1(C)CCN(C(=O)Nc2ccccc2N2CCOCC2)CC1,0.9208,5.0000,-8.3,-8.1
CCOC(=O)c1ccc(NC(=O)[C@@H](C)Oc2ccc(CC)c(OC)c2)cc1,0.7139,4.5646,-7.7,-8.7
FC(F)(F)c1ccc(-c2cnc(-c3cnccn3)o2)cc1,0.72,4.8034,-8.3,-8.1
Cc1cccc([N-]S(=O)(=O)c2cc(C)c(C)c(Br)c2C)c1,0.7599,4.4321,-7.8,-8.5
O[C@@H](Cc1nc(-c2cccc(Cl)c2)no1)c1ccccn1,0.8016,4.8606,-7.8,-8.5
Cc1cccc(C)c1N[C@@H](C)C(=O)NCC1CCCCC1,0.865,4.5599,-7.9,-8.4
CCC[C@@H]1[C@H](C)CCCN1C(=O)c1ccnc(OC2CCCCC2)c1,0.7678,5.0000,-7.9,-8.4
COc1cccc([C@@H]2NC(=O)NC3=C2C(=O)O[C@@H](c2ccccc2)C3)c1OC,0.7967,5.0000,-8.8,-7.5
COc1ccc(OC)c(NC(=O)N(C)CC(=O)c2ccc(F)cc2)c1,0.8159,4.5171,-7.6,-8.7
C[NH+](Cc1ccccn1)Cc1ccc(C(=O)N2CCN(C)C[C@@H]2C(N)=O)cc1,0.7081,5.0000,-8.1,-8.2
O=C(Nc1cccc(Cl)c1)c1csc(-c2ccoc2)n1,0.7842,4.9924,-7.8,-8.4
O=C(Cc1ccc(Br)s1)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,0.7683,4.9924,-8.0,-8.2
Cc1cccc(NC(=O)C(=O)NCCC[NH+]2CCC(C)CC2)c1C,0.5577,4.6291,-7.7,-8.5
O=C(Nc1nc(-c2ccco2)cs1)[C@H]1CCCN1C(=O)c1ccco1,0.7742,5.0000,-8.1,-8.1
O=C(Cc1ccc(-n2cnnn2)cc1)NC1CCCCC1,0.9268,5.0000,-8.0,-8.2
Cc1ccc(Cl)cc1N1CCN(C(=O)CCCSc2ccccc2)CC1,0.5206,5.0000,-7.6,-8.6
Cc1cc(N2CCC[C@H]2C(=O)NC[C@H]2CCCO2)ccc1C(N)=S,0.7964,4.9670,-7.9,-8.2
NC(=O)[C@H]1CN(c2nc(-c3ccc(F)cc3)ns2)C[C@H]1CO,0.8714,4.7596,-7.8,-8.3
COc1ccc(NC(=O)C[C@H](O)c2ccccc2)cc1[N+](=O)[O-],0.6299,4.4755,-7.8,-8.3
COc1ccc(CCCC(=O)N2CCC[C@@H]3CCC[C@@H]32)cc1F,0.8223,5.0000,-7.4,-8.7
Cc1cc(NC(=O)N[C@H](C)CCc2ccccc2)no1,0.8791,4.4794,-7.9,-8.2
C[C@@H](CC(=O)N(C)c1ccc(F)cc1)C(=O)[C@H]1CC=CC[C@@H]1C(=O)[O-],0.735,4.0824,-7.7,-8.4
Cc1ccc(CC(=O)N(Cc2ccncc2)C2CC2)cc1F,0.8486,5.0000,-8.1,-7.9
C[C@@H](NC[C@](C)(O)c1ccc(F)c(F)c1)c1ccc(N)cc1,0.744,4.1155,-8.0,-8.0
CCn1c(C[NH+]2CCC(OC[C@@H]3CCCCC3=O)C2)cccc1=O,0.8378,4.8380,-7.8,-8.2
