smiles,QED,SA,EGFR_Docking,HER2_Docking
Sc1cc(S(=O)(=O)N2CCc3ccccc3C2)[nH]n1,0.7240,3.8750,-8.85,-8.6
S=C1CCCCN1c1ccc(NC(=O)C2=CCCC2)cc1,0.7550,3.5390,-9.05,-9.9
SC(/N=C/c1ccc2c(c1)OCCO2)c1ccccc1,0.5910,3.9750,-8.85,-8.8
Sc1ccc(C(=O)N2CCC[C@@H]2c2nccs2)cc1,0.7600,3.8790,-8.55,-7.1
S=C(NCCc1cccs1)NC[C@@H](c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,0.3800,3.6830,-9.2,-9.6
Sc1ccc(-c2cccnc2)cc1,0.5770,2.9770,-8.25,-7.5
S=C(c1ccc(Br)cc1)N1CCCC1,0.6210,2.9250,-8.15,-7.3
S[C@@H]1CCCN(Cc2nc(-c3cccs3)nc3nccn23)C1,0.6500,4.4710,-8.75,-7.6
S[C@H]1CC[C@@H](c2ccccc2)O1,0.5540,4.3650,-7.8,-6.9
[C@H]1CCCC[C@@H]1OCc1nc2ccccc2s1,0.7170,4.1840,-8.55,-9.1
[C@H](C)c1ccc(N/C=C2\Oc3c(c4c([nH]c5ccccc45)C3)C(=O)C2)cc1,0.5990,4.4160,-9.5,-11.8
[C@H](C)c1ccccc1O[C@H]1CCc2c(sc(N)n2)C1,0.8340,4.3880,-8.95,-8.8
[C@H]1C[C@@H]2CCC[C@@H]2C(=O)N1CCNC(=O)c1ccccc1,0.8220,4.3280,-9.05,-9.7
[C@H]S(=O)(=O)c1ccc(F)cc1C(=O)NNC(=O)c1cccc(F)c1F,0.5340,3.6010,-9.4,-9.9
[C@H]Oc1ccc(NC(=O)c2cccc(C#N)c2)cc1Br,0.8350,3.3780,-8.8,-9.6
[C@H]Oc1ccccc1NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2)C1,0.8010,3.6670,-9.6,-9.3
[C@H]1C=C/C(=N\Nc2ccc(F)cc2)C(=O)N1c1ccccc1,0.7820,3.6590,-9.15,-10.3
N#CC1[C@H]2CCCC[C@H]2C(=O)N1c1ccc(F)cc1,0.6770,4.4020,-8.7,-7.8
O=C1CCCC(=O)N1CCOc1ccc(F)cc1,0.6660,2.8450,-8.6,-8.7
[C@H]Oc1ccc(CCC(=O)OCC(=O)NCc2ccc(Cl)cc2)cc1,0.6350,3.2050,-8.5,-9.2
[C@H]1C(=O)NC2=C(C(=O)CCC2)[C@@H]1c1ccc(OC(F)(F)F)cc1,0.8100,4.3420,-9.2,-9.8
[C@H](C)C(=O)Nc1cccc(Br)c1[N+](=O)[O-],0.5780,3.7240,-8.15,-7.0
[C@H]1C(=O)C(=O)NC(=S)N1c1ccccc1Cl,0.5050,3.9250,-8.35,-7.1
[C@H]Oc1ccc(Cl)c(NC(=O)[C@@H]2CC(=O)N(c3ccccc3[N+](=O)[O-])C2)c1,0.5260,4.0130,-9.4,-9.4
[C@H]Oc1ccc(Nc2nc(CSc3ncn[nH]3)cs2)cc1OC,0.5340,3.9120,-8.55,-9.2
[C@H](CNC(=O)c1cccc(OCc2ccccc2)c1)NC[C@@H]1CCS(=O)(=O)C1,0.5290,3.9930,-9.2,-9.8
[C@H]1CCCC[C@@H]1NC(=O)CN(C)C(=O)c1cccc(Cl)c1,0.8290,3.9760,-8.7,-9.2
[C@H](S)C(=O)Nc1ccc(NC(=O)c2cccc(Cl)c2)cc1,0.6540,3.0510,-8.75,-9.6
[C@H]OC(=O)c1cc(C)cc(Oc2cccc(C(=O)NC3CCCCC3)c2)c1,0.6820,3.4000,-9.35,-11.0
[C@H](C#N)Nc1ncc(Cl)c2ncccc12,0.7390,4.0760,-8.05,-7.1
[C@H](C(N)=S)N(Cc1ccc(Cl)cc1)C1CCOCC1,0.7480,3.8940,-8.35,-6.9
[C@H](NC(=O)CCc1ccccc1)c1cccc(NN)c1,0.4560,3.4140,-9.1,-9.5
[C@H](C)CNC(=O)NC1CCCCC1,0.5880,3.4660,-8.15,-7.2
[C@H]1C[C@](C#N)([C@H]2CCCN(c3cccc(F)c3)C2)C1,0.7100,4.3500,-8.9,-8.9
[C@H](CNC(=O)[C@@H]1CCCN1C(=O)c1cccc(C(F)(F)F)c1)N1N=C(c2cccnc2)N=N1,0.5070,4.3810,-9.4,-10.2
[C@H]Oc1ccccc1-c1nnc(SC2CCCCC2)o1,0.7430,3.8060,-8.9,-9.9
[C@H](C)NC(=O)c1ccccc1N(C)Cc1c(F)cccc1F,0.8160,3.5860,-8.95,-7.9
[C@H]Oc1ccc(CNC(=O)/C=C/c2ccc(Cl)cc2Cl)cc1,0.7250,3.4220,-8.85,-9.2
[C@H](C)c1ccccc1Oc1ccccc1OCC#N,0.7090,3.3450,-8.5,-8.7
[C@H]1CC[C@H](C(=O)N2CCC(OCc3ccco3)CC2)C1,0.7490,4.2220,-8.6,-8.2
[C@H](C#N)NC(=O)CCN1C(=O)c2ccccc2C1=O,0.6930,3.6210,-8.6,-8.3
[C@H]1C(C)(C)O[C@@H]1C(=O)NCC(=O)Nc1ccc(F)cc1OCc1ccccc1,0.6680,3.8950,-9.25,-9.8
Cc1cc(F)cc(NCCn2ccc(C(=O)N3CCN(c4ccccc4)CC3)n2)c1C,0.5590,3.3370,-9.5,-10.1
O=C(NCc1cn(Cc2cccnc2)cn1)c1ccc(=O)[nH]c1,0.6340,3.4820,-8.85,-9.7
Nc1ccc2c(c1)N(C)C(=O)/C(=C\c1cccc3ccccc13)C2=O,0.3210,3.2970,-9.45,-9.8
FC(F)(F)C(F)(F)Oc1cc2c(cc1Cl)OCCO2,0.6810,3.5830,-8.7,-8.3
[C@H](C)Nc1ccccc1C#N,0.5920,3.6080,-7.65,-5.7
[C@H]Oc1ccc(F)cc1CN(C)C(=O)c1cc(Cl)ccc1N,0.7790,3.5640,-9.0,-8.8
[C@H](C#N)S(=O)(=O)CC(=O)Nc1ccccc1C(C)(C)C,0.8200,3.7170,-8.65,-8.4
[C@H]Oc1ccc(OC2CCN(C(=O)NC3CC3)CC2)cc1OC,0.8060,3.5550,-8.55,-9.0
[C@H](CNc1ncnc(N(C)C)n1)c1ccccc1,0.7630,3.7070,-8.55,-8.8
[C@H]Oc1cccc(OCC(=O)NC[C@](C)(O)c2ccccc2)c1,0.7220,3.9170,-8.8,-9.6
[C@H](C)N(C)c1ccc(C(C)C)nn1,0.6100,4.2670,-8.05,-7.2
[C@H]Oc1cccc(NC(=O)N2CCC(CC(C)C)CC2)c1,0.8090,3.5030,-8.8,-9.8
[C@H]Oc1cccc2cc(NC(=O)CCNC(=O)c3ccccc3)oc12,0.6240,3.5460,-9.25,-10.2
[C@H](C)S(=O)(=O)Cc1ccc(NCc2c(F)cccc2F)cc1,0.7820,3.4290,-8.7,-9.2
[C@H](C#N)c1ccc(C(=O)N[C@@]2(C)CCOC2)cc1,0.7780,4.4770,-8.6,-8.5
[C@H]Oc1cccc(C(=O)NC[C@](C)(O)CCCCCN2CCOCC2)c1,0.5240,4.1060,-8.55,-8.6
[C@H]1CCC[C@@H]1CNC(=O)c1cnc(-c2ccccc2F)s1,0.8360,4.1750,-8.8,-9.8
[C@H]Oc1ccc(S(=O)(=O)N2CCC[C@@H](C(=O)Nc3cccc(C#N)c3)C2)cc1,0.7360,3.8910,-9.35,-9.1
[C@H](C)[C@@H](NC(=O)C1=NN(Cc2ccccc2)c2ccccc2c1=O)c1ccccc1F,0.4120,3.9550,-9.85,-9.3
[C@H]Oc1ccccc1CC[C@@H](C)NC(=O)c1cccc2cnccc12,0.6410,3.9070,-9.3,-10.0
[C@H]1C[C@](CCC(=O)NNC(=O)Cn2cccn2)CC(=O)O1,0.4820,4.4210,-8.6,-8.9
[C@H]Oc1ccc2[nH]cc(CCC(=O)Nc3ccc(Cl)cc3)c2c1,0.6280,3.3520,-8.95,-10.3
[C@H](Cc1cccc(C(F)(F)F)c1)NNC(=O)c1ccc(-c2ccccc2)cc1,0.3640,3.2460,-9.7,-12.4
[C@H]1C(C)=NC=C1C(=O)N[C@H](c1ccc(Br)cc1)C1CC1,0.8000,4.4560,-8.7,-8.0
[C@H](c1ccccc1OCCNC(=O)C1CCOCC1)c1ccc(F)cc1,0.6740,3.3630,-9.15,-10.2
[C@H]1CCC[C@](C#N)(NC(=O)c2ccnc3ccccc23)C1,0.8180,4.2360,-9.1,-9.4
[C@H]Oc1ccc(OC(=O)C[C@@H]2C=CCC2)cc1,0.3530,4.2850,-8.25,-8.5
[C@H]1CCCN(C(=O)COc2ccc(F)cc2F)C1,0.7270,3.4520,-8.75,-8.8
[C@H](C)c1nnc(CN2CCN([C@H](c3ccccc3)C(=O)NCc3ccccc3)CC2)s1,0.4900,4.0250,-9.35,-9.1
[C@H](CCC1(C(=O)[O-])CCCC1)c1ccc(Br)cc1,0.7380,4.2010,-8.7,-9.0
[C@H]Oc1cccc(NC(=O)NCc2c(F)cccc2Cl)c1,0.8010,3.3760,-8.9,-9.7
[C@H](C)c1ccc(NC(=O)CCC(F)(F)F)cc1[N+](=O)[O-],0.5660,3.5910,-8.5,-9.1
[C@H]1CCN(c2ccccc2COC2CCCCC2)C1,0.7100,3.5770,-8.7,-7.9
[C@H]#CCNC(=O)N[C@H](C)c1cccc(Cl)c1,0.6780,3.5830,-8.3,-8.3
[C@H](C)c1c(C(=O)NNc2cccc(Br)c2)cnn1C,0.7510,3.7890,-8.55,-9.2
[C@H](C)n1nncc1CNC(=O)CCc1ccc(Br)cc1,0.7810,3.7750,-8.55,-9.1
[C@H]Oc1ccc(NC(=O)[C@@H]2CCCN(c3c(C#N)cc(=O)[nH]c3C)C2)cc1,0.7680,4.3610,-9.1,-8.3
[C@H](C#N)Cn1cc([N+](=O)[O-])ccc1=O,0.4140,4.1460,-8.0,-6.7
[C@H]Oc1ccc(CC[NH2+]CC2CCN(C(=O)OC(C)(C)C)CC2)cc1,0.7050,4.3660,-8.65,-9.0
[C@H]C(C#Cc1ccc(C#N)cc1)NC(=O)CNc1cccc(F)c1,0.7500,4.1720,-8.95,-9.7
[C@H](C(=O)Nc1cccc(Cl)c1C(N)=O)C(=O)CCc1ccc(C(N)=O)cc1,0.4970,3.5100,-9.35,-9.9
[C@H]1OC[C@@H](OCC(C)(C)CC(=O)Nc2ccc(-c3ccco3)cc2)C1,0.7160,4.4350,-8.85,-9.7
[C@H](C#N)CS(=O)(=O)N1CCN(c2cnccc2F)CC1,0.7040,4.0400,-8.6,-7.4
[C@H]1C(C)(C)[C@@H]1CC[C@](C)(O)c1ccc(C(C)C)cc1,0.7150,4.4940,-8.3,-9.2
[C@H]OC(=O)c1c(N)cccc1OCc1cc(C#N)cs1,0.5890,4.0720,-8.5,-7.4
[C@H](CCCNC(=O)[C@@H]1CC(=O)N(C2CC2)C1)c1ccccn1,0.6770,4.1270,-8.5,-9.4
[C@H](C)c1ccc(Oc2ccc(C(=O)NC[C@@H]3CCCO3)cc2)cc1,0.7750,3.6180,-8.85,-10.2
[C@H]1CCC[C@@H](NC(=O)c2[nH]c3cc(F)ccc3n2)C1,0.7720,4.1820,-8.95,-9.7
[C@H]Oc1cccc(F)c1C(=O)Nc1ccccc1SCc1ccccc1,0.4930,3.3220,-9.4,-8.7
[C@H]Oc1ccc(C(C)C)cc1S(=O)(=O)NCCNS(C)(=O)=O,0.5730,3.7770,-8.35,-8.8
[C@H](C#N)c1ccnc(Cn2cncn2)c1,0.6310,4.2100,-8.1,-7.1
[C@H]1CCCN(C(=O)[C@H](C)SCC(=O)Nc2ccccc2CN2CCOCC2)C1,0.6560,4.0830,-9.0,-9.7
[C@H]1C[C@@](C#N)(Nc2ccc(C(F)(F)F)cc2)CC1,0.7700,4.4480,-8.75,-9.3
[C@H]O/N=N\c1ccc2c(c1)C(=O)N(CC(=O)N1CCN(c3ccccc3)CC1)C2=O,0.3320,3.7640,-9.2,-10.0
O[C@@H](COc1ccc(Br)c([N+](=O)[O-])c1)C(F)F,0.5690,4.0150,-8.35,-7.6
CCCC1(CCC)CCOC(=O)C1(C)C,0.5660,4.3170,-7.9,-6.0
[C@H]=C(Nc1ccccc1)c1ccccc1[N+](=O)[O-],0.5560,3.2260,-8.9,-9.1
[C@H]Oc1cc(NC(=O)CN2CC[NH+](C)CC2)c(OC)cc1OCc1ccccc1C,0.5860,4.3420,-8.9,-8.8
[C@H]Oc1ccccc1CNC(=O)Cc1ccc(CC[NH+](C)C)cc1,0.6680,4.1010,-8.95,-9.0
[C@H](c1ccccc1Br)N1CCN(S(=O)(=O)/N=C/c2ccco2)CC1,0.6100,4.2220,-9.0,-8.7
[C@H](CNC(=O)C1CCCC1)n1ncnc1C1CC1,0.7570,4.0350,-8.4,-8.9
[C@H](C)c1ccc(OCCN(C)C(=O)[C@@H]2CCCO2)cc1,0.7000,3.9680,-8.35,-8.7
[C@H]1CCCC[C@H]1NC(=O)N[C@H](c1ccc(F)cc1)c1ccccc1,0.7610,4.1140,-9.3,-10.4
[C@H](C#N)CO[C@@H]1CCN(CC(=O)N2CCCC2)C1,0.5640,4.2710,-8.05,-7.5
[C@H]c1cnn(CC(=O)Oc2c(F)cccc2F)c1C,0.5300,3.9900,-8.65,-8.5
[C@H]#CCOc1ccc(/C=N/NC(=O)C[C@@H]2C=CCC2)cc1,0.2770,4.0270,-8.5,-9.3
[C@H](CC(=O)Nc1ccccc1NC(=O)C1CCC1)c1ccc(Cl)cc1,0.6910,3.2390,-9.65,-9.6
[C@H](CCN[C@H](CO)c1ccccc1)c1ccccc1,0.6450,3.7030,-8.7,-8.8
[C@H]Oc1ccc(NC(=O)C(=O)NCC(C)(C)c2nc(C)no2)cc1,0.7040,3.9690,-8.85,-9.9
[C@H]S(=O)(=O)c1ccc(NC(=O)N(CC(C)C)C2CCOCC2)cc1,0.7840,3.6890,-8.55,-8.6
[C@H]Oc1ccc(C)cc1C(=O)Nc1nc(-c2cccnc2)cs1,0.6930,3.4700,-9.25,-9.6
[C@H](C)[C@]1(c2ccccc2)NC(=O)N(c2ccc(Cl)cc2)C1,0.8130,4.2080,-8.95,-8.2
[C@H]1C(=O)/C(=C/c2cccc3ccccc23)[C@H]2CC[C@@]12c1ccccc1,0.4800,4.4370,-10.05,-11.3
[C@H]OC(=O)C(=O)Oc1ccccc1I,0.2410,3.9290,-8.0,-6.5
[C@H](CNC(=O)c1nccnc1NC(=O)c1cccs1)[C@H]1CCCO1,0.7340,4.3730,-8.65,-8.6
[C@H]1CC(=O)N(c2ccccc2)C(=O)C1,0.5270,3.6410,-8.5,-7.8
[C@H]O/C=C/C(=O)NCc1ccn(-c2ccccc2)n1,0.5530,3.7780,-8.35,-8.6
[C@H](C)NC(=O)C[C@@H](C)Nc1ccc2ccccc2n1,0.7640,4.0530,-8.65,-9.0
[C@H]OC(=O)Cn1cc(C(=O)Nc2cc(Cl)ccc2[N+](=O)[O-])cnc1=S,0.2660,3.9930,-8.85,-8.3
[C@H]1CCCC[C@@H]1CNC(=O)c1cccnc1OC(=O)c1cccs1,0.7440,4.2090,-9.2,-9.6
[C@H](CC(=O)c1ccccc1F)c1ccc(F)c(Br)c1,0.6540,3.4650,-9.05,-9.7
O=C(NCc1ncc(-c2ccccc2)s1)c1ccc(C(F)(F)F)cn1,0.6570,3.2700,-9.15,-10.3
NC(=O)COc1cccc(/C=C/C[N+]2=CCCC2)c1,0.6860,4.1140,-8.6,-8.9
[C@H]#Cc1c(F)cccc1NCC(=O)Nc1ccc(Cl)cc1N,0.4990,3.3360,-8.8,-10.0
[C@H]1Nc2cc(OC(=O)c3cccc(S(=O)(=O)NCCC(C)C)c3)ccc2O1,0.4580,3.7720,-9.0,-9.7
[C@H]#CCNc1ccc([N+](=O)[O-])cn1,0.3250,3.5830,-7.85,-6.7
[C@H]Oc1ccc(NC(=O)C(=O)N[C@H](C)c2ccccc2F)cc1OC1CCCC1,0.6210,4.0240,-9.35,-11.3
[C@H]1CCCN(C(=O)C(=O)Nc2ccccc2N2CCCCC2)C1,0.7530,3.5330,-9.0,-9.2
[C@H]Oc1ccc(OCc2nc(-c3cccc(C)c3)oc2C)cc1OC,0.5580,3.4760,-9.1,-10.5
[C@H](C)SCCNC(=O)Cc1cc(Br)ccc1F,0.7160,3.7010,-8.0,-7.8
[C@H]1C(C)(C)C1(C)-c1ccc(NC(=O)c2ccc3ccccc3n2)cc1,0.6350,3.7950,-9.55,-11.1
[C@H](CC(=O)Nc1cccc(C(N)=O)c1)c1cc(F)ccc1F,0.7910,3.3670,-9.35,-10.9
[C@H]Oc1ccc(C2=NN(c3ccccc3OC[NH3+])C2)cc1O,0.7140,4.4580,-8.9,-8.7
[C@H](C)NC(=O)c1cccc(C(=O)Nc2ccccc2)c1,0.7950,2.9760,-9.05,-9.6
[C@H](C)Oc1ccc(O[C@H](C)C(=O)N(C2CC2)S(=O)(=O)c2ccc(Cl)cc2)cc1,0.5410,4.1430,-8.7,-8.5
[C@H]O/N=C1\C(=N/c2ccc(C(C)=O)cc2)SC(=S)N1c1ccccc1,0.3540,4.0880,-8.85,-6.7
[C@H](C)C(=O)Nc1ccc(N(C)C)cc1,0.6910,3.1400,-7.95,-7.1
[C@H](C(=O)NCC#Cc1ccc(F)cc1)[C@H]1CCCN(c2ncccn2)C1,0.7580,4.3380,-9.25,-10.3
[C@H]1CCCCN1S(=O)(=O)c1ccccc1CN1CCOc2ccccc21,0.7260,3.7370,-9.65,-8.9
[C@H]Oc1ccc(C(=O)NCCCn2c(C)ccc2C)c([N+](=O)[O-])c1,0.3810,3.7400,-8.7,-8.9
[C@H](CNC(=O)[C@H]1COc2ccc(F)cc2C1)N1CCN(c2ncccn2)CC1,0.7370,4.3070,-9.2,-10.0
[C@H]1CCCC[C@@H]1C(=O)Nc1cccc(Oc2ccccn2)c1,0.8190,3.9150,-9.1,-10.2
[C@H](C)CN(Cc1ccccc1)c1ccc(Cl)cn1,0.7080,3.3530,-8.55,-7.5
[C@H]Oc1c(OC)cccc1C1(O)CCN([C@@H](C#N)c2ccccc2)CC1,0.7960,4.3280,-8.6,-8.6
[C@H](O)c1ccc(C(=O)N[C@@H]2CCN(c3ccccc3)C2)cc1Cl,0.8050,3.7060,-8.95,-10.2
[C@H](c1ccc(C(=O)OC2CC2)cc1F)c1cccc(C(=O)Nc2ccccc2)c1,0.5050,3.3210,-9.85,-11.2
[C@H]1c2ccccc2C(=O)N1CCN1CCN(C(=O)c2ccccc2)CC1,0.7500,3.4460,-9.4,-10.8
[C@H](C[NH2+]CC1(O)CCCCC1)c1ccc(F)cc1,0.6670,4.4210,-8.6,-9.1
[C@H]OCc1ccccc1C(=O)N[C@@H](C)c1cnn(C)c1C,0.8170,4.0720,-8.4,-8.5
[C@H]1CCCC[C@@H]1N(C)S(=O)(=O)c1ccc(OCC(N)=O)cc1,0.7540,4.0210,-8.7,-8.9
[C@H](Cc1ccccc1F)N(C)C(=O)NC(C1CC1)C1CC1,0.7550,3.9630,-8.6,-9.0
O=C(Nc1ccccc1)[C@H]1C[C@H]1c1ccc(F)cc1,0.7920,3.3410,-9.05,-7.6
c1ccc2cc(CN3CCC[C@@H](O)C3)nn2c1,0.7460,3.9710,-8.8,-8.7
[C@H]O/C=C/C(=O)N(Cc1ccccc1)C1CC1,0.4730,3.7420,-8.15,-7.0
[C@H](C#N)NC(=O)c1cccc(F)c1,0.6380,3.6690,-7.95,-7.1
[C@H]1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)NC2CC2)cc1,0.7770,3.6020,-8.7,-9.1
[C@H]Oc1ccccc1-c1nnc(NC(=O)CCc2ccco2)s1,0.6500,3.6240,-8.9,-9.9
[C@H](C)C[C@@H]1CCC[C@@H]1NC(=O)N1CCN(Cc2ccc(F)cc2)CC1,0.7860,4.1520,-8.75,-9.3
[C@H]OCc1ccccc1NC(=O)/C=C/c1ccncc1,0.7460,3.5380,-8.6,-8.9
[C@H](C)c1cnsc1C(=O)NNC(=O)c1ccccc1,0.7380,3.7140,-8.8,-9.1
[C@H]Oc1ccc(NC(=O)NNC(=O)c2ccc(C)c([N+](=O)[O-])c2)cn1,0.4720,3.6280,-8.95,-9.4
