smiles,QED,SA,EGFR_Docking,HER2_Docking
O=C(NCCc1cccc(Cl)c1)C1CCN(c2ccc(Cl)cn2)CC1,0.7570,2.9850,-9.05,-10.2
Nc1ccc(NC(=O)CN2CCN(c3ccc(Cl)cc3)CC2)cc1,0.7370,2.7450,-8.9,-9.9
[C@@H]1n[C@@H](Cc2ccccc2Cl)NC(=O)N1c1ccc([N+](=O)[O-])cc1,0.5580,4.3990,-9.3,-9.7
N#C/C(=C/c1cnn(Cc2ccccc2)c1)C(=O)Nc1ncc(Cl)cc1F,0.4400,3.5630,-9.2,-10.2
C[C@@H](CNC(=O)NNC(=O)c1ccncc1)n1cccc1,0.6350,3.9400,-8.85,-9.1
O=C(CS[C@@H](N)c1ncoc1-c1ccccc1)c1ccccc1,0.4500,3.9520,-9.05,-9.8
[C@@H]OCC(=O)N[C@@H]1CCC[C@H](OCc2ccccc2)C1,0.7660,4.1790,-8.65,-9.1
[C@@H](CCO)CCCNC(=O)c1ccc(-n2cccc2)cc1,0.6320,3.4740,-8.55,-8.6
[C@@H]O/C=C/C(=O)C(=O)Nc1cccc(F)c1C,0.3920,4.0200,-8.45,-7.8
[C@@H](C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)c1cccs1,0.3750,3.6140,-8.5,-8.8
[C@@H]1CC[C@@H](C)CN1C(=O)c1ccc(-n2cccc2)cc1,0.7170,4.1750,-8.7,-9.8
[C@@H]Oc1cc(OC)ccc1S(=O)(=O)Nc1ccc(N2CCOCC2)cc1,0.7340,3.4190,-8.6,-8.5
[C@@H]1CCN(C(=O)NC[C@H](O)c2ccc(C#N)cc2)C1,0.7550,4.1250,-8.45,-9.1
[C@@H](CCN(C)C(=O)c1n[nH]c2ccccc12)c1cc2ccc(C(F)(F)F)cc2s1,0.3660,3.9780,-9.5,-11.7
n1cc[nH+]c(CN(C)C(=O)CSc2ccc(F)cc2)n1,0.6770,4.3570,-8.45,-8.5
c1ccccc1[N-]CC(=O)N(Cc1cccnc1)[C@H](C)c1ccccc1,0.5130,4.3150,-9.0,-9.2
[C@@H]Oc1cc(C(=O)N(C)Cc2ccccc2)ccc1C,0.7500,3.1810,-8.55,-9.9
c1ccc(NC(=O)N2CCN(CC(=O)Nc3ccccc3F)CC2)cc1,0.7850,2.7320,-9.0,-10.0
c1ccc(OCC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1F,0.5780,2.6820,-8.7,-9.6
[C@@H]Oc1ccc(N2CCN([C@@H](c3ccc(F)cc3)C(=O)c3ccc(F)cc3)CC2)cc1,0.4390,3.8890,-9.7,-10.7
c1coc(CN2CCO[C@H](COc3cccc(Cl)c3C)C2)c1,0.7440,3.6870,-8.9,-9.3
c1cn2c(n1)NC(c1cccnc1)[C@@H]2C(=O)Nc1ccc(Cl)c(Cl)c1,0.6290,4.4950,-9.65,-7.9
[C@@H]#Cc1cc(F)cc(CNC(=O)N[C@H](C)c2ccco2)c1,0.7490,3.8820,-8.85,-9.7
[C@@H]Oc1cc(Cl)ccc1C(=O)N(CCO)C(C)C,0.7920,3.7280,-8.2,-6.8
[C@@H](C)N(C(=O)c1ccc(Cl)cc1Cl)C1CCC1,0.7080,3.6810,-8.15,-6.8
n1cnc(CNS(C)(=O)=O)cc1,0.5940,3.3600,-7.75,-6.2
[C@@H](O)[C@@H]1CCC[C@@H](C)N1CCC(=O)NCc1ccccc1,0.7460,4.2090,-8.9,-8.8
c1cccc(-c2nnc(SCCOCc3cccc(Br)c3)n2C)c1,0.3280,3.1030,-8.6,-9.5
CN(C)C(=O)CN1CCN(Cc2ccccc2CO)CC1,0.7520,2.9810,-8.8,-8.4
O=C1CCC(=O)N1CCN(Cc1ccccc1)C[C@H]1CCCO1,0.6200,3.6480,-8.9,-8.5
c1ccc(CSc2nnc(-c3ccc(Cl)c(Cl)c3)n2C)cc1,0.5150,2.9070,-8.95,-10.2
n1cc(/C=C/C(=O)Nc2cccc(N3CCC(O)CC3)c2)no1,0.7340,3.6970,-8.8,-9.6
c1ccc([C@@H]2C[C@H](C)CN(c3cc(C(=O)NC4CCCC4)c[nH]3)C2)cc1,0.7620,4.2610,-9.35,-10.9
[C@@H]O/C=C/C(=O)N1CCN(c2ccccc2OC)CC1,0.5170,3.5390,-8.5,-7.0
[C@@H](C)NC(=O)c1cccc(S(=O)(=O)NC2CC2)c1,0.7370,3.4320,-8.45,-8.3
[C@@H]Oc1cccc(C(=O)N2CCN(Cc3cccc(F)c3)CC2)c1,0.7660,3.2190,-9.1,-9.8
[C@@H](O)CNC(=O)Cn1nc(-c2ccccc2)ccc1=O,0.7330,3.3750,-8.8,-9.0
O=C(CCc1noc(Cc2ccc(Cl)cc2)n1)Nc1nncs1,0.6350,3.4110,-9.0,-9.6
c1cnc(Cl)cn1,0.4050,3.3260,-7.0,-4.5
c1ncc(CCN2CCO[C@@H](CO)C2)cn1,0.6600,3.8810,-8.25,-6.9
c1ccc(S[C@@H](C)C(=O)Nc2cccc3c2OCCO3)cc1,0.7760,3.4920,-9.05,-9.7
c1ccc(CN(C(=O)c2sc3ccccc3c2N)C2CC2)cc1,0.6790,3.0470,-8.9,-9.0
c1ccc2c(c1)N(Cc1cn[nH]c1-c1ccccc1)CCC2,0.6890,3.0770,-9.5,-10.7
C[C@H](CNC(=O)c1cccc(NC(=O)c2ccco2)c1)N(C)c1ccccc1F,0.5360,3.6380,-9.6,-10.7
Fc1cccc(NC(=O)Cn2nc3ccccc3n2)c1,0.6930,2.9600,-8.95,-9.1
Fc1cc(F)cc(CNCC2(CO)CC2)c1,0.7040,3.3680,-8.35,-8.0
FC(F)(F)c1n[nH]cc1CNc1ncc([N+](=O)[O-])c(Cl)n1,0.4080,4.2590,-8.9,-9.5
Fc1cc(Cl)c(CN2CC[NH+](Cc3ccccc3F)CC2)cc1F,0.7290,4.3120,-9.3,-9.6
Fc1ccc(C[NH2+]CCc2cc(F)ccc2F)cc1,0.7000,3.9280,-8.75,-9.2
FC(F)[P@@](=O)(=O)c1cc(F)ccc1OCC1CCCC1,0.6740,3.9030,-8.9,-8.1
FN1CCCC[C@@H]1[C@H]1CCCN1c1ccc(Cl)cc1Cl,0.6300,4.3580,-5.0,-8.4
FC(F)Cn1c2ccccc2c2cc(Cl)c(I)cc21,0.4210,3.5430,-8.85,-9.0
Fc1csc(NC(=O)CCCc2c[nH]c3ccccc23)c1,0.6240,3.4240,-8.85,-9.9
Fc1ccc(Sc2ccc(Cn3cccn3)cc2)cc1,0.6140,2.9780,-8.7,-8.5
FC(F)(F)[C@@H]1CCCCC1,0.4000,3.0540,-7.65,-6.8
FC(F)N1CCCC[C@@H]1CNC(=O)c1ccccn1,0.7490,3.8920,-8.65,-8.6
Fc1cccc(CCn2ccc3c(Br)cccc32)c1,0.5540,2.9920,-9.1,-9.8
Fc1ccccc1CCN1CC[C@H](c2ccccc2)C1,0.7140,3.2120,-9.1,-10.2
Fc1ccc(SCCC(CO)CO)nc1,0.6250,3.6910,-7.95,-6.8
FC(F)(F)CC[S@](=O)Cc1ccccc1OCc1ccccc1,0.6420,3.7020,-8.9,-9.5
Fc1cccc(-c2cc(F)ccc2Br)c1,0.6200,2.7450,-8.7,-8.1
FC(F)(F)c1ccc(OC2CCCC2)cc1,0.6450,2.8170,-8.55,-8.7
Fc1ccccc1[C@H](Nn1cc(-c2ccccc2)nn1)c1ccc(Cl)cc1,0.4270,3.8820,-9.8,-10.8
FC(F)(F)CN1CCO[C@H](c2ccc(F)cc2)C1,0.6610,3.6490,-8.7,-7.7
Fc1cccc(CNCc2ccc([N+](=O)[O-])cc2)c1,0.5640,2.7000,-8.75,-9.1
FC(F)OCc1ccc(CN2CCC[C@@H]2c2ccc(Cl)o2)cc1,0.6380,3.9990,-8.8,-9.2
Fc1cccc(Cn2cccn2)c1Cl,0.6450,3.1230,-8.2,-6.9
FC(F)(F)COCCCCNC(=O)Nc1ccc(Br)cc1,0.6160,3.0320,-8.35,-8.6
Fc1ccc(CCNC(=O)C(=O)c2ccccc2)cc1,0.5700,2.6680,-9.15,-9.9
Fc1ccc2c(c1)OCC[C@@H]2NC(=O)[C@@H]1C[C@@H]1c1cccc(Cl)c1,0.8040,4.2030,-9.25,-9.3
Fc1ccc(O)cc1COc1ncc(Cl)cc1Cl,0.8330,3.2110,-8.85,-9.0
FC(F)(F)C1=CC(=O)c(-c2cc(F)ccc2F)[C@@H](CCCCc2ccccc2)N1,0.4080,4.4940,-9.6,-9.4
Fc1csc(/C=C/C(=O)N2CCC[C@H]3CCCC[C@H]32)c1,0.6520,4.4180,-8.95,-8.1
FC(F)(F)CCNC(=O)c1ccc(C[NH2+]C2CC2)cc1,0.7200,4.0820,-8.5,-8.5
FC(F)Cc1cc(F)c(F)c(F)c1F,0.3030,3.6580,-8.25,-7.7
F/C=C/C=C/c1ccc(I)cc1O,0.5530,4.1870,-8.05,-7.3
Fc1cccc(COC(=O)COCc2ccncc2)c1,0.6600,2.9400,-8.5,-8.7
[C@@H]Oc1ccccc1CCc1c(C)nn(C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c1C,0.4110,3.7190,-9.5,-10.2
[C@@H](C)C[C@H](CCO)NC(=O)N1CCC[C@@H](N2CCCC2)C1,0.6830,4.4500,-8.5,-8.1
[C@@H]Oc1ccc(CNC(=O)N2CCSCC2)cc1,0.8080,3.6180,-8.25,-7.7
[C@@H]=C(Br)CN(C)C(=O)c1ccn(C)n1,0.7160,4.1810,-7.65,-6.5
[C@@H]Oc1ccc(/C=c2\sc3c(cc2C#N)C(=O)CC(C)(C)C3)cc1OCc1ccc(F)cc1,0.4020,4.3810,-9.55,-8.3
[C@@H]1CCC[C@@]1(O)CNC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1,0.7190,4.3760,-8.8,-8.8
[C@@H]Oc1ccccc1CN1CCN(C(=O)NC[C@@H](O)CO)CC1,0.5820,3.9960,-8.7,-7.9
[C@@H](C)Oc1ccccc1/C=N/NC(N)=N\O,0.2040,4.1600,-8.3,-7.7
[C@@H]1c2ccccc2C(=O)N1COc1ccc(Br)cc1,0.7680,3.6220,-8.95,-9.9
[C@@H](C)CN1C(=O)C2=C(C(=O)CCC2)[C@@H]1c1ccc(Br)cc1,0.7380,4.2750,-8.85,-8.3
[C@@H]1CCCN(C(=O)c2cccc(N(C)Cc3ccccc3)c2)C1,0.7580,3.3210,-9.25,-10.1
[C@@H]Oc1c(Cl)cccc1NC(=O)N1CCN(c2cnccn2)CC1,0.8250,3.6440,-9.25,-9.0
[C@@H]Oc1ccc(NC(=O)CN2C(=O)N[C@](C)(c3ccccc3)c3ccccc32)cc1,0.5770,3.9910,-9.7,-8.5
[C@@H](C)CC(=O)N(Cc1ccc(C(F)(F)F)c(F)c1)[C@@H]1CCc2ccccc21,0.5320,4.1710,-9.3,-9.1
[C@@H]1c2cccc(C(=O)NNC(=O)c3ccc(OCc4ccccc4)cc3)c2NC1,0.4880,3.4410,-9.55,-10.6
[C@@H](C)NC(=O)[C@H](NC(=O)c1cccs1)c1ccc(F)cc1,0.7920,3.9570,-8.8,-8.1
[C@@H]Oc1ccc(CNC(=O)CN2CCOCC2)cc1OC,0.7360,3.3350,-8.4,-7.8
[C@@H]#Cc1cccc(NC(=O)[C@H]2CCCN(C(=O)c3cc(F)ccc3F)C2)c1,0.7440,3.6280,-9.5,-10.3
[C@@H]Oc1ccc(C(=O)[C@@H](C#N)c2ccccc2)c(Br)c1OCc1ccc(F)cc1,0.3320,4.1290,-9.3,-9.5
[C@@H](NC(=O)C[C@H](O)c1ccccc1)c1nn(C)c2ccccc12,0.6600,4.0970,-9.25,-10.3
[C@@H](C(=O)N1CCC(C(=O)N2CCC[C@@H](Oc3ccncc3)C2)CC1)c1ccc(Cl)cc1,0.6120,4.0440,-9.65,-9.5
[C@@H]1CCN(Cc2ccc(OC(F)F)cc2)S1,0.6540,4.0960,-8.15,-7.8
[C@@H](C)Oc1ccc(CCNC(=[NH2+])Nc2ccc(C#N)cc2)cc1,0.4570,3.9410,-8.7,-9.1
[C@@H](c1ccccc1F)O[C@@H]1CCC[C@@H](C(N)=O)C1,0.7920,4.4140,-8.9,-8.6
[C@@H]1CCC[C@@H]1NC(=O)Nc1cccc(COc2cccc([N+](=O)[O-])c2)c1O,0.3070,4.1810,-9.25,-10.2
[C@@H](CNC(=O)Nc1ccc2c(c1)N(C)C(=O)CN2C)c1cccc2ccccc12,0.6190,3.6460,-9.9,-11.9
[C@@H](C)CNC(=S)NN/C(=C\c1ccccc1)Sc1ccccc1,0.3030,3.9040,-8.7,-8.1
[C@@H]1C(=O)C=CC[C@H]1C(=O)Nc1cccc(Sc2ccccc2Cl)c1,0.7570,4.1930,-9.45,-10.3
[C@@H]OC(=O)C[C@@H](C)c1ccccc1,0.5610,3.8920,-8.0,-7.0
[C@@H](c1ccc(Cl)cc1)[n+]1ccc(NC(=O)CCc2cccc(-c3ccccc3)c2)cc1,0.2650,3.5080,-9.8,-11.2
NC(=O)C1CC(c2ccc(Cl)cc2Cl)C1,0.7530,3.1320,-8.6,-8.0
Cc1cc(=O)[nH]cc1S(=O)(=O)N1CCC[C@H]1c1ccc(OC(F)(F)F)cc1,0.7520,3.9820,-9.4,-8.7
O=Sc1ccccc1NC(=O)C1CCN(c2ccccc2F)CC1,0.7370,3.6330,-8.95,-10.3
[C@@H]Oc1cccc(C(=O)N2CCOC[C@H]2c2ccccc2)n1,0.7720,4.1340,-9.0,-8.1
[C@@H]OC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(C(N)=O)cc1,0.6970,3.9220,-8.55,-7.7
[C@@H]1CC[C@H](C)CN1CC(=O)N1CCN(c2ncccc2F)CC1,0.7510,4.2700,-8.8,-9.8
[C@@H](C)NC(=O)[C@@H]1CCCN(C(=O)c2ccc3c(c2)CCN3C(=O)C2CCCCC2)C1,0.7280,4.0740,-9.3,-11.2
[C@@H]O/C=C(/Cc1cc(F)ccc1[N+](=O)[O-])c1c(C)n[nH]c1C,0.4220,4.3110,-9.0,-7.1
[C@@H]1CCC[C@@H](c2cccs2)C1,0.4960,4.4570,-7.85,-6.8
[C@@H]1CCC[C@H]1CNC(=O)NC[C@@H](O)c1ccccc1,0.6590,4.2480,-8.65,-9.2
[C@@H]Oc1ccc(CNC(=O)NCC(C2CC2)C2CC2)cc1,0.7090,3.6890,-8.5,-9.3
[C@@H](c1ccc(Cl)c(N)c1)[C@@H](C)Nc1cccc2ccccc12,0.5560,3.9240,-9.45,-10.4
[C@@H](C(=O)N(CC(C)C)C(F)(F)F)c1ccccc1,0.6590,3.7900,-8.5,-8.3
[C@@H]1COCCN1C(=O)Nc1ccccc1,0.6580,3.6120,-8.4,-7.5
[C@@H]#CCNC(=O)CNC(=O)C(=O)Nc1cccc(OC(F)F)c1,0.4100,3.3440,-8.6,-9.2
[C@@H]Oc1cc(/C=N/c2cccc(O)c2)ccc1SCC(=O)c1ccccc1,0.2520,3.6790,-9.15,-9.8
[C@@H](C)NC(=O)CCCSc1ccc(/C=C2\C(=O)N=N2)cc1OCCc1ccccc1,0.2200,4.0480,-9.25,-9.4
[C@@H]Oc1nc(C(C)C)ccc1C(=O)Nc1ccc(N(C)S(=O)(N)=O)cc1,0.7010,3.8620,-9.0,-9.1
[C@@H](C(=O)N1CC[C@H](c2ccc(O)cc2)C1)c1ccc(Cl)c(Cl)c1,0.7990,3.8860,-9.3,-10.2
[C@@H]CCCn1nc(C)c2nc(CN3CC(=O)Nc4ccccc43)c(C)nc21,0.6550,4.1460,-9.15,-10.0
[C@@H]([C@H](N)CN1CCOCC1)c1ccc(F)cc1F,0.7780,4.1740,-8.35,-7.8
[C@@H]([C@H]([NH3+])c1cc(C(F)(F)F)c(F)cc1F)N1CCN(c2ccccc2)CC1,0.7200,4.4880,-9.25,-10.4
[C@@H]#C[C@@H](O)Cc1ccccc1Br,0.6630,3.9250,-7.95,-6.4
[C@@H]O/C=C/C(=O)N[C@H](C)C(=O)Nc1ccc(N2CCC(O)CC2)cc1,0.4340,4.1040,-8.9,-9.4
[C@@H](C)CNC(=O)CN1CCN(C(=O)OC(C)(C)C)CC1,0.7320,3.3790,-8.2,-8.2
COc1cccc(/C=C2\SC(=S)NC2=S)c1,0.5550,3.5210,-8.3,-7.7
O=C1NCC(C(=O)Nc2ccc(-c3ccccc3)cc2)S1,0.8150,3.7180,-9.15,-10.1
[C@@H]Oc1nc(Cl)cnc1/C(=N/OCc1ccccc1)c1ccccc1,0.3940,3.8080,-8.75,-8.1
[C@@H]#CCN(Cc1ccco1)C(=O)c1ccc(F)nc1,0.5230,3.5450,-8.4,-6.9
[C@@H](C)[NH2+]CCOCc1ccc(Cl)cc1OCC(F)(F)F,0.6490,4.3450,-8.05,-7.7
[C@@H]/C(=N\NC(=O)c1ccc(OC)cc1)c1c(Cl)cccc1Cl,0.5820,3.3890,-8.95,-9.3
[C@@H]/O[C@H]1CCc2ccccc21,0.4910,4.1820,-7.85,-6.7
[C@@H]/S(=O)(=O)CC(=O)NC[C@H](C(=O)c1ccccc1)c1ccccc1,0.6780,3.8610,-9.05,-8.9
[C@@H]/[NH+]=C/c1cccn1CCc1ccc(Cl)cc1,0.5230,4.0570,-8.55,-8.3
S[NH+]S(=O)(=O)c1ccc(Oc2cccc(Cl)c2)cc1,0.7490,3.6550,-8.55,-8.6
S[NH+]S/C=C/c1ccc(-c2ccccc2)nc1,0.5530,4.0680,-8.4,-8.0
[NH+]S(=O)(=O)c1cccc(C(=O)Nc2ccnc(N3CCCC3)c2)c1,0.7660,3.5040,-9.3,-10.9
[NH+]Sc1nc2ccccc2n1Cc1cccc(F)c1,0.5850,3.4250,-8.85,-7.9
S/C(=C\c1cccs1)N1CC[C@H](CN2CCOCC2)C1,0.7610,4.2800,-8.2,-7.7
Sc1cc(F)ccc1N1CCc2ccccc2C1,0.6650,3.2700,-8.9,-8.2
S[NH+]S(=O)(=O)c1ccc(Br)cc1,0.6590,4.2230,-7.75,-6.3
S=C(N[C@H]1CCN(c2ccccc2)C1)N1CCCCC1,0.7430,3.4510,-8.65,-9.0
Sc1nc(-c2ccc(Br)cc2)c(N2CCN(c3cccc(Cl)c3)CC2)n1C1CC1,0.3610,3.6190,-9.4,-7.9
S=C1SC(F)=C1SCC(=O)N/c1cc(Cl)ccc1Cl,0.6810,3.7940,-8.25,-8.0
[NH+]S(=O)(=O)c1cc(NC(=O)c2ccc(CCCC(F)(F)F)cc2)ccc1Cl,0.6800,3.5240,-9.1,-10.8
S/C(=C/c1ccn(Cc2ccncc2)n1)Nc1nc2c(F)cccc2s1,0.4010,3.9310,-9.05,-10.2
Sc1cccc(CN2CCc3c(ccc4c3OCO4)C2)n1,0.7650,3.8720,-8.95,-9.5
S[C@@H]1[C@@H]2C(=O)N(CCOc3ccccc3)[C@@H]21,0.5280,4.4620,-8.1,-7.6
S=C1c2ccccc2NC(=S)N1Cc1nc(-c2ccccc2Cl)n[nH]1,0.3910,3.6930,-9.35,-8.4
SCCCSc1ccc(F)cc1F,0.3610,3.3780,-7.65,-6.1
S=[N+]([O-])c1cccc(/N=C(\c2ccccc2)c2nnc(CSc3ccccc3Cl)nc2N2CCOCC2)c1,0.0170,4.2140,-9.85,-7.6
SCCCCCNC(=O)CC1CCCCC1,0.4220,3.1500,-7.9,-7.2
Sc1cccc(Br)c1,0.4960,3.4110,-7.0,-5.4
Sc1noc(n1)N1CCN(C(=O)c2ccccc2Cl)CC1,0.7560,3.5120,-8.8,-8.6
SCCC[C@H](Cl)c1cccc(Cl)c1,0.4820,3.8860,-7.75,-6.8
S(=O)c1cccc(NCc2ccco2)c1F,0.7050,4.2060,-8.35,-7.8
Sc1nccnc1CSCc1ccccc1,0.7410,3.5430,-8.1,-7.2
S/C(=C\C1CCCC1)N1CCN(C(=O)c2ccccc2)CC1,0.7640,3.4480,-8.95,-8.5
S=C(NCc1ccc(O[C@@H]2CCCC2=O)cc1)Nc1[nH]cnc1-c1ccc(Br)cc1,0.3350,4.1820,-9.05,-10.2
SC[C@H](C(=O)[O-])c1cc(Cl)ccc1Cl,0.7300,4.4220,-7.95,-6.2
SCCCc1ccc(F)c(NC(=O)c2ccccc2Cl)c1,0.6740,2.9730,-8.75,-9.6
S/C(=C/c1ccc(OCc2nc3ccccc3s2)o1)Nc1ccccc1,0.3150,3.7030,-9.1,-10.5
Sc1ccccc1NC(=O)C1(CS)CCSCC1,0.6470,4.1920,-8.2,-7.2
Sc1ccc(CNc2ccccc2C(=O)[C@@H]2C[C@H]2C2CCCCC2)cc1,0.3860,4.2340,-9.3,-9.9
S=C(NCCc1ccccc1)N[C@H]1CCO[C@H]1c1c(F)cccc1F,0.6980,4.1440,-9.1,-8.3
SCCC[C@H]1CCCN1C(=O)c1ccc([N+](=O)[O-])cc1Cl,0.4100,3.8660,-8.3,-7.3
S/C(=C\c1ccccc1Cl)Nc1nnc(SCc2n[nH]c(=O)[nH]2)s1,0.2760,4.1920,-8.9,-9.1
Sc1cccc(Cl)c1Cl,0.4800,3.4710,-7.3,-5.3
SC1(C(=O)Nc2cc(F)ccc2F)CCCCC1,0.6920,3.6310,-8.65,-8.6
Sc1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.4100,3.2560,-8.65,-8.3
S=[N+]([O-])CCNC(=O)C(=O)Nc1ccc(F)cc1,0.3630,3.5480,-8.4,-7.9
S[C@H](Cc1cccc(OC(F)F)c1)Cn1cccn1,0.7260,4.1260,-8.3,-8.0
S=C(COc1ccc(Oc2ccccc2)cc1)Nc1nc(C2CC2)ns1,0.4780,3.5010,-8.9,-9.9
SC1=NO[C@H](c2ccccc2)N1NC(=O)c1ccc(Br)cc1,0.7060,4.1090,-9.0,-8.5
S=C(NCCN1CCCS1(=O)=O)NNc1c(F)cccc1Cl,0.4390,3.8530,-8.25,-8.1
SC[C@@H]1C(=O)N(Cc2cccc(F)c2F)C(=O)N1c1cc(F)ccc1F,0.3980,4.1460,-9.15,-8.4
S(=O)c1cccc(CNS(=O)(=O)c2cccc(F)c2)c1,0.7240,3.8300,-9.15,-9.6
Sc1cccc(C(F)(F)F)c1OCc1ccc(Cl)cc1,0.6630,3.2180,-8.6,-8.6
S=c1sc(-c2ccc([N+](=O)[O-])cn2)nn1Cc1ccccc1[N+](=O)[O-],0.2800,3.7160,-9.2,-9.8
Sc1cccc(Cn2ccc3ccccc32)c1,0.5450,3.1200,-8.7,-8.5
S=C(Oc1ccccc1)N(C1CCCC1)C[C@@H]1CCCO1,0.6890,3.8130,-8.55,-7.5
SCCCNc1ccc(C(=O)[O-])cn1,0.4380,3.9930,-7.85,-6.3
Sc1nnc(C2CC2)n1C[C@@H]1CCCCO1,0.7200,4.0680,-8.1,-7.2
S=C(NCCCOC1CCCCC1)NNC(=O)[C@@H]1COc2ccccc21,0.3020,3.9880,-8.95,-9.1
SCCCNc1nc(C2CC2)no1,0.4590,3.9870,-7.65,-6.4
S/C=C/C(CO)=N\c1cccc([N+](=O)[O-])c1,0.2650,4.3730,-8.0,-6.8
S=C(Nc1cccc([N+](=O)[O-])c1)N1CC[C@@H](Nc2ccccc2)C1,0.4040,3.5290,-9.0,-10.3
SCCCNC(=S)NNc1ncnc2c1CCCC2,0.1860,3.8890,-8.25,-8.3
Sc1cccc(=O)n1/N=C/c1ccccc1,0.5210,3.6110,-8.7,-7.3
S[C@@H](c1ccccc1)c1c(F)cc(Cl)c2ncnn12,0.6330,4.2880,-8.75,-7.5
SC1(CNC(=O)c2cccs2)CC1,0.6380,3.8680,-7.75,-6.4
Sc1cccc(-n2cc(C(=O)Nc3ccccc3)ccc2=O)c1,0.6260,3.1550,-9.25,-10.6
S[C@@H](c1ccc(Cl)cc1)c1ccc(CN2CCOCC2)cc1,0.7420,3.5600,-8.6,-9.0
SCC[C@@]1(c2ccccc2O)CCOC1,0.6720,4.4340,-8.0,-6.5
S/C(=C/c1cccc(C(F)(F)F)c1)Nc1ccccc1C(F)(F)F,0.3990,3.5220,-9.35,-9.1
Sc1cnccn1,0.4010,4.3170,-6.85,-4.1
SC1(CS)CCN(S(=O)(=O)c2ccccc2)CC1,0.7390,3.7810,-8.1,-6.7
S=C(NCCCO)NNC(=O)Cc1cccc(Br)c1,0.2620,3.1450,-8.35,-8.1
S[C@@H](c1ccccc1Cl)c1cc(Br)c[nH]1,0.6620,4.3460,-8.2,-6.5
