smiles,egfr,her2,qed,sa
COCNC(N)(F)c1nc(C(=O)F)ccc1C1(Nc2ccccc2)C=CCC1,-8.10,-8.10,0.2787,4.3519
CC(=O)N1C=C(C(N)(O)CC=O)SC(C(N)(N)c2ccc3c(c2)C=CC3)=C1,-8.00,-8.20,0.4348,4.5912
CNCC1(C2(Cl)NC2=O)CC(C2=CC(C)=C(N)C(C)=C2O)=CC(=O)N1C,-8.10,-8.10,0.2681,4.5068
Cc1ccc(C)c(-c2nc(N)c(N)c(CC3=CCC(N)=C(N)O3)c2C(N)(F)C(=O)C2(O)C=CCC2)c1,-8.00,-8.20,0.2581,4.8280
CNC1=CC(NC2(C3(C)CC(Cl)=C(C)N=C3N)C=C(C)C=N2)=C(S)C=C1,-8.10,-8.10,0.5766,4.7508
CC1=CNC=C(C2C=C(N(C)C)C(C3(F)CC=CC3)C(F)=C2CN(C)C)N1O,-8.10,-8.10,0.7011,5.2473
CCC1=C(C)NCC(N(C)CN)(C(N)(CC)C2=C(C(=O)NC3=C(N)CC=C3)C(=O)CC=C2)O1,-8.00,-8.10,0.2679,5.2480
CN(CC1=C(C(=O)C2=CC=C(N)C=N2)C(=O)CC(=O)S1)C1=CC=CC=C1,-8.10,-8.00,0.4928,3.0394
CN(CC1(O)NC=CC(Cl)=C1C1=CC=CC(S)=N1)C1=NC(N)NC(=O)O1,-8.00,-8.10,0.4680,5.1801
CC1=C(O)C(NO)=C(C2=C(CCl)CCC=C2)OC1C(F)(C=O)C1C=CCC1,-8.10,-8.00,0.2721,5.2470
CC1=C(C)C(C(F)N(C2=CC=CC=C2)C2=CC=CC=C2)=C(C=O)C(O)=C1,-8.00,-8.00,0.4794,3.1201
CC1=CC=C(N2C(F)=C(C)C(C)=C(C3=CNC=CC3)C2(F)C(=O)CN)C1,-8.00,-8.00,0.7527,4.7840
CC1=CC(=O)C(=O)C(C2=C(C)C(C)(N)CC=C2C=O)=C1C1=CC=C(C)C(N)(O)C1,-8.00,-8.00,0.2905,4.8945
COC1=C(C2=NCNC2)S(=O)C(C2=C(C)C(=O)C(C)C(C)=C2N)N=C1C(C)N,-8.00,-8.00,0.6236,5.5724
CC1=C(C#N)CC(N)=C(C(C)C(=O)OC2(N)C(C)=C(O)C(C)=C2N)C1=O,-8.00,-8.00,0.4268,4.7969
CCC1(NC2=C(Nc3cnc(N)cc3O)C(N)(C=O)C(O)C=N2)C=CCC1,-8.00,-8.00,0.3087,5.3096
CC(=O)c1cc(-c2[nH]c(C=O)c(C(C)=O)c2C(N)=O)cc(N)c1C1=CCCC1,-8.00,-8.00,0.4022,3.2502
CC(C)CC(=O)C1=C2C(=C(CI)NC(N)=C2C2(C(=O)O)C(=O)C(N)=NC(Cl)=C2Cl)OC1,-7.90,-8.00,0.1607,4.7314
NCc1ccc(N)c(Cl)c1C(F)(C=O)C1(CN)C=CC=C(C2=NCC=C2)O1,-8.50,-7.40,0.5065,4.9595
CC1=C(N(C)C#N)C(O)=C(N(CN)C(=O)C2=C(C)CC=C(F)C2=O)N=C1,-7.90,-7.90,0.3604,4.0520
CC(=O)C1=C(OC2=CCC=C2)N=CC(C2(C(C)(N)CS)C=CC=CN2)=C1,-7.90,-7.90,0.5307,4.8231
CC1=CNC(N)(C2(N)OC(SCF)=NC(=C3N=CCN3)C2(C)C=O)NC1=O,-7.90,-7.90,0.3786,5.8838
CC1=CCCCC1COC1=C(C)C(C=O)(OC2=CC=C(Br)C2)C(N)=CN1,-7.90,-7.90,0.5028,5.1093
CCNC(F)(Br)c1c(OC2(N)CNC=C2N)nc(O)c(N2CC(O)=C(N)C(O)=N2)c1N,-7.90,-7.90,0.1333,5.4573
CNCC(C)(Cl)C1=C(C(N)C(Cl)C2=CCCC=C2N)C=CC(=C(Cl)Br)N1,-7.90,-7.90,0.4331,5.3996
CC1=C(N)C(C)=C(C2=CCC=C2)C(N)=C1CC1(C)N=C(O)C(I)=CC1=O,-7.90,-7.90,0.4665,4.4851
C#Cc1cc(C2=C(N)CCO2)c(F)c(C(C)(O)c2ccc(C)c(C)c2)c1NC,-8.10,-7.70,0.7066,3.8835
CC1=CN(C)C(C)=C(C2(N)C(C)=CC(NSN)(C3=CCC=C3)C=C2N)N1,-7.90,-7.90,0.3788,5.5359
COC1=C(N=O)OC=C(C(CSC2=COCC2)=C2C=C(C)C(C=O)C(=C=O)N2C(=O)C2=CCC=CO2)C1,-7.90,-7.90,0.2605,5.5902
CNC1(N(C(=O)c2ccc[nH]2)c2cc(C=O)c(C=O)c(C(F)F)n2)C=CCC1,-7.90,-7.90,0.4321,4.4552
Cc1ccc(C2CCS2)c(-c2cc(Nc3[nH][nH]c3C)c(Br)c(CO)c2N)c1,-7.90,-7.80,0.3397,3.9475
C=NCC1=C(C)C(C2=C(Cl)C(=O)C(Cl)=NC2=O)=C(C(C)(C)C2=C(C)CCC2=O)CC1=O,-7.90,-7.80,0.5735,4.2488
CC1=C2C(=O)NC(F)(C3(N)C=C(C=O)N(C)C(CF)=C3C)N(C)C2CC1,-7.90,-7.80,0.5781,5.2890
CCCC1C(=CC2=C(C(O)CC(C)N)CC(=O)C=C2)C(C)=C(N2C=C(C(C)C)C=CC2)C(C(C)(O)N(C)C)=C1N,-7.90,-7.80,0.2974,5.5215
CCNC(=O)N(C(=O)C=O)c1nc(C2(N)CC=C(F)C2)c(C(=O)O)c(S)c1F,-7.90,-7.80,0.3228,4.5130
CC=NC1=C(CC(=O)C2=C(C(=O)C(C)(C)C)N(C=O)C=C(N(C=O)CC)C2O)CN(C)C=N1,-7.80,-7.90,0.4105,5.0083
CNC(OC)C1=NC(C)(N)C(ON2C=C(Cl)N=C(N)C2)=C(NCC2=CCCC2)C1=O,-7.80,-7.90,0.2433,5.1695
CNc1c(-c2[nH][nH]c2OC)sc(N(C)C2=CCCC2)c1-c1ccc(C)cc1,-7.60,-8.00,0.5199,3.5276
CCC1(C2(C)CC=C(OCCN)C2)NC(C)(S)NC(Cl)=C1C1=CNC=C(C)N1,-7.80,-7.80,0.2898,5.5229
CC1=C(N)C(c2c(O)nc(C=O)c(NC3(C)C=C(N)CC3)c2C=O)=C(C)CC1,-7.80,-7.80,0.5756,4.6977
CNC1C(C2(Cl)C=C(N)CC(N)=C2)OC(C)=C(NC2=CC=CC=C2)N1O,-7.80,-7.80,0.5104,4.6707
Cc1cccc(Oc2c(N3CC=C(N)C3)nc(F)c(O)c2C(=O)CO)c1C,-7.80,-7.80,0.5443,3.3839
CC1=C(C2=C(C)C(C=O)=C(CN)C(N)=C2)C(C2=NCC=C2)=CC(C=O)=C1,-7.80,-7.80,0.6414,3.5842
C=CCC1=C(CC)CC(F)=NN1C1(C2(F)C=CC(F)=CO2)C=C(N)C(C(N)(O)F)=C(O)O1,-7.80,-7.80,0.2084,5.7981
CC1=NC(C2=C(C)C=NN=C2N(C=O)C2=CC=CC2)=C(CN)C(F)=C1C,-7.80,-7.80,0.8356,3.8477
CC(=O)C(=O)C1(c2cnc(C3=CC=CC3)c(N)c2)C(O)=NC(N)=C(N)S1=O,-7.80,-7.80,0.5268,4.9340
CNC1=CN(c2c(CN)nc(C)c(C(C)=O)c2C2=C(C)OC(=O)C(F)O2)C=C(C2=CC=CC2)C1,-7.80,-7.80,0.4834,4.7855
CNC(O)C1=C(C)CC(F)=C(C(C)O)N1C1(O)C=CC=C(N(C)C2(C)CC(C)=C(N)C2)C1,-7.80,-7.80,0.3973,5.6891
C=CC1=CCC(C(NC)N(C)C2=C(C=O)CC(=O)C(C(=O)C=O)=C2C)=C1,-7.80,-7.80,0.3071,4.8744
CNC1(C)C(N)=C(C2=CCC=C2)C(C)=C(N)N1C1=CC(C(C)N)=CN=N1,-7.80,-7.80,0.6480,4.7436
CC1=CC(C2(C(C)S)NC=CC2=O)=C(C2=C(C)OC(NC(C)C)=C(C)O2)C(=O)C1C,-7.80,-7.80,0.5782,5.3604
CCNC(C1=CC=C(c2ncncn2)C(C)N1C(=O)NN)N(C)C1=CCCC1,-7.80,-7.80,0.2937,4.7129
C=CN1C(c2c(C(C)=O)cc(C)c(C)c2F)=C(OC)C=C(C2=CCCC2)C1N,-7.80,-7.80,0.7475,4.1603
COCC(C)(C)NC1=CC(N)C(N)(C(N)=O)C(C2(F)C=CCC=C2)=C1C,-7.80,-7.80,0.5237,5.0070
CCC1=C(N2C=C3C=CC=C3C(=O)C2CC)C=NC(OC(=O)C=O)=C1C,-7.80,-7.80,0.4605,4.1960
O=CC1=CC2=C(c3ccccc3)C(O)(N3CCC=N3)C(Cl)(C=O)OC2=C(O)N1,-7.80,-7.80,0.5161,4.9186
CC1=CC(C2=CCC=C2)=CNC1(CN)C1=CC(N)(C(N)(N)F)C=CC1=O,-7.80,-7.80,0.3631,5.2048
CCc1c(S)c(O)c(Cl)c(N(CC)C2=CCNC2)c1Cc1cccc(N)c1,-7.80,-7.80,0.4266,3.6028
CNC(=O)C1=C(C(C)=O)C(C)=C(C2=C(C=O)C(OC)=C(C(N)=O)C=C2)N1,-7.80,-7.70,0.5320,2.9741
CC1=NC(C)=C(C)C(N(C)CN(C)C)=C1C1=C(CN)C=C(C(N)=O)C=C1,-7.70,-7.70,0.7756,3.0073
CCNC1=C(C=O)C(F)=CC2(Cl)C(C)(N)C(C3(N)C=C(N)NC3)=CCC12C,-7.70,-7.70,0.2756,5.5765
CNCC1=C(C)C2=CC(C)=C3SCC(F)=C3C2(CO)C=C1C(=O)CC(N)O,-7.70,-7.70,0.5156,5.1172
Cc1cc(C2(C=O)C(ON(C)CO)=C(F)C=NN2C2=CCCC2)ccc1N,-7.70,-7.70,0.3437,4.5905
CCC12SC1C(N)(NC1=C(C)C(C)=C(C)C(N=O)=C1)C(=O)C(OC)=C2C,-7.70,-7.70,0.4612,4.9210
CC(=O)C1=C(NC=O)OC(CN)(CC2=C(N(C(C)=O)C(=O)C(N)=O)CN=C(C(C)C=O)C2=O)C1,-7.50,-7.90,0.2486,5.1043
CC1(C(O)C2=C(F)N=C(C3=CNC=CN3)C(F)(C=O)S2)CC=CC=C1S,-7.70,-7.70,0.3336,5.8247
CSC1=C(C2=NC(C(N)O)=C(O)C=C2C)C(N)=C(C2=CC=CC=C2)N=N1,-7.70,-7.70,0.4073,3.5490
NC1=CC=C(N2CC=CC(C(=O)C=O)=C2C(=O)C2=C(N)NC=C2)C(F)=C1,-7.70,-7.70,0.3244,3.5056
CC1=CN(C=O)C(C2(C=O)N(C)C(NC(=O)CN)C=CN2C2C=CCC2)=C2CC=CC=C12,-7.70,-7.70,0.4818,5.5147
CNc1c(N)cncc1OC(C)(C1=CC(C)(NC)C(C2=CCCC2F)=CO1)N(CN)[SH]=O,-7.70,-7.70,0.2750,5.7322
CNC1=C(N(C2=CCC=CN2)C2=C(O)C(C3=C(N)C(S)=CC(O)=C3)=C(CF)C(C=O)=C2C)OC=CN1,-8.30,-7.00,0.1283,4.6879
CNC1=C(C(F)(S)NC)C(O)=C(S)C(C2=CC=C(C)CC2=CC2=C(Cl)OC(N)=C(NCN)N2)=C1Cl,-7.60,-7.70,0.1394,5.2302
CCC1=NC(C(C=O)=NC2=C(F)C(C=O)=C(N)C(O)=C2C=O)=C(C)C=C1,-7.70,-7.60,0.3539,3.6890
CCc1c(N)cccc1C1(C)C=C(Cl)C(NC)(N(C)C2(O)CC=CC2)C(Cl)=C1,-7.60,-7.60,0.3776,4.2187
CNC1=C(C)C2=C(C)C(C)=C(C3=CC(N)NCS3)C(C)(CN)C2(F)CC1,-7.60,-7.60,0.6073,5.3648
CC1=C(C2(C)C=CCC2)OC(CN)(N2C=CC=CC2)C(c2ccccc2)=C1CN,-7.60,-7.60,0.7444,4.6318
CC=C(O)C1=C(F)C(C2=C(CN(C)CC)CC(Cl)=C2)=C(CC)C(O)=C1C,-7.60,-7.60,0.6364,3.7427
CC(=N)C1(OC2C=NC=CN2)C(N)=C(N)C(C2=CC=CC(N)=C2)=CC1C,-7.60,-7.60,0.4150,5.0801
CNC1=C(C(=O)C(C)=O)C(C(N)=O)=CC(C2(O)C=CC(CO)=CN2)=C1S,-7.60,-7.60,0.2340,4.4273
CNC1=C(C2=CNC(C)=C(C3=CC(=O)C(S)=NC3(O)C=O)S2)C(C)=CN1,-7.60,-7.60,0.3975,4.8868
CNC1=C(CC2=C(C)C(=C3C=CC=CN3)NC=C2N)C(O)=C(C)N=C1N,-7.60,-7.60,0.4910,3.9422
CC#CC1(C2=C(C3(F)CC3)C=C(CC)N(C)N2)C=C(NC)C(F)=C(C)S1,-7.60,-7.60,0.7146,5.0608
CCC(=N)c1c(N)[nH]c(C(NO)c2cc(CC(C)=O)ncc2C)c1C1(C2=C(OC)SC(=O)C2)N=C(C)N=C1C,-7.80,-7.40,0.2179,5.1666
C=CC1=NC(Cl)=C(C2=CC(NC)C(CN(C)CN)=C3CCC(O)=C23)C(O)C1=O,-7.60,-7.60,0.3918,5.1772
CC(=O)C(C)(ON)C1(N)C=CCC(N)=C1C(=O)C(C1=CCCC1)C1=NCC=CO1,-7.50,-7.60,0.4319,5.4973
CCC1=C(OC(C)=O)NC(OC2C=CC(C)C2)=C(C2=C(S)NC=CC2)C1C,-7.60,-7.50,0.3734,5.2109
C=CC1=C(C2(O)C=CCC2)N(C(O)(F)CO)C2=C(CN)CC=CC2=C1C(=O)O,-7.50,-7.50,0.3380,5.0367
CCC1=C(C2=CC(S)=C(N)N2)C(C(=O)NC2=NCC=N2)=C(O)C(N)=C1Cl,-7.50,-7.50,0.2703,4.0061
Cc1cc(C2(C(O)(F)N(C)C3=NCC=C3)OC=C(F)N=C2Cl)cc(O)c1Cl,-7.50,-7.50,0.5821,5.0946
CC1N=C(NNC2=C(Cl)SC(C3(S)CC=CN3)=C(N)C2=C(N)N)C=CC1=O,-7.50,-7.50,0.2570,5.5201
CNCN(C(N)C1=CNC(C)(C2=CCCS2)NN1)C1(C)CC(O)=CC(O)=C1O,-7.50,-7.50,0.2988,5.7977
CCC1=CC(C)=CN(C(=O)O)C1(C)N1CN=C(N(C=O)C(=O)C(O)(C(=O)C2=C(O)C(O)=C(C)C=C2)N2C=CNC=C2C=O)O1,-7.50,-7.50,0.1212,5.5745
CC1=CC=CC(C2=C(N3CC=CC3(O)F)C(O)C(C)(C)C(C)=C2Cl)=C1N,-7.50,-7.50,0.4168,4.3907
CC(=O)OC(C)(F)C12C(F)=C(O)CNC1(F)OC(N)=C(C(O)(F)C1C=CNC1)N2C,-7.50,-7.50,0.2409,5.8741
CCC1=C(C)C(F)(C2=C(SC(C)(N)N)N=C(S)C(C(C)C)=C2ON)C=C1,-7.50,-7.50,0.2510,4.8147
CNC1(N(c2cccc(N)c2)c2cc(OC)c(C(N)(O)Cl)c(F)n2)C=CCC1,-7.50,-7.50,0.1453,4.5282
CC1(O)C(N)=NC(c2cc(N)ncc2CO)N=C1C(N)(CF)C1(Br)C=CCC1,-7.50,-7.50,0.3277,5.3860
