smiles,egfr,her2,qed,sa
CC1=CC(C2=CC(C3=CC(N)=CC=C3)=C(N)C=C2C(=O)C=O)=C(C)CO1,-9.20,-9.20,0.3808,3.2426
CC1=C(C)C=C(C2=C(F)C(C#N)=C(O)C(N3C(=O)C=CC3N)=C2O)C=C1,-9.10,-9.10,0.7684,3.7253
CC1=CC(=CC2=CCC(F)(C3=C(C)C(NCS)C(=O)C(O)N3C)C=C2)CC1,-9.10,-9.10,0.5097,5.3930
CCC1=C(C)C=C(OC2(O)C=CC(C)=CC2)C(C2=CCC(O)=CC2)=C1O,-9.10,-9.10,0.6757,4.3310
Cc1cc(C(=O)C2=CCCC=N2)c(C2=CCC=CC2)c(C)c1C1(F)C=CCC1,-9.10,-9.10,0.4371,4.5680
NC(=O)c1cc(C(F)C(N)=O)[nH]c1C(=O)c1cccc(C2=CNCC2)c1O,-9.00,-9.10,0.4768,3.9649
CCC1=CC(C)=CC(N(C2=CC=C(C)C=C2)C2=C(C)C=CC(C=O)=C2)=C1,-9.00,-9.00,0.4957,2.3228
CNC1=CC(C2=NC(N)=CC(=O)C2C)(C2=NC(c3ccc(C)cc3)=NN(C)C2C)CO1,-8.90,-9.00,0.7749,5.0305
NC1=CC=CC(C2=COC(C(C=O)C=O)=C(C3=C(N)C(NS)=C(C4=CSC=C(C(=O)O)O4)C=C3)N2)=C1,-8.90,-8.90,0.1297,4.3878
CC1=C(C2=C(F)C(OC3=C(C)CC(=O)C=C3)=CN(C(N(C)C)N(C)C(=O)CO)C2)C=CC=C1,-8.90,-8.90,0.6377,4.3137
CC1=CCC(C2=C(C3(C4=C(C)C(F)=CC=C4C)C=CC=C3F)OCCC2=O)=C(N(C)C)C1=O,-8.90,-8.90,0.6405,4.3802
CC1(O)C(=C2CCC=C2SC=O)C(=O)N(CN)C(O)=C1c1cc(N)nc(O)c1,-8.90,-8.90,0.3637,4.6979
CNC1=C(N(C)C2=NC(C)=C(C)C(C3=CCC=N3)=C2C)C=C(N)C(C)=C1,-8.90,-8.90,0.7964,3.5097
Cc1cc(O)cc(NC2=C(C3C=CC(F)=C(C4=CCCC4)O3)CN(C)C=C2)n1,-8.90,-8.90,0.8061,4.4609
CC1=C(C2=CCN=C(F)N2)C(C)=C(C2=C(C)C(F)=CC(C=O)=C2)C(O)=C1,-8.80,-9.00,0.6398,3.5316
CC1=CC=CC(C2=C(C(=O)C(=O)C=O)C=C(C3=CC=CC=C3)C=C2)=C1C,-8.90,-8.90,0.2949,2.3410
CC1=CCCC1Nc1nnnc(ON)c1C1(O)NC=C(Cl)C(N)(NC(C)Cl)N1,-8.90,-8.80,0.1046,5.6433
Cc1cccc(C2(S)C=CN(C)C(c3cccc(C=O)c3)=C2C2CC=CC2)c1,-8.80,-8.80,0.4083,3.8667
COC1=COC=CN1c1nc(C)c(N)c(N)c1-c1ccc(C)c(C2C=CCC2)n1,-8.80,-8.80,0.7566,4.3519
CCC#CN1C=CCC=C1C1=C(C(=O)N(C)C)C=CC=C1C1=CC(N)=C(C2=CC=CC=C2)C=C1C,-8.80,-8.80,0.3543,3.2781
CNC1=C(c2ccc(C)c(C)c2C(N)=O)SC(C(C)=C2C=CCO2)=C(Br)C1,-8.70,-8.80,0.6898,3.8927
CC1=C(C(=O)C2=CCC=N2)N=C(F)C(C2=C(N)C(CO)=C(C=O)C=C2)=C1,-8.70,-8.80,0.3720,3.6039
C=CC(=C=O)C1N=CC(C2=CC3CC3(CC)C=C2)=C(C2=CC=CC=C2)N1,-8.70,-8.70,0.6417,5.0933
COC1(N)OC(C(=O)C2=CCNC=C2C2=CC=CC=C2)=NCN1C(N)=O,-8.70,-8.70,0.6553,4.2889
CC1=C(O)C(S(C)=O)=C(CN)CN1N=C1CC=CC(C2=CC(F)(C3CN3)CC=C2C(N)N)=C1C(C)(C)C,-8.70,-8.70,0.2612,5.6785
CC1=C(C=O)C(N(C)C(=O)C2=CC(C)N3C=CC=CC3=C2)=CC(O)C1N,-8.60,-8.60,0.7433,5.1396
CCN(C(=O)C(=O)C(C1=CCCC1)c1ccc(C)cc1)C1(F)CC=CNN1C,-8.60,-8.60,0.4620,4.3803
CC1=CC=C(C2=C(C3=C(O)C=C(O)C(C4CO4)=C3)C(=O)C=CC2C)CC1,-8.60,-8.60,0.7946,4.2786
COC1=CC=CC(C2=C(C3CC=CC3)C(C)(N)C(C(C)=O)=C(NN)C2)=C1,-8.60,-8.60,0.4301,3.8353
NC(O)(F)C1=C(C2=CC=CC(NCC3=C(O)C=CSC3)=N2)C(=O)NCN1,-8.60,-8.60,0.3224,4.4897
CC1=NCN=C(C2=CC=C(C3=CC=CC3)C(C3=CC=CC=C3)=C2N)C1=O,-8.60,-8.60,0.8552,3.2802
Cc1nnc(-c2cc(O)c(C3(F)C=C(O)CS3)cc2NC(N)=O)c(C)c1N,-8.60,-8.60,0.5053,4.1780
CNC1=C(C2(C)CC=CC2)S(=O)C=C(C2=NC(O)C(=O)N(C(C)=O)N2C)C1,-8.60,-8.50,0.6878,5.2473
CNC1(c2cc(C(=O)C3=CN=CC(C)C3)cc(N3N=C(C=O)CC=C3F)c2N(C)OC)CC=CC1,-8.60,-8.50,0.1977,5.0152
C=NCC1=C(c2c(C(C)NC)cc(-c3cccc(C4=CC=CC4)c3)c(C)c2S)N(S)C(F)=NC1,-8.60,-8.50,0.2354,4.5804
CCC1=C(C)C(C2(N)OC(C)=C(C3=CC=CC=C3)C(Cl)=C2C)=C(F)C=C1,-8.50,-8.50,0.7415,3.4738
CC1=NC(C2=C(O)C(C3=NC=C(O)C=C3)=CC(N)=C2C(=O)O)=CC(N)=C1,-8.50,-8.50,0.3552,2.9467
CC1=CCC(=O)C(C2=CN=NC(C(C=O)(C=O)C3=CC=CC(N)=C3)=C2)=C1,-8.50,-8.50,0.5043,3.7076
CCc1c(O)c(OC2(C(=O)S)C=CC(=O)N=C2O)cc(CO)c1C1CC=CC1,-8.50,-8.50,0.4284,4.5016
Cc1cc(C)c(-c2nc(NC=O)nc(COC3(Cl)C=CCC3)c2S)c(N)c1,-8.50,-8.50,0.2224,4.2541
CC1=CNC(C2=CC(N)=C(O)C(C)=C2C)=CC1(CF)C1=CCC(N)=CC1,-8.50,-8.50,0.3756,4.6864
CCCC1SC(N(C)C)=CC=C1C1=CC(C2=CC=CC=N2)=CC(OC)=C1,-8.50,-8.50,0.6778,3.4912
CC1=CCC(C=O)(C(=O)NC2=C(c3c(C(=O)C(N)=O)ncc(O)c3F)OC(=O)C(N)(O)C2)C1,-8.10,-8.90,0.0654,4.9608
CC1=CC(N)=C(N)C(C2(N=O)C=CC(C3=CC=C(N)C=C3)=CN2C=O)N1,-8.50,-8.40,0.3634,4.8008
COC1=CC=C(N(C=O)C2=CC(C(=O)C3CN3C)=C(C)C(C)=C2)C(C)=N1,-8.40,-8.50,0.4539,3.7823
C#CC1(C2=C(CC)C(N)=NC(C3=C(C)C=CC3=O)=C2)NC=C(N)C=C1C,-8.40,-8.40,0.7304,4.5742
CN(C)C1(C)C(CC2=CC=CC=C2)=C(F)N=C(C2=CC=CC=C2)C1(C)C,-8.40,-8.40,0.6869,3.3224
COc1cc(C=O)cc(C2=CN(C=O)C(C)(C3(C)CC=CN3C)OC2=O)c1,-8.40,-8.40,0.5842,4.5962
CC1=C(C(C)O)C(N)=NN(C2=C(C)C(C3=C(C(C)C(N)NCCN)CC(=O)C(F)=C3)=CC(N)=C2)C1,-8.40,-8.40,0.2372,5.0910
C=NC1=C(Cl)CCC(C)=C1C1=CC(C2=CCC=CC2)=C(C)C(OC)=C1C,-8.40,-8.40,0.4250,3.8855
CC#CC1=CCC(O)(C2=CN(C3=NC(C)=CC(N=O)=C3CN)NC(C=O)N2)C1,-8.40,-8.40,0.3368,5.2674
CC1=CCC(O)(C2=C(Cl)C(C3(Cl)OC=C(O)CO3)=C(C#N)C(O)=C2F)N1,-8.40,-8.30,0.5617,5.2281
CC1=CC(C)(C2(N)CC3(N)C=C(C)C(O)C(C)N3C(CN)=C2F)C=CC1,-8.30,-8.30,0.5613,5.6166
Cc1cc(C(N)(F)N(C)C2=C(Br)C(N)=C(N)NC2)ccc1C1=CNCC1F,-8.30,-8.30,0.3589,4.8597
CCC1=CC(C2=CC(C)=CCO2)=C(C2=NC=CC=C2)C=C1C(=O)N1C=C(N(C)COC)NC(C)=C1Cl,-8.30,-8.30,0.3984,3.8954
CC1=C(N)N(C2=C(C)C(=O)CC(N)=C2C2=CNC=CN2C)C=C2CCC(C=O)=C21,-8.30,-8.30,0.6319,4.4783
COC1=C(C2=C(C)C=CN=N2)C(C)=C(N)C(C2=NC(C)=CC=C2C)=C1S,-8.30,-8.30,0.5334,3.2087
NC1(O)C(=O)C=C(C2=CC(O)(S)NC(=O)C2C2=NC(CO)N=C2)C=C1O,-8.30,-8.30,0.2120,5.7869
CC1=C(C)C(C2=CCCC2)=CC(O)(OC(O)(C(N)(O)O)C(O)(N=O)C(N)=O)N1,-8.30,-8.30,0.1702,5.2662
CCC1(c2cc(N)c(C(=O)CC3=CCC=C3)c(C)c2C)CNN=C(S)C1C,-8.20,-8.30,0.3990,4.7349
O=COc1cccc(C(=O)C(=O)C(F)c2ccnc(O)n2)c1N1CC=CC1,-8.20,-8.30,0.3379,4.1058
CC1=C(N)N(CN(C2=C(C)C=CC=C2)C2=C(O)C(N)=C(C)N=N2)CC=C1,-8.20,-8.20,0.7764,3.4587
CC1=CC(N2C(CC3=CC=CC=C3)=C(O)C(Cl)=C(N(C)C)C2Cl)=CC=C1,-8.20,-8.20,0.5600,3.3019
CC1=NC(C2=C(N)C(C(=O)NS)=C(C3=CC=CCC3)C(C)(O)C2)=CC=C1,-8.20,-8.20,0.6171,4.1305
C=CC1=C(C2(N)C=CCC(C)=C2)C(O)=C(C2(O)CCC=CN2)C(F)=C1Cl,-8.20,-8.20,0.6026,5.1333
CNC(C1=C(C)C(Cl)=C(C2(O)C=C(C)N=C(Cl)C2)C(N)=C1)C(O)=S(=O)=O,-8.20,-8.20,0.4373,4.9451
CC1=C(C2(S)C=C(O)C=CN2)CN(O)C(C=O)=C1NN(CO)CC1=CC=CC=C1,-8.20,-8.20,0.1721,4.6459
Cc1c(O)cccc1-c1nnc(C2(O)C=NN=CO2)c(C2=CNCC2)c1CN,-8.20,-8.20,0.6237,4.5586
CNCc1c(C2CN=NC2)ccc(C2(C)C=CC(=O)C(C)=C2N(C)C=O)c1C,-8.20,-8.20,0.7711,4.4621
CC1=C(C2C=CCC2)CC=CN1Cc1ccc(C)c(C2C=CC=CN2)c1S,-8.20,-8.20,0.4980,4.6967
CCC(C)=C(Cl)C(N)(Cl)C1=C(C2=NC(C)(C)N=C2)C(=O)C(=O)C(F)=C1O,-8.20,-8.20,0.3260,4.7599
CNC1=CC=CC(C2=CC(S)=C(C(=O)C3=CC=CCC3)C(C)=C2N)C1=O,-8.20,-8.20,0.4320,4.4079
CN(C1C=CC=C1)C(N)(F)C1=C(F)C(O)=CC(C2=CC=CC=N2)=C1C=O,-8.20,-8.20,0.4887,4.0099
CNC1=C(N(C)C23C=C(C#N)N=C(N(C)C)C2CC=N3)CC=C(c2ccc(C=O)cc2)O1,-8.10,-8.20,0.7223,5.0337
CC(=O)C1=C(C2=CNCC(C)=C2)C(N)(F)C(C)(C(C)F)C(O)(C2=CCCC2)N1,-8.20,-8.10,0.4358,5.3700
CC1=CCC=CN1c1nc(CCl)c(C)c(C2=CCCN2C)c1-c1ccc(C)c(C)c1O,-8.10,-8.20,0.5620,3.7663
CNC(=O)C(O)(C(CCN)C1=C(C(C)(N)Cl)CC(OC)(C2=C(OC)C(CO)=NC2=O)C1)C(C)(S)CS,-8.13,-8.13,0.0768,5.7260
CC1=CCCN1c1cc(N)c(C)cc1C1(N[SH]=O)NC(C)=C(C=O)C(N)=C1F,-8.10,-8.10,0.2883,4.8619
CCC1=CC2=C(N)C(C3=CC=CN(CC4CC=CC4)C3)=C(C=O)C(C=O)(NS)C2=CC1,-8.10,-8.10,0.3244,5.0885
CC1=C(C(C)O)C(C)C(c2c(O)cc(N3CCC=N3)c(C=O)c2O)N(C)C1C,-8.10,-8.10,0.5430,4.9901
Cc1c(C2=C3NC=CC=C3C(C=O)=C(O)N2)cc(CF)c(C2=NCNC2)c1C,-8.10,-8.10,0.6030,4.3348
CC1=CNC(NC2=C(N)C(N)=C(C=O)C(O)=C2C2=C(C)N=CN=C2)=C1C,-8.10,-8.10,0.2758,3.6343
CC1=CC=CC(C2=C(S)C(C)=C(C)C(CO)(N3C(=O)CC=C3N)O2)=C1O,-8.10,-8.10,0.6095,4.2967
CC1=C(NC2=CCC=N2)C(O)C(Oc2ccc(N)c(C)c2C)C(C)C1(N)O,-8.10,-8.10,0.4024,4.9519
CNCC1=CC(C)(O)C(N)(O)N=C1C1=C(O)C(N)=CC(C2=CNC(=O)C2)=C1,-8.10,-8.10,0.2047,4.7104
Cc1cc(C(=O)C(O)(CO)C2C=CCC2O)c(C2=CCN=CN2)c(N)c1C,-8.10,-8.10,0.2945,5.0206
CC1=C(C2=C(N)C=C(CO)C=C2O)C(C)CC2=C1N=C(F)N=C2C(N)=O,-8.10,-8.10,0.4862,3.8657
CC(O)C1(F)C(S)=CC(C(C)(C)C=O)=C2C=C(C(C)(N)CC=O)C(O)=C21,-8.10,-8.00,0.4183,5.3796
CC1=NC(F)(C2=C(C(=O)C3=CSC(O)=N3)CC(O)=CN2C)OC(C=O)=N1,-8.00,-8.10,0.4625,5.0218
COC1=CCC(C2=CC=CC=C2)(C2=NSC(N(C)C=O)=C(F)C2)C(C)=C1,-8.00,-8.10,0.5635,4.3623
CC1=NC(C(N)=O)=NC(O)C1(C1=C(F)CC(=O)C=N1)N(C1=CC=CC(NC(O)F)=C1)C(C)O,-8.10,-8.00,0.2816,5.3893
CC1=C(OC2(C3CC=CC3)C=NN(C)C(CC(N)N)=C2)N=C(N)N(CO)N1C,-8.00,-8.00,0.3599,5.1166
CCC1=C(C2=C(C)C=CC=C2)NC(C)(C2(NCN)C=CN=C2C)C(C)=N1,-8.60,-7.40,0.7136,4.5993
CCC(C)(OC)C1=C(NC)CN(c2c(F)c(N)c(N)c(N)c2N2CC(N)=C(C(N)=O)C2)N=C1N,-8.00,-8.00,0.2497,4.7718
CC1(C2=CCC(N)C2)C=CC2(Br)C(=C1)N(N)C(c1cccnc1)=C(S)N2C=O,-8.00,-8.00,0.1613,5.2226
CNc1ccc(CS)c(N(C=O)C2=C(NN)C3=CCCC3=C(C(C)=O)N2)c1O,-8.00,-8.00,0.1351,4.1205
CC1=NC(C2(N)C=CC(C)=C(C=O)N2)=CNC1(N)C1=C(S)N=CC=C1N,-8.00,-8.00,0.3301,5.3467
CC1=CCC(C)C(C(=O)C(C)(O)C2=C(C=O)C=CN(C)C2)(C2(F)CCC=C2C)N1CCl,-8.00,-8.00,0.2877,5.5677
COC1=C2N(NC(=O)O1)C(C)=C(C1(N)C=CCC=C1)C(C)(C)N2C(=O)S,-8.00,-8.00,0.5041,4.5846
CNC(N)(OC1=C([SH](C)C2=NCC(N)NC2=O)C(F)=C(N)C(N)=C1C1=C(C)C=CC=C1C)C1CCC=N1,-8.00,-8.00,0.1680,5.6165
COC1(N2C(O)=C(C)C=CC2C)C=C(OC2=CC=CC=C2)C(O)N=C1C,-8.10,-7.90,0.8669,4.5804
CC(C)C(N)C12C=C(C3=NC(=O)C(C)(C)C(CO)=N3)C(F)=C(NO)C1=CCC2,-8.00,-8.00,0.5364,5.0943
CC1=COC(N2CC=CC(C3([SH]=O)C=C(C)C=CN3)=C2C)(C2(S)CN2C)C=C1,-8.00,-8.00,0.4848,5.9813
CNC1=C(OC(C)C2=CC=CC2)N(C)C(C=O)C(C2=CC(C)=CC=C2)=C1,-8.00,-8.00,0.7966,4.4258
CCC(S)C1=NC(C2=NN=C(OC3(NCN)C=CN=C3)CN2CN)=C(C)N=C1C,-8.00,-8.00,0.3758,5.4177
CCC1=CC(N2C(C)CC(C(C)CC)C3=C(C)C=CC32)=C(NC)C=C1Cl,-8.00,-8.00,0.6375,4.5089
CC1=NC=C(N)C(NC(=O)OC2(C#N)C=C(C(N)F)C=CC2)=C1C(N)=O,-8.00,-8.00,0.5805,4.5295
CCC(=O)C1=C(C(=O)S)C(C(=O)O)=C(C2=CC=CC(C)=C2C)C(Cl)=C1C,-8.00,-8.00,0.5369,2.8702
CC(=O)C1=C(C2=CC(NS)=C(O)C=C2)C=C(C2=CC=C(O)N=C2)N=C1N,-8.00,-7.90,0.2721,3.0590
CCc1c(-c2cc(N3CC=C(C)C3)cc(C)c2O)cc(C)cc1N(C)CC,-7.90,-8.00,0.7137,3.1518
CC1=C(C=O)N=C(C2=C(Br)C(NN)=CC=C2O)C(C(=O)O)=C1N1SC1=O,-7.90,-8.00,0.1379,4.0053
CNC(=O)C1=C(NC(=O)NC2=C(N)NC(C)C=C2)C(=O)C(S)=C(F)C1=O,-7.90,-7.90,0.2152,4.3638
CCNC1=C(C(=O)CC(=O)NC)NCC(Br)(C2(O)OC(N)=C(O)O2)N1C,-7.90,-7.90,0.1633,4.9538
CCC1=C(C(C)F)C(C(C)(CO)N(CO)C2=C(C)C(C)CC(C)=C2NC)=C(OC)C(N2C(C)=C(C)CC(N)=C2N)=C1C,-8.60,-7.20,0.2300,5.3968
CCC1C(C)=CC(=O)C(C2=CC=CC=C2)=C1NC1(OC)C=CNC=C1N,-7.90,-7.90,0.7114,4.3585
CC(=O)C1=CC(OC#N)=CC(C2=C(O)C(C)=C(C3=CCC=C3)C=C2)=C1S,-7.90,-7.90,0.4523,3.4935
CC(=O)C1=C(N)C(N)=C(C2=CC(C)=C(C3(O)NN3N)C(C)=C2)C=C1C=O,-7.90,-7.90,0.1782,4.1143
CC1=NN(C2=C(C(N)(N)ONC3=C(N)C=CC=C3)C=CC(N)(N)N2)C=CS1,-7.90,-7.90,0.2054,4.3833
CNCC1=C(C)C(N)(C2=C(O)C(C(N)=O)=C(C(C)=O)C(Cl)=N2)CC=C1C,-8.00,-7.80,0.4559,4.1176
CC(=O)c1c(C)c(NC(=O)O)c(C(C)(F)N(C)S)c(C2(O)C=CCC2)c1C,-7.90,-7.90,0.2609,4.5044
CSC1=C(N2C(=O)C=C(N(C=O)C3=CC=CCC3)CN2C)C=CC(C)=C1,-7.90,-7.90,0.5887,3.7755
CC1=CCC(C)=C(C=O)N1C(=O)c1[nH]c(I)c(C=C2CC=CC2)c1-c1cc(C)cc(C)c1C,-7.80,-8.00,0.2486,4.1273
CC(=O)c1c(Cl)c(C(=O)C(=N)N)c(C(=O)O)c(CNC2=CC=CC2)c1C=O,-7.90,-7.90,0.2298,3.6888
CC(=S)Oc1c(F)cc(N2CCC(O)=C2NS)nc1-c1cc(C)c(N)cc1C,-7.90,-7.90,0.3354,3.7605
CCC1=CC(F)=CC2(C)C(C)=C(N(C)C)C=CC12C1=C(C)C=C(C)C=N1,-7.90,-7.90,0.7087,4.5549
CCC1(O)CC(=O)OC(OC=O)=C1NC1(O)NC(F)=C(C(N)=O)C(S)=C1C1(N)C=CN=C1C(C)=O,-7.90,-7.90,0.0645,5.6693
N=C1C(C2(C=O)C(N)=CC(=O)C(O)N2NC=O)=CC(C2(N)CC=CC2)=CC1O,-7.90,-7.90,0.2294,5.7102
NC1=C(Cl)C(C2=CC=CC2)=C(N(S)C=O)C(C(=O)C2=CCCC=C2)=C1F,-7.90,-7.90,0.3321,4.1411
CNC(=O)C1=CC(C(O)(F)C=CO)=C(C2(Cl)ONCC(NC)=C2C)CN1,-7.90,-7.90,0.2945,5.4348
CC1=C(C(N)O)CCC1(C)C1=C(S)C(C)C(C2=CC(F)CC(CC(=O)Br)=C2)=C(C(C)N)N1CF,-7.80,-7.90,0.1173,5.8740
CNc1c(F)c(C2=C(N)CC(C)=C(C)N2C)cc(C)c1C(=O)C1=CCOC1,-7.70,-8.00,0.7922,3.8928
CCC(C)NC1=C(NN)N(c2nc(S)c(CC(C)=O)c(N)c2C(C)(O)S)CC1,-7.80,-7.80,0.1438,4.8144
COC1C=CC(C2=C(O)C(N)=CC(C3=C(C(C)S)C=CC=C3)=C2C)CN1,-7.80,-7.80,0.2824,4.4910
NCC1(O)C=CN=C(C2=C(N)N(C(=O)C(N)(C(N)=O)C(N)N)CC=C2)C1,-7.80,-7.80,0.1874,5.0718
C=C1C=CC=C1C1=C(NC2(N)N=CNC=C2C)N(C=O)C(N)=NC1(N)N,-7.80,-7.80,0.2585,5.3409
CCNC1=C(C)C(N(N)S)=C(C2=CC=CC=C2C2=CC=CC=C2)C=C1F,-7.80,-7.80,0.3201,2.6166
CC(=O)CC1=C(C2(C(C)=O)C=CC=C2)CC(O)(C(=O)C(=O)S)C(C)=C1C,-7.80,-7.80,0.5507,4.5561
CC1=C(NO)C=C(CN)C(C)=C1C1=CC(CO)=C(S)N=C1C1=CCC=C1,-8.50,-7.10,0.4089,3.8167
CCCC1=C(NC(C)OCN)N(C2(Cl)C=CC(F)=C2CC)C(N)C(C2=C(C=O)C=C(CC(N)=O)CN2)=C1O,-7.80,-7.80,0.0923,5.5536
COCC1=CC(C)=CC(C2=C(N)C(C)C(C)(F)C(C(O)F)=C2C#N)=C1C,-7.80,-7.80,0.8576,4.4625
CC1=CC(C2=CCCC2)=CC(=CC2=C(C)SC(N(C)C)=C(N3C=CN(C)CC3)N2C)C1,-7.80,-7.80,0.5658,4.4217
CC1=C(C(N)C2=C(O)C=CC(C(C)N)C2=O)C(N)=NC(C2(CCN)C=CN(C)C=C2F)=C1,-7.80,-7.80,0.4457,5.4095
CC(=O)OC1=C(N(C)C2=CC=C(Cl)S2)C(C2=CC=CC=N2)=CC(C)=C1C,-7.80,-7.70,0.4211,2.8935
CC(=O)C1N=C(N2C=CC=C(NC=S)C2)C(N)=C(C(=O)N(C)C(C)O)O1,-7.70,-7.70,0.4342,5.1296
COC(=O)N1N=C(C2=NC=CC(C3C=CCC3)=C2CN)S(=O)C(Br)=C1C,-7.70,-7.70,0.7306,4.6326
CC1=C(S)CC=C(C2=C(N)C=C(O)C=C2C(=N)C2=CC=CC=C2)N1C1=CC=CC=C1,-7.70,-7.70,0.2480,3.1458
CCCC(=O)c1nc(-c2c(Cl)ccc(N)c2C)c(C2=CCNC2)c(CO)c1C,-7.70,-7.70,0.5031,3.3687
CC1=CC(=O)C(S)(C2=CCCC2)C=C1C1=C(Cl)C(O)(CO)N=C(N)C1(N)O,-7.70,-7.70,0.2255,5.3356
CN(C=O)OC1(C2=CCC=CO2)C=C(Cl)OC([SH](=O)=O)=C1C(=O)C1=CCC=C1N,-7.70,-7.70,0.3439,5.5546
CC1=C(N)C=CC(C2=C(C3=CC(F)=CN3)C(=O)C([SH]=O)=C(N)C2CCl)=C1,-7.70,-7.70,0.3639,4.4516
NCC(N)(C1=C2C=CCC(N)=C2C(O)(C=O)C(N)=C1F)C1(N)NC1(N)O,-7.70,-7.70,0.1327,5.6908
Cc1cc(O)c(C(N)=O)c(N2CC(C(N)=NCC(C)C)=C(N)C(N(C)N)=C2C=C2C=CCC2)c1O,-7.90,-7.50,0.1121,4.1886
CCc1cc(C)cc(F)c1-c1c(C2(NC)CC=CC2)nc(Br)c(C(O)S)c1O,-7.70,-7.70,0.2184,4.2591
CC1=C(C2=CN(C(Cl)(C(=O)CO)N3C(Cl)=COC=C3CN)N=C(SN)C2)C=CC=C1N(C)C,-7.10,-8.30,0.2871,4.8992
CCN(C1CC=CC1)C1NC(C)(C2=C(C3(CO)C=CC=CC3)C(=O)C(C)C=C2)C(C)=C(N(C)C)C1(C)O,-7.70,-7.70,0.4545,5.6669
CNC1=C(CC2=CC=CC2)C=CN(C2=CC(C(=O)N(C)S)=CC=C2S)C1,-7.80,-7.60,0.6712,4.0325
CC1=C(F)C(N)(N)C(C)=C(C(=O)C2=C(CN)C(N3CC(CN)=C(O)C(N)=C3C)=NC(C(N)S)=C2C(=O)CF)O1,-6.80,-8.60,0.1230,5.0953
CCC(=O)C(C)C1N=C(F)C(C(C)C(C)=O)=C(C2(NCCl)C=C(F)CC2)C1=O,-7.60,-7.80,0.4859,5.3757
CNC1=CN=C(C2(Cl)C=CC(OC)=C(O)N2)N(C)C1(C)C1=CC=CC=C1,-7.70,-7.60,0.5582,4.6065
COC1=C(NC=O)N=C(N(C)C=O)C(C2=CC(C)=CC(N)=C2)=C1C(C)=O,-7.60,-7.70,0.4455,3.3143
CSC1(C)C=CC(F)(C2=C(N)C(C3=CC=NC=C3)C(=O)N=C2N)C(N)=C1,-7.50,-7.80,0.6910,4.9261
CCC1=CCCC=C1C(=O)CC1=NCNC(O)(F)N1C(C)(F)N(N)CC,-7.60,-7.70,0.3581,5.1124
CC(=O)C(N)(CCC1(C(N)O)CC(N(C)C)=C(O)C=C1C)C1=CNC=C1,-7.70,-7.60,0.4674,5.1642
CNC1(C)C=C(C2=CNCC2)C(F)(c2cc(F)cc(N)c2C=O)C(F)=C1C=O,-7.60,-7.60,0.5309,4.8950
