smiles,egfr,her2,qed,sa
NC1(c2c(-c3ccccc3)cc(O)c(C3C=CCC3)c2C=O)CN=COC1Cl,-8.70,-8.60,0.4629,4.5552
CC1(C2=C(C3=CC(C=O)CC=C3)N=C(C3NN3)C=C2N=O)CC=CCN1,-8.70,-8.60,0.3248,5.2921
CC1=CN(C(=O)NC2=CC(=O)C(N)=CC2=O)C=C(NC(N)=O)C1ONC=O,-9.00,-8.20,0.2159,4.5534
CC1=CC(C=O)N(C2=C(S)C(CCC3(O)CC=CN3)=C(C)C(=O)C2=O)C=C1,-8.60,-8.60,0.2896,5.2390
CCc1c(C)c(C)c(C2=CCC(C)=CC2)c(C(N)CCl)c1N1CCC(N)=C1C,-8.60,-8.60,0.4980,4.3350
CC1=CN(CC(=O)NC2=C(C)C(O)=C(F)C(C3=C(C)CC(N)=C(C=O)O3)=C2Cl)CC=C1,-8.60,-8.60,0.5939,4.0691
CNC1=C(C2=CC=C(N)C=C2)ON=C(C(=O)C2([SH]=O)C=C(C3(O)N=CC=C3C)C(C)CN2)C1N,-8.50,-8.60,0.1861,5.7378
CCC1=NC(C)(C(=O)SC(=O)C(O)(F)F)N(C)C=C1C1(C)CC=C(C(N)=O)C1,-8.60,-8.50,0.7098,5.0395
COC(OC1=CC=CC(O)=C1)C1=C(C(O)N(C)C2=C(O)C(C3=C(O)C=NC=C3)=C(N)C=C2)N=CC(=O)C1,-8.50,-8.60,0.2258,4.4777
CNOc1nc(-c2cccc(C=C3CCC(C)=C3C)c2O)c(C)c(N)c1Cl,-8.50,-8.50,0.6433,3.5534
CCC1=C(N(C)C(=O)N2CC(N)=CC=C2C=O)OC(Cl)=C(C(=O)N(C)CC)C1N1C=NCC1,-8.50,-8.50,0.5823,4.9511
COC1(C2=C(S)C(=O)CC(N)=C2C2=CC(CN)C=C2)C=C(N)C(C(CC=O)=[SH]C)=CO1,-8.50,-8.50,0.2199,5.8440
CC1=CC(N)=CC(C2(N3C(=O)C(N)=C(Cl)C3C)OC(=O)C(N)=CC2=O)=C1,-8.50,-8.50,0.4986,4.5119
CC1=C(C(=O)c2c(O)c(-c3cncc(F)c3)c(NNS)c(I)c2C=O)CCC1,-8.50,-8.50,0.1501,3.7675
CNC1=C(C2=NC=CC(C=O)=C2C)C(OC2=CC=CC(C)=C2)=CC(N)=C1,-8.40,-8.40,0.5211,2.7507
NCN1CC(O)=C(C2=CCC(=O)C2)C(C(=O)C2(NC=O)NC(N)=CC(F)=C2N)=C1Br,-8.40,-8.40,0.2144,5.0817
CC1=CC(N(C)C2=C(CO)C(C)C(N(C(N)=O)C3=CC=CC=C3)=C(C)N2C)CC(O)=C1,-8.40,-8.40,0.6705,4.4629
CC(=O)C1(C2=C(F)C(O)=C(NC3=CC(=O)C(=O)C(N)=C3)C(N)(S)N2)CC=CC1,-8.40,-8.40,0.1298,4.7701
CCCc1ccc(-c2cc(C)c(C)c(C=O)c2OC2(N)C=CCC2)nc1OC,-8.40,-8.40,0.4341,3.8158
CC(=O)C1=C(c2cccc(N)c2)C(=O)C(C)=C(C(Cl)(C=O)C2=NCOC2)C1O,-8.40,-8.30,0.4371,4.5838
CNC1=C(C2=C(NC)C(C3=CC=CC3)=NC(C)=C2F)C=C(C)C(C)=C1N,-8.30,-8.40,0.6903,3.5336
CNC(=C1C=CC(F)=C(CCO)N1)C1=C(CC2=CCCO2)N=C(N)C(N)(C(C)=O)C1=N,-8.30,-8.40,0.3478,5.0037
CC1=CC=CN(c2ccc(C(=O)C3=C[SH](C4C=CCC4)C(O)=C(C)O3)c(C)n2)C1,-8.40,-8.30,0.4062,4.9688
CC(=O)C1=C(N)C(=O)C2=CC(CC(N)=O)=C(O)C2=C1C(=O)C(C)(N)C(=O)[SH](=O)=O,-8.40,-8.30,0.2275,4.7296
CNC(=O)C1=NC(C)=NC(=C(C2=C(C)C(F)=C(C)N2)N(C=O)C=O)C1N,-8.30,-8.30,0.6359,4.6658
CCC1=C(C2=CC=C(O)C(C3=CC=CC(N4CC4)=C3)=C2)C(C)=C(C)C=C1,-8.30,-8.30,0.6119,2.1845
C#CC1=CCC=CC1N(C)C(=C=O)c1c(F)c(C)c(C2=CCCC2)c(C)c1Cl,-8.10,-8.50,0.3724,4.6484
CNC1=C(O)C(C)=C(C2(CC3=CC=NNC3F)C=CC(C)=C2)C(O)=C1N,-8.30,-8.30,0.2464,5.1006
CC(=O)C1=CC(C(Cl)CO)=C(C2=CCCC(C3CCC=C3C)=C2O)CC1(O)Br,-8.30,-8.30,0.4001,5.1360
CC1=C(N)N(C2=C(C)N(C)C=C(C3(C(=O)O)OC(=O)N(C)C=C3F)O2)CC1=O,-8.30,-8.30,0.7137,4.7976
CCC1=CCCC1C1=C(N)NC(N)(C2=C(C)C(C)=NC(O)C2(N)N)C=C1C,-8.30,-8.30,0.3191,5.2917
CC(C)N(C1=CC(C2C=CCC2)C(CN)=C(N)N1)c1cncc(C(N)=O)c1,-8.30,-8.30,0.5650,4.4740
CCNN1C=CCCC1(CC)C1N=C(C)C(C2=CC=C(C)C=C2)=NC1=O,-8.30,-8.30,0.8831,4.4088
CC1=C(N(C(=O)C2=CC=CC(N)=C2)C2=C(C)C=C(C=O)C=C2)C=CC=C1,-8.20,-8.40,0.5521,2.3173
CC1C(=O)NN(C2=C(O)C(=O)CC(=O)N2c2cccc(N)c2)N=C1N1CC(S)=NC1=N,-8.30,-8.30,0.2472,4.6419
Cc1cc(Nc2c(C)c(C#N)nc(C(=O)F)c2C2=CCCC2)c(N)cc1CN,-8.30,-8.30,0.5331,3.4408
O=C1C(NC2=CCCC2)CC(O)=C(c2ccc(-c3ccncc3)c(O)c2)C1O,-8.30,-8.30,0.6520,3.9965
CC1=CC(O)=CC(C2(C3=CN=C(S)C(N)=C3C)CC=C(C)N(C)N2)=C1O,-7.80,-8.70,0.4110,4.3970
CCC1=CC=C(N2C(C3(Cl)NC(O)=CC=C3N)=C(C)C=CC2CN)C=C1,-8.20,-8.30,0.4818,4.4524
C=CC1(C(F)C=O)C(=C)C(c2cnncc2N)=C(F)C(C2=CCC=C2)=C1N,-8.20,-8.30,0.6150,5.1344
CC1=CC(N)(C2=COC(C=O)(C3=C(C=O)NCC=C3C)C=C2)C(N)=CC1,-8.20,-8.30,0.5192,5.5352
CC(=O)C(=O)C1=CC(N)=C(C=O)C(C(=O)C2(NC(=O)O)C=CC(N)=N2)=C1,-8.20,-8.20,0.2356,4.2114
CC(=O)c1c(O)c(N(C=O)C(N)=O)c(O)c(C2(C(=O)O)CCC(C)=C2O)c1O,-8.20,-8.20,0.3112,4.2510
Cc1c(O)c(C(=O)CN(C)C)c(F)c(C2C=CC(C)C2)c1-c1ccccc1,-8.20,-8.20,0.6016,3.7040
CC(=O)OCC1=C(N(C=N)C(C)=O)C(C)=C(C2=C(C)C(C)=C(F)C=N2)S1,-8.20,-8.20,0.4866,3.5824
CNC1=C(C(C)C2=CC=CC=C2)CN(CCl)C(C2(OC3=CCC=C3)C=CC=NC2)=C1C,-8.20,-8.20,0.4667,4.8325
CC(N)NC1=NC(O)(S)N=C(Nc2cc(N)cc(O)c2S)C1C1=CCC=C1,-8.20,-8.20,0.2168,5.2581
CONC(N)C1C=CN=C(N(C)c2cc(O)c(C3(C)C=CCC3)c(OC)c2)O1,-8.20,-8.20,0.3898,5.0164
CCc1c(F)ccnc1C1=C(N2CC(C)=C(C)C(C)=N2)SC(O)=C(N(C)C2CC=CC2)C1,-8.20,-8.20,0.5537,4.2321
Cc1cccc(C(O)C(=O)c2ccc(C=O)c(C)c2C(C)F)c1N1C=NCC1,-8.20,-8.20,0.6074,4.0922
C=C(NC)C1=C(C)C(F)(S)C(C2CC=NNC2)=C(C2=CC=C(C)N2)C1C,-8.50,-7.90,0.6030,5.2571
CC1=C(C)C(C2=CN(C3(O)NN3)C(N)(C(=O)S)C(O)=C2C#N)=C(N)C=C1,-8.20,-8.20,0.2122,4.5407
CC1(C#N)C(=O)N(C2=CCC(C=O)=C2)C(C(=O)NCF)=C(C2=C(Cl)C(=O)C(=O)C=C2)C1F,-8.20,-8.20,0.2869,5.1097
CCC1=CC(=C2SC(NC)=CC=C2C#N)NC(C)=C1C1=C(C)C=CCN1,-8.20,-8.20,0.7037,4.4210
CN=COC1OC(C(O)c2cccc(C)c2)=CON1C(=O)C(=O)N1C=CCC1,-8.20,-8.20,0.4757,4.8208
CC1=C(C(=O)O)C(NCC2=CC=CC=C2)=C(S)N=C1C1=CC(O)=C(N)N1,-8.20,-8.20,0.3831,3.0861
CNCC1(C2=C(F)C(Cl)=C(O)N=C2CC2=C(C)C=CC2)CCC=C(C)S1,-8.00,-8.30,0.7160,4.6825
CCC(C)(C)c1c(C(N)=O)c(F)c(N2CC(C)=C(O)C2)c(NC)c1[SH](=O)=C=O,-8.10,-8.10,0.4217,4.6437
Cc1ccc(C2C=CCC2)cc1OC1=C(Cl)C(Cl)(Br)CC=C1N(C)C(=O)CO,-8.10,-8.10,0.4518,4.3675
CC1=CN(C2=C(C=S)C(Cl)=C(C(=C=O)C=O)C(C3(Cl)N=C(C=O)C=CN3)=C2)C=CC1,-8.10,-8.10,0.1737,5.3510
CCN1C(=O)CSC(C(=O)c2c(CN(C)C(=O)c3cccc(C)c3)ccc(C3(C)C=NCC3)c2C)=C1OC,-8.10,-8.10,0.4511,4.0674
CCNC(=O)C1=C(C(N)=O)C(C(=N)O)=C(C(C)=O)C(C2=CC=CC=C2)=N1,-8.10,-8.10,0.3540,2.7100
CC(C1=CCC=CO1)=C1SC(C(C)C)=C(C)C(C2(F)CN=CC=C2N)=C1N,-8.10,-8.10,0.7420,5.0561
COC1=CC(C2=CC=CC=C2)(N(C)C2=CC=CC=C2)C(=O)C(C(C)=O)=C1,-8.10,-8.10,0.7748,3.3996
CNC1C(O)=C(C(O)F)OC(C2=NCCN2)=C1C1(S(=O)N(C)C(N)=O)C=C(C(C)=O)C(F)=C(O)O1,-8.10,-8.10,0.2558,5.7299
CC1=CC(C2=CC(C3=CCCC3)=CNC2C)(N(C=O)CCN)CC=C1CN,-8.10,-8.10,0.6021,5.0115
CC1=C(O)C=C(O)C(C2=C(Cl)C(C3(O)C=CC=CC3)=NCC2(C)O)=C1C,-8.10,-8.10,0.6386,4.5558
CNOC1=C(C2(c3cc(C)cc(C)c3NC)C=C(N)CC2)C(F)=CCC1C,-8.10,-8.10,0.6663,4.6912
CC1=NN(C2=C(N)C(C3(C)CCC=CO3)=C([SH]=O)C(N)=C2NC(N)F)C=CC1,-8.10,-8.10,0.2187,5.5783
CN(O)C(=O)N(C1=C(F)C(O)(C(O)(O)F)C(=O)C=C1)C(C)(Cl)CCCO,-8.10,-8.10,0.1400,4.8616
CC(=O)C(=O)C1=C(C(=O)S)C=C(C2(N)C=CC(O)=C2)C(=[SH]N2N=C(CF)CC(O)=C2N)C1=O,-8.10,-8.10,0.1319,5.4108
COC1(CC2(NC3=C(C)C=CC=C3)C=CCC(C)=C2)NC=C(C)C=C1C,-8.10,-8.00,0.7127,4.5854
COC1=C(N2C=CNC(C)=C2)C(C=O)=C(C2=C(C)C(C)=CC=C2C)C(=O)C1=O,-8.00,-8.00,0.4933,3.6374
CN1C=CC(C(=O)C2=NC(O)=CC(O)=C2C2=CC(O)C=C2)(N(C)C)C=C1,-8.00,-8.00,0.6998,4.6749
CC1=CC(OC2=NC(C(O)S)=C(N)C(C(N)=O)=C2C=O)=C(C)C(N)=C1C,-8.00,-8.00,0.2305,3.8679
CC1N=CCC1(c1nc(C=O)c(O)c(-c2ccccc2N)c1CO)N(C)C,-8.00,-8.00,0.5494,4.4725
C=CC1=CN(C2C=C(C3=C(ONC)C(O)(CN)C(=O)C(S)=N3)N=C(N)C2)CC1,-8.00,-8.00,0.3036,5.4978
CCC1=C(C2=C(NN)C(N3N=C(Cl)C(F)=CO3)=C(N)N=C2N)C=CC=C1C,-8.00,-8.00,0.4651,3.7591
CC1=C(C2CC=CN2)N(C(=S)C2=C(O)CC(=O)N=N2)NC(F)=C1Oc1ccc(N)nc1,-8.00,-8.00,0.4086,4.8147
CC1=C(C2(O)NC(=O)CC(C)(C3(N)C=CNC3)C2(C)N)ON=C(N)C1(C)O,-8.00,-8.00,0.2887,5.8389
Cc1cc(-c2c(N)c([SH]=O)cc(OC3=CCNC3)c2CN)nc(N)c1C(N)=O,-8.00,-8.00,0.2881,4.1659
CN=C1C=C(C)CC=C1C1=C(C)N(C2=C(N)C(C(N)=O)=C(Cl)C(N(C)S)=C2Br)C=C(C)C1,-8.00,-8.00,0.3352,4.4198
CC(=O)c1c(Oc2cc(N)c(C)c(C)c2S)cc(C2C=CCC2)c(F)c1SN,-8.00,-8.00,0.1906,4.1092
CC1=CC(C2(C(C)(F)C(=O)C3=CN=NC=N3)C=CC(C)C(N)=C2)=CC=C1,-8.00,-8.00,0.6754,4.6413
COC(=O)C1=C(C)C(=O)C(C)(C)C(c2cc(C3=CC=CC3)cc(S)c2S)=C1,-7.90,-8.10,0.5506,3.8231
CC1C=NC(=O)C1(C=O)C1=C(C(=O)C=O)C2(C=O)C=CC=CC2C=C1N,-8.00,-8.00,0.4301,5.5820
CNc1cnc([SH]=O)c(C(=O)CC2(F)C=CCC2)c1-c1cc(O)c(O)c(O)c1,-7.90,-8.00,0.2165,4.5431
COC1=C(C(=O)N(O)C2=CC(C)C=CN2)C(O)C(C2=CCC=C2)=CC1(C)C,-8.00,-7.80,0.5236,5.0278
CC1=CC=CC(NC=O)=C1C1=C(Cl)N=CC=C1N(N)C1(N)C=CC=CC1,-7.90,-7.90,0.2472,4.0374
CCN1C(=O)C(N)C(C=C2C(=O)C(NC(C)(C=O)C(N)=O)=CC(C)=C2S)=C1C(C)C,-7.90,-7.90,0.2025,4.9378
CNc1cc(C(Cl)(NC=O)c2ccccc2OC2=CCOC2)cc(C=O)c1C,-7.90,-7.90,0.4036,4.0875
CC1=C(C2=C(C3=CC=CC=N3)C=CC(C)(C)C2=O)C=CC(N(C)C)=C1O,-7.90,-7.90,0.9014,3.1691
CC(C1=C(CCC(N)(O)F)N=C(CCl)C(N)(C2=CCC=C2)O1)=C1C=CC=CN1C,-7.90,-7.90,0.3483,5.3888
CN(C1=CCC=NC1)C1(c2ccccc2)N=C(C2=CCCC2)N=C(C(=O)O)S1,-7.90,-7.90,0.8234,4.5239
CC(=O)OC1=C(N)C(C)=CC(F)(N(S)C2(C)N=CC(=O)C=N2)C1C1C=CCC1,-7.90,-7.90,0.3235,5.3798
CC1=C2CCC=C2C=C(C2(O)N=C(N3NC(=O)C(C)(F)C(C)=C3Br)OC(N)=C2C)O1,-7.90,-7.90,0.4974,5.2984
COC1=C(N)C(C2=C(C)C(C)=C(C3C=CC=N3)C(=O)C2)=C(N)C(N)(N)N1,-7.90,-7.90,0.4371,4.6817
CC1=C(C)N(C2=NC(F)(C(=O)CN)C(O)=C(C(C)(F)Br)C2=O)C(C)=C2CCC=C12,-7.90,-7.90,0.4851,4.9559
CNC1=C(N)C(C=O)C(=C2NC(C)C2F)N=C1N(S)C1=CC(F)=CC=C1,-7.90,-7.90,0.4741,5.0121
CCN(N)C1=C(C=O)C(NC2=CC(N=C=O)=C(NC)C(C)=C2F)=CC=C1,-7.80,-7.90,0.2309,3.5671
COC1=C(NCC=O)CCC1(N)c1cc(C)c(C=O)cc1N(C)C(=O)C(N)=O,-7.80,-7.90,0.4349,4.2471
CC1(S)N=C(C2=C(O)C(C3=CC=CC=C3)=C(CO)C(=O)S2=O)CC=C1Cl,-7.80,-7.90,0.6693,4.6244
CNc1cc(-c2ccc(N3CC(C=O)=C(C4=NCOC4)C=C3C)c([SH]=O)c2-c2cnc(O)c(N)c2)ccc1C(N)=O,-7.90,-7.80,0.2009,4.3242
COC1C=CC(C)(N)C(C2=C(N(C)O)ONC(Cl)(C(=O)C3=CC=CC3)N2)=N1,-7.80,-7.80,0.2316,5.7209
Cc1ccc(N=O)c(-c2ccccc2-c2cc(F)cc(F)c2)c1C1C=CCC1,-7.80,-7.80,0.3441,3.2749
CC1=C(Cl)OC(F)(C2(N=O)NC(C(C)C)=C(C)C(C)=C2N)C(N2CO2)=C1,-7.80,-7.80,0.5692,5.5018
Cc1cc(NC(N)(N)N)c(C2(N)CN=CC(C3(O)CC=CC3)=C2N)c(S)c1N,-7.80,-7.80,0.1355,5.0029
CCC1=CC(c2cc(C#CN)cc(N)c2Cl)(N(CC)C2=CCCN2)NC(N)=C1,-7.80,-7.80,0.2957,4.8302
CNC1(C=O)C(F)=C(C2=CC=C(Cl)N2)CC(Cl)=C1N1C=CC(N)=CC1N,-7.80,-7.80,0.5837,5.2495
CNC(C)C1=C(CN)N(C(N)C2=CC(O)(C3(C)C=CCC3)NC=C2)OC(C)O1,-7.80,-7.80,0.4211,5.8477
CCC(=O)N1C(=O)C(=O)C(=O)C2(C(=O)C(=O)C3=CCC=C3)C=C(C)CNC12,-7.80,-7.80,0.4132,4.7354
CC1=C(NC2(O)N=C(C3=CCC(C)(C)N3)C=C(Cl)N2C)N(C)C(S)CC1,-7.80,-7.80,0.3347,5.3377
CNNC(c1c(C)cccc1N)C1(OC)C=NC(SC)=C(C2=CNCC2=O)C1C,-7.60,-8.00,0.3995,5.1055
CCN1CC(C)=CC(C2(NC)CN=CC(OCN(C)C3=CC=CC=C3)=N2)=N1,-7.80,-7.80,0.7816,4.5297
COC1=C(Cl)C(C2(O)C=CC(C3=CCN=C(C)C3)=CN2C)=CC(CN)=C1,-7.80,-7.80,0.8501,4.2998
C=CCN(C)c1c(O)ccnc1C1=CC(O)(CO)C(C2C=CCC2)C(C)=C1,-7.80,-7.80,0.6730,4.7720
CC1=CCC(C)(C2=C(C3=CC(O)=CC=C3)C(C)=CCC2=O)C(N(C)C)=C1,-7.80,-7.80,0.8465,3.9621
CC=C(C)C1=CC=CC1(N)OC1=C(C)C(C)=C(NC(C)CO)C=C1OC,-7.80,-7.80,0.6494,4.1746
CC(=O)c1c(C)c(C)cc(C)c1N(C=O)C1(c2nc[nH]c2C)C=CN(C)C1,-7.80,-7.80,0.6518,4.2188
CNC1=NC(O)=CC(C2=CC(NC)=C(C)C(Br)(C(C)N(C)C)C2)=C1CO,-7.80,-7.70,0.5252,4.7157
CCCC1=C(CO)N(C(CCO)C2=NC(C(=O)CN)=NC3=C2OC(F)=C(C(=O)C(C)O)S3)C(C)=NC1,-8.10,-7.40,0.2439,5.1039
CC1=CC(N)(C2=NC(N3C=CC(=O)[SH]3C)=C(N)C(OC=O)=N2)C=CC1O,-7.80,-7.70,0.3243,5.7308
CN1C=CC2(C)C(=C1NC1=CC(=O)C(=O)C(C(=O)S)(N(C)C#N)N1)N2C,-7.70,-7.70,0.1434,5.6015
CC1=C(C(=O)CN)C(O)=C(OC2=NC(N)=C(C(C)O)N2)C(C(=O)O)=C1C,-7.70,-7.70,0.4066,3.9514
CCC1=C(CN)C(N(C)C2=CCC=C2)=C(O)C(C2=CC=CC=C2)=C1OC,-7.70,-7.70,0.8121,3.1681
CCN1C(=O)C(=O)C(c2c(N)c(C)cc(C)c2O)=C(OC)C1(N)N1C=CCC1,-7.70,-7.70,0.5250,4.1451
CC(=O)C(F)(S)NC1=C(C2=CC=CC=C2C)C(N)=C(C2=CCC=C2)C=N1,-7.70,-7.70,0.4113,3.8169
CNC1=NC(C2=C(O)C(S)=C(C(N)=O)N=C2C2(C)C=CCC=C2)=CSC1,-7.70,-7.70,0.4711,4.4592
CC1=NC(NC2(O)CCC=C2N)=C(N)NN1C(=N)c1c(N)c(C(N)=O)c(N)c(N)c1O,-7.70,-7.70,0.0799,4.8901
CCNC1(OC2=C(F)C(C=O)C(=O)C(=O)S2)C(NC)=C(N2C=CNC=C2Br)C=NC1N,-7.70,-7.70,0.1245,5.7416
CC1=CNCC=C1C1=C(C)C(C)(C(C=O)(NO)N2CCN=C2O)C(Br)=C(N)C1,-7.70,-7.70,0.3186,5.4248
CC1=C(C2(C)C(=O)C(=O)C=C(O)C2C2=CC=CC=C2)C(N)=CCC1C=O,-7.70,-7.70,0.6445,4.4880
CNC1(c2c(C)cccc2-c2c(-c3ccc[nH]3)[nH]c(S)c2C(N)F)CC=CC1,-7.70,-7.70,0.2402,4.3329
CC1=NC(Nc2ncc(C3=CCCC3)c(C=O)c2C(C)O)=C(F)C(N)(CN)N1,-7.70,-7.70,0.4675,4.7020
COc1c(O)c(N(O)C2(C)CC=CC2)nc(C(=O)S)c1C1=NN=C(N)NC1O,-7.70,-7.70,0.2251,4.8740
O=CC(=O)C1=C(NCO)C(O)(C(O)=S)C2=CCC(O)=CC2=C1C1(O)CC=CC1,-7.70,-7.70,0.1209,5.0162
CC1OC=CC1(C(N)=O)C1(N)CNC(C(=O)C2=CN=NC=C2)=C(Cl)N1C,-7.70,-7.70,0.4778,5.1361
CNC1=C(C(=O)c2cc(N)ccn2)C(C)(NC)C(C2=CNCC2)=C(ON)C1=O,-7.70,-7.70,0.3353,4.4530
CNC1=C(C2=CC(C)(N)C(C)=CS2)C(N(C)C2=CC=CC=C2)CC=C1C,-7.70,-7.70,0.8180,4.4078
CC1=CC(S)=C(C)C(C2=C(Cl)C=CC(C(=O)C(N)=O)=C2C2=CC=CN2)=N1,-7.70,-7.70,0.3604,3.2517
CNC1=C(C2=CC(O)=C(OC)C(C(=O)F)N2C(C)=O)C(C)=C(C)C=C1Cl,-7.70,-7.70,0.7793,4.0196
CNC1=C(C2=CC=CC=C2)C(O)=C(C2(N)N=CN(C=O)C=C2C)N=C1O,-7.70,-7.70,0.6205,4.2104
CNc1cc(C)c(O)c(-c2c(NC)c(OC3=C(C)C(OC)=C(N)CN3C3(OC)C=COC3)nc(Cl)c2OC)c1C,-7.70,-7.70,0.2504,4.7739
CCc1cc(C2(C3=CC(=O)CN3)C=C(CN)C(F)=C(C)O2)c(N)c(CO)c1C=S=O,-7.30,-8.00,0.3901,4.9025
CNC1(C2=CC(=O)CC(c3c(C)nc(Cl)c(C)c3N(C)O)=C2CN)C=CCC1,-7.60,-7.70,0.3980,4.4996
CC1(C)C(N)=CC(C2=CCC=C2)=C(c2nc(N)c(N)c(Cl)c2N)C1(O)[SH]=O,-7.60,-7.70,0.4159,4.8949
CNC1=C(C2=CC=CNC2)CC(N2C=CCCC2)(C(O)(O)F)C(N)=C1S,-7.40,-7.90,0.3215,4.9479
CNC1=C(C)C(N)=C(NCN)C(N)(C2=C3C(N)=CC(N)=C3C=C(C)N2)C1,-7.60,-7.70,0.3645,4.4923
COC(=C1N=C(C2N=NC(NC=O)N2C)N=C(CF)N1)C(C)(C)N(C)C,-7.60,-7.60,0.4954,5.3733
COC(N)(NC1(S)CC(N)=C(CO)N=C1C)C(C)(F)C1=CC(C)=CC=C1,-7.60,-7.60,0.3802,4.8912
CC1=CSC(C2=C(C)C(C3(O)NN3C)=C(O)N=C2SCN(C)C)=C(F)C1,-7.60,-7.60,0.3968,5.0668
CC1=C(C2=C(N(C)C=O)C=C(C3=CC=NC=C3)C=C2)C(N(C)C)C=CO1,-7.60,-7.60,0.7747,3.8342
