smiles,egfr,her2,qed,sa
CC1=NC(C2(C)C=CC(CN)=N2)=C(CS)C(C2=NC(N)=C(F)C(F)=N2)=C1,-8.60,-8.50,0.5613,4.4061
CN1CC=CC(C2=C(O)C(C(=O)C3=CC=CC=C3)=C(C(N)=O)NC2)=C1O,-8.60,-8.50,0.6065,3.3707
CC1C(F)=CC(Cl)=C(Oc2ccc(C3C=CCS3)c(OC=O)c2)C1N(C)O,-8.50,-8.50,0.4195,4.9701
CCc1c(C)ccc(C(N)=C=O)c1-c1ccc(N)c(NC2=NC(=O)CN2)c1,-8.50,-8.50,0.4855,3.4555
CC1=C(C)C(C(O)C2=C(C(=O)C(N)N(C)C(=O)C(=O)S)C(=O)C(=S=O)C(N)=C2)C=CC1=O,-8.50,-8.50,0.1138,5.4024
CC1=CC=C(C2=C(C3=C(C=O)C=CC(C(=O)C4=C(NCN)NC(N)=CO4)=C3N)CNC(N)=C2C)C=N1,-8.50,-8.50,0.1255,4.0956
Cc1cc(O)ccc1-c1c(C)c(C2(N)C=CSCN2)nc(C)c1N1C=NCC1,-8.50,-8.50,0.7401,4.4368
CC1=C(N)C(=O)S(=O)C(F)=C1NC1(C2=CCC=C2)C=C(N)C(C)C(CN)=N1,-8.40,-8.40,0.5571,5.6168
CCNC1(O)C=C(CN)CC(C2=CC=CC2)(N2C(NC3=CC=CC=C3)=NC(NC=O)=C(N)C2N)S1,-8.40,-8.40,0.1563,5.1630
CN1C=CC(O)(NC2=C(O)C(C3=CCC=C3)=CC(C(O)(O)O)=C2)N=C1S,-8.40,-8.40,0.2328,4.7136
CC(F)C1=C(N)NC(N)=C(C2=NC(C3=CC(=O)CC3)=CC(N)(C(N)=O)C2(N)[SH]=O)N1,-8.40,-8.40,0.2076,5.6463
COC1=C(N)N(c2nc(C=O)c(-c3c(F)c(N4CC(C)=CC=N4)c(C=O)c(C(CF)=C4CCC=C4C)c3N(C)C)c(C)c2F)C=CC1,-8.40,-8.40,0.2990,4.8887
CC1=C(C)C(C)(CCC=O)C(C)=C(c2cccc(C3=CCC(=O)C3)c2)C1C=O,-8.30,-8.40,0.4962,4.3872
NC1(Oc2ncc(C(=O)NC=O)c(CF)c2C2(O)C=C(O)C=CN2)CC=CC1,-8.30,-8.30,0.2684,4.8945
CCc1ccccc1C(N)(C=O)C(N)C(=O)C1(O)OC(F)=NC2CCC=C21,-8.30,-8.30,0.4942,4.9635
CC1=C(C2=COC=CC2)C(OC2(O)C=CC=C(N)N2)=C(N(C)C=O)C(N)=C1,-8.30,-8.30,0.3511,4.7568
CC1=C(C)C(N(C=O)C(C)O)=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C1,-8.30,-8.30,0.5255,2.9189
CCNC(N)(O)C1(N)NC(C2=CC=CC2)=C(C2=NC=CC=C2C)C=C1C,-8.30,-8.30,0.5122,4.4783
CC(=O)C1=CC=C(C2=C(N)NC(C)C(C3=CC(CO)=CC3)=C2C=O)C=C1,-8.30,-8.30,0.5595,3.9060
CC1=CC(C#CC=O)=C(C2=CC=NC=C2)C(S)=C1C1=C(O)C=C(CO)N1,-8.30,-8.30,0.3268,3.6128
CCC1(C2=C(OC)C(N(C=O)C(Cl)=NC)=C(S)C(C)=C2)C=CC=C(C)C1,-8.20,-8.30,0.2507,4.5922
O=CC1=C(C=O)CN(C2=NC(C(=O)C3=CC=CC=N3)=CC(=O)C2(O)Cl)N=C1,-8.20,-8.30,0.4394,4.4967
CC1=C2C(=C(C(OC3=CC(=O)C=C3)C(N)=O)C(N)=C(O)C2CN)C=CC1,-8.30,-8.20,0.5737,4.6973
CC(=O)C(=O)N1NC1(NC1=C(C)C(N)=CC=C1)C1=NCN(CN)C(=O)O1,-8.20,-8.30,0.3036,4.6642
CC1=C(C=O)C(=O)C(C2=C(C)C(C3=NCN=N3)=CC(N)=C2N)=C(C)C1=O,-8.20,-8.20,0.3694,3.8798
CC1=C(O)OC(=C2CN=C(F)C2)C(=O)N1c1c(N)c(C)c(C(=O)F)c(O)c1N,-8.20,-8.20,0.1971,4.2740
CC(NCN)(C(=O)NC1=C(C2(C(O)Cl)C=CC(F)=C2)C=C(C(=O)O)C(=O)C1F)C(N)O,-8.20,-8.20,0.1319,5.7033
COC1(N(C)C2(C(=O)C3=CC=CC=C3)C=COC=C2)C=C(C)C(C)=CC1,-8.20,-8.20,0.5876,4.3527
CCOC1(N)C=CC2C(N3CC(C)=C(N)C3)=C(CC)C(CC)=C(C)C2(CC)C1,-8.20,-8.20,0.5178,5.1709
CC1=C(N)C(S)=C(N(C)CC2=C(C)C=C(C3=CC=CC=C3)N=C2Cl)C=C1,-8.20,-8.20,0.3535,2.7438
CC1=C(CN)C=C(C(=O)C2=C(O)C(C(=O)C(O)=C=O)=C(OC3=CCNC=C3)CO2)C(Cl)=C1N,-8.20,-8.20,0.1289,4.4407
CNC1=C(C2(C=O)OCC(CN)=C2C=O)C(O)=C(c2cc(S)c(C=O)c(NC)c2)CN1CCN,-8.30,-8.10,0.1991,4.8831
CC1=CCN(C(C)(C)OC2(C=O)C(C3CC=CC3)=CC(N)(N)C(C)=C2O)C(C)=C1N,-8.20,-8.20,0.3090,4.9172
CNC1=NN(C2=C(N=CN)NC(N3C=C(N)CC3)=C(C(Cl)NC)S2)NC=C1N,-8.10,-8.10,0.1266,5.4270
CCC1=C(C2=C(C(C)=O)C(=O)CN=C2C2=CC=C(O)C=C2)C=C(C)C=C1,-8.10,-8.10,0.8581,2.7036
CCOC(C)(O)c1nc(-c2cncc(NC)c2)nc(C2(Cl)CC=CN2)c1C,-8.10,-8.10,0.3970,4.5876
CC1=C(C(S)(C2=CC(C#N)=C(C)C(=O)C2)C2=CNC(C)=C(N)N2C)C=CC1,-8.10,-8.10,0.6552,4.9430
CC1=C(N)C(C2(N)C=CNC2)=C(C)C(C)=C1C(F)(S)C1=CC(Cl)=CC=C1,-8.10,-8.10,0.4676,4.4156
CNc1c(F)ccc(C2=NC(F)(C#N)C(F)=C(C3=CCC=C3)N2CS)c1C,-8.10,-8.10,0.5925,4.5397
NC1=C(CO)C(O)C=CC1=C1C=C(C2=COC(=O)CN2)NC=C1N1C=CCC1,-8.10,-8.10,0.4313,4.9769
CC1=C(C2=C(N)C(N)=C(N)N=C2[SH]=O)C=C(F)C(C2=CCC(N)=C2)=C1O,-8.10,-8.10,0.4450,4.2904
CCN(C1=C(NC)C(O)=CC(C2(O)CC(S)=NC(C)=C2C)=C1)C1=C(C)CC(=O)O1,-8.10,-8.10,0.3319,4.6740
CCC(C)C1(C2=C(C3C=C(CN)C(C(C)Cl)N=C3N(C)CN)CC(N=O)=C(F)O2)CCC(C(=O)C(C)=O)=C1C,-8.00,-8.10,0.1298,5.9832
CC1=C(C(N)(C=C2C=CC=C2)C2=NC=C(C=O)N2)C(C2=COC=CO2)=C(C#N)C=C1,-8.00,-8.00,0.7456,4.6504
N#CC1=C(N2CC2=O)C(=O)C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C1O,-8.00,-8.00,0.8697,3.4235
CC1=CNCC(C2=NC(O)=C(O)C(C)=C2C2(S)C=CC(N)=NN2C)=C1N,-8.00,-8.00,0.4225,5.0049
CNC1=C(C(C2=CCC(=O)C=C2)=C(C)OC2=NCC=C2)CC(N)=C(Cl)S1=O,-8.00,-8.00,0.7011,5.1641
CCSc1cc(C2=C(Cl)NC(C)=C(C3(O)CC=C(N)C3)N2CF)cc(C(C)CC=O)c1,-8.00,-8.00,0.2909,4.8675
C#CN1C(NC)=C(N)NC(NC=O)=C1C1=C(O)C=C(F)C(C(=[SH]C)C(=O)C2=CC(C)(C=O)C=CN2)=N1,-8.00,-8.00,0.0793,5.4986
CC1=C(C=O)C(NN)(OC(=O)C2=C(Cl)N(S)N(C(=O)OC(F)C(=O)C(=O)C=O)C=C2)C=C1,-7.90,-8.10,0.0480,5.4944
CN(NC1=CC=C(CN)C=C1)C1(S)CC(O)=C(C(C)(C)CO)C(S)=C1F,-8.00,-8.00,0.2511,4.2659
CC1=CC(N)=C(C)C(=O)C1(Cl)Oc1nc(NN)c(N)c([SH]2CCC(N)=N2)c1N,-8.00,-8.00,0.1563,5.5333
CNC1=CC(C)=C(C2=NC3=C(C)C(N(C)C)=C(O)C(=O)C3=C(O)C2)C=C1,-8.00,-8.00,0.7768,3.3860
CNC(N)(Cl)C1=CN(C2=NC=C(C)C=C2N(C)C2=CCC=C2)C(C)C=C1,-8.00,-8.00,0.4718,4.8294
CC1=C2OC(O)=C(C3=C(C)C(F)=C(CN)C=C3)C(C(C)(F)OC3(CS)C=CC=C3)=C2NCO1,-8.00,-8.00,0.4554,4.9478
CCC(F)(C(=O)NC1=C(N2N=CC=CN2)C(O)=C(F)C(N)(F)S1=O)C(C)Cl,-8.00,-8.00,0.3889,5.7004
CCC1=C(C)C2N(C)C2(CBr)C(OC)=C1C1=NC(NCO)=NC(=O)C1O,-8.00,-8.00,0.3315,5.3241
CC1C(N)=CC(O)(C(C)(N)C2(NC3=CC(Cl)=CC3)C=CSC=C2)C(F)=C1F,-8.00,-8.00,0.5657,5.7665
CCC1=C(CNC)CN(c2c(CC)c(CCl)c(C)c(C(C)=O)c2CCCN)C1,-7.90,-8.00,0.3487,3.4871
CC1=C(c2ccc(C(S)C=O)c(C3=CCCC3)c2C)C=C(O)C(O)(C(=O)F)O1,-8.00,-7.90,0.3906,4.7618
CC1=C(C(=O)N(C2=NNC(N)=C2)C2(Br)NN2)C(C)SC(N(C=O)CO)=N1,-7.90,-7.90,0.1341,4.9588
CCC1=C(CN2C(=O)C(S)C=C(S)C2(C)N)C(C)=CC(C2=CCC=C2)=C1,-7.90,-7.90,0.6843,4.6248
CC1=NC(C(C2=CC(C)(OC=O)C(N)=C(F)N2O)=C2NC=CC=C2N)=C(C)N1,-7.90,-7.90,0.3838,4.8628
C=C(O)N=C1C(CC)=CN=C1C1=C(CC)N=C(C2=C(N)C(N(C)CC)=C(F)C=C2)C(OC)=C1F,-7.80,-8.00,0.4091,3.8685
CC1=CC=CC(C2=CC=C(N)C=C2C2=C(C(C)O)C(N)=CC(C#N)=C2)=C1,-7.90,-7.90,0.6134,2.9857
CC1=CC(C2(F)C=C(C)C(C3=CCC=C(F)O3)=C(OCN)N2C)=CC=C1N,-7.90,-7.90,0.4750,4.4749
CNc1c(F)c(C2=CCC=C2)c(N)c(N(C)C=O)c1-c1cccc(Cl)c1N,-7.90,-7.90,0.5284,3.5874
CC(=O)C(=O)c1c(F)c(O)nc(Cl)c1C1=C(N)N=CC(NC2=CCCC2)C1=O,-7.90,-7.90,0.3841,4.5088
CC1=NC(C2=CC(Cl)NC2)=NC(N2C(C)=C(NO)CCC2(C)F)=C1CN,-7.90,-7.90,0.3599,4.8799
COc1nc(N(C)C2=CCC=C2)c(-c2cccc(C)c2S)cc1C(=O)C=O,-7.90,-7.90,0.3550,3.5770
CC1=CC(N)(C2=C(c3cccc(N)c3)C=C(C)C(F)(C(N)=O)C2C(N)=O)CC1,-7.90,-7.90,0.4635,4.5815
CC1=CN(c2cc(F)c(C3=NC(=S=O)OC3)c(C)c2C=O)C(C=O)=C(C(N)=O)C1(N)N,-7.90,-7.90,0.3033,4.5316
C=C(C1=C(C)C(C)=C(C(N)O)C(C)=C1C1=NC=CN1)N1C=CCCC1F,-7.90,-7.90,0.5747,4.5857
CNC1=C(NC(C)(Cl)C2=C(N(C)C(=O)O)CNC(=O)C2)C(O)=CC(C2=CCC=C2)=C1N,-7.90,-7.90,0.1293,4.5967
CC1=C(C2(N(C)C)C=CC=C2C(=O)NN)C(O)=C(C(N)C(C)O)C=C1O,-7.90,-7.90,0.1875,4.6446
CC1=C(O)C(=O)N=C(C(=O)C2=C(CC(C)N(CN)C3(F)CC=CC3)CC=CO2)C1(Cl)C(C)C,-7.80,-7.90,0.2337,5.4032
CC1=CN(C2C=CC(O)=C(N3C(C)=CC4=CNNC4=C3C(=O)Cl)C2=O)C=C(S)C1,-7.90,-7.80,0.4044,5.1000
CN(C)c1ccc(-c2c(N)c(CN)c(N(C)C=O)c(O)c2C2C=CCC2)cc1,-7.80,-7.80,0.3095,3.7586
COCC1=C(NC2(N)NC2=O)SC(OC(C)F)=C1C1=C(C)C=C(N)C=C1,-7.80,-7.80,0.3322,4.2508
N=C1C=C(Cl)C(=O)C(C(=N)C(N)CN)=C1C(=O)C1(N)C=CC=C(CN)N1,-7.80,-7.80,0.2164,5.0663
COC(F)C1(C(=O)C2=C(C(O)O)CC(N(C)CCN)=C(Cl)C2=O)CCC=C1C,-7.80,-7.80,0.3087,4.9280
CCN(C=O)C1=C(S)C(N)=CC(C)(C2=C(CC(C)C)C=CC(C)=C2C)O1,-7.80,-7.80,0.5804,4.1838
CC1=CN(C)C(N(C)c2cncc(C(=O)N3C=CCC3)c2N)=C(CF)N1C,-7.80,-7.80,0.8750,4.1004
CNC(Br)CC(=O)C(=S=O)C12CC=CC1C(N1C=C(O)CC(Cl)=C1)=CC=N2,-7.80,-7.80,0.2688,5.9038
CCc1c(C)cc(N(C)C(C)Br)c(N)c1N1N=C(O)NC(N2CCC=C2C)=C1N,-7.80,-7.80,0.3012,4.5713
CNC1=C(F)C(C2=C(NC)C(N)=C(N)C=C2Br)=NC(C2(N)C=CC=C2)=N1,-7.80,-7.80,0.4812,3.9060
CCNCC1(N)OC(=C(C)C2=C(C3NN3)CC=CN2)OC(NC=O)=C1N,-7.80,-7.80,0.2124,5.1062
CC1=C(F)C(C2=CCC(S)=CC2=O)=C(OC#N)C(C)=C1N(C=O)C(N)=O,-7.80,-7.80,0.4768,4.2290
CC1=CC=C(C(O)F)C(C2(F)C=CC(C)(N)C(O)=C2)(C(C)(O)C2=CCCC2)C1,-7.80,-7.80,0.5469,5.7360
COC1=C2C(O)=C(F)C(N)(O)C(NC(N)(N)NC(=O)NC(=S)CN)=C2CO1,-7.80,-7.80,0.1684,4.9390
CC1=C2NC(=C3NC=C(N)C(C(C)C(=O)O)O3)OC(C(=O)CO)=C2CS1,-7.80,-7.80,0.4525,5.0698
CC(CN)CNC1(Br)NC(OC(C)(C)N)=C(C(F)(F)C2=CNC(N)=C(F)O2)CO1,-7.80,-7.80,0.1671,5.3959
CN(C1=NC(Cl)=C(N)C(F)=N1)C1=C(N)C=C(N)C(N)=C1C1=CC(N)=CN1,-7.80,-7.80,0.2961,3.7824
CCC1C=C(C)C(C(O)(C(=O)F)N(C)C2=CC(C=O)=C(C)C=C2)=CC1=O,-7.60,-8.00,0.4802,4.3530
CCC(N)(CC1=C(C(=O)OCCCN)C=NC(F)(F)O1)NC1(N)C=C(C)CC1,-7.80,-7.80,0.1498,5.0741
CCOC1NC(N2C(C)=CC(C(Cl)N(C)CN)=C(O)C2(F)C(=O)C=O)O1,-7.60,-7.90,0.1735,5.6193
CSc1nc(N2C=CC=C(C(C)(N)N)N2)c(C)c(CC(C)=O)c1NC1(C)C=CCC1,-7.80,-7.70,0.2979,4.6562
CNC1C=CC=C(OC2=C(C)C(C(C)(O)S)=C(C)C(C)=C2CN(C)C)O1,-7.80,-7.70,0.5245,4.6416
CC1=CC(C2=C(N)C(C)(C3=C(C)C=CC=C3)C(=O)C=C2C(=O)S)=CC=C1,-7.70,-7.80,0.8134,3.4368
CCC(C)(NC)C1=C(N2CC=CC=C2C)C(C)=C(CC=O)C(F)(CC)N1,-7.70,-7.80,0.5324,4.8854
COC(C)C1=C(C2CCC=N2)N(C)N(C(=O)C(=O)c2ccccc2)C(F)(S)O1,-7.60,-7.90,0.3516,4.7202
CCC1=C(C)C(C)=C(CCl)C(N(OC)C2=CC(=O)C(C)=C(C)C2)=C1NC,-7.80,-7.70,0.5464,3.7538
CCC1=CC2(N)C(=O)C=C(CN)NC2C(C(=C(C)C(N)=O)N2CN=C(N)C2)=C1,-7.60,-7.90,0.3680,5.3007
CNC1N=C(N)C(C)(CCC=O)OC1(C1=NC(C)=CNC1N)N1CCC=N1,-7.80,-7.70,0.4460,5.8977
C#CC(=O)C1=C(N)C(C2=C(C=O)C=CC=C2)=NC(=O)C1(O)N(C)C(C)=O,-7.70,-7.70,0.3220,4.0811
CC1=C(C(=O)F)C(=O)CC(O)=C1N(C(=O)N1CC=C(N)C1)c1ccc(O)cc1,-7.70,-7.70,0.5385,3.7309
CNC1=C(C2=C(N)C(C)=C(C(C)=C3C=CCC3)C(=S)C2)C(C)(NC)C(C)=CC1,-7.70,-7.70,0.4745,4.9556
CCOC1=C(C2(CC)C=CC=C2C)C(S)=C(C(=O)C2=NC=CC=C2)CO1,-7.70,-7.70,0.5862,4.1943
CC1=C(O)C(C)=C(C2=C(C)C(S)=C(N3CC3O)C(=O)C2C)C(O)=C1CO,-7.70,-7.70,0.3137,4.5997
NC(=O)C1(N)C(F)=C(N)NC(C2(S)CC=CC2=O)=C1C1=CNC(C=O)=CC1,-7.70,-7.70,0.2731,5.4097
CCNC(F)C1=C(C2(N)NC(C(CN)CCNN)=CC(N)=C2N)N(C(C)C)CC1=O,-7.70,-7.70,0.1120,5.2544
O=CC1(C=O)C2=CCCC2=C(CCO)NN1c1nc(ON=O)nc([SH](=O)=O)n1,-7.70,-7.70,0.1520,4.8494
COC(N)C=S=C(NC(C)=O)C1(Cl)C=CCC(C(F)(C=O)C2C=CCC2)=C1O,-7.80,-7.60,0.1973,5.7632
CCN1C=C(OC2=NC(=N)CN2)C(CO)(C(=O)c2cnc(Cl)c(N)c2C)NC1,-8.10,-7.30,0.3434,4.8710
C=C(C(=O)C1(OC)CC=CC(C(Cl)NC)=C1F)C1=C(C)C=C(C)C(C)=C1,-7.70,-7.60,0.4488,4.4178
CN=COc1cc(C2(O)C(O)=CN(C3=CC=CC3)C(C)=C2C)c(C)cc1O,-7.60,-7.70,0.5563,4.5476
C=C=C1C=C(C2=C(O)CN(CC)C=C2N=O)C=C(CCC)N1C1=C(C)CCS1=O,-7.60,-7.60,0.5038,5.1715
CC1=C(Cl)C(C(=O)S)(C(C)(O)N(O)C2=C(C(=O)C=O)C(=O)CC(=CN)N2)CC1,-7.60,-7.60,0.1013,5.3399
COCc1cc(NC2=CCCN2)c(N2C=CN(C)CC2)c(C(C)N)c1C=O,-7.60,-7.60,0.6335,4.4064
C=Cc1c(CN)c(C(=O)N2CC=C(C)C2)c(Br)c(F)c1C(N)(NC)NC(=O)O,-7.60,-7.60,0.3266,4.3895
COCC(O)=C1C(=O)NC(N)=C1C(N)(N=C(N)C(=O)OC(C)O)N1CC(N)=C(Br)C=C1C,-7.60,-7.60,0.0530,5.1192
COC1(C=O)C(C(=O)CN)=C(F)C(C(N)CCN)=C(N2C=CCC=C2)[SH]1CO,-7.60,-7.60,0.2590,5.5865
CC1=CCOC(NC2=C(C(C)(N)N)C(OC(=O)F)=C(C(N)=O)C(F)=N2)=C1,-7.60,-7.60,0.3415,4.1018
CC1(C)C(C=O)CN(C2=NC(N)(C3=CCNC3)C(N)C=C2O)C(S)N1C(=O)Cl,-7.60,-7.60,0.1385,5.7734
CC1C=CNC(NC2=C(Br)C(NC3=CCCC3)=C(C=O)C(=O)C2OC(=O)O)=C1,-7.60,-7.60,0.2773,5.0468
CC1=CC(c2nc(N)c(-c3c(O)nc(C(=O)S)c(F)c3O)nc2N)N(C)C1,-7.60,-7.60,0.3838,4.4392
CCC(C)(C)C(O)(C(=O)Cl)C1=NC2=C(C(N)C#N)COC2(C(N)=O)C(Cl)=N1,-7.60,-7.60,0.5281,5.3612
CC1=C2C(=CC(C3=CC(C)NC(=S)N3C)=C(C3(C)NCN3)S2=O)C=CC1,-7.60,-7.60,0.6303,5.3533
CNC(F)(C=O)c1c(C2=CCC=CC2)nnc(NC(=O)C2(N)C=NCC2)c1N,-7.60,-7.60,0.3144,5.1184
CNC1(C2=CC=CC=C2)C(N)=C(C2=CC=CC(N)=C2)C(=O)C(C)=C1OC,-7.60,-7.60,0.7382,3.3606
CC1=CC(C2=CC=C(O)C(C3(Cl)CC=CC=C3CC(C)N)=C2C=O)=CC1,-7.60,-7.60,0.5669,4.5873
CC1C(C2=NC(C3=CCC=C3)=C(CN)C=C2)=CC(C=O)(CN)C(O)=C1F,-7.60,-7.60,0.7050,4.6799
CC1=CC=C(C(=NC2(C=O)CC2)C2=NC=C(N)C(N(C)C(=N)O)=C2)C=C1,-7.60,-7.60,0.4347,3.5535
CC(=O)C1(C2=CC=CC2)C(C)=C(C)C(C2=CC=CC=C2)=C(CF)N1C#N,-7.60,-7.60,0.7400,4.0711
CC1=CC2(C)C(OC=O)=C(OC3=CC=CC=C3)C(C=N)NC2(N)C=C1N,-7.70,-7.50,0.4696,4.9097
CCC1=C(NC2=CC(=O)C(C)(N(C)C3=CSC=CC3)C(C)=C2)C=CC=C1,-7.60,-7.60,0.7706,4.1964
CNN(C1=C(Cl)C=CC(=O)C1(F)C(=O)N1CCC=C1C)c1ccc(O)c(C)c1,-7.60,-7.60,0.5946,4.3508
CCC1=C2C(N=O)=C(C)N(C)C(NC)=C2C(NC2=CNC=C2)=C(C(C)F)C1,-7.60,-7.60,0.6429,4.6987
CCCC1=C(C(C)N(C)C=O)C(C)=C(C2(OCNC)C=CCO2)C(C)=N1,-7.70,-7.50,0.4162,4.7116
CNC1=C(N(C)N)C(=O)C(N2CC=NC2)(C2(O)C=C(CF)C(C)=CC2)C=C1C,-7.60,-7.60,0.4760,5.3953
